Name,Time_s,D_px,D_mm,x_child_connection_ara,x_parent_causal_ara,connection_child_mm_s,movement_child_mm_s,r_parent_unresolved_mm_s,r_child_unresolved_mm_s,fluid,target_t_s,child_issue_t_s,parent_issue_t_s,partition,x_parent_child_coarse,t411e_down_issue_t_s
241112c,2.187,16.0,0.196319018404908,1.259229018482625,0.8387789446658087,0.0650861566785742,0.0382884570306988,0.0650861566785742,0.0267976996478753,S3,2.941,3.415,2.933,development,1.049003981574217,
241112c,2.188,16.0,0.196319018404908,1.26691059972855,0.8382787801275353,0.0649711908451287,0.0375951478674048,0.0649711908451287,0.0273760429777239,S3,2.941,3.415,2.933,development,1.0525946899280427,
241112c,2.189,16.0,0.196319018404908,1.250576212799756,0.8336038789735171,0.06430227523748,0.0385339606981481,0.06430227523748,0.0257683145393318,S3,2.941,3.415,2.933,development,1.0420900458866365,
241112c,2.19,16.0,0.196319018404908,1.2314035365175398,0.8328928584285548,0.0641607794249624,0.0400467813335713,0.0641607794249624,0.0241139980913911,S3,2.941,3.415,2.933,development,1.0321481974730473,
241112c,2.191,16.0,0.196319018404908,1.2375873747309416,0.8320899288185166,0.064007484077515,0.0394316514282598,0.064007484077515,0.0245758326492551,S3,2.941,3.415,2.933,development,1.034838651774729,
241112c,2.192,16.0,0.196319018404908,1.2179805591213866,0.8311945134242325,0.0638423893177117,0.0409907935103716,0.0638423893177117,0.0228515958073401,S3,2.941,3.415,2.933,development,1.0245875362728096,
241112c,2.193,15.0,0.184049079754601,1.2207475728705357,0.8343042779485974,0.0642047147207614,0.0409844597615384,0.0642047147207614,0.0232202549592229,S3,2.941,3.415,2.933,development,1.0275259254095666,
241112c,2.194,15.0,0.184049079754601,1.2483186260078132,0.8372906264721465,0.0645523104153609,0.0388705001883749,0.0645523104153609,0.025681810226986,S3,2.941,3.415,2.933,development,1.0428046262399797,
241112c,2.195,16.0,0.196319018404908,1.252663557252097,0.8360918846244465,0.0643459570704674,0.038388662609249,0.0643459570704674,0.0259572944612184,S3,2.941,3.415,2.933,development,1.0443777209382716,
241112c,2.196,15.0,0.184049079754601,1.2807238414732676,0.8388742087408918,0.0646670242539415,0.0363180939422692,0.0646670242539415,0.0283489303116722,S3,2.941,3.415,2.933,development,1.0597990251070797,
241112c,2.197,16.0,0.196319018404908,1.284651745259582,0.8374769155645198,0.064434142640867,0.0358796472693271,0.064434142640867,0.0285544953715398,S3,2.941,3.415,2.933,development,1.0610643304120508,
241112c,2.198,15.0,0.184049079754601,1.3132060427442749,0.8400572665841148,0.064728681798618,0.0338524695085312,0.064728681798618,0.0308762122900867,S3,2.941,3.415,2.933,development,1.0766316546641947,
241112c,2.199,15.0,0.184049079754601,1.3422404664008656,0.8425190911095238,0.0650084918546742,0.0318571495590293,0.0650084918546742,0.0331513422956449,S3,2.941,3.415,2.933,development,1.0923797787551948,
241112c,2.2,15.0,0.184049079754601,1.371765304355104,0.8448635833484925,0.0652735729296591,0.0298936874208213,0.0652735729296591,0.0353798855088377,S3,2.941,3.415,2.933,development,1.1083144438517982,
241112c,2.201,15.0,0.184049079754601,1.4017910568443217,0.8470918644475839,0.0655239251439549,0.0279620830939073,0.0655239251439549,0.0375618420500476,S3,2.941,3.415,2.933,development,1.1244414606459527,
241112c,2.202,15.0,0.184049079754601,1.3993682318879015,0.849204984022962,0.0657595486177039,0.0282250754708207,0.0657595486177039,0.0375344731468831,S3,2.941,3.415,2.933,development,1.1242866079554317,
241112c,2.203,15.0,0.184049079754601,1.428752942714974,0.8512039215783767,0.0659804434708076,0.0263804420234037,0.0659804434708076,0.0396000014474039,S3,2.941,3.415,2.933,development,1.1399784321466755,
241112c,2.204,15.0,0.184049079754601,1.4585893378648993,0.8530895878141312,0.0661866098229287,0.0245676663872806,0.0661866098229287,0.0416189434356481,S3,2.941,3.415,2.933,development,1.1558394628395152,
241112c,2.205,15.0,0.184049079754601,1.4888846384735133,0.8548628258304373,0.0663780477934909,0.0227867485624515,0.0663780477934909,0.0435912992310393,S3,2.941,3.415,2.933,development,1.1718737321519752,
241112c,2.206,15.0,0.184049079754601,1.5196460540269767,0.8565244122282907,0.0665547575016795,0.0210376885489164,0.0665547575016795,0.0455170689527631,S3,2.941,3.415,2.933,development,1.1880852331276337,
241112c,2.207,15.0,0.184049079754601,1.5508807669260427,0.8580750581106921,0.0667167390664425,0.0193204863466753,0.0667167390664425,0.0473962527197672,S3,2.941,3.415,2.933,development,1.2044779125183673,
241112c,2.208,15.0,0.184049079754601,1.5825959153997493,0.8595154099867599,0.0668639926064906,0.0176351419557281,0.0668639926064906,0.0492288506507625,S3,2.941,3.415,2.933,development,1.2210556626932547,
241112c,2.209,15.0,0.184049079754601,1.6147985746236846,0.8608460505810018,0.0669965182402981,0.0159816553760751,0.0669965182402981,0.0510148628642229,S3,2.941,3.415,2.933,development,1.237822312602343,
241112c,2.21,15.0,0.184049079754601,1.6474957358863,0.8620674995497662,0.067114316086103,0.014360026607716,0.067114316086103,0.0527542894783869,S3,2.941,3.415,2.933,development,1.254781617718033,
241112c,2.211,15.0,0.184049079754601,1.680694283634189,0.8631802141066313,0.0672173862619083,0.0127702556506508,0.0672173862619083,0.0544471306112575,S3,2.941,3.415,2.933,development,1.2719372488704102,
241112c,2.212,15.0,0.184049079754601,1.714400970213948,0.8641845895582277,0.0673057288854823,0.0112123425048796,0.0673057288854823,0.0560933863806026,S3,2.941,3.415,2.933,development,1.2892927798860878,
241112c,2.213,15.0,0.184049079754601,1.748622388113872,0.8650809597517857,0.0673793440743586,0.0096862871704025,0.0673793440743586,0.0576930569039561,S3,2.941,3.415,2.933,development,1.3068516739328289,
241112c,2.214,15.0,0.184049079754601,1.7833649394934905,0.8658695974354302,0.0674382319458375,0.0081920896472193,0.0674382319458375,0.0592461422986182,S3,2.941,3.415,2.933,development,1.3246172684644604,
241112c,2.215,15.0,0.184049079754601,1.8186348027727155,0.8665507145320307,0.0674823926169861,0.00672974993533,0.0674823926169861,0.060752642681656,S3,2.941,3.415,2.933,development,1.3425927586523732,
241112c,2.216,15.0,0.184049079754601,1.854437896035101,0.8671244623271788,0.0675118262046387,0.0052992680347348,0.0675118262046387,0.0622125581699039,S3,2.941,3.415,2.933,development,1.36078117918114,
241112c,2.217,15.0,0.184049079754601,1.8907798369814184,0.8675909315716477,0.0675265328253981,0.0039006439454336,0.0675265328253981,0.0636258888799645,S3,2.941,3.415,2.933,development,1.379185384276533,
241112c,2.218,15.0,0.184049079754601,1.927665899150368,0.867950152498451,0.0675265125956352,0.0025338776674264,0.0675265125956352,0.0649926349282088,S3,2.941,3.415,2.933,development,1.3978080258244094,
241112c,2.219,15.0,0.184049079754601,1.9651009641028856,0.8682020947544046,0.0675117656314902,0.001198969200713,0.0675117656314902,0.0663127964307771,S3,2.941,3.415,2.933,development,1.416651529428645,
241112c,2.22,15.0,0.184049079754601,1.996920046177632,0.8683466672458632,0.067482292048873,0.0001040814547061,0.067482292048873,0.0675863735035791,S3,2.941,3.415,2.933,development,1.4326333567117475,
241112c,2.221,15.0,0.184049079754601,1.960028861439816,0.8683837178980695,0.0674380919634636,0.0013752742988314,0.0674380919634636,0.068813366262295,S3,2.941,3.415,2.933,development,1.4142062896689427,
241112c,2.222,15.0,0.184049079754601,1.9252902322157095,0.8683130333273454,0.0673791654907129,0.0026146093316627,0.0673791654907129,0.0699937748223757,S3,2.941,3.415,2.933,development,1.3968016327715276,
241112c,2.223,15.0,0.184049079754601,1.892528734531565,0.86813433842509,0.0673055127458433,0.0038220865531999,0.0673055127458433,0.0711275992990433,S3,2.941,3.415,2.933,development,1.3803315364783275,
241112c,2.224,15.0,0.184049079754601,1.8615878404832011,0.8678472958523348,0.0672171338438485,0.0049977059634434,0.0672171338438485,0.072214839807292,S3,2.941,3.415,2.933,development,1.364717568167768,
241112c,2.225,15.0,0.184049079754601,1.8323274604906157,0.8674515054433521,0.0671140288994953,0.0061414675623927,0.0671140288994953,0.073255496461888,S3,2.941,3.415,2.933,development,1.3498894829669839,
241112c,2.226,15.0,0.184049079754601,1.8046218608169156,0.8669465035165608,0.066996198027323,0.007253371350048,0.066996198027323,0.074249569377371,S3,2.941,3.415,2.933,development,1.3357841821667382,
241112c,2.227,15.0,0.184049079754601,1.7783578912788034,0.8663317620907116,0.0668636413416445,0.0083334173264095,0.0668636413416445,0.075197058668054,S3,2.941,3.415,2.933,development,1.3223448266847575,
241112c,2.228,15.0,0.184049079754601,1.7534334706709611,0.865606688004079,0.0667163589565469,0.0093816054914769,0.0667163589565469,0.0760979644480238,S3,2.941,3.415,2.933,development,1.3095200793375201,
241112c,2.229,15.0,0.184049079754601,1.7297562873455157,0.8647706219340839,0.0665543509858918,0.0103979358452503,0.0665543509858918,0.0769522868311421,S3,2.941,3.415,2.933,development,1.2972634546397999,
241112c,2.23,15.0,0.184049079754601,1.707242680247481,0.8638228373145049,0.0663776175433159,0.0113824083877296,0.0663776175433159,0.0777600259310455,S3,2.941,3.415,2.933,development,1.285532758780993,
241112c,2.231,15.0,0.184049079754601,1.6858166719719572,0.8627625391471148,0.0661861587422315,0.0123350231189151,0.0661861587422315,0.0785211818611467,S3,2.941,3.415,2.933,development,1.2742896055595359,
241112c,2.232,15.0,0.184049079754601,1.66540913043105,0.861588862704269,0.0659799746958274,0.0132557800388066,0.0659799746958274,0.079235754734634,S3,2.941,3.415,2.933,development,1.2634989965676595,
241112c,2.233,15.0,0.184049079754601,1.6459570397657943,0.8603008721186322,0.0657590655170688,0.014144679147404,0.0657590655170688,0.0799037446644729,S3,2.941,3.415,2.933,development,1.2531289559422132,
241112c,2.234,15.0,0.184049079754601,1.6274028644172032,0.8588975588558778,0.0655234313186983,0.0150017204447075,0.0655234313186983,0.0805251517634058,S3,2.941,3.415,2.933,development,1.2431502116365405,
241112c,2.235,15.0,0.184049079754601,1.6230639103962103,0.8614318675213921,0.0658152222066222,0.0152847539373312,0.0658152222066222,0.0810999761439534,S3,2.941,3.415,2.933,development,1.2422478889588011,
241112c,2.236,15.0,0.184049079754601,1.6061374489981208,0.8598310462544408,0.0655530688468724,0.016075149071542,0.0655530688468724,0.0816282179184144,S3,2.941,3.415,2.933,development,1.232984247626281,
241112c,2.237,15.0,0.184049079754601,1.58997170696801,0.8581124679737059,0.0652761908044074,0.0168336863944587,0.0652761908044074,0.0821098771988661,S3,2.941,3.415,2.933,development,1.224042087470858,
241112c,2.238,15.0,0.184049079754601,1.5745259998470489,0.8562748452370866,0.0649845881910843,0.0175603659060814,0.0649845881910843,0.0825449540971657,S3,2.941,3.415,2.933,development,1.2154004225420678,
241112c,2.239,15.0,0.184049079754601,1.5728373078570517,0.8584043531120193,0.0652204111119257,0.0177130376130244,0.0652204111119257,0.0829334487249502,S3,2.941,3.415,2.933,development,1.2156208304845355,
241112c,2.24,15.0,0.184049079754601,1.5717599848841943,0.8604402715191763,0.0654444402254681,0.0178309209681685,0.0654444402254681,0.0832753611936367,S3,2.941,3.415,2.933,development,1.2161001282016852,
241112c,2.241,15.0,0.184049079754601,1.5712847261294591,0.8623833693180867,0.0656566756429096,0.017914015971514,0.0656566756429096,0.0835706916144237,S3,2.941,3.415,2.933,development,1.216834047723773,
241112c,2.242,15.0,0.184049079754601,1.571404375834598,0.8642343693958555,0.0658571174752301,0.0179623226230607,0.0658571174752301,0.0838194400982908,S3,2.941,3.415,2.933,development,1.2178193726152267,
241112c,2.243,15.0,0.184049079754601,1.5721138498336336,0.8659939494479428,0.0660457658331913,0.0179758409228085,0.0660457658331913,0.0840216067559998,S3,2.941,3.415,2.933,development,1.2190538996407883,
241112c,2.244,15.0,0.184049079754601,1.573410076801981,0.86766274270248,0.0662226208273375,0.0179545708707576,0.0662226208273375,0.0841771916980952,S3,2.941,3.415,2.933,development,1.2205364097522304,
241112c,2.245,15.0,0.184049079754601,1.5752919571349493,0.8692413385896448,0.066387682567996,0.017898512466908,0.066387682567996,0.0842861950349041,S3,2.941,3.415,2.933,development,1.222266647862297,
241112c,2.246,15.0,0.184049079754601,1.5777603386828511,0.8707302833574989,0.0665409511652778,0.0178076657112595,0.0665409511652778,0.0843486168765374,S3,2.941,3.415,2.933,development,1.224245311020175,
241112c,2.247,15.0,0.184049079754601,1.567965440107363,0.8681171578129732,0.0661402767356919,0.0182241805971981,0.0661402767356919,0.0843644573328901,S3,2.941,3.415,2.933,development,1.218041298960168,
241112c,2.248,15.0,0.184049079754601,1.5715429504275549,0.8694129721329142,0.0662670288351847,0.0180666876784569,0.0662670288351847,0.0843337165136417,S3,2.941,3.415,2.933,development,1.2204779612802346,
241112c,2.249,15.0,0.184049079754601,1.5757139500688575,0.8706199556697821,0.0663819881203398,0.017874406407917,0.0663819881203398,0.0842563945282569,S3,2.941,3.415,2.933,development,1.2231669528693199,
241112c,2.25,15.0,0.184049079754601,1.5804870039176762,0.8717384802818761,0.0664851547004074,0.0176473367855782,0.0664851547004074,0.0841324914859856,S3,2.941,3.415,2.933,development,1.2261127420997762,
241112c,2.251,15.0,0.184049079754601,1.5858727219618456,0.8727688765874055,0.0665765286844237,0.0173854788114407,0.0665765286844237,0.0839620074958644,S3,2.941,3.415,2.933,development,1.2293207992746256,
241112c,2.252,15.0,0.184049079754601,1.591883833427084,0.87371143427394,0.0666561101812117,0.0170888324855044,0.0666561101812117,0.0837449426667161,S3,2.941,3.415,2.933,development,1.232797633850512,
241112c,2.253,15.0,0.184049079754601,1.5985352794348482,0.8745664023602685,0.0667238992993814,0.0167573978077693,0.0667238992993814,0.0834812971071508,S3,2.941,3.415,2.933,development,1.2365508408975583,
241112c,2.254,15.0,0.184049079754601,1.6058443255370658,0.8753339894111457,0.0667798961473305,0.0163911747782355,0.0667798961473305,0.083171070925566,S3,2.941,3.415,2.933,development,1.2405891574741057,
241112c,2.255,15.0,0.184049079754601,1.6138306958215558,0.8760143637053207,0.0668241008332447,0.0159901633969029,0.0668241008332447,0.0828142642301477,S3,2.941,3.415,2.933,development,1.2449225297634383,
241112c,2.256,15.0,0.184049079754601,1.6225167306629102,0.8766076533571272,0.0668565134650985,0.0155543636637715,0.0668565134650985,0.08241087712887,S3,2.941,3.415,2.933,development,1.2495621920100186,
241112c,2.257,15.0,0.184049079754601,1.6319275706279064,0.8771139463918102,0.0668771341506553,0.0150837755788413,0.0668771341506553,0.0819609097294967,S3,2.941,3.415,2.933,development,1.2545207585098583,
241112c,2.258,15.0,0.184049079754601,1.6420913695455244,0.8775332907746909,0.0668859629974683,0.0145783991421123,0.0668859629974683,0.0814643621395807,S3,2.941,3.415,2.933,development,1.2598123301601076,
241112c,2.259,15.0,0.184049079754601,1.6530395403346876,0.8778656943941399,0.0668830001128808,0.0140382343535847,0.0668830001128808,0.0809212344664655,S3,2.941,3.415,2.933,development,1.2654526173644136,
241112c,2.26,15.0,0.184049079754601,1.664807037867447,0.8781111249982532,0.0668682456040267,0.0134632812132581,0.0668682456040267,0.0803315268172848,S3,2.941,3.415,2.933,development,1.2714590814328501,
241112c,2.261,15.0,0.184049079754601,1.67743268395456,0.8782695100850071,0.0668416995778309,0.0128535397211329,0.0668416995778309,0.0796952392989638,S3,2.941,3.415,2.933,development,1.2778510970197834,
241112c,2.262,15.0,0.184049079754601,1.6909595405035118,0.878340736745587,0.0668033621410099,0.0122090098772089,0.0668033621410099,0.0790123720182188,S3,2.941,3.415,2.933,development,1.2846501386245495,
241112c,2.263,15.0,0.184049079754601,1.7054353380517162,0.8783246514604695,0.0667532334000727,0.011529691681486,0.0667532334000727,0.0782829250815588,S3,2.941,3.415,2.933,development,1.2918799947560928,
241112c,2.264,15.0,0.184049079754601,1.7209129682651896,0.8782210598477198,0.0666913134613203,0.0108155851339644,0.0666913134613203,0.0775068985952848,S3,2.941,3.415,2.933,development,1.2995670140564548,
241112c,2.265,15.0,0.184049079754601,1.7374510506719645,0.8780297263629084,0.0666176024308471,0.0100666902346441,0.0666176024308471,0.0766842926654912,S3,2.941,3.415,2.933,development,1.3077403885174363,
241112c,2.266,15.0,0.184049079754601,1.755114585941698,0.8777503739498761,0.066532100414541,0.009283006983525,0.066532100414541,0.075815107398066,S3,2.941,3.415,2.933,development,1.316432479945787,
241112c,2.267,15.0,0.184049079754601,1.7739757105197502,0.8773826836415276,0.066434807518084,0.0084645353806071,0.066434807518084,0.0748993428986911,S3,2.941,3.415,2.933,development,1.325679197080639,
241112c,2.268,15.0,0.184049079754601,1.7941145704925558,0.8769262941096742,0.0663257238469525,0.0076112754258904,0.0663257238469525,0.0739369992728429,S3,2.941,3.415,2.933,development,1.335520432301115,
241112c,2.269,15.0,0.184049079754601,1.8156203363521275,0.8763808011628573,0.0662048495064181,0.006723227119375,0.0662048495064181,0.0729280766257931,S3,2.941,3.415,2.933,development,1.3460005687574923,
241112c,2.27,15.0,0.184049079754601,1.8385923850367685,0.8757457571909453,0.0660721846015477,0.0058003904610607,0.0660721846015477,0.0718725750626084,S3,2.941,3.415,2.933,development,1.3571690711138569,
241112c,2.271,15.0,0.184049079754601,1.8631416815076027,0.8750206705551766,0.0659277292372041,0.0048427654509478,0.0659277292372041,0.0707704946881519,S3,2.941,3.415,2.933,development,1.3690811760313897,
241112c,2.272,15.0,0.184049079754601,1.889392399511965,0.8742050049222011,0.0657714835180471,0.0038503520890359,0.0657714835180471,0.069621835607083,S3,2.941,3.415,2.933,development,1.381798702217083,
241112c,2.273,15.0,0.184049079754601,1.9174838305283883,0.8732981785404982,0.0656034475485328,0.0028231503753254,0.0656034475485328,0.0684265979238582,S3,2.941,3.415,2.933,development,1.3953910045344433,
241112c,2.274,15.0,0.184049079754601,1.947572641775928,0.8722995634574655,0.0654236214329149,0.0017611603098161,0.0654236214329149,0.0671847817427311,S3,2.941,3.415,2.933,development,1.4099361026166968,
241112c,2.275,15.0,0.184049079754601,1.9798355593967023,0.8712084846752628,0.0652320052752452,0.000664381892508,0.0652320052752452,0.0658963871677532,S3,2.941,3.415,2.933,development,1.4255220220359826,
241112c,2.276,15.0,0.184049079754601,1.9857338946824556,0.870024219243382,0.0650285991793737,0.0004671848765988,0.0650285991793737,0.0645614143027748,S3,2.941,3.415,2.933,development,1.4278790569629187,
241112c,2.277,15.0,0.184049079754601,1.950831748830172,0.8687459952857216,0.0648134032489492,0.0016335399975044,0.0648134032489492,0.0631798632514447,S3,2.941,3.415,2.933,development,1.4097888720579468,
241112c,2.278,15.0,0.184049079754601,1.915911089384734,0.8673729909597897,0.0645864175874198,0.0028346834702088,0.0645864175874198,0.0617517341172109,S3,2.941,3.415,2.933,development,1.3916420401722618,
241112c,2.279,15.0,0.184049079754601,1.8810079227991428,0.8659043333454669,0.0643476422980335,0.004070615294712,0.0643476422980335,0.0602770270033214,S3,2.941,3.415,2.933,development,1.3734561280723048,
241112c,2.28,15.0,0.184049079754601,1.846156176567951,0.8643390972605653,0.0640970774838384,0.005341335471014,0.0640970774838384,0.0587557420128244,S3,2.941,3.415,2.933,development,1.355247636914258,
241112c,2.281,15.0,0.184049079754601,1.8113877355808443,0.8626763040002219,0.0638347232476835,0.0066468439991148,0.0638347232476835,0.0571878792485687,S3,2.941,3.415,2.933,development,1.337032019790533,
241112c,2.282,15.0,0.184049079754601,1.776732485249134,0.8609149199969434,0.0635605796922187,0.0079871408790143,0.0635605796922187,0.0555734388132044,S3,2.941,3.415,2.933,development,1.3188237026230387,
241112c,2.283,15.0,0.184049079754601,1.742218360452618,0.8590538553978999,0.0632746469198958,0.0093622261107126,0.0632746469198958,0.0539124208091831,S3,2.941,3.415,2.933,development,1.3006361079252589,
241112c,2.284,15.0,0.184049079754601,1.7078713994101171,0.8570919625557977,0.0629769250329685,0.0107720996942096,0.0629769250329685,0.0522048253387589,S3,2.941,3.415,2.933,development,1.2824816809829573,
241112c,2.285,15.0,0.184049079754601,1.6737158016355729,0.8550280344294375,0.0626674141334934,0.0122167616295054,0.0626674141334934,0.0504506525039879,S3,2.941,3.415,2.933,development,1.2643719180325053,
241112c,2.286,15.0,0.184049079754601,1.6397739892021288,0.8528608028897496,0.0623461143233296,0.0136962119166,0.0623461143233296,0.0486499024067295,S3,2.941,3.415,2.933,development,1.2463173960459393,
241112c,2.287,15.0,0.184049079754601,1.6060666705975704,0.8505889369268477,0.0620130257041403,0.0152104505554935,0.0620130257041403,0.0468025751486468,S3,2.941,3.415,2.933,development,1.228327803762209,
241112c,2.288,15.0,0.184049079754601,1.5726129065154522,0.8482110407532779,0.0616681483773921,0.0167594775461856,0.0616681483773921,0.0449086708312064,S3,2.941,3.415,2.933,development,1.210411973634365,
241112c,2.289,15.0,0.184049079754601,1.5394301769860206,0.8457256517983619,0.0613114824443564,0.0183432928886766,0.0613114824443564,0.0429681895556797,S3,2.941,3.415,2.933,development,1.1925779143921913,
241112c,2.29,15.0,0.184049079754601,1.5065344493093642,0.8431312385881261,0.0609430280061092,0.0199618965829662,0.0609430280061092,0.040981131423143,S3,2.941,3.415,2.933,development,1.1748328439487452,
241112c,2.291,14.0,0.171779141104294,1.506514854462078,0.844748408606961,0.061102004616413,0.0200150244463111,0.061102004616413,0.0410869801701019,S3,2.941,3.415,2.933,development,1.1756316315345194,
241112c,2.292,15.0,0.184049079754601,1.4729254230725797,0.8419315927138699,0.0607070429296883,0.0217235295606025,0.0607070429296883,0.0389835133690857,S3,2.941,3.415,2.933,development,1.1574285078932247,
241112c,2.293,14.0,0.171779141104294,1.4712224026469791,0.8433403334745133,0.0608395124926951,0.0218665588439491,0.0608395124926951,0.038972953648746,S3,2.941,3.415,2.933,development,1.157281368060746,
241112c,2.294,14.0,0.171779141104294,1.5077379945972913,0.8446294556423393,0.060957263412348,0.0199019623029651,0.060957263412348,0.0410553011093828,S3,2.941,3.415,2.933,development,1.1761837251198153,
241112c,2.295,15.0,0.184049079754601,1.471578019118154,0.841472863480646,0.060521076335873,0.0217322266485523,0.060521076335873,0.0387888496873206,S3,2.941,3.415,2.933,development,1.1565254412994,
241112c,2.296,14.0,0.171779141104294,1.4674448134898874,0.8425526913331451,0.0606123208094518,0.0219970151631946,0.0606123208094518,0.0386153056462571,S3,2.941,3.415,2.933,development,1.1549987524115162,
241112c,2.297,14.0,0.171779141104294,1.4622803103021436,0.8435133714614301,0.0606888469394214,0.0223169167460399,0.0606888469394214,0.0383719301933814,S3,2.941,3.415,2.933,development,1.1528968408817868,
241112c,2.298,14.0,0.171779141104294,1.4561067094299571,0.8443552423944674,0.060750654825313,0.0226919313970881,0.060750654825313,0.0380587234282249,S3,2.941,3.415,2.933,development,1.1502309759122122,
241112c,2.299,14.0,0.171779141104294,1.487278065141609,0.8450785699683867,0.060797744566467,0.0209593202238057,0.060797744566467,0.0398384243426613,S3,2.941,3.415,2.933,development,1.1661783175549978,
241112c,2.3,14.0,0.171779141104294,1.4791261906673423,0.8456835476046524,0.0608301162620329,0.0214213057543509,0.0608301162620329,0.0394088105076819,S3,2.941,3.415,2.933,development,1.1624048691359974,
241112c,2.301,14.0,0.171779141104294,1.509431337305209,0.8461702964776239,0.06084777001097,0.0197756654605654,0.06084777001097,0.0410721045504046,S3,2.941,3.415,2.933,development,1.1778008168914165,
241112c,2.302,14.0,0.171779141104294,1.4992413969666718,0.8465388655717896,0.060850705912048,0.0203246218706075,0.060850705912048,0.0405260840414404,S3,2.941,3.415,2.933,development,1.1728901312692308,
241112c,2.303,14.0,0.171779141104294,1.5285225409133043,0.84678923162867,0.0608389240638471,0.018765952456319,0.0608389240638471,0.042072971607528,S3,2.941,3.415,2.933,development,1.1876558862709872,
241112c,2.304,14.0,0.171779141104294,1.516248880730114,0.8469212989830368,0.0608124245647588,0.019401879745858,0.0608124245647588,0.0414105448189007,S3,2.941,3.415,2.933,development,1.1815850898565754,
241112c,2.305,14.0,0.171779141104294,1.5030449051804575,0.8469348992878112,0.0607712075129859,0.0200929201036,0.0607712075129859,0.0406782874093859,S3,2.941,3.415,2.933,development,1.1749899022341344,
241112c,2.306,14.0,0.171779141104294,1.488952473665558,0.8468297911266637,0.0607152730065436,0.0208390735295449,0.0607152730065436,0.0398761994769986,S3,2.941,3.415,2.933,development,1.1678911323961108,
241112c,2.307,14.0,0.171779141104294,1.474014699240468,0.8466056595130159,0.0606446211432591,0.0216403400236928,0.0606446211432591,0.0390042811195663,S3,2.941,3.415,2.933,development,1.1603101793767419,
241112c,2.308,14.0,0.171779141104294,1.497263738603938,0.8462621152738147,0.0605592520207727,0.02033398069351,0.0605592520207727,0.0402252713272626,S3,2.941,3.415,2.933,development,1.1717629269388763,
241112c,2.309,14.0,0.171779141104294,1.4803658537872275,0.8457986943161064,0.0604591657365381,0.0212222180671548,0.0604591657365381,0.0392369476693832,S3,2.941,3.415,2.933,development,1.1630822740516669,
241112c,2.31,14.0,0.171779141104294,1.462717559739089,0.8452148567740954,0.0603443623878224,0.0221655685090026,0.0603443623878224,0.0381787938788197,S3,2.941,3.415,2.933,development,1.153966208256592,
241112c,2.311,14.0,0.171779141104294,1.4828295368830036,0.8445099860339911,0.0602148420717071,0.0210012931265198,0.0602148420717071,0.0392135489451873,S3,2.941,3.415,2.933,development,1.1636697614584972,
241112c,2.312,14.0,0.171779141104294,1.5029020592612012,0.8436833876336061,0.0600706048850884,0.0198688755553309,0.0600706048850884,0.0402017293297574,S3,2.941,3.415,2.933,development,1.1732927234474038,
241112c,2.313,14.0,0.171779141104294,1.5229200881032336,0.8427342880332334,0.0599116509246772,0.018768315795436,0.0599116509246772,0.0411433351292411,S3,2.941,3.415,2.933,development,1.1828271880682335,
241112c,2.314,14.0,0.171779141104294,1.5428676718379193,0.8416618332539675,0.0597379802869999,0.0176996138468351,0.0597379802869999,0.0420383664401648,S3,2.941,3.415,2.933,development,1.1922647525459433,
241112c,2.315,14.0,0.171779141104294,1.5627279065449966,0.8404650873791829,0.0595495930683992,0.0166627697095282,0.0595495930683992,0.0428868233588709,S3,2.941,3.415,2.933,development,1.2015964969620898,
241112c,2.316,14.0,0.171779141104294,1.5824828957142765,0.8391430309144314,0.0593464893650335,0.0156577833835153,0.0593464893650335,0.0436887059815181,S3,2.941,3.415,2.933,development,1.2108129633143538,
241112c,2.317,14.0,0.171779141104294,1.602113709427008,0.8376945590005768,0.0591286692728783,0.0146846548687964,0.0591286692728783,0.0444440144040819,S3,2.941,3.415,2.933,development,1.2199041342137924,
241112c,2.318,14.0,0.171779141104294,1.6216003430935422,0.8361184794744494,0.0588961328877261,0.0137433841653714,0.0588961328877261,0.0451527487223546,S3,2.941,3.415,2.933,development,1.2288594112839957,
241112c,2.319,14.0,0.171779141104294,1.6409216759026557,0.8344135107708122,0.0586488803051871,0.0128339712732405,0.0586488803051871,0.0458149090319466,S3,2.941,3.415,2.933,development,1.237667593336734,
241112c,2.32,14.0,0.171779141104294,1.6600554291610266,0.8325782796588386,0.0583869116206894,0.0119564161924035,0.0583869116206894,0.0464304954282858,S3,2.941,3.415,2.933,development,1.2463168544099326,
241112c,2.321,14.0,0.171779141104294,1.6789781247265358,0.8306113188057371,0.0581102269294794,0.0111107189228605,0.0581102269294794,0.0469995080066189,S3,2.941,3.415,2.933,development,1.2547947217661366,
241112c,2.322,14.0,0.171779141104294,1.6976650437662604,0.8285110641594935,0.0578188263266225,0.0102968794646115,0.0578188263266225,0.047521946862011,S3,2.941,3.415,2.933,development,1.263088053962877,
241112c,2.323,14.0,0.171779141104294,1.716090186099362,0.8262758521420566,0.0575127099070033,0.0095148978176565,0.0575127099070033,0.0479978120893467,S3,2.941,3.415,2.933,development,1.2711830191207092,
241112c,2.324,14.0,0.171779141104294,1.7342262304165108,0.8239039166435408,0.0571918777653258,0.0087647739819955,0.0571918777653258,0.0484271037833303,S3,2.941,3.415,2.933,development,1.2790650735300257,
