Name,fluid,D0_mm,tbrk_s,target_t_s,coverage,excluded,reason,parent_window_frames,child_window_frames,child_cross_t_s,child_issue_t_s,parent_cross_t_s,parent_issue_t_s,capillary_forecast_t_s,child_issue_lead_s,parent_issue_lead_s,first_parent_rate_t_s,child_prediction_t_s,parent_prediction_t_s,child_error_s,child_abs_error_s,child_abs_error_u,parent_error_s,parent_abs_error_s,parent_abs_error_u,capillary_error_s,capillary_abs_error_s,capillary_abs_error_u,partition,t411e_eligible,t411e_reason,pair_down_cross_t_s,pair_down_issue_t_s,pair_up_cross_t_s,pair_up_issue_t_s,pair_prediction_t_s,pair_issue_lead_s,pair_abs_error_s,pair_abs_error_u,up_abs_error_u
250820c,S4,2.0,2.47,1.348,0.9712550607287448,False,,97.0,49.0,0.1458107921855089,0.15,1.0208606162793636,1.025,1.6229442694689702,1.1980000000000002,0.3230000000000002,,0.208,1.025,-1.14,1.14,0.4615384615384615,-0.3230000000000002,0.3230000000000002,0.1307692307692308,0.2749442694689701,0.2749442694689701,0.1113134694206356,diagnostic,True,,0.36865781089313077,0.373,0.17185846104363994,0.176,0.373,0.9750000000000001,0.9750000000000001,0.39473684210526316,0.4744939271255061
250820d,S4,2.0,2.067,1.391,0.9559748427672956,False,,97.0,49.0,0.0994277653402792,0.104,1.422006640912295,1.427,1.3873542833975072,1.287,-0.036,,0.1619999999999999,1.427,-1.229,1.229,0.594581519109821,0.036,0.036,0.0174165457184325,-0.0036457166024927,0.0036457166024927,0.0017637719412156,diagnostic,True,,0.18763567183357294,0.192,0.10660730745041826,0.111,0.192,1.199,1.199,0.5800677310111272,0.6192549588776004
250820e,S4,2.0,2.023,1.353,0.9485912011863568,False,,111.0,55.0,0.2215087916670958,0.226,1.4030756612306738,1.408,1.342383586932729,1.127,-0.0549999999999999,,0.284,1.408,-1.069,1.069,0.528423133959466,0.0549999999999999,0.0549999999999999,0.0271873455264458,-0.010616413067271,0.010616413067271,0.0052478561874794,diagnostic,True,,0.36579119210879524,0.37,0.25727193273237775,0.262,0.37,0.983,0.983,0.4859120118635689,0.5392980721700444
250820f,S4,2.0,2.132,1.351,0.9591932457786116,False,,115.0,57.0,0.2172105057202492,0.222,1.4031725989643102,1.408,1.4309944124727862,1.129,-0.0569999999999999,,0.28,1.408,-1.071,1.071,0.5023452157598498,0.0569999999999999,0.0569999999999999,0.0267354596622889,0.0799944124727862,0.0799944124727862,0.0375208313662224,diagnostic,True,,0.3431911101671966,0.348,0.24233597511858795,0.247,0.348,1.0030000000000001,1.0030000000000001,0.47045028142589124,0.5178236397748593
250820g,S4,2.0,1.756,1.091,0.9555808656036446,False,,111.0,55.0,0.914163945860066,0.919,1.1389895884254686,1.143,1.141667921076022,0.1719999999999999,-0.052,,0.977,1.143,-0.1139999999999998,0.1139999999999998,0.0649202733485193,0.052,0.052,0.0296127562642369,0.0506679210760219,0.0506679210760219,0.028854169177689,diagnostic,True,,1.0048993670160997,1.009,1.0200471201470365,1.025,1.009,0.08200000000000007,0.08200000000000007,0.04669703872437362,0.037585421412300715
250820h,S4,2.0,1.519,1.061,0.9394338380513496,False,,115.0,57.0,0.925416944799843,0.93,1.111512356852277,1.116,1.0467896195720898,0.1309999999999999,-0.0550000000000001,,0.988,1.116,-0.0729999999999999,0.0729999999999999,0.0480579328505595,0.0550000000000001,0.0550000000000001,0.0362080315997367,-0.0142103804279101,0.0142103804279101,0.0093550891559645,diagnostic,True,,0.9686029427849486,0.973,0.9851014101428597,0.99,0.973,0.08799999999999997,0.08799999999999997,0.057932850559578655,0.04674127715602367
250820i,S4,2.0,1.145,0.856,0.920524017467249,False,,111.0,55.0,0.6361708463722062,0.641,0.8367349599892037,0.841,0.813975458194302,0.2149999999999999,0.015,,0.6990000000000001,0.841,-0.1569999999999999,0.1569999999999999,0.1371179039301309,-0.015,0.015,0.0131004366812227,-0.042024541805698,0.042024541805698,0.0367026565988629,diagnostic,True,,0.8742988673666829,0.879,0.7940704963068403,0.799,0.879,-0.02300000000000002,0.02300000000000002,0.020087336244541502,0.04978165938864623
250820j,S4,2.0,1.37,0.976,0.9510948905109488,False,,111.0,55.0,0.9061534480818768,0.911,0.8101917360178045,0.815,0.9006269404501525,0.0649999999999999,0.161,,0.969,0.815,-0.0069999999999998,0.0069999999999998,0.0051094890510948,-0.161,0.161,0.1175182481751825,-0.0753730595498475,0.0753730595498475,0.0550168317882098,diagnostic,True,,1.014881075625945,1.019,0.9970930904364999,1.002,1.019,-0.04299999999999993,0.04299999999999993,0.03138686131386856,0.01897810218978104
250820k,S4,2.0,0.992,0.806,0.904233870967742,False,,109.0,55.0,0.655454963628278,0.66,0.606591262168942,0.611,0.7129884888555075,0.146,0.195,,0.718,0.611,-0.088,0.088,0.0887096774193549,-0.195,0.195,0.1965725806451613,-0.0930115111444925,0.0930115111444925,0.093761603976303,diagnostic,True,,0.6735764009202272,0.678,0.6892702578992791,0.694,0.678,0.128,0.128,0.12903225806451613,0.11290322580645172
250820l,S4,2.0,1.242,0.812,0.997584541062802,False,,109.0,55.0,0.922542136921678,0.927,0.8122899833378144,0.817,0.8430836369427713,-0.1149999999999999,-0.0049999999999998,,0.985,0.817,0.173,0.173,0.1392914653784219,0.0049999999999998,0.0049999999999998,0.00402576489533,0.0310836369427712,0.0310836369427712,0.0250270828846789,diagnostic,True,,0.934860790126067,0.939,0.9606903321524578,0.965,0.939,-0.1269999999999999,0.1269999999999999,0.10225442834138478,0.12318840579710139
250822a,S4,2.0,0.86,0.693,0.9953488372093025,False,,109.0,55.0,0.6231617621430074,0.628,0.5458622189333724,0.55,0.6117925893452225,0.0649999999999999,0.1429999999999999,,0.6859999999999999,0.55,-0.007,0.007,0.0081395348837209,-0.1429999999999999,0.1429999999999999,0.1662790697674417,-0.0812074106547774,0.0812074106547774,0.0944272216916016,diagnostic,True,,0.6421000575296743,0.647,0.6280908902941514,0.633,0.647,0.04599999999999993,0.04599999999999993,0.05348837209302317,0.06976744186046505
250822b,S4,2.0,1.058,0.623,0.9952741020793948,False,,109.0,55.0,0.7172883496625506,0.722,0.6588694196344677,0.663,0.6958090540510595,-0.0989999999999999,-0.04,,0.78,0.663,0.157,0.157,0.1483931947069943,0.04,0.04,0.0378071833648393,0.0728090540510595,0.0728090540510595,0.0688176314282226,diagnostic,True,,0.7440249164680411,0.749,0.7565206938978605,0.761,0.749,-0.126,0.126,0.11909262759924386,0.13043478260869565
250822c,S4,2.0,0.844,0.641,0.9087677725118484,False,,109.0,55.0,0.5547439680518793,0.559,0.5065333750416752,0.511,0.6012557084459221,0.0819999999999999,0.13,,0.617,0.511,-0.024,0.024,0.0284360189573459,-0.13,0.13,0.1540284360189573,-0.0397442915540778,0.0397442915540778,0.0470903928365851,diagnostic,True,,0.6013285239108994,0.606,0.6201752865833644,0.625,0.606,0.03500000000000003,0.03500000000000003,0.04146919431279625,0.018957345971564
250822d,S4,2.0,0.64,,0.8937499999999999,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
250822e,S4,2.0,0.679,0.509,0.9455081001472754,False,,107.0,53.0,0.4836840959511324,0.488,0.4319542480305108,0.436,0.4946674627101057,0.021,0.073,,0.546,0.436,0.037,0.037,0.0544918998527246,-0.073,0.073,0.1075110456553755,-0.0143325372898943,0.0143325372898943,0.0211083023415232,diagnostic,True,,0.5122191150696849,0.517,0.5270346339103471,0.532,0.517,-0.008000000000000007,0.008000000000000007,0.011782032400589112,0.03387334315169369
250822f,S4,2.0,0.678,,1.0,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
250822g,S4,2.0,0.746,,0.979892761394102,True,qualification_or_target,,,,,,,,,,,,,,,,,,,,,,diagnostic,False,missing_child_or_target,,,,,,,,,
250822r,S4,2.0,1.711,1.258,0.9532437171244884,False,,105.0,53.0,0.9253049362402908,0.93,0.1134522032720758,0.118,1.163748682172689,0.3279999999999999,1.14,,0.988,0.118,-0.27,0.27,0.1578024547048509,-1.14,1.14,0.6662770309760374,-0.094251317827311,0.094251317827311,0.0550855159715435,diagnostic,True,,0.9427184391183729,0.947,0.9305282851581312,0.935,0.947,0.31100000000000005,0.31100000000000005,0.1817650496785506,0.18877849210987724
250822s,S4,2.0,1.369,0.995,0.9401022644265888,False,,105.0,53.0,0.644615058694426,0.649,0.9106542875294832,0.915,0.9327323471484265,0.346,0.0799999999999999,,0.7070000000000001,0.915,-0.2879999999999999,0.2879999999999999,0.2103725346968589,-0.0799999999999999,0.0799999999999999,0.0584368151935719,-0.0622676528515736,0.0622676528515736,0.0454840415278112,diagnostic,True,,0.8355117839040811,0.84,0.6536210549657033,0.658,0.84,0.15500000000000003,0.15500000000000003,0.11322132943754568,0.2461650840029218
250822t,S4,2.0,1.017,0.806,0.9233038348082596,False,,105.0,53.0,0.5433028839720765,0.548,0.6148367206480416,0.619,0.7110474317628263,0.258,0.187,,0.6060000000000001,0.619,-0.1999999999999999,0.1999999999999999,0.1966568338249754,-0.187,0.187,0.1838741396263521,-0.0949525682371738,0.0949525682371738,0.0933653571653626,diagnostic,True,,0.650191360438415,0.655,0.6629383350469663,0.667,0.655,0.15100000000000002,0.15100000000000002,0.14847590953785647,0.13667649950835795
250822u,S4,2.0,0.829,0.65,0.9951749095295536,False,,105.0,53.0,,,0.6510525367757025,0.656,0.6121027911715585,,-0.006,,,0.656,,,,0.006,0.006,0.0072376357056694,-0.0378972088284415,0.0378972088284415,0.0457143652936568,diagnostic,False,missing_child_or_target,,,,,,,,,
