Time2	v(16-15)	v(1-3)	v(4-2)	v(9-10)	v(8-6)	v(5-7)	v(12-14)
11058	6.6199	5.6796	5.2502	5.0886	5.4255	6.0024	5.2916
11088	6.6200	5.6746	5.2464	5.0850	5.4212	6.0052	5.2907
11118	6.6201	5.6754	5.2427	5.0861	5.4235	6.0025	5.2897
11148	6.6202	5.6712	5.2390	5.0841	5.4193	6.0046	5.2869
11208	6.6203	5.6574	5.2315	5.0728	5.4071	5.9983	5.2812
11238	6.6041	5.6574	5.2283	5.0672	5.4010	6.0002	5.2784
11268	6.6063	5.6582	5.2319	5.0615	5.3950	5.9979	5.2755
11298	6.6083	5.6589	5.2277	5.0559	5.3889	5.9989	5.2727
11328	6.6120	5.6589	5.2302	5.0502	5.3828	5.9995	5.2735
11358	6.6171	5.6585	5.2286	5.0446	5.3767	6.0002	5.2725
11388	6.6030	5.6609	5.2278	5.0458	5.3784	5.9978	5.2731
11418	6.6121	5.6585	5.2310	5.0461	5.3782	5.9982	5.2737
11448	6.6077	5.6605	5.2291	5.0463	5.3780	5.9986	5.2744
11478	6.6189	5.6594	5.2293	5.0465	5.3777	5.9991	5.2721
11508	6.6084	5.6593	5.2314	5.0466	5.3775	5.9995	5.2741
11538	6.6023	5.6614	5.2313	5.0468	5.3773	5.9999	5.2741
11568	6.6111	5.6593	5.2315	5.0470	5.3771	6.0004	5.2741
11628	6.6196	5.6611	5.2283	5.0473	5.3776	6.0000	5.2741
11658	6.6112	5.6627	5.2270	5.0475	5.3778	5.9997	5.2735
11688	6.6205	5.6612	5.2272	5.0475	5.3781	5.9995	5.2738
11718	6.6030	5.6606	5.2289	5.0474	5.3783	5.9993	5.2742
11748	6.6131	5.6604	5.2327	5.0470	5.3783	5.9991	5.2733
11778	6.6039	5.6612	5.2287	5.0467	5.3782	5.9988	5.2734
11808	6.6203	5.6605	5.2294	5.0471	5.3781	5.9986	5.2734
11838	6.6015	5.6607	5.2338	5.0465	5.3781	5.9984	5.2733
11868	6.6162	5.6607	5.2300	5.0468	5.3782	5.9994	5.2734
11898	6.6207	5.6605	5.2292	5.0470	5.3784	6.0004	5.2735
11928	6.6038	5.6615	5.2323	5.0481	5.3785	5.9995	5.2736
11958	6.6072	5.6629	5.2325	5.0480	5.3786	5.9988	5.2737
11988	6.6291	5.6621	5.2339	5.0481	5.3787	5.9986	5.2738
12018	6.6130	5.6601	5.2318	5.0476	5.3789	5.9984	5.2739
12048	6.6086	5.6624	5.2300	5.0484	5.3790	5.9982	5.2737
12078	6.6181	5.6631	5.2310	5.0492	5.3792	5.9987	5.2738
12108	6.6227	5.6621	5.2327	5.0483	5.3794	5.9991	5.2738
12168	6.6236	5.6605	5.2331	5.0474	5.3799	6.0001	5.2739
12198	6.6171	5.6604	5.2359	5.0469	5.3792	5.9997	5.2740
12228	6.6123	5.6606	5.2350	5.0465	5.3785	5.9992	5.2739
12258	6.6142	5.6604	5.2347	5.0469	5.3778	5.9988	5.2739
12288	6.6201	5.6594	5.2322	5.0470	5.3772	6.0008	5.2738
12318	6.6262	5.6603	5.2332	5.0470	5.3765	6.0000	5.2738
12348	6.6192	5.6603	5.2311	5.0470	5.3758	5.9985	5.2737
12378	6.6231	5.6578	5.2321	5.0451	5.3751	6.0017	5.2737
12408	6.6302	5.6591	5.2307	5.0460	5.3744	5.9996	5.2736
12438	6.6241	5.6582	5.2277	5.0455	5.3737	6.0000	5.2735
12468	6.6264	5.6570	5.2316	5.0449	5.3730	5.9998	5.2735
12498	6.6258	5.6563	5.2289	5.0444	5.3723	5.9996	5.2734
12528	6.6454	5.6575	5.2299	5.0438	5.3717	6.0006	5.2734
12558	6.6235	5.6545	5.2274	5.0433	5.3710	6.0016	5.2733
12588	6.6462	5.6548	5.2280	5.0427	5.3703	6.0005	5.2732
12618	6.6412	5.6542	5.2260	5.0422	5.3696	5.9994	5.2726
12648	6.6459	5.6522	5.2289	5.0416	5.3689	5.9996	5.2720
12678	6.6374	5.6525	5.2284	5.0411	5.3682	5.9998	5.2702
12708	6.6370	5.6508	5.2273	5.0405	5.3675	6.0000	5.2711
12738	6.6478	5.6518	5.2254	5.0400	5.3668	6.0002	5.2708
12768	6.6596	5.6511	5.2253	5.0394	5.3662	5.9998	5.2702
12798	6.6400	5.6490	5.2263	5.0389	5.3655	6.0004	5.2696
12828	6.6576	5.6487	5.2258	5.0383	5.3648	6.0000	5.2691
12858	6.6486	5.6472	5.2261	5.0378	5.3641	6.0003	5.2685
12888	6.6532	5.6462	5.2264	5.0373	5.3633	6.0007	5.2680
12918	6.6550	5.6440	5.2254	5.0367	5.3626	6.0012	5.2676
12948	6.6567	5.6433	5.2270	5.0361	5.3619	6.0009	5.2671
12978	6.6530	5.6432	5.2262	5.0356	5.3611	6.0007	5.2667
13008	6.6492	5.6422	5.2254	5.0343	5.3598	5.9998	5.2662
13038	6.6511	5.6389	5.2253	5.0329	5.3584	6.0040	5.2657
13098	6.6617	5.6374	5.2248	5.0309	5.3562	6.0029	5.2648
13128	6.6669	5.6379	5.2245	5.0311	5.3580	6.0019	5.2647
13158	6.6485	5.6379	5.2243	5.0312	5.3576	6.0008	5.2646
13218	6.6580	5.6372	5.2253	5.0321	5.3572	6.0017	5.2644
13248	6.6540	5.6370	5.2247	5.0327	5.3571	6.0038	5.2643
13278	6.6500	5.6385	5.2242	5.0327	5.3572	6.0005	5.2642
13308	6.6533	5.6371	5.2244	5.0327	5.3572	6.0011	5.2640
13338	6.6566	5.6369	5.2247	5.0328	5.3578	6.0017	5.2639
13368	6.6598	5.6370	5.2249	5.0333	5.3581	6.0012	5.2638
13398	6.6608	5.6366	5.2267	5.0338	5.3585	6.0027	5.2637
13428	6.6619	5.6378	5.2266	5.0343	5.3588	6.0018	5.2636
13458	6.6629	5.6369	5.2264	5.0345	5.3584	6.0009	5.2635
13488	6.6599	5.6380	5.2263	5.0347	5.3605	6.0000	5.2634
13518	6.6569	5.6379	5.2262	5.0346	5.3595	6.0011	5.2633
13548	6.6598	5.6369	5.2261	5.0346	5.3584	6.0022	5.2632
13578	6.6560	5.6379	5.2259	5.0346	5.3592	6.0013	5.2631
13608	6.6522	5.6370	5.2258	5.0345	5.3588	6.0027	5.2630
13638	6.6485	5.6371	5.2257	5.0345	5.3590	6.0031	5.2629
13668	6.6491	5.6373	5.2256	5.0345	5.3592	6.0017	5.2627
13698	6.6496	5.6367	5.2255	5.0337	5.3580	6.0039	5.2626
13728	6.6530	5.6376	5.2255	5.0343	5.3593	6.0012	5.2625
13758	6.6565	5.6351	5.2254	5.0325	5.3568	6.0030	5.2624
13788	6.6599	5.6346	5.2253	5.0316	5.3558	6.0027	5.2623
13818	6.6632	5.6334	5.2252	5.0308	5.3549	6.0017	5.2622
13848	6.6554	5.6321	5.2242	5.0301	5.3540	6.0012	5.2621
13878	6.6477	5.6295	5.2233	5.0291	5.3527	6.0026	5.2612
13908	6.6613	5.6279	5.2212	5.0280	5.3513	6.0008	5.2608
13938	6.6589	5.6265	5.2217	5.0270	5.3500	6.0005	5.2592
13968	6.6592	5.6242	5.2210	5.0259	5.3494	6.0012	5.2586
13998	6.6596	5.6221	5.2202	5.0239	5.3472	6.0024	5.2580
14028	6.6600	5.6203	5.2195	5.0231	5.3459	6.0025	5.2574
14058	6.6714	5.6184	5.2203	5.0223	5.3445	6.0025	5.2570
14088	6.6688	5.6163	5.2192	5.0215	5.3432	6.0026	5.2569
14148	6.6636	5.6129	5.2170	5.0209	5.3423	6.0006	5.2555
14178	6.6610	5.6105	5.2159	5.0194	5.3409	6.0009	5.2548
14208	6.6557	5.6080	5.2158	5.0178	5.3395	6.0011	5.2547
14238	6.6505	5.6044	5.2156	5.0164	5.3379	6.0018	5.2530
14268	6.6453	5.6011	5.2155	5.0159	5.3361	6.0021	5.2512
14298	6.6401	5.5982	5.2153	5.0135	5.3347	6.0029	5.2502
14328	6.6349	5.5954	5.2152	5.0129	5.3332	6.0028	5.2493
14358	6.6297	5.5930	5.2135	5.0124	5.3316	6.0037	5.2483
14388	6.6244	5.5923	5.2118	5.0122	5.3309	6.0023	5.2473
14418	6.6192	5.5898	5.2041	5.0120	5.3301	6.0008	5.2026
14448	6.6140	5.5870	5.1963	5.0082	5.3279	6.0003	5.1578
14478	6.6088	5.5830	5.1885	5.0086	5.3268	6.0017	5.1131
14508	6.6036	5.4715	5.1786	4.8273	5.0606	5.5887	5.0683
