replicate,pseudo_onset_completed_runs,joint_shift_completed_runs,conditional_in_box_completed_runs
1656,0,0,6
1657,0,0,8
1658,0,0,8
1659,0,0,8
1660,1,0,6
1661,0,0,6
1662,1,0,9
1663,0,0,6
1664,0,0,6
1665,0,2,6
1666,1,0,6
1667,0,0,10
1668,0,0,7
1669,0,0,8
1670,0,0,7
1671,0,0,8
1672,0,0,8
1673,0,0,5
1674,1,0,7
1675,1,0,8
1676,0,0,6
1677,0,0,8
1678,0,0,9
1679,0,0,8
1680,0,0,7
1681,1,0,6
1682,0,0,9
1683,1,0,7
1684,2,0,6
1685,0,0,6
1686,0,0,6
1687,0,0,8
1688,1,0,6
1689,0,0,7
1690,0,0,5
1691,0,0,6
1692,0,0,6
1693,1,0,7
1694,0,0,7
1695,0,0,6
1696,1,0,10
1697,0,0,7
1698,0,1,7
1699,0,0,8
1700,0,0,6
1701,0,0,7
1702,0,0,5
1703,0,0,8
1704,0,0,7
1705,0,0,9
1706,0,0,7
1707,0,0,10
1708,1,0,8
1709,0,1,9
1710,0,0,6
1711,0,0,8
1712,0,0,7
1713,0,0,8
1714,1,0,8
1715,0,0,6
1716,0,0,8
1717,0,1,7
1718,0,0,8
1719,0,0,7
1720,0,0,9
1721,0,0,7
1722,1,0,7
1723,0,0,6
1724,0,0,9
1725,0,0,8
1726,0,1,7
1727,0,0,6
1728,0,0,5
1729,0,0,8
1730,0,0,7
1731,0,0,7
1732,0,1,8
1733,0,0,7
1734,0,0,8
1735,0,0,8
1736,0,0,6
1737,0,0,7
1738,0,0,7
1739,0,0,9
1740,0,0,11
1741,0,0,5
1742,0,0,7
1743,1,0,7
1744,0,0,7
1745,0,0,7
1746,1,1,8
1747,0,0,6
1748,1,0,7
1749,0,0,7
1750,0,0,6
1751,0,0,8
1752,0,0,8
1753,1,0,5
1754,0,0,8
1755,0,0,6
1756,0,0,9
1757,0,0,6
1758,0,0,7
1759,1,1,7
1760,0,0,7
1761,1,0,8
1762,0,0,8
1763,0,0,9
1764,0,0,6
1765,1,0,7
1766,0,0,9
1767,0,0,8
1768,0,0,11
1769,0,0,7
1770,0,0,10
1771,0,0,7
1772,0,0,8
1773,0,1,6
1774,1,0,6
1775,0,1,7
1776,1,1,6
1777,0,1,7
1778,1,1,7
1779,0,0,6
1780,0,0,7
1781,0,1,8
1782,1,0,7
1783,0,0,7
1784,0,0,8
1785,0,0,6
1786,0,0,7
1787,0,1,6
1788,1,0,9
1789,1,0,8
1790,1,0,7
1791,0,0,8
1792,0,0,7
1793,1,0,10
1794,1,0,7
1795,0,0,6
1796,0,0,7
1797,2,0,6
1798,0,0,8
1799,0,0,7
1800,0,0,7
1801,0,0,7
1802,0,0,7
1803,1,0,8
1804,0,0,9
1805,0,1,7
1806,0,0,8
1807,0,1,8
1808,0,0,8
1809,1,0,7
1810,0,1,6
1811,0,0,7
1812,0,0,6
1813,0,0,8
1814,0,0,6
1815,0,0,9
1816,0,0,7
1817,1,1,6
1818,1,0,8
1819,0,0,9
1820,0,0,5
1821,0,1,6
1822,0,1,6
1823,1,0,8
1824,0,0,7
1825,0,1,6
1826,0,0,7
1827,0,1,6
1828,0,0,7
1829,0,0,8
1830,0,0,7
1831,0,0,8
1832,0,0,9
1833,0,0,9
1834,0,0,8
1835,0,0,6
1836,0,0,6
1837,0,0,6
1838,0,0,7
1839,1,0,8
1840,0,0,9
1841,1,1,8
1842,0,0,6
1843,0,0,7
1844,0,0,7
1845,0,0,6
1846,0,0,8
1847,2,0,6
1848,0,1,8
1849,0,0,7
1850,0,0,6
1851,1,0,8
1852,1,0,6
1853,0,0,7
1854,0,0,7
1855,0,0,7
1856,0,0,9
1857,0,0,6
1858,0,2,6
1859,0,0,7
1860,1,0,5
1861,0,0,7
1862,0,0,8
1863,0,0,9
1864,0,0,6
1865,0,0,5
1866,0,0,8
1867,1,0,7
1868,0,0,7
1869,1,0,8
1870,0,1,6
1871,0,0,8
1872,1,0,7
1873,0,0,6
1874,1,0,8
1875,0,0,7
1876,1,0,6
1877,0,0,7
1878,1,0,8
1879,0,0,9
1880,0,1,7
1881,0,0,6
1882,1,0,8
1883,0,0,7
1884,0,0,8
1885,0,0,7
1886,0,0,6
1887,0,0,8
1888,0,0,7
1889,0,1,9
1890,3,1,7
1891,0,0,6
1892,0,0,8
1893,0,0,7
1894,0,0,8
1895,0,0,6
1896,0,0,9
1897,0,0,8
1898,0,0,8
1899,1,0,8
1900,0,0,8
1901,0,0,6
1902,1,0,7
1903,1,0,7
1904,0,0,9
1905,1,0,7
1906,0,0,8
1907,1,1,7
1908,1,0,8
1909,0,1,8
1910,0,0,5
1911,0,0,8
1912,0,0,6
1913,0,0,6
1914,1,2,6
1915,0,0,10
1916,0,0,8
1917,1,0,7
1918,0,0,5
1919,0,0,10
1920,0,0,7
1921,0,2,8
1922,0,0,6
1923,0,0,6
1924,0,0,6
1925,0,1,8
1926,0,0,6
1927,0,0,6
1928,0,0,8
1929,0,1,8
1930,1,0,8
1931,0,0,7
1932,0,0,8
1933,0,0,8
1934,0,0,7
1935,1,0,7
1936,0,0,7
1937,0,0,7
1938,0,0,8
1939,0,0,5
1940,0,0,7
1941,0,0,7
1942,0,0,7
1943,1,1,6
1944,0,0,5
1945,0,0,6
1946,0,0,6
1947,0,0,8
1948,0,0,7
1949,0,0,6
1950,0,0,7
1951,0,1,7
1952,1,0,6
1953,0,0,8
1954,0,1,6
1955,0,0,8
1956,1,2,8
1957,0,1,6
1958,0,1,6
1959,0,0,9
1960,0,1,6
1961,0,0,10
1962,1,0,5
1963,0,0,6
1964,0,0,7
1965,0,0,8
1966,0,0,7
1967,1,0,8
1968,0,0,8
1969,1,0,6
1970,0,0,7
1971,1,0,8
1972,0,1,7
1973,0,0,8
1974,0,0,9
1975,0,0,7
1976,0,0,5
1977,2,0,8
1978,1,1,8
1979,0,0,7
1980,2,0,7
1981,0,0,6
1982,0,0,7
1983,0,0,7
1984,0,0,6
1985,0,0,8
1986,0,0,5
1987,0,0,7
1988,0,0,8
1989,0,0,8
1990,0,3,9
1991,0,0,7
1992,0,0,5
1993,1,1,8
1994,0,0,8
1995,0,0,8
1996,0,0,7
1997,0,0,7
1998,1,0,7
1999,0,0,9
2000,0,0,10
2001,0,0,7
2002,0,0,7
2003,1,0,7
2004,2,0,6
2005,0,1,8
2006,1,0,9
2007,0,1,6
2008,0,0,8
2009,0,0,5
2010,0,0,6
2011,2,0,7
2012,1,0,8
2013,0,0,7
2014,0,1,7
2015,0,0,9
2016,0,0,7
2017,0,0,8
2018,0,0,8
2019,0,0,8
2020,0,0,7
2021,0,0,7
2022,0,1,8
2023,0,0,6
2024,0,0,6
2025,0,0,9
2026,1,0,7
2027,0,1,6
2028,1,0,7
2029,0,0,7
2030,0,0,7
2031,1,0,6
2032,1,0,8
2033,0,0,7
2034,1,0,6
2035,0,0,8
2036,0,0,8
2037,0,0,7
2038,1,1,7
2039,0,0,8
2040,0,0,7
2041,0,0,11
2042,0,0,8
2043,0,0,8
2044,1,0,6
2045,1,1,9
2046,0,1,6
2047,0,1,6
2048,0,0,6
2049,0,0,7
2050,0,0,8
2051,0,1,9
2052,0,0,8
2053,0,0,8
2054,1,0,7
2055,0,0,9
2056,0,0,7
2057,1,0,6
2058,1,0,5
2059,0,0,7
2060,0,0,6
2061,0,0,9
2062,0,0,7
2063,0,0,6
2064,1,0,8
2065,0,0,6
2066,0,0,6
2067,0,0,9
2068,0,0,5
2069,0,0,6
2070,0,0,8
2071,0,0,7
2072,0,0,7
2073,0,0,8
2074,0,0,7
2075,0,0,8
2076,0,0,8
2077,0,0,6
2078,0,0,5
2079,0,0,8
2080,0,0,6
2081,0,1,6
2082,1,0,7
2083,0,0,5
2084,0,0,5
2085,0,0,8
2086,0,0,7
2087,0,0,6
2088,0,0,5
2089,0,0,6
2090,1,0,7
2091,0,0,7
2092,1,0,6
2093,0,0,8
2094,0,0,9
2095,0,0,8
2096,1,0,5
2097,1,0,7
2098,0,0,7
2099,0,0,8
2100,0,0,7
2101,0,0,8
2102,0,0,8
2103,1,0,7
2104,0,0,6
2105,0,0,7
2106,1,0,9
2107,0,0,8
2108,1,0,8
2109,0,0,9
2110,1,1,10
2111,0,0,8
2112,0,0,5
2113,0,0,9
2114,0,0,7
2115,0,0,7
2116,0,0,5
2117,2,0,7
2118,1,0,10
2119,0,0,6
2120,0,0,8
2121,0,0,6
2122,1,0,6
2123,0,0,5
2124,0,0,9
2125,1,0,7
2126,0,0,7
2127,1,0,6
2128,0,0,6
2129,0,0,7
2130,0,0,7
2131,0,0,9
2132,0,0,8
2133,0,0,6
2134,1,1,10
2135,0,0,5
2136,1,0,6
2137,0,0,6
2138,0,0,8
2139,0,0,8
2140,0,0,6
2141,0,0,6
2142,0,1,8
2143,0,0,8
2144,0,0,7
2145,0,1,7
2146,0,0,6
2147,0,0,9
2148,0,0,7
2149,0,0,8
2150,0,0,6
2151,0,0,7
2152,0,0,7
2153,0,0,8
2154,0,0,7
2155,0,0,6
2156,0,0,6
2157,0,0,8
2158,1,0,6
2159,1,0,7
2160,0,0,6
2161,0,0,7
2162,0,0,8
2163,1,1,9
2164,1,0,6
2165,0,0,6
2166,0,0,8
2167,1,0,8
2168,0,0,7
2169,1,0,7
2170,0,0,8
2171,1,1,7
2172,0,0,9
2173,1,0,9
2174,0,0,7
2175,0,1,7
2176,0,0,7
2177,0,1,8
2178,0,0,6
2179,0,1,6
2180,0,0,8
2181,1,1,5
2182,0,0,8
2183,0,0,7
2184,0,0,9
2185,0,0,6
2186,1,0,8
2187,1,0,6
2188,0,0,7
2189,0,0,8
2190,0,0,8
2191,0,0,9
2192,0,0,7
2193,0,0,7
2194,0,0,6
2195,0,0,6
2196,0,0,6
2197,0,0,6
2198,0,0,6
2199,2,0,8
2200,0,1,6
2201,0,0,7
2202,0,0,5
2203,0,0,6
2204,0,0,8
2205,0,0,6
2206,0,0,7
2207,0,0,6
2208,0,0,7
2209,0,0,10
2210,0,0,6
2211,0,0,8
2212,1,0,7
2213,0,0,9
2214,0,0,7
2215,0,0,8
2216,0,0,9
2217,0,1,7
2218,1,0,8
2219,0,1,8
2220,0,1,5
2221,0,0,7
2222,0,1,6
2223,0,0,7
2224,0,0,6
2225,0,0,8
2226,0,0,7
2227,0,0,7
2228,0,0,8
2229,1,0,8
2230,0,0,8
2231,0,0,5
2232,0,0,5
2233,0,0,10
2234,0,0,7
2235,0,0,7
2236,0,1,8
2237,0,0,8
2238,0,0,7
2239,1,0,8
2240,0,0,9
2241,0,0,7
2242,0,0,7
2243,1,0,6
2244,0,0,8
2245,0,0,7
2246,0,0,7
2247,1,0,7
2248,0,0,7
2249,0,1,7
2250,0,0,7
2251,1,0,7
2252,0,0,7
2253,2,0,8
2254,0,0,7
2255,0,0,8
2256,0,0,7
2257,0,0,7
2258,0,0,5
2259,0,0,7
2260,1,0,8
2261,0,0,6
2262,0,1,9
2263,0,0,7
2264,0,0,8
2265,0,0,8
2266,0,0,6
2267,0,0,10
2268,1,0,6
2269,0,0,8
2270,0,0,7
2271,0,0,6
2272,0,0,5
2273,0,0,9
2274,0,1,8
2275,0,0,8
2276,0,0,8
2277,1,0,6
2278,0,1,7
2279,0,0,9
2280,0,0,9
2281,1,0,5
2282,1,0,7
2283,0,0,8
2284,1,0,6
2285,1,0,8
2286,1,0,10
2287,0,0,7
2288,0,0,7
2289,0,0,9
2290,0,0,6
2291,0,0,7
2292,0,0,8
2293,0,0,8
2294,0,0,6
2295,0,0,6
2296,0,2,8
2297,1,0,7
2298,0,1,6
2299,0,0,6
2300,0,0,9
2301,0,2,8
2302,2,0,7
2303,0,0,7
2304,1,0,7
2305,1,0,8
2306,0,0,9
2307,0,0,8
2308,2,0,6
2309,0,0,7
2310,1,0,6
2311,0,0,6
2312,0,1,8
2313,0,0,9
2314,0,0,8
2315,0,1,7
2316,0,1,8
2317,0,0,8
2318,0,0,8
2319,0,1,6
2320,0,0,8
2321,0,0,7
2322,0,0,6
2323,0,1,6
2324,1,0,6
2325,0,0,7
2326,0,0,9
2327,0,0,9
2328,0,0,7
2329,1,2,9
2330,1,0,9
2331,0,0,5
2332,0,0,7
2333,1,0,10
2334,0,0,9
2335,0,0,5
2336,0,1,7
2337,1,0,7
2338,0,0,6
2339,0,1,8
2340,1,0,6
2341,0,1,6
2342,0,0,6
2343,0,0,7
2344,0,0,9
2345,0,0,8
2346,0,0,8
2347,0,0,7
2348,0,0,8
2349,1,0,7
2350,0,0,7
2351,0,1,5
2352,0,0,7
2353,0,0,7
2354,0,0,7
2355,0,0,7
2356,0,0,7
2357,0,1,6
2358,0,0,5
2359,0,0,7
2360,0,0,9
2361,0,0,7
2362,0,0,8
2363,1,0,7
2364,1,0,6
2365,0,0,8
2366,1,0,6
2367,0,0,6
2368,1,0,8
2369,1,0,8
2370,0,0,8
2371,1,0,8
2372,0,0,6
2373,0,0,7
2374,1,1,8
2375,0,0,7
2376,0,0,6
2377,0,0,6
2378,0,0,7
2379,0,0,7
2380,0,0,5
2381,1,0,7
2382,0,1,8
2383,0,0,8
2384,1,1,6
2385,0,0,8
2386,1,0,7
2387,0,0,5
2388,0,0,7
2389,0,0,7
2390,0,0,7
2391,1,0,7
2392,1,0,7
2393,0,0,8
2394,0,2,9
2395,0,0,6
2396,0,1,7
2397,0,1,6
2398,0,0,6
2399,0,0,8
2400,0,0,7
2401,0,0,9
2402,0,1,8
2403,0,0,6
2404,0,0,9
2405,0,0,7
2406,0,0,7
2407,0,0,6
2408,0,0,8
2409,0,0,9
2410,0,2,7
2411,0,0,6
2412,1,0,7
2413,0,0,6
2414,0,0,6
2415,0,0,7
2416,0,0,6
2417,0,0,6
2418,1,0,6
2419,1,0,7
2420,0,0,7
2421,1,0,7
2422,0,1,6
2423,0,0,8
2424,0,0,7
2425,0,1,7
2426,1,0,5
2427,0,0,6
2428,0,0,6
2429,0,0,7
2430,0,0,8
2431,0,0,8
2432,0,0,8
2433,2,0,6
2434,0,0,7
2435,1,0,7
2436,0,0,10
2437,0,1,8
2438,0,0,7
2439,0,0,6
2440,1,0,7
2441,0,0,5
2442,2,1,10
2443,0,0,6
2444,0,0,8
2445,0,0,6
2446,0,1,7
2447,0,0,7
2448,0,0,7
2449,0,0,7
2450,2,0,6
2451,0,0,8
2452,0,0,6
2453,1,0,7
2454,0,0,6
2455,0,0,8
2456,1,0,6
2457,1,0,6
2458,0,0,8
2459,0,0,8
2460,1,0,9
2461,2,0,6
2462,0,0,8
2463,0,0,7
2464,0,0,7
2465,1,0,7
2466,0,0,9
2467,0,0,6
2468,1,0,6
2469,1,0,6
2470,0,1,7
2471,0,1,8
2472,0,0,8
2473,0,0,7
2474,0,0,8
2475,0,0,10
2476,1,0,6
2477,0,0,6
2478,0,0,8
2479,0,0,8
2480,1,0,7
2481,0,0,7
2482,0,0,7
2483,0,0,7
2484,0,0,7
2485,0,1,6
2486,1,0,7
2487,0,0,6
2488,0,0,6
2489,0,0,8
2490,0,0,9
2491,1,0,6
2492,0,1,7
2493,0,1,6
2494,0,0,8
2495,0,0,6
2496,0,1,9
2497,0,0,7
2498,1,0,6
2499,0,0,7
2500,0,0,7
2501,0,0,9
2502,0,0,7
2503,0,0,8
2504,2,0,9
2505,0,1,7
2506,1,0,6
2507,0,0,7
2508,0,2,6
2509,0,0,7
2510,0,0,8
2511,0,1,9
2512,0,0,7
2513,0,0,6
2514,1,0,6
2515,0,0,6
2516,0,0,6
2517,0,1,7
2518,1,0,7
2519,0,0,7
2520,0,0,6
2521,0,0,8
2522,0,0,6
2523,1,0,7
2524,0,0,6
2525,0,2,6
2526,0,0,9
2527,0,0,8
2528,0,0,8
2529,0,0,7
2530,0,0,8
2531,0,0,7
2532,0,0,7
2533,0,0,8
2534,1,0,8
2535,0,0,6
2536,1,1,8
2537,0,0,5
2538,0,0,7
2539,0,0,5
2540,1,0,7
2541,1,0,9
2542,1,0,7
2543,0,0,8
2544,0,0,7
2545,0,0,8
2546,1,1,7
2547,0,0,9
2548,0,0,7
2549,0,0,9
2550,0,0,7
2551,0,0,7
2552,0,0,8
2553,0,0,8
2554,0,0,10
2555,0,0,6
2556,0,0,8
2557,1,0,10
2558,0,0,9
2559,0,0,7
2560,0,0,7
2561,1,0,7
2562,0,1,6
2563,0,0,7
2564,0,0,6
2565,0,0,8
2566,0,0,7
2567,0,0,7
2568,1,0,6
2569,0,0,9
2570,0,0,8
2571,0,0,6
2572,0,0,7
2573,0,0,8
2574,0,1,8
2575,0,0,8
2576,1,0,7
2577,0,0,8
2578,0,0,8
2579,1,0,9
2580,1,0,7
2581,1,0,8
2582,0,0,9
2583,0,0,9
2584,0,0,8
2585,0,0,5
2586,1,1,7
2587,0,0,7
2588,0,0,7
2589,0,0,7
2590,0,0,6
2591,0,0,7
2592,0,0,7
2593,0,0,9
2594,3,0,8
2595,0,0,8
2596,0,0,7
2597,0,0,7
2598,1,0,8
2599,0,1,7
2600,1,0,7
2601,0,0,8
2602,1,0,5
2603,0,0,6
2604,0,0,8
2605,0,1,6
2606,0,0,8
2607,1,0,6
2608,4,0,6
2609,0,0,7
2610,0,0,7
2611,1,0,8
2612,1,0,8
2613,0,1,7
2614,0,0,8
2615,0,1,8
2616,1,0,8
2617,0,0,9
2618,0,0,6
2619,0,0,5
2620,0,0,8
2621,0,0,7
2622,0,0,8
2623,0,0,7
2624,1,0,5
2625,0,0,8
2626,0,0,8
2627,0,0,6
2628,0,0,7
2629,0,0,7
2630,0,0,7
2631,0,0,7
2632,0,0,9
2633,1,0,8
2634,0,1,7
2635,0,1,7
2636,0,0,6
2637,0,1,7
2638,0,0,8
2639,0,1,8
2640,0,0,9
2641,0,0,6
2642,0,0,6
2643,0,0,7
2644,1,0,7
2645,0,1,8
2646,0,0,7
2647,0,0,8
2648,0,0,7
2649,0,0,7
2650,0,0,6
2651,0,1,8
2652,0,0,6
2653,1,0,9
2654,0,0,9
2655,1,0,7
2656,0,0,6
2657,0,0,7
2658,1,0,8
2659,2,0,8
2660,1,0,6
2661,0,0,7
2662,0,0,8
2663,1,1,7
2664,0,0,8
2665,0,1,10
2666,0,0,8
2667,1,0,8
2668,1,0,7
2669,0,0,7
2670,0,0,8
2671,0,1,6
2672,0,0,6
2673,0,0,9
2674,1,0,5
2675,0,0,6
2676,0,0,6
2677,2,0,8
2678,1,0,6
2679,1,0,7
2680,0,0,6
2681,0,2,6
2682,0,0,7
2683,1,0,7
2684,1,0,6
2685,0,0,7
2686,0,1,8
2687,0,1,7
2688,0,0,7
2689,0,0,5
2690,0,0,8
2691,0,0,7
2692,0,0,6
2693,0,0,7
2694,0,0,8
2695,0,0,8
2696,0,0,8
2697,1,0,6
2698,0,0,7
2699,0,0,6
2700,0,0,6
2701,0,0,7
2702,0,0,8
2703,0,0,7
2704,0,0,5
2705,0,0,8
2706,0,0,7
2707,0,0,8
2708,0,0,8
2709,1,0,8
2710,1,0,9
2711,0,0,9
2712,0,0,7
2713,0,0,6
2714,0,0,6
2715,0,0,8
2716,0,0,7
2717,1,0,6
2718,0,0,9
2719,0,1,7
2720,0,0,8
2721,1,0,7
2722,2,0,6
2723,0,0,8
2724,0,1,8
2725,1,0,6
2726,0,0,8
2727,0,0,7
2728,0,0,6
2729,1,0,8
2730,0,1,6
2731,0,0,7
2732,0,0,7
2733,1,0,9
2734,0,0,6
2735,0,0,7
2736,0,0,7
2737,1,0,6
2738,1,0,9
2739,0,0,7
2740,0,0,9
2741,0,0,9
2742,0,0,7
2743,0,0,6
2744,0,0,5
2745,0,0,7
2746,0,0,7
2747,0,0,8
2748,0,0,7
2749,0,0,9
2750,1,0,8
2751,1,0,7
2752,1,0,7
2753,0,0,8
2754,0,0,6
2755,0,0,9
2756,0,0,7
2757,0,0,8
2758,0,0,7
2759,0,0,7
2760,1,0,7
2761,0,0,8
2762,0,0,7
2763,1,0,5
2764,0,0,8
2765,0,1,6
2766,0,0,7
2767,0,0,6
2768,0,0,7
2769,0,0,7
2770,0,0,8
2771,0,0,8
2772,0,0,6
2773,0,0,7
2774,0,0,8
2775,0,1,7
2776,0,0,7
2777,1,0,7
2778,0,0,6
2779,2,0,7
2780,0,1,5
2781,0,0,7
2782,1,0,10
2783,0,0,6
2784,0,0,8
2785,0,1,8
2786,1,1,7
2787,0,0,8
2788,0,1,7
2789,0,0,8
2790,1,0,8
2791,0,1,9
2792,0,0,8
2793,1,1,7
2794,0,0,6
2795,0,0,8
2796,1,0,10
2797,0,0,7
2798,0,0,6
2799,0,0,8
2800,0,0,8
2801,0,1,8
2802,0,0,6
2803,0,0,7
2804,0,0,6
2805,0,0,5
2806,0,0,7
2807,0,0,6
2808,1,0,10
2809,0,0,6
2810,0,0,8
2811,1,1,8
2812,0,0,9
2813,2,0,6
2814,0,0,6
2815,0,0,7
2816,0,0,6
2817,1,2,7
2818,0,0,7
2819,0,0,7
2820,0,0,5
2821,0,0,6
2822,1,1,7
2823,0,0,6
2824,0,0,7
2825,1,0,7
2826,0,0,6
2827,0,0,9
2828,0,0,8
2829,0,0,5
2830,0,0,9
2831,0,1,7
2832,1,0,9
2833,1,0,9
2834,0,0,8
2835,0,0,9
2836,0,0,6
2837,0,0,7
2838,0,1,7
2839,0,1,9
2840,0,0,6
2841,1,0,8
2842,1,0,5
2843,0,0,9
2844,0,0,7
2845,1,1,6
2846,0,1,6
2847,0,0,8
2848,2,0,8
2849,0,0,5
2850,0,1,9
2851,0,0,6
2852,0,0,7
2853,0,0,7
2854,0,0,8
2855,0,0,8
2856,0,0,8
2857,0,0,5
2858,0,0,5
2859,0,0,7
2860,0,0,8
2861,0,0,7
2862,0,0,9
2863,0,0,6
2864,0,0,7
2865,0,0,9
2866,1,0,8
2867,0,0,7
2868,0,0,6
2869,1,0,8
2870,0,0,9
2871,0,0,7
2872,1,1,7
2873,0,0,8
2874,0,0,9
2875,0,0,9
2876,0,0,8
2877,0,1,6
2878,0,0,9
2879,0,0,6
2880,0,1,6
2881,0,0,6
2882,0,0,10
2883,0,0,7
2884,0,0,7
2885,0,0,6
2886,0,0,8
2887,0,0,6
2888,0,0,8
2889,0,0,5
2890,0,0,6
2891,0,0,7
2892,0,0,6
2893,0,0,5
2894,1,1,6
2895,0,0,6
2896,0,0,9
2897,0,0,6
2898,0,0,7
2899,0,0,7
2900,0,0,5
2901,0,0,7
2902,0,0,7
2903,0,0,6
2904,0,0,6
2905,1,0,7
2906,0,0,7
2907,0,0,8
2908,0,0,7
2909,0,0,6
2910,0,1,7
2911,0,0,10
2912,0,0,8
2913,0,1,8
2914,2,0,7
2915,0,0,5
2916,1,0,9
2917,2,0,6
2918,0,0,9
2919,3,0,9
2920,0,1,7
2921,0,1,7
2922,0,0,6
2923,0,0,7
2924,0,0,6
2925,0,0,8
2926,0,0,6
2927,0,0,7
2928,0,0,7
2929,0,0,7
2930,0,0,7
2931,1,0,9
2932,0,0,6
2933,0,0,7
2934,0,0,6
2935,0,0,8
2936,0,0,6
2937,0,1,6
2938,0,0,6
2939,0,0,6
2940,0,0,10
2941,0,2,6
2942,1,1,6
2943,0,0,6
2944,0,0,8
2945,0,0,7
2946,0,1,8
2947,0,0,6
2948,2,0,8
2949,0,0,10
2950,1,0,6
2951,0,0,8
2952,0,0,9
2953,0,0,8
2954,1,0,6
2955,0,1,5
2956,0,0,7
2957,0,0,6
2958,1,0,8
2959,1,0,7
2960,0,1,7
2961,0,0,7
2962,0,0,9
2963,0,1,7
2964,0,0,6
2965,0,1,7
2966,0,0,7
2967,0,0,6
2968,0,1,8
2969,0,0,9
2970,0,1,7
2971,0,0,7
2972,1,0,8
2973,0,0,9
2974,1,0,6
2975,2,0,7
2976,0,0,7
2977,0,1,9
2978,0,0,8
2979,0,0,7
2980,0,1,6
2981,0,0,6
2982,1,0,7
2983,1,0,8
2984,0,0,6
2985,0,0,11
2986,0,0,8
2987,0,0,7
2988,0,0,7
2989,0,0,10
2990,0,0,6
2991,1,0,6
2992,1,0,6
2993,0,0,7
2994,0,0,7
2995,0,0,6
2996,0,0,8
2997,0,1,8
2998,0,0,8
2999,1,0,7
3000,0,1,6
3001,0,0,6
3002,0,0,7
3003,1,0,9
3004,0,0,7
3005,0,1,7
3006,2,0,6
3007,0,0,7
3008,0,1,6
3009,0,0,9
3010,1,0,8
3011,0,0,6
3012,0,0,6
3013,1,0,8
3014,0,1,7
3015,1,0,7
3016,0,0,7
3017,0,1,7
3018,0,0,6
3019,0,0,8
3020,0,0,7
3021,0,0,7
3022,1,0,7
3023,0,0,8
3024,0,0,8
3025,0,0,7
3026,0,0,7
3027,0,0,8
3028,0,1,8
3029,0,0,7
3030,0,0,9
3031,0,0,8
3032,0,0,7
3033,0,0,9
3034,0,0,6
3035,0,0,7
3036,0,0,6
3037,0,0,5
3038,0,0,5
3039,0,0,6
3040,0,0,11
3041,0,0,6
3042,1,0,6
3043,0,0,9
3044,0,0,6
3045,1,0,7
3046,0,0,7
3047,0,0,9
3048,0,0,8
3049,0,0,7
3050,0,1,9
3051,0,0,7
3052,0,0,8
3053,0,0,9
3054,0,0,6
3055,1,0,8
3056,0,0,8
3057,0,0,6
3058,1,1,6
3059,0,0,7
3060,0,1,7
3061,0,0,9
3062,0,0,8
3063,0,0,7
3064,0,0,9
3065,0,1,8
3066,0,0,6
3067,0,0,8
3068,0,0,5
3069,0,0,9
3070,0,0,5
3071,1,0,7
3072,1,0,9
3073,1,0,7
3074,0,0,6
3075,0,0,5
3076,0,0,6
3077,0,0,8
3078,1,2,5
3079,0,0,7
3080,0,0,5
3081,0,0,8
3082,1,0,6
3083,0,0,7
3084,0,1,8
3085,0,0,7
3086,1,0,6
3087,0,0,6
3088,1,0,6
3089,0,1,6
3090,0,0,6
3091,1,0,7
3092,0,1,7
3093,0,0,7
3094,0,0,7
3095,1,0,6
3096,0,0,7
3097,0,0,10
3098,1,0,6
3099,1,0,6
3100,0,0,7
3101,0,0,8
3102,1,0,7
3103,0,0,7
3104,0,0,9
3105,0,0,8
3106,0,0,7
3107,0,0,6
3108,0,0,7
3109,0,0,5
3110,0,0,9
3111,0,0,9
3112,1,0,8
3113,0,0,6
3114,0,0,8
3115,0,0,6
3116,0,0,9
3117,0,0,6
3118,0,1,9
3119,0,0,6
3120,0,2,9
3121,0,0,7
3122,0,0,5
3123,0,0,7
3124,1,1,8
3125,0,0,6
3126,0,0,9
3127,0,0,8
3128,0,1,5
3129,0,0,7
3130,0,0,6
3131,0,0,7
3132,0,0,8
3133,0,0,7
3134,1,0,8
3135,1,0,5
3136,0,1,9
3137,1,0,8
3138,0,0,9
3139,0,0,8
3140,0,0,7
3141,0,1,7
3142,0,0,7
3143,1,0,7
3144,0,0,10
3145,0,0,9
3146,0,0,8
3147,0,0,7
3148,1,0,8
3149,0,0,8
3150,0,0,7
3151,1,0,9
3152,0,1,7
3153,0,0,6
3154,0,0,7
3155,0,0,6
3156,1,0,7
3157,1,0,8
3158,1,1,8
3159,0,0,8
3160,0,0,7
3161,0,0,6
3162,0,0,8
3163,0,0,6
3164,1,0,6
3165,1,0,6
3166,0,1,7
3167,1,1,8
3168,0,1,7
3169,1,0,8
3170,0,1,8
3171,0,0,7
3172,0,0,6
3173,0,1,6
3174,1,0,8
3175,0,0,9
3176,0,0,7
3177,2,0,6
3178,0,0,7
3179,1,0,7
3180,0,0,9
3181,1,0,8
3182,0,0,7
3183,0,0,7
3184,0,0,7
3185,0,0,6
3186,0,1,6
3187,0,0,6
3188,0,0,6
3189,0,0,6
3190,0,1,9
3191,0,0,7
3192,0,0,8
3193,0,0,7
3194,1,0,7
3195,0,0,7
3196,0,0,8
3197,0,1,7
3198,1,1,9
3199,0,1,7
3200,1,0,8
3201,1,0,7
3202,1,1,9
3203,1,0,6
3204,1,0,9
3205,0,0,7
