model,params_m,length,ladder,seed,turn,fidelity_vs_input,fidelity_vs_original
pythia-70m-deduped,70,16,oct,4,12,0.312,0.062
pythia-70m-deduped,70,16,oct,5,1,0.562,0.562
pythia-70m-deduped,70,16,oct,5,2,1.0,0.562
pythia-70m-deduped,70,16,oct,5,3,1.0,0.562
pythia-70m-deduped,70,16,oct,5,4,1.0,0.562
pythia-70m-deduped,70,16,oct,5,5,1.0,0.562
pythia-70m-deduped,70,16,oct,5,6,1.0,0.562
pythia-70m-deduped,70,16,oct,5,7,1.0,0.562
pythia-70m-deduped,70,16,oct,5,8,1.0,0.562
pythia-70m-deduped,70,16,oct,5,9,1.0,0.562
pythia-70m-deduped,70,16,oct,5,10,1.0,0.562
pythia-70m-deduped,70,16,oct,5,11,1.0,0.562
pythia-70m-deduped,70,16,oct,5,12,1.0,0.562
pythia-70m-deduped,70,21,fib,0,1,0.905,0.905
pythia-70m-deduped,70,21,fib,0,2,1.0,0.905
pythia-70m-deduped,70,21,fib,0,3,1.0,0.905
pythia-70m-deduped,70,21,fib,0,4,1.0,0.905
pythia-70m-deduped,70,21,fib,0,5,1.0,0.905
pythia-70m-deduped,70,21,fib,0,6,1.0,0.905
pythia-70m-deduped,70,21,fib,0,7,1.0,0.905
pythia-70m-deduped,70,21,fib,0,8,1.0,0.905
pythia-70m-deduped,70,21,fib,0,9,1.0,0.905
pythia-70m-deduped,70,21,fib,0,10,1.0,0.905
pythia-70m-deduped,70,21,fib,0,11,1.0,0.905
pythia-70m-deduped,70,21,fib,0,12,1.0,0.905
pythia-70m-deduped,70,21,fib,1,1,0.0,0.0
pythia-70m-deduped,70,21,fib,1,2,1.0,0.0
pythia-70m-deduped,70,21,fib,1,3,1.0,0.0
pythia-70m-deduped,70,21,fib,1,4,1.0,0.0
pythia-70m-deduped,70,21,fib,1,5,1.0,0.0
pythia-70m-deduped,70,21,fib,1,6,1.0,0.0
pythia-70m-deduped,70,21,fib,1,7,1.0,0.0
pythia-70m-deduped,70,21,fib,1,8,1.0,0.0
pythia-70m-deduped,70,21,fib,1,9,1.0,0.0
pythia-70m-deduped,70,21,fib,1,10,1.0,0.0
pythia-70m-deduped,70,21,fib,1,11,1.0,0.0
pythia-70m-deduped,70,21,fib,1,12,1.0,0.0
pythia-70m-deduped,70,21,fib,2,1,0.143,0.143
pythia-70m-deduped,70,21,fib,2,2,0.571,0.143
pythia-70m-deduped,70,21,fib,2,3,1.0,0.143
pythia-70m-deduped,70,21,fib,2,4,1.0,0.143
pythia-70m-deduped,70,21,fib,2,5,1.0,0.143
pythia-70m-deduped,70,21,fib,2,6,1.0,0.143
pythia-70m-deduped,70,21,fib,2,7,1.0,0.143
pythia-70m-deduped,70,21,fib,2,8,1.0,0.143
pythia-70m-deduped,70,21,fib,2,9,1.0,0.143
pythia-70m-deduped,70,21,fib,2,10,1.0,0.143
pythia-70m-deduped,70,21,fib,2,11,1.0,0.143
pythia-70m-deduped,70,21,fib,2,12,1.0,0.143
pythia-70m-deduped,70,21,fib,3,1,0.095,0.095
pythia-70m-deduped,70,21,fib,3,2,1.0,0.095
pythia-70m-deduped,70,21,fib,3,3,1.0,0.095
pythia-70m-deduped,70,21,fib,3,4,1.0,0.095
pythia-70m-deduped,70,21,fib,3,5,1.0,0.095
pythia-70m-deduped,70,21,fib,3,6,1.0,0.095
pythia-70m-deduped,70,21,fib,3,7,1.0,0.095
pythia-70m-deduped,70,21,fib,3,8,1.0,0.095
pythia-70m-deduped,70,21,fib,3,9,1.0,0.095
pythia-70m-deduped,70,21,fib,3,10,1.0,0.095
pythia-70m-deduped,70,21,fib,3,11,1.0,0.095
pythia-70m-deduped,70,21,fib,3,12,1.0,0.095
pythia-70m-deduped,70,21,fib,4,1,0.333,0.333
pythia-70m-deduped,70,21,fib,4,2,1.0,0.333
pythia-70m-deduped,70,21,fib,4,3,1.0,0.333
pythia-70m-deduped,70,21,fib,4,4,1.0,0.333
pythia-70m-deduped,70,21,fib,4,5,1.0,0.333
pythia-70m-deduped,70,21,fib,4,6,1.0,0.333
pythia-70m-deduped,70,21,fib,4,7,1.0,0.333
pythia-70m-deduped,70,21,fib,4,8,1.0,0.333
pythia-70m-deduped,70,21,fib,4,9,1.0,0.333
pythia-70m-deduped,70,21,fib,4,10,1.0,0.333
pythia-70m-deduped,70,21,fib,4,11,1.0,0.333
pythia-70m-deduped,70,21,fib,4,12,1.0,0.333
pythia-70m-deduped,70,21,fib,5,1,0.0,0.0
pythia-70m-deduped,70,21,fib,5,2,1.0,0.0
pythia-70m-deduped,70,21,fib,5,3,1.0,0.0
pythia-70m-deduped,70,21,fib,5,4,1.0,0.0
pythia-70m-deduped,70,21,fib,5,5,1.0,0.0
pythia-70m-deduped,70,21,fib,5,6,1.0,0.0
pythia-70m-deduped,70,21,fib,5,7,1.0,0.0
pythia-70m-deduped,70,21,fib,5,8,1.0,0.0
pythia-70m-deduped,70,21,fib,5,9,1.0,0.0
pythia-70m-deduped,70,21,fib,5,10,1.0,0.0
pythia-70m-deduped,70,21,fib,5,11,1.0,0.0
pythia-70m-deduped,70,21,fib,5,12,1.0,0.0
pythia-70m-deduped,70,32,oct,0,1,0.0,0.0
pythia-70m-deduped,70,32,oct,0,2,0.781,0.0
pythia-70m-deduped,70,32,oct,0,3,1.0,0.0
pythia-70m-deduped,70,32,oct,0,4,1.0,0.0
pythia-70m-deduped,70,32,oct,0,5,1.0,0.0
pythia-70m-deduped,70,32,oct,0,6,1.0,0.0
pythia-70m-deduped,70,32,oct,0,7,1.0,0.0
pythia-70m-deduped,70,32,oct,0,8,1.0,0.0
pythia-70m-deduped,70,32,oct,0,9,1.0,0.0
pythia-70m-deduped,70,32,oct,0,10,1.0,0.0
pythia-70m-deduped,70,32,oct,0,11,1.0,0.0
pythia-70m-deduped,70,32,oct,0,12,1.0,0.0
pythia-70m-deduped,70,32,oct,1,1,0.188,0.188
pythia-70m-deduped,70,32,oct,1,2,0.094,0.031
pythia-70m-deduped,70,32,oct,1,3,1.0,0.031
pythia-70m-deduped,70,32,oct,1,4,1.0,0.031
pythia-70m-deduped,70,32,oct,1,5,1.0,0.031
pythia-70m-deduped,70,32,oct,1,6,1.0,0.031
pythia-70m-deduped,70,32,oct,1,7,1.0,0.031
pythia-70m-deduped,70,32,oct,1,8,1.0,0.031
pythia-70m-deduped,70,32,oct,1,9,1.0,0.031
pythia-70m-deduped,70,32,oct,1,10,1.0,0.031
pythia-70m-deduped,70,32,oct,1,11,1.0,0.031
pythia-70m-deduped,70,32,oct,1,12,1.0,0.031
pythia-70m-deduped,70,32,oct,2,1,0.5,0.5
pythia-70m-deduped,70,32,oct,2,2,0.125,0.125
pythia-70m-deduped,70,32,oct,2,3,1.0,0.125
pythia-70m-deduped,70,32,oct,2,4,1.0,0.125
pythia-70m-deduped,70,32,oct,2,5,1.0,0.125
pythia-70m-deduped,70,32,oct,2,6,1.0,0.125
pythia-70m-deduped,70,32,oct,2,7,1.0,0.125
pythia-70m-deduped,70,32,oct,2,8,1.0,0.125
pythia-70m-deduped,70,32,oct,2,9,1.0,0.125
pythia-70m-deduped,70,32,oct,2,10,1.0,0.125
pythia-70m-deduped,70,32,oct,2,11,1.0,0.125
pythia-70m-deduped,70,32,oct,2,12,1.0,0.125
pythia-70m-deduped,70,32,oct,3,1,0.719,0.719
pythia-70m-deduped,70,32,oct,3,2,1.0,0.719
pythia-70m-deduped,70,32,oct,3,3,1.0,0.719
pythia-70m-deduped,70,32,oct,3,4,1.0,0.719
pythia-70m-deduped,70,32,oct,3,5,1.0,0.719
pythia-70m-deduped,70,32,oct,3,6,1.0,0.719
pythia-70m-deduped,70,32,oct,3,7,1.0,0.719
pythia-70m-deduped,70,32,oct,3,8,1.0,0.719
pythia-70m-deduped,70,32,oct,3,9,1.0,0.719
pythia-70m-deduped,70,32,oct,3,10,1.0,0.719
pythia-70m-deduped,70,32,oct,3,11,1.0,0.719
pythia-70m-deduped,70,32,oct,3,12,1.0,0.719
pythia-70m-deduped,70,32,oct,4,1,0.0,0.0
pythia-70m-deduped,70,32,oct,4,2,0.062,0.0
pythia-70m-deduped,70,32,oct,4,3,0.031,0.0
pythia-70m-deduped,70,32,oct,4,4,1.0,0.0
pythia-70m-deduped,70,32,oct,4,5,1.0,0.0
pythia-70m-deduped,70,32,oct,4,6,1.0,0.0
pythia-70m-deduped,70,32,oct,4,7,1.0,0.0
pythia-70m-deduped,70,32,oct,4,8,1.0,0.0
pythia-70m-deduped,70,32,oct,4,9,1.0,0.0
pythia-70m-deduped,70,32,oct,4,10,1.0,0.0
pythia-70m-deduped,70,32,oct,4,11,1.0,0.0
pythia-70m-deduped,70,32,oct,4,12,1.0,0.0
pythia-70m-deduped,70,32,oct,5,1,0.938,0.938
pythia-70m-deduped,70,32,oct,5,2,1.0,0.938
pythia-70m-deduped,70,32,oct,5,3,1.0,0.938
pythia-70m-deduped,70,32,oct,5,4,1.0,0.938
pythia-70m-deduped,70,32,oct,5,5,1.0,0.938
pythia-70m-deduped,70,32,oct,5,6,1.0,0.938
pythia-70m-deduped,70,32,oct,5,7,1.0,0.938
pythia-70m-deduped,70,32,oct,5,8,1.0,0.938
pythia-70m-deduped,70,32,oct,5,9,1.0,0.938
pythia-70m-deduped,70,32,oct,5,10,1.0,0.938
pythia-70m-deduped,70,32,oct,5,11,1.0,0.938
pythia-70m-deduped,70,32,oct,5,12,1.0,0.938
pythia-70m-deduped,70,34,fib,0,1,0.441,0.441
pythia-70m-deduped,70,34,fib,0,2,1.0,0.441
pythia-70m-deduped,70,34,fib,0,3,1.0,0.441
pythia-70m-deduped,70,34,fib,0,4,1.0,0.441
pythia-70m-deduped,70,34,fib,0,5,1.0,0.441
pythia-70m-deduped,70,34,fib,0,6,1.0,0.441
pythia-70m-deduped,70,34,fib,0,7,1.0,0.441
pythia-70m-deduped,70,34,fib,0,8,1.0,0.441
pythia-70m-deduped,70,34,fib,0,9,1.0,0.441
pythia-70m-deduped,70,34,fib,0,10,1.0,0.441
pythia-70m-deduped,70,34,fib,0,11,1.0,0.441
pythia-70m-deduped,70,34,fib,0,12,1.0,0.441
pythia-70m-deduped,70,34,fib,1,1,0.0,0.0
pythia-70m-deduped,70,34,fib,1,2,0.0,0.0
pythia-70m-deduped,70,34,fib,1,3,1.0,0.0
pythia-70m-deduped,70,34,fib,1,4,1.0,0.0
pythia-70m-deduped,70,34,fib,1,5,1.0,0.0
pythia-70m-deduped,70,34,fib,1,6,1.0,0.0
pythia-70m-deduped,70,34,fib,1,7,1.0,0.0
pythia-70m-deduped,70,34,fib,1,8,1.0,0.0
pythia-70m-deduped,70,34,fib,1,9,1.0,0.0
pythia-70m-deduped,70,34,fib,1,10,1.0,0.0
pythia-70m-deduped,70,34,fib,1,11,1.0,0.0
pythia-70m-deduped,70,34,fib,1,12,1.0,0.0
pythia-70m-deduped,70,34,fib,2,1,0.676,0.676
pythia-70m-deduped,70,34,fib,2,2,0.588,0.588
pythia-70m-deduped,70,34,fib,2,3,0.088,0.059
pythia-70m-deduped,70,34,fib,2,4,0.735,0.059
pythia-70m-deduped,70,34,fib,2,5,0.941,0.029
pythia-70m-deduped,70,34,fib,2,6,0.0,0.0
pythia-70m-deduped,70,34,fib,3,1,0.0,0.0
pythia-70m-deduped,70,34,fib,3,2,1.0,0.0
pythia-70m-deduped,70,34,fib,3,3,1.0,0.0
pythia-70m-deduped,70,34,fib,3,4,1.0,0.0
pythia-70m-deduped,70,34,fib,3,5,1.0,0.0
pythia-70m-deduped,70,34,fib,3,6,1.0,0.0
pythia-70m-deduped,70,34,fib,3,7,1.0,0.0
pythia-70m-deduped,70,34,fib,3,8,1.0,0.0
pythia-70m-deduped,70,34,fib,3,9,1.0,0.0
pythia-70m-deduped,70,34,fib,3,10,1.0,0.0
pythia-70m-deduped,70,34,fib,3,11,1.0,0.0
pythia-70m-deduped,70,34,fib,3,12,1.0,0.0
pythia-70m-deduped,70,34,fib,4,1,0.0,0.0
pythia-70m-deduped,70,34,fib,4,2,1.0,0.0
pythia-70m-deduped,70,34,fib,4,3,1.0,0.0
pythia-70m-deduped,70,34,fib,4,4,1.0,0.0
pythia-70m-deduped,70,34,fib,4,5,1.0,0.0
pythia-70m-deduped,70,34,fib,4,6,1.0,0.0
pythia-70m-deduped,70,34,fib,4,7,1.0,0.0
pythia-70m-deduped,70,34,fib,4,8,1.0,0.0
pythia-70m-deduped,70,34,fib,4,9,1.0,0.0
pythia-70m-deduped,70,34,fib,4,10,1.0,0.0
pythia-70m-deduped,70,34,fib,4,11,1.0,0.0
pythia-70m-deduped,70,34,fib,4,12,1.0,0.0
pythia-70m-deduped,70,34,fib,5,1,0.0,0.0
pythia-70m-deduped,70,34,fib,5,2,0.765,0.0
pythia-70m-deduped,70,34,fib,5,3,1.0,0.0
pythia-70m-deduped,70,34,fib,5,4,1.0,0.0
pythia-70m-deduped,70,34,fib,5,5,1.0,0.0
pythia-70m-deduped,70,34,fib,5,6,1.0,0.0
pythia-70m-deduped,70,34,fib,5,7,1.0,0.0
pythia-70m-deduped,70,34,fib,5,8,1.0,0.0
pythia-70m-deduped,70,34,fib,5,9,1.0,0.0
pythia-70m-deduped,70,34,fib,5,10,1.0,0.0
pythia-70m-deduped,70,34,fib,5,11,1.0,0.0
pythia-70m-deduped,70,34,fib,5,12,1.0,0.0
pythia-70m-deduped,70,55,fib,0,1,0.018,0.018
pythia-70m-deduped,70,55,fib,0,2,1.0,0.018
pythia-70m-deduped,70,55,fib,0,3,1.0,0.018
pythia-70m-deduped,70,55,fib,0,4,1.0,0.018
pythia-70m-deduped,70,55,fib,0,5,1.0,0.018
pythia-70m-deduped,70,55,fib,0,6,1.0,0.018
pythia-70m-deduped,70,55,fib,0,7,1.0,0.018
pythia-70m-deduped,70,55,fib,0,8,1.0,0.018
pythia-70m-deduped,70,55,fib,0,9,1.0,0.018
pythia-70m-deduped,70,55,fib,0,10,1.0,0.018
pythia-70m-deduped,70,55,fib,0,11,1.0,0.018
pythia-70m-deduped,70,55,fib,0,12,1.0,0.018
pythia-70m-deduped,70,55,fib,1,1,0.036,0.036
pythia-70m-deduped,70,55,fib,1,2,1.0,0.036
pythia-70m-deduped,70,55,fib,1,3,1.0,0.036
pythia-70m-deduped,70,55,fib,1,4,1.0,0.036
pythia-70m-deduped,70,55,fib,1,5,1.0,0.036
pythia-70m-deduped,70,55,fib,1,6,1.0,0.036
pythia-70m-deduped,70,55,fib,1,7,1.0,0.036
pythia-70m-deduped,70,55,fib,1,8,1.0,0.036
pythia-70m-deduped,70,55,fib,1,9,1.0,0.036
pythia-70m-deduped,70,55,fib,1,10,1.0,0.036
pythia-70m-deduped,70,55,fib,1,11,1.0,0.036
pythia-70m-deduped,70,55,fib,1,12,1.0,0.036
pythia-70m-deduped,70,55,fib,2,1,0.0,0.0
pythia-70m-deduped,70,55,fib,2,2,0.055,0.0
pythia-70m-deduped,70,55,fib,2,3,0.0,0.0
pythia-70m-deduped,70,55,fib,3,1,0.218,0.218
pythia-70m-deduped,70,55,fib,3,2,0.945,0.218
pythia-70m-deduped,70,55,fib,3,3,1.0,0.218
pythia-70m-deduped,70,55,fib,3,4,1.0,0.218
pythia-70m-deduped,70,55,fib,3,5,1.0,0.218
pythia-70m-deduped,70,55,fib,3,6,1.0,0.218
pythia-70m-deduped,70,55,fib,3,7,1.0,0.218
pythia-70m-deduped,70,55,fib,3,8,1.0,0.218
pythia-70m-deduped,70,55,fib,3,9,1.0,0.218
pythia-70m-deduped,70,55,fib,3,10,1.0,0.218
pythia-70m-deduped,70,55,fib,3,11,1.0,0.218
pythia-70m-deduped,70,55,fib,3,12,1.0,0.218
pythia-70m-deduped,70,55,fib,4,1,0.164,0.164
pythia-70m-deduped,70,55,fib,4,2,0.255,0.0
pythia-70m-deduped,70,55,fib,4,3,0.327,0.0
pythia-70m-deduped,70,55,fib,4,4,0.327,0.0
pythia-70m-deduped,70,55,fib,4,5,0.327,0.0
pythia-70m-deduped,70,55,fib,4,6,0.327,0.0
pythia-70m-deduped,70,55,fib,4,7,0.327,0.0
pythia-70m-deduped,70,55,fib,4,8,0.327,0.0
pythia-70m-deduped,70,55,fib,4,9,0.327,0.0
pythia-70m-deduped,70,55,fib,4,10,0.327,0.0
pythia-70m-deduped,70,55,fib,4,11,0.327,0.0
pythia-70m-deduped,70,55,fib,4,12,0.327,0.0
pythia-70m-deduped,70,55,fib,5,1,0.345,0.345
pythia-70m-deduped,70,55,fib,5,2,0.018,0.0
pythia-70m-deduped,70,55,fib,5,3,1.0,0.0
pythia-70m-deduped,70,55,fib,5,4,1.0,0.0
pythia-70m-deduped,70,55,fib,5,5,1.0,0.0
pythia-70m-deduped,70,55,fib,5,6,1.0,0.0
pythia-70m-deduped,70,55,fib,5,7,1.0,0.0
pythia-70m-deduped,70,55,fib,5,8,1.0,0.0
pythia-70m-deduped,70,55,fib,5,9,1.0,0.0
pythia-70m-deduped,70,55,fib,5,10,1.0,0.0
pythia-70m-deduped,70,55,fib,5,11,1.0,0.0
pythia-70m-deduped,70,55,fib,5,12,1.0,0.0
pythia-70m-deduped,70,64,oct,0,1,0.188,0.188
pythia-70m-deduped,70,64,oct,0,2,1.0,0.188
pythia-70m-deduped,70,64,oct,0,3,1.0,0.188
pythia-70m-deduped,70,64,oct,0,4,1.0,0.188
pythia-70m-deduped,70,64,oct,0,5,1.0,0.188
pythia-70m-deduped,70,64,oct,0,6,1.0,0.188
pythia-70m-deduped,70,64,oct,0,7,1.0,0.188
pythia-70m-deduped,70,64,oct,0,8,1.0,0.188
pythia-70m-deduped,70,64,oct,0,9,1.0,0.188
pythia-70m-deduped,70,64,oct,0,10,1.0,0.188
pythia-70m-deduped,70,64,oct,0,11,1.0,0.188
pythia-70m-deduped,70,64,oct,0,12,1.0,0.188
pythia-70m-deduped,70,64,oct,1,1,0.0,0.0
pythia-70m-deduped,70,64,oct,1,2,1.0,0.0
pythia-70m-deduped,70,64,oct,1,3,1.0,0.0
pythia-70m-deduped,70,64,oct,1,4,1.0,0.0
pythia-70m-deduped,70,64,oct,1,5,1.0,0.0
pythia-70m-deduped,70,64,oct,1,6,1.0,0.0
pythia-70m-deduped,70,64,oct,1,7,1.0,0.0
pythia-70m-deduped,70,64,oct,1,8,1.0,0.0
pythia-70m-deduped,70,64,oct,1,9,1.0,0.0
pythia-70m-deduped,70,64,oct,1,10,1.0,0.0
pythia-70m-deduped,70,64,oct,1,11,1.0,0.0
pythia-70m-deduped,70,64,oct,1,12,1.0,0.0
pythia-70m-deduped,70,64,oct,2,1,0.016,0.016
pythia-70m-deduped,70,64,oct,2,2,0.328,0.0
pythia-70m-deduped,70,64,oct,2,3,0.328,0.0
pythia-70m-deduped,70,64,oct,2,4,0.328,0.0
pythia-70m-deduped,70,64,oct,2,5,0.328,0.0
pythia-70m-deduped,70,64,oct,2,6,0.328,0.0
pythia-70m-deduped,70,64,oct,2,7,0.328,0.0
pythia-70m-deduped,70,64,oct,2,8,0.328,0.0
pythia-70m-deduped,70,64,oct,2,9,0.328,0.0
pythia-70m-deduped,70,64,oct,2,10,0.328,0.0
pythia-70m-deduped,70,64,oct,2,11,0.328,0.0
pythia-70m-deduped,70,64,oct,2,12,0.328,0.0
pythia-70m-deduped,70,64,oct,3,1,0.0,0.0
pythia-70m-deduped,70,64,oct,3,2,0.984,0.0
pythia-70m-deduped,70,64,oct,3,3,1.0,0.0
pythia-70m-deduped,70,64,oct,3,4,1.0,0.0
pythia-70m-deduped,70,64,oct,3,5,1.0,0.0
pythia-70m-deduped,70,64,oct,3,6,1.0,0.0
pythia-70m-deduped,70,64,oct,3,7,1.0,0.0
pythia-70m-deduped,70,64,oct,3,8,1.0,0.0
pythia-70m-deduped,70,64,oct,3,9,1.0,0.0
pythia-70m-deduped,70,64,oct,3,10,1.0,0.0
pythia-70m-deduped,70,64,oct,3,11,1.0,0.0
pythia-70m-deduped,70,64,oct,3,12,1.0,0.0
pythia-70m-deduped,70,64,oct,4,1,0.047,0.047
pythia-70m-deduped,70,64,oct,4,2,0.016,0.0
pythia-70m-deduped,70,64,oct,4,3,1.0,0.0
pythia-70m-deduped,70,64,oct,4,4,1.0,0.0
pythia-70m-deduped,70,64,oct,4,5,1.0,0.0
pythia-70m-deduped,70,64,oct,4,6,1.0,0.0
pythia-70m-deduped,70,64,oct,4,7,1.0,0.0
pythia-70m-deduped,70,64,oct,4,8,1.0,0.0
pythia-70m-deduped,70,64,oct,4,9,1.0,0.0
pythia-70m-deduped,70,64,oct,4,10,1.0,0.0
pythia-70m-deduped,70,64,oct,4,11,1.0,0.0
pythia-70m-deduped,70,64,oct,4,12,1.0,0.0
pythia-70m-deduped,70,64,oct,5,1,0.0,0.0
pythia-70m-deduped,70,64,oct,5,2,0.0,0.0
pythia-70m-deduped,70,64,oct,5,3,1.0,0.0
pythia-70m-deduped,70,64,oct,5,4,1.0,0.0
pythia-70m-deduped,70,64,oct,5,5,1.0,0.0
pythia-70m-deduped,70,64,oct,5,6,1.0,0.0
pythia-70m-deduped,70,64,oct,5,7,1.0,0.0
pythia-70m-deduped,70,64,oct,5,8,1.0,0.0
pythia-70m-deduped,70,64,oct,5,9,1.0,0.0
pythia-70m-deduped,70,64,oct,5,10,1.0,0.0
pythia-70m-deduped,70,64,oct,5,11,1.0,0.0
pythia-70m-deduped,70,64,oct,5,12,1.0,0.0
pythia-410m-deduped,410,2,fib,0,1,1.0,1.0
pythia-410m-deduped,410,2,fib,0,2,1.0,1.0
pythia-410m-deduped,410,2,fib,0,3,1.0,1.0
pythia-410m-deduped,410,2,fib,0,4,1.0,1.0
pythia-410m-deduped,410,2,fib,0,5,1.0,1.0
pythia-410m-deduped,410,2,fib,0,6,1.0,1.0
pythia-410m-deduped,410,2,fib,0,7,1.0,1.0
pythia-410m-deduped,410,2,fib,0,8,1.0,1.0
pythia-410m-deduped,410,2,fib,0,9,1.0,1.0
pythia-410m-deduped,410,2,fib,0,10,1.0,1.0
pythia-410m-deduped,410,2,fib,0,11,1.0,1.0
pythia-410m-deduped,410,2,fib,0,12,1.0,1.0
pythia-410m-deduped,410,2,fib,1,1,1.0,1.0
pythia-410m-deduped,410,2,fib,1,2,1.0,1.0
pythia-410m-deduped,410,2,fib,1,3,1.0,1.0
pythia-410m-deduped,410,2,fib,1,4,1.0,1.0
pythia-410m-deduped,410,2,fib,1,5,1.0,1.0
pythia-410m-deduped,410,2,fib,1,6,1.0,1.0
pythia-410m-deduped,410,2,fib,1,7,1.0,1.0
pythia-410m-deduped,410,2,fib,1,8,1.0,1.0
pythia-410m-deduped,410,2,fib,1,9,1.0,1.0
pythia-410m-deduped,410,2,fib,1,10,1.0,1.0
pythia-410m-deduped,410,2,fib,1,11,1.0,1.0
pythia-410m-deduped,410,2,fib,1,12,1.0,1.0
pythia-410m-deduped,410,2,fib,2,1,0.0,0.0
pythia-410m-deduped,410,2,fib,2,2,1.0,0.0
pythia-410m-deduped,410,2,fib,2,3,1.0,0.0
pythia-410m-deduped,410,2,fib,2,4,1.0,0.0
pythia-410m-deduped,410,2,fib,2,5,1.0,0.0
pythia-410m-deduped,410,2,fib,2,6,1.0,0.0
pythia-410m-deduped,410,2,fib,2,7,1.0,0.0
pythia-410m-deduped,410,2,fib,2,8,1.0,0.0
pythia-410m-deduped,410,2,fib,2,9,1.0,0.0
pythia-410m-deduped,410,2,fib,2,10,1.0,0.0
pythia-410m-deduped,410,2,fib,2,11,1.0,0.0
pythia-410m-deduped,410,2,fib,2,12,1.0,0.0
pythia-410m-deduped,410,2,fib,3,1,1.0,1.0
pythia-410m-deduped,410,2,fib,3,2,1.0,1.0
pythia-410m-deduped,410,2,fib,3,3,1.0,1.0
pythia-410m-deduped,410,2,fib,3,4,1.0,1.0
pythia-410m-deduped,410,2,fib,3,5,1.0,1.0
pythia-410m-deduped,410,2,fib,3,6,1.0,1.0
pythia-410m-deduped,410,2,fib,3,7,1.0,1.0
pythia-410m-deduped,410,2,fib,3,8,1.0,1.0
pythia-410m-deduped,410,2,fib,3,9,1.0,1.0
pythia-410m-deduped,410,2,fib,3,10,1.0,1.0
pythia-410m-deduped,410,2,fib,3,11,1.0,1.0
pythia-410m-deduped,410,2,fib,3,12,1.0,1.0
pythia-410m-deduped,410,2,fib,4,1,0.0,0.0
pythia-410m-deduped,410,2,fib,4,2,1.0,0.0
pythia-410m-deduped,410,2,fib,4,3,1.0,0.0
pythia-410m-deduped,410,2,fib,4,4,1.0,0.0
pythia-410m-deduped,410,2,fib,4,5,1.0,0.0
pythia-410m-deduped,410,2,fib,4,6,1.0,0.0
pythia-410m-deduped,410,2,fib,4,7,1.0,0.0
pythia-410m-deduped,410,2,fib,4,8,1.0,0.0
pythia-410m-deduped,410,2,fib,4,9,1.0,0.0
pythia-410m-deduped,410,2,fib,4,10,1.0,0.0
pythia-410m-deduped,410,2,fib,4,11,1.0,0.0
pythia-410m-deduped,410,2,fib,4,12,1.0,0.0
pythia-410m-deduped,410,2,fib,5,1,1.0,1.0
pythia-410m-deduped,410,2,fib,5,2,1.0,1.0
pythia-410m-deduped,410,2,fib,5,3,1.0,1.0
pythia-410m-deduped,410,2,fib,5,4,1.0,1.0
pythia-410m-deduped,410,2,fib,5,5,1.0,1.0
pythia-410m-deduped,410,2,fib,5,6,1.0,1.0
pythia-410m-deduped,410,2,fib,5,7,1.0,1.0
pythia-410m-deduped,410,2,fib,5,8,1.0,1.0
pythia-410m-deduped,410,2,fib,5,9,1.0,1.0
pythia-410m-deduped,410,2,fib,5,10,1.0,1.0
pythia-410m-deduped,410,2,fib,5,11,1.0,1.0
pythia-410m-deduped,410,2,fib,5,12,1.0,1.0
pythia-410m-deduped,410,3,fib,0,1,1.0,1.0
pythia-410m-deduped,410,3,fib,0,2,1.0,1.0
pythia-410m-deduped,410,3,fib,0,3,1.0,1.0
pythia-410m-deduped,410,3,fib,0,4,1.0,1.0
pythia-410m-deduped,410,3,fib,0,5,1.0,1.0
pythia-410m-deduped,410,3,fib,0,6,1.0,1.0
pythia-410m-deduped,410,3,fib,0,7,1.0,1.0
pythia-410m-deduped,410,3,fib,0,8,1.0,1.0
pythia-410m-deduped,410,3,fib,0,9,1.0,1.0
pythia-410m-deduped,410,3,fib,0,10,1.0,1.0
pythia-410m-deduped,410,3,fib,0,11,1.0,1.0
pythia-410m-deduped,410,3,fib,0,12,1.0,1.0
pythia-410m-deduped,410,3,fib,1,1,0.333,0.333
pythia-410m-deduped,410,3,fib,1,2,1.0,0.333
pythia-410m-deduped,410,3,fib,1,3,1.0,0.333
pythia-410m-deduped,410,3,fib,1,4,1.0,0.333
pythia-410m-deduped,410,3,fib,1,5,1.0,0.333
pythia-410m-deduped,410,3,fib,1,6,1.0,0.333
pythia-410m-deduped,410,3,fib,1,7,1.0,0.333
pythia-410m-deduped,410,3,fib,1,8,1.0,0.333
pythia-410m-deduped,410,3,fib,1,9,1.0,0.333
pythia-410m-deduped,410,3,fib,1,10,1.0,0.333
pythia-410m-deduped,410,3,fib,1,11,1.0,0.333
pythia-410m-deduped,410,3,fib,1,12,1.0,0.333
pythia-410m-deduped,410,3,fib,2,1,1.0,1.0
pythia-410m-deduped,410,3,fib,2,2,1.0,1.0
pythia-410m-deduped,410,3,fib,2,3,1.0,1.0
pythia-410m-deduped,410,3,fib,2,4,1.0,1.0
pythia-410m-deduped,410,3,fib,2,5,1.0,1.0
pythia-410m-deduped,410,3,fib,2,6,1.0,1.0
pythia-410m-deduped,410,3,fib,2,7,1.0,1.0
pythia-410m-deduped,410,3,fib,2,8,1.0,1.0
pythia-410m-deduped,410,3,fib,2,9,1.0,1.0
pythia-410m-deduped,410,3,fib,2,10,1.0,1.0
pythia-410m-deduped,410,3,fib,2,11,1.0,1.0
