entity,entity_type,replicate,s1,s2,s3,retained,determinant,closure,balance,relation_dominance
Psi-classical,equal_weight_reconstruction,1675,0.9134896169591855,0.14562276290798518,0.01921056499196121,1,-0.002555483139467595,0.13671757292269549,0.021029866826411378,0.9731469749733642
Bell-uniform-mixed,equal_weight_reconstruction,1675,0.09541912924925036,0.052536094178418015,0.01400946698733542,0,-7.02287345679012e-05,0.041257693735853834,0.14682031891886585,0.6066206124503035
Phi-plus,physically_prepared,1676,1.022657775885795,0.9406072039639117,0.8522764875740211,3,-0.8198211777777776,0.9359221184079549,0.8333936412264651,0.9966407028913247
Phi-minus,physically_prepared,1676,1.0655443704689167,0.9294802070987612,0.8282665568364109,3,-0.8203171875,0.9361108314637712,0.7773177539964043,0.9866805984544902
Psi-plus,physically_prepared,1676,0.9781134847755796,0.9280536169391372,0.8090022699375662,3,-0.734365142191358,0.9022024831239104,0.8271047097599165,0.9911451872337688
Psi-minus,physically_prepared,1676,1.0032889153751345,0.8537341663036943,0.7874669337072087,3,-0.6744985225925925,0.876988033743736,0.7848855116801235,0.9889558785489071
Phi-classical,equal_weight_reconstruction,1676,0.9525729835957384,0.10504177263734465,0.054563162653015834,1,-0.005459587586805552,0.1760840205193703,0.057279771306396665,0.9933414135291802
Psi-classical,equal_weight_reconstruction,1676,0.9206573459188965,0.07170770770053422,0.02492546653774718,1,-0.0016455351292438275,0.11805989320983885,0.027073554181951797,0.9823979276586943
Bell-uniform-mixed,equal_weight_reconstruction,1676,0.12940599150806512,0.02282678147916664,0.011312663949832042,0,-3.341673020351078e-05,0.032209796732151776,0.08741993950973274,0.7264769486871567
Phi-plus,physically_prepared,1677,1.009341247699903,0.9197405413748347,0.8792439631226215,3,-0.8162303644444445,0.9345536735420361,0.871106739297786,0.9757018408199907
Phi-minus,physically_prepared,1677,1.0565462671770822,0.9129898405731394,0.8526684705671999,3,-0.8224976562500004,0.9369395168344912,0.8070337258825302,0.978077258538344
Psi-plus,physically_prepared,1677,0.9791452447593623,0.9697525527452698,0.776339851481328,3,-0.7371568927777777,0.9033443035330598,0.7928750669387397,0.9981249119722637
Psi-minus,physically_prepared,1677,0.9885774722373495,0.8652105009511671,0.8141740045612701,3,-0.6963855054320989,0.8863731141512792,0.8235813858054348,0.9873621980444023
Phi-classical,equal_weight_reconstruction,1677,0.9455492831567323,0.141282395016914,0.07254435345903978,1,-0.009691161536458336,0.21320232882557272,0.07672191682790899,0.9624773078471982
Psi-classical,equal_weight_reconstruction,1677,0.9384757041291174,0.1067554897887501,0.01690009515439128,1,-0.0016931771585648135,0.11918843949350058,0.01800802629203295,0.9888494259925454
Bell-uniform-mixed,equal_weight_reconstruction,1677,0.11762523640504473,0.02294483462912554,0.018821383526934382,0,-5.079687385464895e-05,0.037034998259144504,0.16001144059020286,0.5644796627605214
Phi-plus,physically_prepared,1678,1.0199768928079536,0.9739289848807279,0.8893467503729234,3,-0.8834637748148149,0.9595396283707032,0.8719283315571877,0.9923526214337925
Phi-minus,physically_prepared,1678,1.293848556220789,0.923815393194512,0.6696057154118752,3,-0.8003644531250002,0.9284587154505016,0.5175302103112678,0.9736215806143156
Psi-plus,physically_prepared,1678,1.0311360543346901,0.9576488542173752,0.7884792290557946,3,-0.7785966361728395,0.9199640172492726,0.7646704096333218,0.9939560347708187
Psi-minus,physically_prepared,1678,0.9331096531974918,0.9122907088047262,0.8167756064852439,3,-0.6952943382098765,0.8859099191342379,0.8753264996095524,0.9731726200492925
Phi-classical,equal_weight_reconstruction,1678,1.0003279774986704,0.11177287414307394,0.021536800153672604,1,-0.0024080195703124986,0.13403555101711387,0.02152973888376648,0.9932920928875731
Psi-classical,equal_weight_reconstruction,1678,0.9443381436430914,0.1028911887154519,0.06528042155752475,1,-0.006342911720679016,0.18510986141479072,0.06912822699894797,0.9709554505479786
Bell-uniform-mixed,equal_weight_reconstruction,1678,0.14283474644403277,0.11603687121906868,0.0031689895002296503,0,5.2523139618296686e-05,0.03744986238673825,0.02218640477281459,0.8479695849260194
Phi-plus,physically_prepared,1679,0.9902422930138686,0.9330002945856997,0.9142490854895738,3,-0.8446713940740742,0.9452846278581639,0.9232579661963293,0.9857411232484783
Phi-minus,physically_prepared,1679,1.176412206390654,1.0202752043145258,0.7925768002951049,3,-0.9513015625000001,0.9834963142348385,0.6737237134990353,0.960857101620816
Psi-plus,physically_prepared,1679,0.9658360570575638,0.932483997450231,0.7840735232305579,3,-0.7061575241975309,0.8904998766577901,0.8118080884443799,0.9972723604720996
Psi-minus,physically_prepared,1679,0.9584712504309211,0.8665970731466146,0.8305873877051176,3,-0.6898928448148147,0.8836098467424564,0.8665751709628141,0.9679552078830966
Phi-classical,equal_weight_reconstruction,1679,0.9389069148154758,0.06630518956967307,0.027565766124857036,1,0.0017160902575231469,0.11972367571253835,0.029359423910808622,0.9713601807589939
Psi-classical,equal_weight_reconstruction,1679,0.9094391566612151,0.1124272541914657,0.057380852022840524,1,-0.005866948092206781,0.18035883246097043,0.06309476736574701,0.9737999005635265
Bell-uniform-mixed,equal_weight_reconstruction,1679,0.08824241038539132,0.04763257592117479,0.012244830625744324,0,5.1467635091145845e-05,0.03719729888737882,0.13876355566746254,0.6408783834578881
Phi-plus,physically_prepared,1680,0.9894777502039539,0.9565862149610348,0.8472208187312616,3,-0.8019121066666667,0.9290567793347377,0.8562302877013962,0.9936930276552618
Phi-minus,physically_prepared,1680,1.1734901315429298,0.9588609457908417,0.8306101603239933,3,-0.9346140625,0.9777116057350088,0.7078117983249586,0.9896442823947235
Psi-plus,physically_prepared,1680,0.9787090987907047,0.9551142182673948,0.7589204979640309,3,-0.7094229258024692,0.8918703777988038,0.7754301036965477,0.9978153345766168
Psi-minus,physically_prepared,1680,1.0036622299303233,0.8997837412303434,0.8025138994452942,3,-0.7247334146296295,0.898240767013328,0.7995856330082349,0.9840237386303617
Phi-classical,equal_weight_reconstruction,1680,0.9477459105276653,0.13449956737789956,0.056918896999775884,1,0.0072555323379629635,0.1935930493945399,0.06005712751436281,0.9902645369828844
Psi-classical,equal_weight_reconstruction,1680,0.9162279425382994,0.11958376299402154,0.04637057253191702,1,-0.0050806374604552415,0.17191195083792937,0.050610301628056575,0.9863001725382764
Bell-uniform-mixed,equal_weight_reconstruction,1680,0.12188898494771856,0.029259515882848405,0.005127624396903285,0,-1.8287224723910124e-05,0.02634607561401554,0.042067988334652716,0.8010790401208661
Phi-plus,physically_prepared,1681,1.0521662639493288,0.98123488532214,0.8138828841608936,3,-0.8402707930864197,0.9436401755600695,0.7735306786077389,0.9969835713945999
Phi-minus,physically_prepared,1681,1.0954540841141267,0.9096240216748807,0.8263660781032192,3,-0.8234335937499998,0.9372947698907356,0.754359393138313,0.9278913984548539
Psi-plus,physically_prepared,1681,1.0169407165761841,0.986517889158149,0.7155976937262956,3,-0.7179092239197531,0.8954125513628264,0.7036769027555074,0.98947910174546
Psi-minus,physically_prepared,1681,0.998482011657101,0.8599469919470505,0.8016799400110908,3,-0.6883557483333334,0.882953124691513,0.8028987309251635,0.9712491998522705
Phi-classical,equal_weight_reconstruction,1681,0.9654842518321931,0.07009092896852756,0.05196264742815853,1,0.0035164000704089498,0.15206622331368433,0.053820295183012415,0.9527984551114694
Psi-classical,equal_weight_reconstruction,1681,0.9320502917075172,0.09338412977786405,0.03663457261765021,1,-0.0031886257735339505,0.14718645680324646,0.039305360390516735,0.9781300357321325
Bell-uniform-mixed,equal_weight_reconstruction,1681,0.13863676840859543,0.036788108087007484,0.001341407245246984,0,6.84142433449071e-06,0.018983757433962706,0.009675696142119663,0.6379502871484223
Phi-plus,physically_prepared,1682,1.0426546043783542,0.9375980112780556,0.9126919430291767,3,-0.892239322962963,0.9627062394369745,0.8753540618307986,0.9925537862296892
Phi-minus,physically_prepared,1682,1.2151223613908062,1.00330399821702,0.8221708970827005,3,-1.0023390625,1.0007790803761423,0.6766157246432855,0.9659822993290104
Psi-plus,physically_prepared,1682,0.9820527674721283,0.951085961448395,0.7610309931289146,3,-0.7108155811111112,0.892453601193453,0.7749390036218329,0.9963732795838294
Psi-minus,physically_prepared,1682,0.9702440791332599,0.9113218587390872,0.8572699313845096,3,-0.7580020490277778,0.9117801361876986,0.8835611057274654,0.9769089148686955
Phi-classical,equal_weight_reconstruction,1682,0.9850678227526516,0.1125807022362579,0.08205357057940221,1,-0.009099710390625002,0.20877373306366329,0.08329738184941778,0.9825652672723592
Psi-classical,equal_weight_reconstruction,1682,0.9560262278625699,0.088236603837362,0.038728594515622355,1,0.003267008974729935,0.14838275917061192,0.04050997073815599,0.9828964899087846
Bell-uniform-mixed,equal_weight_reconstruction,1682,0.15459840452058135,0.05544452328601451,0.018163738308439547,0,-0.00015569293209876577,0.05379678215562472,0.11748981734168834,0.7580686855443821
Phi-plus,physically_prepared,1683,1.0226609737738255,0.8919959986678783,0.798272300439121,3,-0.7281915733333333,0.8996671910754688,0.7805835178136651,0.9659325789082952
Phi-minus,physically_prepared,1683,1.2373273620023386,0.9981598801175622,0.7255877207230206,3,-0.8961375,0.9641062178145641,0.5864153198300073,0.9854781544549543
Psi-plus,physically_prepared,1683,0.9618175127415948,0.9449722952199116,0.7150587176915479,3,-0.6499103633333333,0.8661992846458039,0.7434453087190336,0.9941859833255443
Psi-minus,physically_prepared,1683,1.0157517191605892,0.8440480222799321,0.7992435568268588,3,-0.6852260523148147,0.8816129390356743,0.7868493272030577,0.9813233290732029
Phi-classical,equal_weight_reconstruction,1683,0.9772465063766241,0.07049176168015941,0.010866611677028784,1,0.0007485772743055536,0.09079854296153875,0.011119621923560877,0.977079421053222
Psi-classical,equal_weight_reconstruction,1683,0.9198854868364483,0.11068771047588286,0.004931232213494671,1,-0.000502098154899692,0.07948091811053765,0.005360702265728237,0.9749247855768769
Bell-uniform-mixed,equal_weight_reconstruction,1683,0.11880684392084503,0.07577672016509228,0.0726111932958904,0,0.0006537035402199068,0.08678811963639493,0.6111701220198017,0.6893622816790519
Phi-plus,physically_prepared,1684,1.013211197013372,0.9740166645288642,0.8907523456572858,3,-0.8790697639506173,0.9579461893721646,0.8791378818976179,0.9814105209914414
Phi-minus,physically_prepared,1684,1.1304311171843362,0.9653361004547706,0.8490781670200632,3,-0.926553125,0.9748926026785005,0.7511100447543735,0.9680022542927944
Psi-plus,physically_prepared,1684,1.022367442781046,0.9629293509895188,0.6798518255635021,3,-0.6692921074074073,0.8747257295082426,0.6649779688936178,0.9894248221500161
Psi-minus,physically_prepared,1684,0.9163328732534318,0.875917692186012,0.8574585338731402,3,-0.6882238085416668,0.8828967080806165,0.9357500520839563,0.9839334528498516
Phi-classical,equal_weight_reconstruction,1684,0.9701893871218844,0.12407014509893427,0.01057943796618694,1,0.0012734632195216002,0.10839156046916375,0.010904508033809126,0.9801968968738154
Psi-classical,equal_weight_reconstruction,1684,0.9390933066167271,0.128601515317048,0.009074609902329207,1,0.0010959299503279349,0.10310053809557698,0.009663161092077547,0.9833885678276306
Bell-uniform-mixed,equal_weight_reconstruction,1684,0.1814671697004564,0.0359945377985686,0.0024730206767897976,0,-1.615334297839513e-05,0.02527866520877347,0.013627923336612098,0.8255331336312125
Phi-plus,physically_prepared,1685,1.0571053267226678,0.9016019368076202,0.862131731910337,3,-0.8216875891358025,0.9366318226656719,0.8155589704416633,0.9901245376560903
Phi-minus,physically_prepared,1685,1.1878838879718088,0.9898748394891387,0.6336618397010606,3,-0.7450953125000002,0.9065754281131531,0.5334375237490374,0.9263930821937869
Psi-plus,physically_prepared,1685,0.999037216118079,0.929078836017231,0.710526772932367,3,-0.6594998194444444,0.8704387708121846,0.711211515916528,0.996294598202005
Psi-minus,physically_prepared,1685,0.9215365287582918,0.8791708320828304,0.8375630429357928,3,-0.6785835574382716,0.8787549358128443,0.9088766606618973,0.9731538798962834
Phi-classical,equal_weight_reconstruction,1685,0.9628216241507535,0.11373491372570128,0.03154833790139993,1,-0.0034547459934413612,0.15117223732543034,0.032766544819999036,0.9503728690261369
Psi-classical,equal_weight_reconstruction,1685,0.9263930875196416,0.1496097985430619,0.030109659820454694,1,-0.004173123070987653,0.16099796907263672,0.032502034207823584,0.9870475157267753
Bell-uniform-mixed,equal_weight_reconstruction,1685,0.10135289740880414,0.07790316001239615,0.02140120414115429,0,0.00016897772262008083,0.05528531870820291,0.2111553264711626,0.5150750045644062
Phi-plus,physically_prepared,1686,1.0226820658414066,0.9621217951084168,0.8593176170895723,3,-0.8455210192592593,0.945601464480625,0.8402588114054518,0.994990342439086
Phi-minus,physically_prepared,1686,1.0641371746821269,1.0118955302283186,0.8859514535873235,3,-0.9539886718750004,0.9844214599722872,0.8325538047780071,0.9629627261275202
Psi-plus,physically_prepared,1686,0.9814491599782019,0.945042166551355,0.7434071772427465,3,-0.6895182158024691,0.8834498770586662,0.7574586718880657,0.9883752801112828
Psi-minus,physically_prepared,1686,1.041127680615108,0.8572671875384914,0.7936207561384495,3,-0.7083260468364199,0.8914104835927811,0.7622703448529684,0.9748525768754581
Phi-classical,equal_weight_reconstruction,1686,0.9644035890588974,0.09565199456822944,0.013159069961446538,1,-0.0012138863961226854,0.10667418859207393,0.013644774978790436,0.9649626857546414
Psi-classical,equal_weight_reconstruction,1686,0.9369436147069802,0.12465249145578243,0.06872238423672855,1,-0.008026249159915115,0.20021850419194748,0.0733474065653575,0.9806106898652612
Bell-uniform-mixed,equal_weight_reconstruction,1686,0.12657769899654725,0.08732419370573159,0.02245418229494617,0,0.0002481927122516397,0.06284388255855737,0.17739445789387173,0.684450044666181
Phi-plus,physically_prepared,1687,1.027569513769617,0.9259497826244703,0.881483586737852,3,-0.8387120355555555,0.9430563095320835,0.8578335333287069,0.9908334440449591
Phi-minus,physically_prepared,1687,1.157510593862232,0.9180647995723321,0.7455996425749656,3,-0.792326171875,0.9253399955409249,0.6441406640496868,0.9484820398081767
Psi-plus,physically_prepared,1687,1.0346604531752146,0.950130558996506,0.7140899547131104,3,-0.7019950666358025,0.8887467385982403,0.6901684050276374,0.9871552235195625
Psi-minus,physically_prepared,1687,0.9976194521338877,0.8641876474356783,0.7811680857361512,3,-0.6734687599845681,0.876541504740058,0.783032131205189,0.9842590399829667
Phi-classical,equal_weight_reconstruction,1687,0.9761156061356719,0.10268238315741592,0.06408969618924992,1,-0.006423702345196758,0.18589247210376322,0.0656578952189624,0.9647715190354051
Psi-classical,equal_weight_reconstruction,1687,0.9207445589791786,0.12505839493375792,0.006338767208506056,1,0.0007298889925733036,0.0900365691955458,0.006884392795688948,0.9807357908485942
Bell-uniform-mixed,equal_weight_reconstruction,1687,0.12744658454454727,0.1143364624271137,0.033030765816780765,0,0.0004813174367042828,0.07836892058580033,0.2591734092743403,0.7336183144985235
Phi-plus,physically_prepared,1688,1.0084155125252292,0.954686120759705,0.8725861704174598,3,-0.8400564143209875,0.9435599182493898,0.8653041921502858,0.9880249817682264
Phi-minus,physically_prepared,1688,1.0701382896615892,0.9854836452290072,0.8929245809340883,3,-0.9416816406249999,0.9801699138345841,0.834401113912538,0.9879209169719328
Psi-plus,physically_prepared,1688,1.0333437222514517,0.9536229108037789,0.7099388466931592,3,-0.6995881145679013,0.8877298177060907,0.6870306863105945,0.9920787879850789
Psi-minus,physically_prepared,1688,0.9869076554115717,0.8757883198860884,0.7969513470033913,3,-0.6888227394753087,0.8831527492219831,0.8075237258860227,0.9901781409317462
Phi-classical,equal_weight_reconstruction,1688,0.956980699168076,0.08218697557690113,0.0275792699225532,1,-0.002169146793499227,0.129448288979532,0.028819045093102142,0.9810365647610733
Psi-classical,equal_weight_reconstruction,1688,0.9401549032059549,0.11310011729858395,0.031022313194111195,1,-0.0032986531230709878,0.14886029761132333,0.03299702324406779,0.9900573700544381
Bell-uniform-mixed,equal_weight_reconstruction,1688,0.17216962658490628,0.08209976968757816,0.008094268578983236,0,0.00011441318805459107,0.04854658620166398,0.04701333643766433,0.8773978556036229
Phi-plus,physically_prepared,1689,1.1113706305792737,0.9278991299511228,0.8681837352891046,3,-0.8953056572839505,0.963807813826635,0.7811829028058677,0.9914189501331118
Phi-minus,physically_prepared,1689,1.1794531031345092,1.0125183524450134,0.7013291584330512,3,-0.83753984375,0.9426167632500031,0.5946223351900995,0.9499802473017406
Psi-plus,physically_prepared,1689,1.0012878403595629,0.9056979166107478,0.7516500286587423,3,-0.6816445853086419,0.8800742814830415,0.750683268448386,0.9949305777082007
Psi-minus,physically_prepared,1689,0.9391410180303188,0.9037622731563529,0.8388862802509205,3,-0.7120133048456789,0.8929545811369904,0.8932484729613186,0.9642979316195366
Phi-classical,equal_weight_reconstruction,1689,0.9510382387555284,0.07893225551509998,0.008310554443692643,1,0.000623853320794753,0.085446477487681,0.00873840199587278,0.9311297533781108
Psi-classical,equal_weight_reconstruction,1689,0.9263240628954377,0.0931682602826399,0.04483350575423646,1,-0.003869310943287039,0.1569921283365507,0.04839937506761844,0.9739005868999842
Bell-uniform-mixed,equal_weight_reconstruction,1689,0.16247321283810354,0.10059493692342876,0.035124295518096635,0,0.0005740708746865351,0.08311036147521281,0.21618514772091227,0.5804521956633931
Phi-plus,physically_prepared,1690,1.0171311810830377,0.9358406254935305,0.8787011277574868,3,-0.8364115980246912,0.9421933082760651,0.8639014751488091,0.9957845975007624
Phi-minus,physically_prepared,1690,1.1956895554267999,1.0444360903896481,0.7039531608245319,3,-0.8791117187499999,0.9579614288910584,0.5887424186567027,0.9909645589960393
Psi-plus,physically_prepared,1690,1.02109055368662,0.9810916772114422,0.6653104002982791,3,-0.666496944074074,0.8735063252737153,0.6515684606974317,0.990277140836106
Psi-minus,physically_prepared,1690,0.9521566452088644,0.8860403675781002,0.8008306940106814,3,-0.6756201934876543,0.877473899484286,0.8410703197214064,0.9772864752324956
Phi-classical,equal_weight_reconstruction,1690,0.990542429158015,0.13121860326488807,0.013118914790291114,1,-0.0017051649807098795,0.11946906596372839,0.013244172489857408,0.9977047561722671
Psi-classical,equal_weight_reconstruction,1690,0.9270304235102865,0.1530854060266377,0.011250470343604053,1,-0.0015966085725308686,0.11687801278781719,0.012136031416318686,0.9794080286422295
Bell-uniform-mixed,equal_weight_reconstruction,1690,0.16130246543167734,0.1238299651646031,0.01760583826155756,0,0.00035166039858217644,0.07058425274691027,0.10914797994215929,0.8743691642913344
Phi-plus,physically_prepared,1691,1.0184092068162698,0.9804052083761955,0.8934867269058797,3,-0.89210512,0.9626579696866843,0.8773356730533494,0.9937147719151054
Phi-minus,physically_prepared,1691,1.0312711181904286,0.9963359839065079,0.9271794192384313,3,-0.952669921875,0.9839676445019531,0.8990646619342477,0.9716748544040655
Psi-plus,physically_prepared,1691,1.0036065424561265,0.9173953703931754,0.7402109406388259,3,-0.6815151707407409,0.8800185820545634,0.7375509318894111,0.9883573207533441
Psi-minus,physically_prepared,1691,1.0069079761690336,0.8673759896488106,0.8005152890346925,3,-0.6991442787037037,0.8875420454658173,0.7950232871134858,0.9810066169856143
Phi-classical,equal_weight_reconstruction,1691,0.9619008962301631,0.08859866248506758,0.04383553037072548,1,-0.0037358012282986074,0.15516529336248336,0.04557177412197415,0.9835150158531687
Psi-classical,equal_weight_reconstruction,1691,0.9498196755207633,0.09332093754980852,0.06923710228344321,1,-0.006137042608024689,0.18308511879311892,0.07289499687978371,0.9755135841179209
Bell-uniform-mixed,equal_weight_reconstruction,1691,0.12049221462505835,0.054027694463995635,0.007769180706663298,0,-5.057671811704281e-05,0.03698141704218124,0.0644786945848663,0.6834590237636438
Phi-plus,physically_prepared,1692,0.9630392419404755,0.9438933042721953,0.8445033329558688,3,-0.7676588434567903,0.9156357743919443,0.8769147675168845,0.9818405004258316
Phi-minus,physically_prepared,1692,1.070873550401063,0.9869306033393263,0.8318058356634052,3,-0.8791171875000002,0.9579634153055226,0.7767544873546254,0.9679523371672232
Psi-plus,physically_prepared,1692,0.9890462377361815,0.9498328391379862,0.6938547512509339,3,-0.6518269948148148,0.8670499432287148,0.701539245363383,0.988646809285685
Psi-minus,physically_prepared,1692,0.9708719370917213,0.8598348021941391,0.8204916405304726,3,-0.6849377899305555,0.8814892954137,0.8451079995043241,0.976169184435144
Phi-classical,equal_weight_reconstruction,1692,0.9803864978637986,0.11931017358238397,0.009231399603754725,1,-0.0010797975800540158,0.10259214652530947,0.009416081947139594,0.9969899123300815
Psi-classical,equal_weight_reconstruction,1692,0.9311826148678488,0.12068962473853537,0.044127319711190625,1,-0.004959208244116515,0.17053130483133894,0.047388470324323084,0.9728499081939277
Bell-uniform-mixed,equal_weight_reconstruction,1692,0.1376984310553322,0.05680485665767877,0.007247250066923558,0,5.6687552565586435e-05,0.038414563469598685,0.05263131911801778,0.8087723813971969
Phi-plus,physically_prepared,1693,1.1085357823330475,0.9312914836161906,0.7954441510167566,3,-0.821192625185185,0.9364437170679938,0.7175629002634883,0.9837299907449804
Phi-minus,physically_prepared,1693,1.0922375689965715,0.9253368407543061,0.8804633433683083,3,-0.8898734374999999,0.9618545737569071,0.8061097405550532,0.9739230600965708
Psi-plus,physically_prepared,1693,0.9713566478362429,0.9299637573513793,0.7159686162003948,3,-0.6467534083950616,0.8647944797329801,0.7370810894178356,0.994704761017179
Psi-minus,physically_prepared,1693,0.9499010944636712,0.8635081654455549,0.8212696190947533,3,-0.6736442298765433,0.8766176247208177,0.8645843487089092,0.9763593933362387
Phi-classical,equal_weight_reconstruction,1693,0.9374328489298729,0.11030573957717148,0.06871771901995112,1,0.007105702390046299,0.19225117580630832,0.07330415090360433,0.9546757135587114
Psi-classical,equal_weight_reconstruction,1693,0.9207487086367746,0.11041014238402362,0.008670652648051502,1,0.0008814585136959865,0.09588130997610464,0.00941695879312059,0.9881498268532384
Bell-uniform-mixed,equal_weight_reconstruction,1693,0.13603259332925072,0.0265290433562151,0.020627420877725008,0,-7.444053692853002e-05,0.042066511571591705,0.15163587176345883,0.620203573361517
Phi-plus,physically_prepared,1694,0.9737070629224811,0.9482735510947881,0.9009721102589752,3,-0.8319041777777777,0.9404977663118214,0.9253009909929178,0.993391698428411
Phi-minus,physically_prepared,1694,1.0742872361040823,1.0309975907105953,0.8770169409953261,3,-0.9713730468750003,0.9903651500944042,0.8163709960623198,0.9350284959732834
Psi-plus,physically_prepared,1694,1.028053649881263,0.9317682857648928,0.7935672538987606,3,-0.7601642520370372,0.9126462649780369,0.7719122965911509,0.987370971612371
Psi-minus,physically_prepared,1694,1.0265959503015072,0.9008797434415391,0.7865648509985144,3,-0.7274462406250001,0.8993601380427979,0.7661873697899386,0.9869259683455709
Phi-classical,equal_weight_reconstruction,1694,0.9205397262113577,0.06236199812163348,0.017079133448659918,1,-0.0009804566333912032,0.09934426394732551,0.018553390975261957,0.9542822353625556
Psi-classical,equal_weight_reconstruction,1694,0.9248647081535963,0.07303654179161116,0.03752957288823398,1,-0.002535082113233024,0.13635278422342983,0.04057844629314288,0.9895714119618207
Bell-uniform-mixed,equal_weight_reconstruction,1694,0.12796818627616838,0.03697809191009941,0.02078762418475904,0,-9.83674399594907e-05,0.04616191209393034,0.16244368846407833,0.6533449085311847
Phi-plus,physically_prepared,1695,1.0117280171821197,0.9824588517915617,0.849654474554699,3,-0.8445405283950618,0.9452358074116591,0.839805224452684,0.9953083409949437
Phi-minus,physically_prepared,1695,1.078244675728033,0.9156459558689276,0.8871471814276518,3,-0.8758718750000001,0.956783169142638,0.8227698233971321,0.9948705124999199
Psi-plus,physically_prepared,1695,1.0322150833473482,0.9677754645187429,0.7086843324759404,3,-0.7079419372839506,0.8912493237267587,0.6865665343484065,0.9857982113557948
Psi-minus,physically_prepared,1695,0.9316451426930783,0.882240502988152,0.8623432716013957,3,-0.7087901853240741,0.8916051432788964,0.9256134466698835,0.9682422102383307
Phi-classical,equal_weight_reconstruction,1695,0.9716395016156617,0.06385256298107946,0.04259610093810429,1,-0.0026427333429783974,0.13825614652385879,0.043839408409471446,0.9953758911326754
Psi-classical,equal_weight_reconstruction,1695,0.9417021090135995,0.1463743846627084,0.026545759831216133,1,-0.003659095852623457,0.15409596330469072,0.02818912645212391,0.9829641829074866
Bell-uniform-mixed,equal_weight_reconstruction,1695,0.11509612363731969,0.05225358110033646,0.0008404494919137016,0,5.054618417245392e-06,0.017161798234690665,0.007302152890587772,0.8894158748355365
Phi-plus,physically_prepared,1696,1.0556121549076145,0.8521956910949975,0.8305925316312044,3,-0.7471911822222222,0.9074246640797552,0.7868349447945647,0.9885406451925118
Phi-minus,physically_prepared,1696,1.0506953802740764,0.9467205797573655,0.9015334085515583,3,-0.8967687500000002,0.9643325406746334,0.8580349980375769,0.9481756676332818
Psi-plus,physically_prepared,1696,0.9937637575177488,0.9626552482093129,0.7135295062071076,3,-0.6825993554320987,0.8804849923999148,0.7180071730421944,0.988156921067691
Psi-minus,physically_prepared,1696,0.9215213419709368,0.8851911757007614,0.8114146838517616,3,-0.6618892632407407,0.8714887370849227,0.8805164317912805,0.9679496569457687
Phi-classical,equal_weight_reconstruction,1696,0.9351071620953053,0.12295845582665417,0.007836264782029244,1,-0.0009010084953703692,0.09658498764984405,0.008380071396812357,0.9723778724733223
Psi-classical,equal_weight_reconstruction,1696,0.915423924463388,0.1323739953911911,0.004384031619676723,1,0.000531249596836423,0.08099027454419101,0.004789072584318349,0.9712568420706791
Bell-uniform-mixed,equal_weight_reconstruction,1696,0.08762127959928113,0.026263111840068944,0.010926218459594515,0,-2.5143495490933656e-05,0.029296015133245007,0.12469822980859727,0.5222874591258206
Phi-plus,physically_prepared,1697,1.0065547899822036,0.9583904446999312,0.8322296662032591,3,-0.8028290666666668,0.9294107596915635,0.8268100996449218,0.9942831256502079
Phi-minus,physically_prepared,1697,1.0589552871626342,0.9870019243952961,0.8546999442964095,3,-0.8933246093749999,0.9630964145227529,0.8071161782349596,0.9570344340966688
Psi-plus,physically_prepared,1697,0.9724793405613618,0.9510282610409957,0.740878131208117,3,-0.6852050930864196,0.8816039502183914,0.7618445969046977,0.996423485367284
Psi-minus,physically_prepared,1697,0.9433261564209146,0.8850560770977408,0.8049493034530204,3,-0.6720493943055557,0.8759252880972833,0.853309640545841,0.9862544087121788
Phi-classical,equal_weight_reconstruction,1697,0.9760367666875005,0.07722711718997155,0.037188971411158483,1,-0.002803174717881944,0.1409992240099799,0.0381020189816941,0.9724478651868237
Psi-classical,equal_weight_reconstruction,1697,0.9249229359939775,0.17897036178977097,0.027745315509221654,1,-0.004592787299864962,0.1662233807402966,0.029997434845104018,0.9931842798321845
Bell-uniform-mixed,equal_weight_reconstruction,1697,0.17104550763943407,0.06348052876120654,0.006377170562760658,0,6.924369592737245e-05,0.041063889272332954,0.03728347298196108,0.8191019980981966
Phi-plus,physically_prepared,1698,1.0329548276530645,0.9759122536731666,0.8037121696249427,3,-0.8102007580246913,0.9322467579998538,0.778070974750198,0.9954766496773683
Phi-minus,physically_prepared,1698,1.052425615864273,0.8836219334971135,0.8298197894516185,3,-0.7716878906250001,0.9172348807203855,0.7884830784645562,0.9158185823815956
Psi-plus,physically_prepared,1698,1.0193476826493721,0.9819243529027817,0.7214816046298346,3,-0.7221470369753087,0.8971709672287772,0.707787555620514,0.9980885445527177
Psi-minus,physically_prepared,1698,0.9763456419880641,0.8581704328924397,0.7870521575900508,3,-0.6594481486111112,0.8704160376893001,0.8061204185716768,0.9807888346631601
Phi-classical,equal_weight_reconstruction,1698,0.9190409806446042,0.14820096469162916,0.004512199663935478,1,-0.000614574047550162,0.08502071225591247,0.0049096827660184165,0.9309403651975727
Psi-classical,equal_weight_reconstruction,1698,0.9416957280721311,0.15559071150202894,0.0023976408379894026,1,-0.0003513001977237626,0.07056014502429642,0.0025460886850341012,0.9896176122767959
Bell-uniform-mixed,equal_weight_reconstruction,1698,0.08542080944373752,0.06806537190909365,0.005840961481201533,0,-3.3960513358410435e-05,0.03238357184184397,0.06837867165200169,0.35161026714546545
