partition,temperature_K,state,model,cut_mae,cut_rmse,closure_mae,phase_mae_rad,class_accuracy,actual_ridge_index,predicted_ridge_index,ridge_error_samples,actual_trough_index,predicted_trough_index,trough_error_samples,closure_wait_spearman,final_ara_x,final_class,amplitude_crest_to_trough,stable_orientation_flip,reliable_orientation_sign_fraction_initial
primary,1.0,Psi-plus,no_rotation,0.06451378947284922,0.07837127772580024,0.14078406240669122,2.0996946150868614,0.25,7,7,0,7,8,1,-0.9,0.5138699780853806,handover,False,True,0.7777777777777778
primary,1.0,Psi-plus,zero,0.14044918728306094,0.2643093590359629,0.19011015484792393,2.0786128982304484,0.5,7,7,0,7,7,0,-0.9,0.5138699780853806,handover,False,True,0.7777777777777778
primary,1.1,Phi-minus,ara,0.06067951641597559,0.07441863670678302,0.08331731995388475,1.800090593072181,0.5,6,6,0,9,7,2,-0.9818181818181818,0.27852423272120574,trough,True,False,0.8888888888888888
primary,1.1,Phi-minus,persistence,0.11642841308884037,0.1473959556721856,0.20302694578156194,1.7612825787367588,0.5,6,6,0,9,,,-0.9818181818181818,0.27852423272120574,trough,True,False,0.8888888888888888
primary,1.1,Phi-minus,linear,0.46452554702590426,0.589551720302602,0.6215382969750676,1.3767395503136832,0.25,6,6,0,9,,,-0.9818181818181818,0.27852423272120574,trough,True,False,0.8888888888888888
primary,1.1,Phi-minus,no_rotation,0.06186303891372523,0.075797654525765,0.08408798731397996,1.7612825787367588,0.5,6,6,0,9,7,2,-0.9818181818181818,0.27852423272120574,trough,True,False,0.8888888888888888
primary,1.1,Phi-minus,zero,0.1315767772978553,0.2323339993270753,0.13468450141215677,1.3602296779196525,0.5,6,6,0,9,7,2,-0.9818181818181818,0.27852423272120574,trough,True,False,0.8888888888888888
primary,1.1,Phi-plus,ara,0.06135883312123574,0.07385794174856722,0.11229776376777524,1.5997834186535504,0.75,6,6,0,7,7,0,-0.9545454545454546,0.3926950864633336,trough,True,False,1.0
primary,1.1,Phi-plus,persistence,0.10983191898646003,0.14184746955265254,0.15985722946725756,1.3924373839170836,0.25,6,6,0,7,,,-0.9545454545454546,0.3926950864633336,trough,True,False,1.0
primary,1.1,Phi-plus,linear,0.5110495235117846,0.6418144953125725,0.2236728473166349,1.6795979487335675,0.0,6,6,0,7,,,-0.9545454545454546,0.3926950864633336,trough,True,False,1.0
primary,1.1,Phi-plus,no_rotation,0.06061817991271169,0.07254689340425086,0.11120812107709221,1.3924373839170836,0.75,6,6,0,7,7,0,-0.9545454545454546,0.3926950864633336,trough,True,False,1.0
primary,1.1,Phi-plus,zero,0.12501920119863416,0.23184883899480793,0.14242723481471864,1.9200020151601407,0.75,6,6,0,7,7,0,-0.9545454545454546,0.3926950864633336,trough,True,False,1.0
primary,1.1,Psi-minus,ara,0.06831985192107937,0.08527209110121858,0.12166060000380037,1.7339630421663395,0.75,6,6,0,8,7,1,-0.9545454545454546,0.43453818528773713,trough,True,False,1.0
primary,1.1,Psi-minus,persistence,0.11668538385656192,0.14051957376600036,0.1441734902180707,1.8982606037592231,0.25,6,6,0,8,,,-0.9545454545454546,0.43453818528773713,trough,True,False,1.0
primary,1.1,Psi-minus,linear,0.5691580493572302,0.6889239546650127,0.9670636288793202,1.4667142393329398,0.25,6,6,0,8,,,-0.9545454545454546,0.43453818528773713,trough,True,False,1.0
primary,1.1,Psi-minus,no_rotation,0.06811489678842036,0.08496403636293248,0.11736121584815884,1.8982606037592231,0.75,6,6,0,8,7,1,-0.9545454545454546,0.43453818528773713,trough,True,False,1.0
primary,1.1,Psi-minus,zero,0.13701899395804976,0.24701731991197173,0.1567854412588262,1.351372845725692,0.75,6,6,0,8,7,1,-0.9545454545454546,0.43453818528773713,trough,True,False,1.0
primary,1.1,Psi-plus,ara,0.06537178713081368,0.07703393382911572,0.12057750380628199,1.3195808243586695,0.75,6,6,0,7,7,0,-0.9090909090909091,0.4676904719819742,trough,True,False,0.875
primary,1.1,Psi-plus,persistence,0.08770279385917742,0.1138790749042482,0.11041566152878898,1.6349146688804055,0.25,6,6,0,7,,,-0.9090909090909091,0.4676904719819742,trough,True,False,0.875
primary,1.1,Psi-plus,linear,0.53118863935457,0.6666305101193578,0.6589104008369093,1.618953407162935,0.0,6,6,0,7,,,-0.9090909090909091,0.4676904719819742,trough,True,False,0.875
primary,1.1,Psi-plus,no_rotation,0.0640609715097131,0.07596063296752252,0.11913949826187678,1.6349146688804055,0.75,6,6,0,7,7,0,-0.9090909090909091,0.4676904719819742,trough,True,False,0.875
primary,1.1,Psi-plus,zero,0.13702530393200515,0.2529250441179597,0.145102742170341,1.5975174439340418,0.75,6,6,0,7,7,0,-0.9090909090909091,0.4676904719819742,trough,True,False,0.875
