split,child,cut,setting,segment,ridge_current,ara_mean,ara_std,ara_q05,ara_median,ara_q95,n_records
holdout,C00,K3G1,K3,G1,-0.00457785,1.0751215995841128,0.10696801130412356,0.9685557742402823,1.0054974821333291,1.2218586491043368,40
holdout,C00,K3G2,K3,G2,-0.004699925999999999,1.0596164606494498,0.08663089870976616,0.984504461838968,1.0160848070506012,1.2191262688476479,40
holdout,C00,K3G3,K3,G3,-0.004822002,1.031424079091352,0.07077047917323952,0.9868491071838038,1.009375163441083,1.2121134816164831,40
holdout,C00,K3G4,K3,G4,-0.004699925999999999,1.037166337737974,0.07726914885826326,0.9721265755334489,1.007679691224089,1.2055114067331816,40
holdout,C00,K4G0,K4,G0,-0.00274671,1.0438979441590504,0.024999135188112906,1.0043364470525484,1.0396518375241781,1.0920472755536685,40
holdout,C00,K4G1,K4,G1,-0.004699925999999999,1.0215791461679913,0.03752119648068524,0.9896027978442,1.0115526416762592,1.0565302170725064,40
holdout,C00,K4G2,K4,G2,-0.004699925999999999,1.1417732195914456,0.0951607465395949,1.0185032418776894,1.1845332839610085,1.2458673000351244,40
holdout,C00,K4G3,K4,G3,-0.004944077999999999,1.1018475558379865,0.09406260360914552,1.012341336072389,1.0481324268270098,1.2499349252859169,40
holdout,C00,K4G4,K4,G4,-0.004822002,1.0364956214683274,0.051654448069947775,0.9980543806646526,1.0286091084776152,1.0811873971645591,40
holdout,C00,K5G0,K5,G0,-0.002624634,1.0260388039041068,0.030153286761052795,0.9808246499670749,1.023438390967876,1.0753052897618114,40
holdout,C00,K5G1,K5,G1,-0.00457785,1.0326603031487493,0.0697095288999445,0.9781660637459216,1.0077837999655026,1.2105695648484909,40
holdout,C00,K5G2,K5,G2,-0.004699925999999999,1.0928900185426917,0.09278849656075387,1.0023308009136411,1.0378915513040023,1.2353255572008506,40
holdout,C00,K5G3,K5,G3,-0.004822002,1.080680387399553,0.09557951332901253,0.9954408029991534,1.022853704402526,1.228905604004744,40
holdout,C00,K5G4,K5,G4,-0.004699925999999999,1.0442935163240328,0.07532268863974989,0.9822931653396189,1.016339344045071,1.2065101332629296,40
holdout,C00,K6G0,K6,G0,-0.00274671,1.0244399520577396,0.021596955435992396,0.9954880851578566,1.0262857082765908,1.0532232202852472,40
holdout,C00,K6G1,K6,G1,-0.004699925999999999,1.0540409623377593,0.07475007396521086,0.9926176933317198,1.0251814822846756,1.226310405353679,40
holdout,C00,K6G2,K6,G2,-0.00457785,1.0523075449436252,0.0797960143494646,0.9852969200536753,1.0196907185202306,1.2063244613375612,40
holdout,C00,K6G3,K6,G3,-0.004791482999999999,1.0680649038461538,0.0936659707560446,0.9827283653846154,1.0209134615384614,1.2208173076923077,40
holdout,C00,K6G4,K6,G4,-0.004822002,1.0713335053828192,0.08692440341702161,0.9919018564735759,1.0326017598714285,1.2210551411983828,40
holdout,C00,K7G0,K7,G0,-0.002624634,1.0173437340537121,0.025462229605454374,0.9749971326814793,1.0195556975841993,1.0521951489681303,40
holdout,C00,K7G1,K7,G1,-0.00457785,1.0634476170289175,0.09370596786090338,0.9864618221830849,1.02138183163936,1.2337601216722096,40
holdout,C00,K7G2,K7,G2,-0.004516811999999999,1.0417908653846155,0.07947770750304095,0.9798317307692308,1.0212740384615384,1.2175360576923075,40
holdout,C00,K7G3,K7,G3,-0.004822002,1.060728595109386,0.08518854725881704,0.9881194368358077,1.0286388773952748,1.2205879797045385,40
holdout,C00,K7G4,K7,G4,-0.004699925999999999,1.0870372291116415,0.1049441782567701,0.9866545002299729,1.0288653959095229,1.2507038271982254,40
holdout,C00,K8G0,K8,G0,-0.0025025579999999998,1.011989069229219,0.02469072755759838,0.9718286949649039,1.0140788096576447,1.0496592417111477,40
holdout,C00,K8G1,K8,G1,-0.00457785,1.0151278278540965,0.04527109464490752,0.979005659771439,1.0027172125234665,1.0657003240378842,40
holdout,C00,K8G2,K8,G2,-0.00457785,1.1025134850806044,0.09177554916176836,0.9947124636779429,1.114587705092096,1.208989376999781,40
holdout,C00,K8G3,K8,G3,-0.004822002,1.1127678545391406,0.10730917076088596,0.9946242265657013,1.041590931496113,1.2459615082775388,40
holdout,C00,K8G4,K8,G4,-0.004699925999999999,1.0039708929144615,0.02099309710202276,0.9654600351279282,1.0046614200606454,1.0335463804592329,40
holdout,C01,K0G0,K0,G0,-0.00274671,0.9921631039076069,0.02441507779524996,0.9503430387881251,0.9905637978052724,1.0254165450023516,40
holdout,C01,K0G1,K0,G1,-0.004699925999999999,0.9802704987336789,0.015574343389484645,0.9508025640969371,0.9812965026828713,1.0027754930370194,40
holdout,C01,K0G2,K0,G2,-0.004699925999999999,1.088723034483472,0.09276156028000622,0.9690748009326654,1.1356728866704904,1.1863627854069259,40
holdout,C01,K0G3,K0,G3,-0.004944077999999999,1.0724994321664885,0.10648425770265249,0.9733195271191124,0.9977618201581242,1.2159040866119277,40
holdout,C01,K0G4,K0,G4,-0.004822002,0.9919343937537122,0.03344696461850013,0.9592399241897756,0.9886919087364578,1.0198197274183853,40
holdout,C01,K1G0,K1,G0,-0.00274671,1.013385806567905,0.01887905250589433,0.9806658405311603,1.0141628764864816,1.0465369518171712,40
holdout,C01,K1G1,K1,G1,-0.004699925999999999,1.051271321448113,0.0913033056441325,0.9721027852530352,1.0023612815784855,1.1946190646267876,40
holdout,C01,K1G2,K1,G2,-0.004699925999999999,1.0218129124292532,0.0630514428776707,0.9675401163163644,1.0020571188431706,1.1549963684821098,40
holdout,C01,K1G3,K1,G3,-0.004822002,1.064260829393867,0.1061352769310661,0.9724683545782657,1.0025996339711627,1.223655550724861,40
holdout,C01,K1G4,K1,G4,-0.004822002,1.0376707935163567,0.08723062716112626,0.967053883140727,0.9992148815753632,1.2083428090953314,40
holdout,C01,K2G0,K2,G0,-0.002624634,1.0117233385305098,0.026362317461760286,0.9709957948545536,1.0191915351130225,1.0493721915122713,40
holdout,C01,K2G1,K2,G1,-0.004699925999999999,1.0408476130155409,0.0855405028885049,0.9730668673224474,1.0099831457358595,1.2214379777205104,40
holdout,C01,K2G2,K2,G2,-0.00457785,1.0574978160189934,0.0985496324658613,0.9679900298077911,0.9975264912175439,1.2049753935483298,40
holdout,C01,K2G3,K2,G3,-0.004822002,1.0420620339065307,0.09017489765296381,0.9761887793751283,0.9994568350648603,1.2110378848981294,40
holdout,C01,K2G4,K2,G4,-0.004822002,1.043177281316704,0.08139543984281469,0.9739775451610335,1.0094848878907108,1.1981458437182277,40
holdout,C01,K3G0,K3,G0,-0.002624634,0.9928758615635221,0.026800291894388064,0.9599816668837208,0.9928141461170779,1.032429958691306,40
holdout,C01,K3G1,K3,G1,-0.00457785,1.025193448072733,0.08577322213230175,0.9560178201726809,0.9828949650289074,1.1838945466781605,40
holdout,C01,K3G2,K3,G2,-0.004699925999999999,1.0230473781441514,0.06663955273550527,0.9711109450865167,0.998969645214419,1.1700814082243256,40
holdout,C01,K3G3,K3,G3,-0.004822002,1.0286772679400324,0.0836623165944992,0.96666215891564,0.992673338035744,1.1815544011172987,40
holdout,C01,K3G4,K3,G4,-0.004699925999999999,1.0385686712063262,0.08932768650106379,0.9535989279418057,0.988017780611882,1.1645326714304058,40
holdout,C01,K4G0,K4,G0,-0.00274671,1.0151832182625402,0.021365473638311545,0.9858335958198153,1.0151666477817496,1.05016848664725,40
holdout,C01,K4G1,K4,G1,-0.004699925999999999,1.1245934052525899,0.10091602019401372,0.9899333329726285,1.1733051967571084,1.2398442537148022,40
holdout,C01,K4G2,K4,G2,-0.004699925999999999,1.0157388660606816,0.04604283053354144,0.9769353506109205,1.005442557037031,1.0456189148670028,40
holdout,C01,K4G3,K4,G3,-0.004944077999999999,1.0134660577114327,0.02119947214975681,0.9864861744645087,1.010761532080306,1.06090319055752,40
holdout,C01,K4G4,K4,G4,-0.004822002,1.0625415216969318,0.09387716611687306,0.9802277009606215,1.0105310501878433,1.2258837157233016,40
holdout,C01,K5G0,K5,G0,-0.002624634,1.0099018477337929,0.027399609875597055,0.9605283561229929,1.012812915202518,1.0522915248494698,40
holdout,C01,K5G1,K5,G1,-0.00457785,1.0240286162159689,0.08154160876066242,0.962212718851709,0.9898564701728889,1.2026640447537256,40
holdout,C01,K5G2,K5,G2,-0.004699925999999999,1.0836354543684898,0.0927690498535118,0.9892099763847998,1.0251101362616073,1.2169306070876686,40
holdout,C01,K5G3,K5,G3,-0.004822002,1.0338272607154237,0.08238317190987374,0.9722480247453458,0.9983066363778252,1.2098552158731068,40
holdout,C01,K5G4,K5,G4,-0.004699925999999999,1.0366214010168153,0.09268594635272226,0.961645209526134,0.9944975200566049,1.205425636599909,40
holdout,C01,K6G0,K6,G0,-0.00274671,1.015698552610877,0.02182235851792378,0.9867452113254433,1.018687505989257,1.0498775494377732,40
holdout,C01,K6G1,K6,G1,-0.004699925999999999,1.0478355548157205,0.09286449310869502,0.9694904279514396,0.9990936555626486,1.2203752471536728,40
holdout,C01,K6G2,K6,G2,-0.00457785,1.0519497242788869,0.08988652384237326,0.9709875404446263,1.0050167420543519,1.1958997461745273,40
holdout,C01,K6G3,K6,G3,-0.004791482999999999,1.0379687499999999,0.0856818486896582,0.9723557692307693,1.0045673076923078,1.222127403846154,40
holdout,C01,K6G4,K6,G4,-0.004822002,1.0507405219475519,0.07910525905079495,0.9865909934509617,1.0100412792927727,1.1908346482774252,40
holdout,C01,K7G0,K7,G0,-0.002624634,1.013626960100467,0.027893448602283308,0.9754604954157426,1.0112942814621024,1.0575220978945417,40
holdout,C01,K7G1,K7,G1,-0.00457785,1.0422867718464617,0.08926426033385397,0.9631135178078031,1.0019936510942598,1.21740087031237,40
holdout,C01,K7G2,K7,G2,-0.004516811999999999,1.0458954326923078,0.0874560198222059,0.96484375,1.0015625,1.2030528846153845,40
holdout,C01,K7G3,K7,G3,-0.004822002,1.076232901439012,0.09874033727452389,0.9891959329772446,1.0200577841722853,1.2374228633247673,40
holdout,C01,K7G4,K7,G4,-0.004699925999999999,1.030355913499992,0.07548662638575523,0.9644620185326882,1.0067722251021167,1.2015988959099766,40
holdout,C01,K8G0,K8,G0,-0.0025025579999999998,1.0122447760022653,0.02286612123328911,0.9765236287674259,1.0107537260428625,1.052332884014147,40
holdout,C01,K8G1,K8,G1,-0.00457785,1.084390320078635,0.09949920688061581,0.9819132168605428,1.0323951671368838,1.2243169441012751,40
holdout,C01,K8G2,K8,G2,-0.00457785,1.0104964668140002,0.037221698893843705,0.9785996158651347,1.0088221495628016,1.0344189071736516,40
holdout,C01,K8G3,K8,G3,-0.004822002,1.0256966187435588,0.059844997259741205,0.9771269932067418,1.0108171791297333,1.2021694943945864,40
holdout,C01,K8G4,K8,G4,-0.004699925999999999,1.0961509381974737,0.1056585294367124,0.976073650009458,1.0822457413276823,1.226507743136049,40
holdout,C10,K0G0,K0,G0,-0.00274671,1.0066849906425372,0.023452592111002375,0.9715915057393263,1.0065280911232906,1.0404593649255012,40
holdout,C10,K0G1,K0,G1,-0.004699925999999999,1.0761017366947159,0.10028880810969443,0.9758734414713114,1.011609753563722,1.2083265435522572,40
holdout,C10,K0G2,K0,G2,-0.004699925999999999,0.9965702508182144,0.036912672959514815,0.969897276766096,0.9895949343662334,1.0203347638204667,40
holdout,C10,K0G3,K0,G3,-0.004944077999999999,1.000943229174372,0.03284336990865641,0.9757781336224651,0.9956452773340253,1.0262795708077113,40
holdout,C10,K0G4,K0,G4,-0.004822002,1.0783887400018823,0.09797241838082814,0.9664836654808733,1.0810331512294096,1.1968089639285762,40
holdout,C10,K1G0,K1,G0,-0.00274671,1.0043006631105527,0.027325088429309325,0.9622179109421258,1.0058621759441089,1.0392350662669176,40
holdout,C10,K1G1,K1,G1,-0.004699925999999999,1.027092753892584,0.08748333978427066,0.9570072385405013,0.9885688034872655,1.1985306635926443,40
holdout,C10,K1G2,K1,G2,-0.004699925999999999,1.032530192516483,0.08081141982625396,0.9728405250541149,0.9920142233517103,1.1904255973848272,40
holdout,C10,K1G3,K1,G3,-0.004822002,1.0416921282513723,0.0918759699227845,0.9626513470656917,0.9952238573919572,1.2046510293354522,40
holdout,C10,K1G4,K1,G4,-0.004822002,1.0375133893687116,0.08676829610021455,0.961989395556364,0.9938390622917967,1.1817675846222395,40
holdout,C10,K2G0,K2,G0,-0.002624634,0.9962729743361308,0.02125260383314663,0.9487920671844501,0.9982483618227089,1.024280438155408,40
holdout,C10,K2G1,K2,G1,-0.004699925999999999,1.0236737471817576,0.08589042134702585,0.9609258204194004,0.9867646050799836,1.1962864059030822,40
holdout,C10,K2G2,K2,G2,-0.00457785,1.0057583723765606,0.06896303237727303,0.955129345597531,0.9810386762386327,1.1743456651990953,40
holdout,C10,K2G3,K2,G3,-0.004822002,1.0707367393151819,0.1019712797820188,0.9669399210405131,1.0097920994335776,1.2159895788364872,40
holdout,C10,K2G4,K2,G4,-0.004822002,1.040165482042811,0.08541918837444898,0.9716214014329104,0.9986696277966174,1.2038286214332046,40
holdout,C10,K3G0,K3,G0,-0.002624634,0.9995009578264018,0.022578687752134015,0.9632166717600704,1.0015710269349773,1.033715457946181,40
holdout,C10,K3G1,K3,G1,-0.00457785,1.004239657491981,0.06768736997603354,0.9560590442618465,0.9795769927794442,1.1766290900495024,40
holdout,C10,K3G2,K3,G2,-0.004699925999999999,1.0275275827341437,0.06945542439746265,0.9714479510511757,1.0021180376952057,1.1778662332094072,40
holdout,C10,K3G3,K3,G3,-0.004822002,1.0679449216301655,0.1024797459258638,0.9697239105616581,1.0019923381859672,1.2094088487937518,40
holdout,C10,K3G4,K3,G4,-0.004699925999999999,1.0331048455684395,0.08547213765687899,0.9589728202499826,0.9916402308585066,1.1900906318352944,40
holdout,C10,K4G0,K4,G0,-0.00274671,0.995016674221672,0.025867367836847902,0.9541248032925796,0.9993942331967683,1.032428414257262,40
holdout,C10,K4G1,K4,G1,-0.004699925999999999,0.9861475478979692,0.03704222793136473,0.9566276131951665,0.9849933438218565,1.0064351877662103,40
holdout,C10,K4G2,K4,G2,-0.004699925999999999,1.051914165204402,0.08916060253541447,0.9656666994067612,0.9955246511788771,1.1867607664671183,40
holdout,C10,K4G3,K4,G3,-0.004944077999999999,1.1002540601713526,0.09758023724794006,0.9664355458545976,1.157378490087011,1.2064720410839385,40
holdout,C10,K4G4,K4,G4,-0.004822002,0.9917069815679497,0.0349781258658413,0.968430815413481,0.9839678001428891,1.0247759753624646,40
holdout,C10,K5G0,K5,G0,-0.002624634,0.9858925448053046,0.026547185562172178,0.9360393371709808,0.9838816886415593,1.0220050072487166,40
holdout,C10,K5G1,K5,G1,-0.00457785,1.0022036660031381,0.07186396333915537,0.9513647840595658,0.9718981881025114,1.175013088229613,40
holdout,C10,K5G2,K5,G2,-0.004699925999999999,1.0366902364843817,0.07386994675260883,0.977913661065477,0.9977035023343123,1.1824345187252385,40
holdout,C10,K5G3,K5,G3,-0.004822002,1.0630622657820887,0.10564509251407457,0.9511311675994555,0.9912883729209876,1.207846983377163,40
holdout,C10,K5G4,K5,G4,-0.004699925999999999,1.0019609605130024,0.07054777368559265,0.9571506403187933,0.9736763006288369,1.1707333061421348,40
holdout,C10,K6G0,K6,G0,-0.00274671,1.0068236758836524,0.029342517945468185,0.9563941634049995,1.0086500316942073,1.04698008363055,40
holdout,C10,K6G1,K6,G1,-0.004699925999999999,1.024234907399022,0.09026697197066996,0.9514227911763525,0.9820360179618601,1.1997994579874656,40
holdout,C10,K6G2,K6,G2,-0.00457785,1.0245831885972874,0.0817253637669229,0.9507073575945323,0.9794512265823963,1.1683981970382915,40
holdout,C10,K6G3,K6,G3,-0.004791482999999999,1.0326201923076923,0.09508081625655167,0.953076923076923,0.979326923076923,1.1960216346153847,40
holdout,C10,K6G4,K6,G4,-0.004822002,1.0178985765995079,0.0790069239053255,0.9619304386851257,0.989037371850984,1.2053678806014176,40
holdout,C10,K7G0,K7,G0,-0.002624634,0.9991252054501164,0.026918647693192622,0.9618030539634093,0.9996373892258144,1.0386994951735296,40
holdout,C10,K7G1,K7,G1,-0.00457785,1.0088277409086857,0.06883741421112095,0.9584000435780178,0.9835627192516305,1.1834666486561902,40
holdout,C10,K7G2,K7,G2,-0.004516811999999999,1.035252403846154,0.09008446490153833,0.9529567307692308,0.9862980769230769,1.1891826923076922,40
holdout,C10,K7G3,K7,G3,-0.004822002,1.051836352370678,0.09843572295265672,0.9732883672919436,0.9894774157036657,1.2107302878624255,40
holdout,C10,K7G4,K7,G4,-0.004699925999999999,1.0158638177327055,0.07480189163632284,0.9577959760668083,0.9845356328362287,1.167856847250223,40
holdout,C10,K8G0,K8,G0,-0.0025025579999999998,1.0025786755094985,0.022116978066605834,0.9714519813302829,0.9990933633378023,1.0390644068667043,40
holdout,C10,K8G1,K8,G1,-0.00457785,1.1056640932391826,0.09668810516761901,0.9688684432261515,1.1627398109201088,1.1993211248225737,40
holdout,C10,K8G2,K8,G2,-0.00457785,0.9818964810393478,0.01592903136841149,0.9566173353164585,0.9833172147001934,1.0031101156863877,40
holdout,C10,K8G3,K8,G3,-0.004822002,0.9898265831016332,0.02222238856440561,0.9539098001751012,0.9932235757018069,1.026115478285276,40
holdout,C10,K8G4,K8,G4,-0.004699925999999999,1.0536012038699505,0.09736950522025081,0.9559038522211166,0.9932279226329099,1.1967327813237472,40
holdout,C11,K0G0,K0,G0,-0.00274671,0.9632483506139364,0.025660344492431215,0.9271074782706554,0.9613126002192243,1.005346288845883,40
holdout,C11,K0G1,K0,G1,-0.004699925999999999,1.0576837714990286,0.0915192727718671,0.9568776375467686,0.9954616965873657,1.1717606346140226,40
holdout,C11,K0G2,K0,G2,-0.004699925999999999,0.9775949006324021,0.02743868136052408,0.9529569200234959,0.9741759346100602,0.9949828958660208,40
holdout,C11,K0G3,K0,G3,-0.004944077999999999,0.9779321945421234,0.012912221366157104,0.9554793479744609,0.9762178839138826,0.9969935865400633,40
holdout,C11,K0G4,K0,G4,-0.004822002,1.0569580618757681,0.09224009579464847,0.9529961543846358,0.9938275119969204,1.1727100879447576,40
holdout,C11,K1G0,K1,G0,-0.00274671,0.974995791258697,0.021971330127129186,0.9452341449325351,0.9698140736778903,1.0081783839133256,40
holdout,C11,K1G1,K1,G1,-0.004699925999999999,1.0260112409580333,0.08638457691800956,0.9554054646689513,0.9776804893705515,1.1805583361642742,40
holdout,C11,K1G2,K1,G2,-0.004699925999999999,1.0091142072077035,0.07863273837386195,0.953021436029044,0.9739086444960812,1.1709465551623486,40
holdout,C11,K1G3,K1,G3,-0.004822002,1.00466192686008,0.08546783620214762,0.9411178356041973,0.9642162753181658,1.1801532967502388,40
holdout,C11,K1G4,K1,G4,-0.004822002,1.0225102738251581,0.0878401182775242,0.951522967879542,0.975038187769644,1.1807292988586204,40
holdout,C11,K2G0,K2,G0,-0.002624634,0.9666435277568567,0.028917200957910158,0.9248623671817626,0.9631288830072922,1.0111277372860563,40
holdout,C11,K2G1,K2,G1,-0.004699925999999999,1.0290277745211216,0.08887925775271575,0.9560885641577153,0.9761937196146993,1.176288123068655,40
holdout,C11,K2G2,K2,G2,-0.00457785,0.9989647223158051,0.0755959477517182,0.9475680176910136,0.9606812111795804,1.1572573569417854,40
holdout,C11,K2G3,K2,G3,-0.004822002,1.0025533818340777,0.07763131600007918,0.9497156914435032,0.9653837843961295,1.1611610903500769,40
holdout,C11,K2G4,K2,G4,-0.004822002,1.0210009916436564,0.08495370249899407,0.9498837209302325,0.9806622715834241,1.1775503006026078,40
holdout,C11,K3G0,K3,G0,-0.002624634,0.9787619719921473,0.02480585240749795,0.9351818746697945,0.9776570045050206,1.007002621865739,40
holdout,C11,K3G1,K3,G1,-0.00457785,1.0375476603463345,0.09008372230053446,0.9480907731820514,0.9749138790259457,1.1621945376928426,40
holdout,C11,K3G2,K3,G2,-0.004699925999999999,1.0313029056212755,0.09185814964167181,0.9569418639831786,0.9796174119067949,1.1921877554123994,40
holdout,C11,K3G3,K3,G3,-0.004822002,0.9949676826357337,0.06661676944208933,0.9531291611185086,0.9715809515853557,1.168386934157568,40
holdout,C11,K3G4,K3,G4,-0.004699925999999999,0.9998873338416828,0.07597372074116285,0.9422105485552299,0.9701595706702435,1.1682668924207718,40
holdout,C11,K4G0,K4,G0,-0.00274671,0.9822742158796244,0.02298711669177933,0.9419867905222279,0.9831907462122307,1.0133577914801088,40
holdout,C11,K4G1,K4,G1,-0.004699925999999999,1.0700222749757398,0.09478744377904166,0.9567079213086835,1.1017956524373198,1.1841719302434623,40
holdout,C11,K4G2,K4,G2,-0.004699925999999999,0.9803176795159256,0.014853277424810343,0.9574051015520769,0.982048811174563,1.004272116217833,40
holdout,C11,K4G3,K4,G3,-0.004944077999999999,0.9991424909190201,0.05588183973679532,0.9647691563935219,0.9847077418969067,1.1646345876385116,40
holdout,C11,K4G4,K4,G4,-0.004822002,1.05005945377633,0.09705045018200398,0.9511007023739368,0.9916451403496324,1.1946772256892213,40
holdout,C11,K5G0,K5,G0,-0.002624634,0.9858651904624913,0.02478481861551629,0.9500184402853851,0.9863559526684376,1.0213392820126146,40
holdout,C11,K5G1,K5,G1,-0.00457785,1.0345393779279388,0.09609901400486502,0.9505633200259462,0.9692502904944336,1.1840142633643675,40
holdout,C11,K5G2,K5,G2,-0.004699925999999999,1.025158134424611,0.07852757059138683,0.9644473121037722,0.9856595900858844,1.1712379606062675,40
holdout,C11,K5G3,K5,G3,-0.004822002,0.9877474635240808,0.06602449959903507,0.9462426582265768,0.9682571918506125,1.1735461801829534,40
holdout,C11,K5G4,K5,G4,-0.004699925999999999,1.019942272342717,0.08818983617451596,0.9508102793324905,0.9744541614867577,1.170127596071048,40
holdout,C11,K6G0,K6,G0,-0.00274671,0.9845977708014313,0.020485555525612313,0.9505652082118173,0.9846897604276127,1.0207918399813185,40
holdout,C11,K6G1,K6,G1,-0.004699925999999999,1.0006648290743754,0.0671939040915875,0.954483701630399,0.9768542691407118,1.1654987609859673,40
holdout,C11,K6G2,K6,G2,-0.00457785,1.051052169622608,0.09899197136521681,0.9514648027604288,0.9842418064751153,1.1913526198433477,40
holdout,C11,K6G3,K6,G3,-0.004791482999999999,0.9992127403846153,0.07962291968040745,0.9518990384615384,0.9634615384615385,1.1707692307692308,40
holdout,C11,K6G4,K6,G4,-0.004822002,1.0196271219662711,0.08107880360543943,0.9647162642356536,0.9781165703671959,1.173553133591959,40
holdout,C11,K7G0,K7,G0,-0.002624634,0.988352023588065,0.027684629968216915,0.95256745698886,0.9882239152381911,1.0309627690246346,40
holdout,C11,K7G1,K7,G1,-0.00457785,1.0599706431508786,0.09797351424385045,0.9493662650721896,0.990206916724389,1.1875746752011547,40
holdout,C11,K7G2,K7,G2,-0.004516811999999999,0.9907451923076923,0.06314448285472087,0.9485576923076923,0.9722355769230769,1.1581129807692307,40
holdout,C11,K7G3,K7,G3,-0.004822002,1.0192256348145545,0.08789996430996495,0.9574114795206522,0.9769778925186499,1.2067935228618214,40
holdout,C11,K7G4,K7,G4,-0.004699925999999999,1.0175419242993342,0.08758813952781454,0.9513840329561281,0.9749633000724636,1.1932204210808621,40
holdout,C11,K8G0,K8,G0,-0.0025025579999999998,0.9638413307179743,0.029015566909374277,0.9145823227497888,0.9654964539568418,1.013047835295106,40
holdout,C11,K8G1,K8,G1,-0.00457785,0.9616503909695195,0.011867968537553753,0.9429599375632155,0.9604784231626902,0.979477980411989,40
holdout,C11,K8G2,K8,G2,-0.00457785,1.079831871908158,0.09328323370901635,0.9567445525366691,1.1323355423527572,1.1796666808878458,40
holdout,C11,K8G3,K8,G3,-0.004822002,1.0513894042747807,0.09983116387736292,0.9598713310865796,0.9817994888842863,1.1986446126860868,40
holdout,C11,K8G4,K8,G4,-0.004699925999999999,0.9610915105291017,0.01275686599651117,0.9428581692341073,0.9590947543805278,0.9825904691039691,40
