repetition,source_child,start,reverse,passed_all,u_cosine,v_cosine,u_sign_retention,v_sign_retention,bit_u_balanced_accuracy,bit_v_balanced_accuracy,four_child_balanced_accuracy
236,C00,30,1,0,0.23160193711511484,0.1964725604339083,0.4666666666666667,0.4666666666666667,0.575,0.45,0.325
237,C10,58,0,0,0.1112077618678939,0.0025363597010674877,0.5333333333333333,0.5111111111111111,0.5,0.475,0.275
238,C00,21,1,0,0.22108076208455898,0.21007915430855528,0.6666666666666666,0.4888888888888889,0.65,0.525,0.45
239,C10,10,1,0,0.34135956456061206,0.0741947630384834,0.6222222222222222,0.4888888888888889,0.675,0.525,0.4
240,C10,35,1,0,0.16608431011107933,0.07663862966662975,0.5111111111111111,0.6,0.625,0.45,0.275
241,C10,27,0,0,0.6819974646521538,0.10238073217523551,0.7333333333333333,0.5333333333333333,0.725,0.5,0.375
242,C10,45,0,0,0.16608431011107883,0.07663862966662895,0.5111111111111111,0.6,0.5,0.425,0.2
243,C00,57,0,0,0.09031034849577134,0.06209288271453821,0.5333333333333333,0.4444444444444444,0.55,0.525,0.25
244,C11,74,0,0,0.018866487117949082,0.3507006469560146,0.5333333333333333,0.37777777777777777,0.375,0.45,0.225
245,C01,28,1,0,0.006089112619759472,0.17911910694727934,0.4222222222222222,0.4888888888888889,0.5,0.575,0.35
246,C10,60,1,0,0.14129838662631247,0.0741947630384836,0.5333333333333333,0.5111111111111111,0.55,0.525,0.325
247,C11,32,0,0,0.05054868083487719,0.4395731037364624,0.35555555555555557,0.4666666666666667,0.45,0.325,0.225
248,C10,0,1,0,0.20100118684567203,0.0741947630384835,0.5555555555555556,0.5111111111111111,0.5,0.525,0.25
249,C01,45,1,0,0.11633351165832338,0.05775063185537305,0.6,0.5111111111111111,0.475,0.45,0.275
250,C10,36,1,0,0.05800810394254697,0.1891239649955985,0.4666666666666667,0.5333333333333333,0.45,0.4,0.225
251,C01,13,1,0,0.3865443258602892,0.12990894548943077,0.6666666666666666,0.4666666666666667,0.6,0.55,0.325
252,C00,46,0,0,0.017310938529610947,0.32060863899395387,0.4666666666666667,0.4666666666666667,0.475,0.575,0.25
253,C10,66,0,0,0.4534290476393667,0.005699386516943052,0.5555555555555556,0.5111111111111111,0.625,0.525,0.275
254,C01,51,0,0,0.08423203125077357,0.13902647467593282,0.4888888888888889,0.5111111111111111,0.55,0.5,0.325
255,C00,26,1,0,0.20359609055937383,0.35860413406125413,0.4444444444444444,0.4666666666666667,0.55,0.375,0.35
256,C10,36,1,0,0.05800810394254697,0.1891239649955985,0.4666666666666667,0.5333333333333333,0.45,0.4,0.225
257,C10,21,0,0,0.08229808823277605,0.15378192040113212,0.4888888888888889,0.5555555555555556,0.65,0.5,0.3
258,C10,4,0,0,0.05800810394254672,0.1891239649955985,0.4666666666666667,0.5333333333333333,0.475,0.4,0.125
259,C01,18,0,0,0.17134437354659424,0.10958709807578552,0.5555555555555556,0.5777777777777777,0.525,0.475,0.2
260,C01,12,1,0,0.4572491842080593,0.10958709807578404,0.5777777777777777,0.4222222222222222,0.625,0.525,0.35
261,C01,53,0,0,0.016256681448826832,0.3331329180585939,0.28888888888888886,0.4666666666666667,0.6,0.65,0.45
262,C01,39,0,0,0.269328850626547,0.1799527990409752,0.6222222222222222,0.5555555555555556,0.55,0.425,0.225
263,C11,58,0,0,0.038895578649222703,0.08460680723082109,0.5777777777777777,0.6444444444444445,0.525,0.475,0.275
264,C00,74,1,0,0.017310938529610236,0.32060863899395375,0.4666666666666667,0.4666666666666667,0.475,0.5,0.225
265,C11,21,1,0,0.19917085338223695,0.03343013254498045,0.4666666666666667,0.5333333333333333,0.45,0.55,0.2
266,C01,25,1,0,0.0179978188940671,0.05775063185537267,0.4444444444444444,0.5111111111111111,0.525,0.45,0.25
267,C01,78,1,0,0.2947813004130505,0.17911910694727926,0.5333333333333333,0.5111111111111111,0.65,0.4,0.25
268,C01,7,0,0,0.12123262642462745,0.12990894548943266,0.4888888888888889,0.4666666666666667,0.475,0.625,0.3
269,C01,45,0,0,0.1398909579155514,0.057750631855371194,0.5777777777777777,0.4888888888888889,0.575,0.55,0.25
270,C10,79,1,0,0.09691210363062303,0.15378192040113065,0.5333333333333333,0.5555555555555556,0.5,0.5,0.275
271,C10,79,0,0,0.22333521369344,0.23214562740650266,0.5333333333333333,0.5111111111111111,0.6,0.575,0.4
272,C01,70,0,0,0.2858220377663028,0.30715955814067475,0.4888888888888889,0.4666666666666667,0.575,0.575,0.35
273,C11,35,0,0,0.14015028926518905,0.31053716760635575,0.5777777777777777,0.35555555555555557,0.525,0.45,0.325
274,C00,41,1,0,0.1962771445722456,0.21007915430855528,0.4444444444444444,0.4888888888888889,0.525,0.525,0.25
275,C01,10,0,0,0.11403423838703072,0.30715955814067447,0.4888888888888889,0.4666666666666667,0.475,0.575,0.325
276,C01,7,0,0,0.12123262642462745,0.12990894548943266,0.4888888888888889,0.4666666666666667,0.475,0.625,0.3
277,C01,36,0,0,0.010078451487450658,0.03661721165211276,0.5111111111111111,0.5555555555555556,0.475,0.475,0.275
278,C00,77,1,0,0.05431349679189975,0.5389656908464694,0.4444444444444444,0.6,0.525,0.6,0.35
279,C01,23,1,0,0.03036467034402508,0.12990894548943074,0.5333333333333333,0.5333333333333333,0.5,0.375,0.15
280,C01,31,1,0,0.045729630964834365,0.17995279904097805,0.4444444444444444,0.4444444444444444,0.55,0.575,0.225
281,C01,65,0,0,0.33037545973465554,0.05775063185537133,0.6222222222222222,0.4888888888888889,0.575,0.55,0.325
282,C01,15,1,0,0.33037545973465554,0.057750631855372714,0.6222222222222222,0.4888888888888889,0.65,0.525,0.35
283,C01,34,0,0,0.12494112208792008,0.13672613703456396,0.5777777777777777,0.4888888888888889,0.6,0.6,0.35
284,C00,14,0,0,0.20359609055937483,0.3586041340612548,0.4444444444444444,0.4666666666666667,0.6,0.375,0.25
285,C10,52,0,0,0.09002559099212193,0.11601539191279013,0.5777777777777777,0.5111111111111111,0.475,0.5,0.2
286,C01,29,0,0,0.32429402674992336,0.17995279904097522,0.5111111111111111,0.4444444444444444,0.6,0.475,0.25
287,C01,78,0,0,0.2872903511679339,0.10958709807578536,0.6,0.5777777777777777,0.525,0.475,0.225
288,C00,54,0,0,0.20359609055937514,0.3586041340612548,0.4444444444444444,0.4666666666666667,0.6,0.375,0.25
289,C11,14,1,0,0.05810472297702737,0.019848919331105722,0.5333333333333333,0.5333333333333333,0.525,0.5,0.25
290,C11,24,0,0,0.1406726480771797,0.35070064695601494,0.4666666666666667,0.6222222222222222,0.475,0.6,0.25
291,C01,21,1,0,0.05980977232775761,0.17995279904097827,0.5777777777777777,0.5555555555555556,0.5,0.525,0.3
292,C11,39,0,0,0.14460646225992224,0.0334301325449793,0.5111111111111111,0.5333333333333333,0.6,0.525,0.225
293,C00,66,1,0,0.20359609055937503,0.35860413406125413,0.4444444444444444,0.4666666666666667,0.55,0.375,0.35
294,C00,27,1,0,0.012901694178772207,0.5389656908464694,0.4444444444444444,0.4,0.55,0.3,0.225
295,C00,65,0,0,0.24898580919475205,0.3588091561979991,0.5333333333333333,0.4888888888888889,0.475,0.55,0.275
296,C01,29,1,0,0.0842320312507762,0.13902647467593246,0.4888888888888889,0.5111111111111111,0.525,0.525,0.275
297,C00,36,1,0,0.1792029457863979,0.35860413406125413,0.5555555555555556,0.5333333333333333,0.45,0.625,0.325
298,C00,41,1,0,0.1962771445722456,0.21007915430855528,0.4444444444444444,0.4888888888888889,0.525,0.525,0.25
299,C10,55,0,0,0.03143831936385798,0.07663862966662881,0.5555555555555556,0.4,0.375,0.55,0.2
300,C01,48,0,0,0.012474390764595463,0.1095870980757854,0.4222222222222222,0.4222222222222222,0.525,0.55,0.225
301,C01,32,0,0,0.36571091839508557,0.1791191069472786,0.6666666666666666,0.4888888888888889,0.625,0.6,0.3
302,C01,21,1,0,0.05980977232775761,0.17995279904097827,0.5777777777777777,0.5555555555555556,0.5,0.525,0.3
303,C10,59,0,0,0.009141706129824897,0.23214562740650269,0.5333333333333333,0.5111111111111111,0.425,0.575,0.225
304,C01,49,1,0,0.3321045420337874,0.13902647467593224,0.5555555555555556,0.5111111111111111,0.475,0.525,0.3
305,C11,23,1,0,0.11515011370873385,0.23646917654709618,0.5333333333333333,0.6,0.475,0.625,0.275
306,C00,44,0,0,0.17920294578639742,0.35860413406125474,0.5555555555555556,0.5333333333333333,0.575,0.625,0.35
307,C01,22,0,0,0.21230758761225357,0.17911910694727853,0.6666666666666666,0.5111111111111111,0.5,0.425,0.25
308,C00,7,0,0,0.03939335759997799,0.06209288271453821,0.5333333333333333,0.5555555555555556,0.55,0.6,0.3
309,C00,78,1,0,0.010844930501631387,0.46152523201829015,0.4444444444444444,0.5777777777777777,0.525,0.6,0.325
310,C11,65,1,0,0.25979890418997015,0.3105371676063545,0.4222222222222222,0.35555555555555557,0.475,0.425,0.15
311,C11,73,1,0,0.14628378230893962,0.23646917654709598,0.6222222222222222,0.4,0.625,0.5,0.25
312,C00,42,1,0,0.03941826142533116,0.14069296308295676,0.4888888888888889,0.5111111111111111,0.5,0.525,0.2
313,C10,27,0,0,0.6819974646521538,0.10238073217523551,0.7333333333333333,0.5333333333333333,0.725,0.5,0.375
314,C10,65,0,0,0.27836543159868715,0.07663862966662846,0.5777777777777777,0.6,0.6,0.425,0.225
315,C10,33,1,0,0.2216977196974617,0.10238073217523384,0.6444444444444445,0.5333333333333333,0.6,0.475,0.3
316,C11,54,1,0,0.05810472297702898,0.01984891933110563,0.5333333333333333,0.5333333333333333,0.525,0.5,0.25
317,C11,79,1,0,0.1064426284030666,0.3089104720694727,0.5555555555555556,0.5333333333333333,0.5,0.575,0.325
318,C01,2,0,0,0.2947813004130511,0.17911910694727853,0.5333333333333333,0.5111111111111111,0.575,0.425,0.225
319,C10,74,0,0,0.05391543471333398,0.1891239649955983,0.5555555555555556,0.4666666666666667,0.5,0.6,0.325
320,C10,70,0,0,0.3413595645606123,0.07419476303848523,0.6222222222222222,0.4888888888888889,0.55,0.475,0.275
321,C01,70,1,0,0.11403423838702942,0.3071595581406738,0.4888888888888889,0.4666666666666667,0.55,0.55,0.225
322,C11,58,0,0,0.038895578649222703,0.08460680723082109,0.5777777777777777,0.6444444444444445,0.525,0.475,0.275
323,C01,21,1,0,0.05980977232775761,0.17995279904097827,0.5777777777777777,0.5555555555555556,0.5,0.525,0.3
324,C01,6,1,0,0.12494112208791745,0.1367261370345606,0.5777777777777777,0.4888888888888889,0.55,0.475,0.35
325,C00,42,0,0,0.010844930501629761,0.4615252320182892,0.4444444444444444,0.5777777777777777,0.575,0.65,0.4
326,C10,19,0,0,0.009141706129824428,0.2321456274065023,0.5333333333333333,0.5111111111111111,0.425,0.575,0.225
327,C01,15,0,0,0.017997818894066465,0.057750631855371104,0.4444444444444444,0.5111111111111111,0.575,0.475,0.35
328,C01,64,0,0,0.38624931426643405,0.13672613703456415,0.7111111111111111,0.5111111111111111,0.55,0.525,0.275
329,C01,73,1,0,0.12123262642462583,0.1299089454894308,0.4888888888888889,0.4666666666666667,0.425,0.55,0.225
330,C01,47,1,0,0.40052052677212474,0.333132918058593,0.6888888888888889,0.4666666666666667,0.625,0.575,0.35
331,C10,31,0,0,0.17738341673976907,0.1537819204011319,0.6,0.4444444444444444,0.55,0.5,0.275
332,C00,45,0,0,0.07064010678716735,0.35880915619799897,0.4888888888888889,0.4888888888888889,0.525,0.55,0.3
333,C10,21,0,0,0.08229808823277605,0.15378192040113212,0.4888888888888889,0.5555555555555556,0.65,0.5,0.3
334,C11,61,0,0,0.35898719908211146,0.3089104720694709,0.6444444444444445,0.5333333333333333,0.625,0.625,0.35
335,C01,36,0,0,0.010078451487450658,0.03661721165211276,0.5111111111111111,0.5555555555555556,0.475,0.475,0.275
336,C10,15,0,0,0.03143831936385808,0.0766386296666283,0.5555555555555556,0.4,0.375,0.55,0.2
337,C01,47,0,0,0.1212326264246269,0.1299089454894329,0.4888888888888889,0.4666666666666667,0.475,0.625,0.3
338,C10,31,0,0,0.17738341673976907,0.1537819204011319,0.6,0.4444444444444444,0.55,0.5,0.275
339,C10,53,1,0,0.6819974646521523,0.10238073217523369,0.7333333333333333,0.5333333333333333,0.675,0.475,0.3
340,C01,72,1,0,0.012474390764598239,0.10958709807578405,0.4222222222222222,0.4222222222222222,0.525,0.525,0.25
341,C11,22,1,0,0.038895578649221725,0.08460680723082185,0.5777777777777777,0.6444444444444445,0.45,0.55,0.25
342,C00,26,0,0,0.14551956421207923,0.3206086389939536,0.5111111111111111,0.4666666666666667,0.5,0.575,0.325
343,C11,22,0,0,0.18599654697776624,0.4395731037364624,0.7111111111111111,0.5333333333333333,0.5,0.575,0.275
344,C01,37,0,0,0.07490374570912255,0.12990894548943271,0.4666666666666667,0.5333333333333333,0.5,0.45,0.225
345,C00,37,0,0,0.011855747096950437,0.06209288271453821,0.4666666666666667,0.4444444444444444,0.5,0.525,0.25
346,C10,40,0,0,0.20100118684567306,0.07419476303848523,0.5555555555555556,0.5111111111111111,0.525,0.475,0.3
347,C10,25,1,0,0.03143831936385971,0.07663862966662985,0.5555555555555556,0.4,0.45,0.575,0.275
348,C10,44,1,0,0.052909662214126296,0.005699386516945273,0.6,0.4888888888888889,0.55,0.475,0.275
349,C10,63,1,0,0.21428913562929672,0.10238073217523375,0.5333333333333333,0.4666666666666667,0.575,0.5,0.25
350,C01,37,1,0,0.19153456238661243,0.333132918058593,0.5333333333333333,0.5333333333333333,0.65,0.35,0.225
351,C01,47,1,0,0.40052052677212474,0.333132918058593,0.6888888888888889,0.4666666666666667,0.625,0.575,0.35
352,C01,39,1,0,0.30903303359421636,0.13902647467593238,0.6222222222222222,0.4888888888888889,0.7,0.5,0.35
353,C11,49,0,0,0.023114185874136935,0.03343013254497944,0.5555555555555556,0.4666666666666667,0.475,0.45,0.175
354,C00,55,1,0,0.2489858091947506,0.3588091561979989,0.5333333333333333,0.4888888888888889,0.625,0.5,0.375
355,C10,45,0,0,0.16608431011107883,0.07663862966662895,0.5111111111111111,0.6,0.5,0.425,0.2
356,C10,12,0,0,0.09002559099212121,0.11601539191279008,0.5777777777777777,0.5111111111111111,0.475,0.5,0.2
357,C00,53,0,0,0.01290169417877269,0.5389656908464684,0.4444444444444444,0.4,0.475,0.4,0.225
358,C00,36,1,0,0.1792029457863979,0.35860413406125413,0.5555555555555556,0.5333333333333333,0.45,0.625,0.325
359,C11,8,1,0,0.050548680834879754,0.43957310373646535,0.35555555555555557,0.4666666666666667,0.525,0.425,0.275
360,C01,49,1,0,0.3321045420337874,0.13902647467593224,0.5555555555555556,0.5111111111111111,0.475,0.525,0.3
361,C10,28,1,0,0.09002559099212272,0.11601539191278977,0.5777777777777777,0.5111111111111111,0.55,0.525,0.3
362,C10,73,0,0,0.04647183604267292,0.04820912198575023,0.5333333333333333,0.4444444444444444,0.525,0.5,0.225
363,C11,62,0,0,0.18599654697776413,0.43957310373646236,0.7111111111111111,0.5333333333333333,0.5,0.575,0.275
364,C11,53,1,0,0.15607118958669627,0.23646917654709576,0.5333333333333333,0.4,0.575,0.5,0.375
365,C01,44,0,0,0.1078871132955414,0.136726137034564,0.4888888888888889,0.5111111111111111,0.55,0.525,0.3
366,C11,77,0,0,0.17078352389353724,0.23646917654709773,0.5555555555555556,0.6,0.525,0.5,0.275
367,C01,7,0,0,0.12123262642462745,0.12990894548943266,0.4888888888888889,0.4666666666666667,0.475,0.625,0.3
368,C01,9,1,0,0.33210454203378853,0.1390264746759324,0.5555555555555556,0.5111111111111111,0.475,0.525,0.3
369,C00,32,0,0,0.3014307269666946,0.4615252320182892,0.37777777777777777,0.4222222222222222,0.375,0.4,0.15
370,C11,2,1,0,0.20812916839122178,0.08460680723082185,0.5555555555555556,0.6444444444444445,0.65,0.55,0.425
371,C01,6,1,0,0.12494112208791745,0.1367261370345606,0.5777777777777777,0.4888888888888889,0.55,0.475,0.35
372,C10,13,0,0,0.1033380634882865,0.048209121985750565,0.5333333333333333,0.4444444444444444,0.525,0.5,0.225
373,C11,49,1,0,0.0231496787804668,0.3089104720694725,0.4888888888888889,0.4666666666666667,0.45,0.375,0.25
374,C01,70,0,0,0.2858220377663028,0.30715955814067475,0.4888888888888889,0.4666666666666667,0.575,0.575,0.35
375,C01,23,0,0,0.2915607652550108,0.33313291805859385,0.6888888888888889,0.5333333333333333,0.55,0.425,0.25
376,C11,56,0,0,0.08735245115731627,0.0198489193311037,0.4888888888888889,0.4666666666666667,0.375,0.5,0.175
377,C11,25,0,0,0.02001075043326158,0.3105371676063559,0.4444444444444444,0.6444444444444445,0.525,0.575,0.275
378,C11,77,0,0,0.17078352389353724,0.23646917654709773,0.5555555555555556,0.6,0.525,0.5,0.275
379,C11,18,1,0,0.1859965469777686,0.43957310373646513,0.7111111111111111,0.5333333333333333,0.55,0.675,0.325
380,C00,37,1,0,0.054313496791900624,0.5389656908464694,0.4444444444444444,0.6,0.525,0.6,0.35
381,C11,33,0,0,0.026929392382863508,0.46114111668292407,0.4444444444444444,0.3111111111111111,0.475,0.325,0.2
382,C11,23,1,0,0.11515011370873385,0.23646917654709618,0.5333333333333333,0.6,0.475,0.625,0.275
383,C11,74,0,0,0.018866487117949082,0.3507006469560146,0.5333333333333333,0.37777777777777777,0.375,0.45,0.225
384,C11,37,1,0,0.019644585830856712,0.4611411166829257,0.5333333333333333,0.6888888888888889,0.525,0.675,0.35
385,C01,71,1,0,0.04572963096483485,0.17995279904097816,0.4444444444444444,0.4444444444444444,0.55,0.575,0.225
386,C00,6,0,0,0.01731093852961108,0.3206086389939537,0.4666666666666667,0.4666666666666667,0.475,0.575,0.25
387,C11,56,1,0,0.14067264807718308,0.35070064695601133,0.4666666666666667,0.6222222222222222,0.475,0.55,0.25
388,C10,67,0,0,0.6819974646521537,0.1023807321752355,0.7333333333333333,0.5333333333333333,0.725,0.5,0.375
389,C10,78,0,0,0.13241566067095928,0.002536359701067425,0.6,0.5111111111111111,0.575,0.475,0.3
390,C10,5,0,0,0.16608431011107988,0.0766386296666283,0.5111111111111111,0.6,0.5,0.425,0.2
391,C00,58,0,0,0.07479183762009729,0.1406929630829566,0.5333333333333333,0.5111111111111111,0.525,0.525,0.275
392,C01,9,1,0,0.33210454203378853,0.1390264746759324,0.5555555555555556,0.5111111111111111,0.475,0.525,0.3
393,C00,19,0,0,0.22108076208456162,0.2100791543085539,0.6666666666666666,0.4888888888888889,0.525,0.525,0.375
394,C00,1,0,0,0.04402960928700612,0.20150402156944114,0.4888888888888889,0.4444444444444444,0.575,0.525,0.3
395,C00,63,0,0,0.1889723548693322,0.5389656908464684,0.4,0.6,0.45,0.7,0.35
396,C11,44,0,0,0.20454238991715998,0.35070064695601477,0.6444444444444445,0.6222222222222222,0.65,0.6,0.3
397,C01,13,0,0,0.016256681448828258,0.33313291805859374,0.28888888888888886,0.4666666666666667,0.6,0.65,0.45
398,C00,24,1,0,0.04914727265379944,0.32060863899395375,0.35555555555555557,0.5333333333333333,0.55,0.425,0.3
399,C11,58,0,0,0.038895578649222703,0.08460680723082109,0.5777777777777777,0.6444444444444445,0.525,0.475,0.275
400,C00,24,1,0,0.04914727265379944,0.32060863899395375,0.35555555555555557,0.5333333333333333,0.55,0.425,0.3
401,C10,25,1,0,0.03143831936385971,0.07663862966662985,0.5555555555555556,0.4,0.45,0.575,0.275
402,C10,63,0,0,0.13006528946911602,0.048209121985750406,0.5777777777777777,0.5555555555555556,0.55,0.5,0.2
403,C10,69,1,0,0.15723920571441505,0.153781920401131,0.4888888888888889,0.4444444444444444,0.45,0.5,0.275
404,C11,66,0,0,0.05810472297703013,0.01984891933110363,0.5333333333333333,0.5333333333333333,0.575,0.475,0.25
405,C00,7,0,0,0.03939335759997799,0.06209288271453821,0.5333333333333333,0.5555555555555556,0.55,0.6,0.3
406,C00,3,1,0,0.01185574709695253,0.062092882714539874,0.4666666666666667,0.4444444444444444,0.55,0.4,0.25
407,C00,24,1,0,0.04914727265379944,0.32060863899395375,0.35555555555555557,0.5333333333333333,0.55,0.425,0.3
408,C01,25,0,0,0.3303754597346554,0.05775063185537123,0.6222222222222222,0.4888888888888889,0.575,0.55,0.325
409,C10,61,1,0,0.009141706129823209,0.23214562740650155,0.5333333333333333,0.5111111111111111,0.475,0.5,0.225
410,C00,40,0,0,0.04814933907789547,0.19647256043390882,0.4,0.5333333333333333,0.625,0.55,0.4
411,C01,6,1,0,0.12494112208791745,0.1367261370345606,0.5777777777777777,0.4888888888888889,0.55,0.475,0.35
412,C10,5,0,0,0.16608431011107988,0.0766386296666283,0.5111111111111111,0.6,0.5,0.425,0.2
413,C10,44,1,0,0.052909662214126296,0.005699386516945273,0.6,0.4888888888888889,0.55,0.475,0.275
414,C01,64,1,0,0.021364510366412705,0.03661721165211323,0.4888888888888889,0.5555555555555556,0.425,0.475,0.175
415,C01,72,1,0,0.012474390764598239,0.10958709807578405,0.4222222222222222,0.4222222222222222,0.525,0.525,0.25
416,C00,78,0,0,0.039418261425332085,0.1406929630829566,0.4888888888888889,0.5111111111111111,0.6,0.525,0.35
417,C01,48,0,0,0.012474390764595463,0.1095870980757854,0.4222222222222222,0.4222222222222222,0.525,0.55,0.225
418,C00,67,0,0,0.0015384643089592811,0.06209288271453821,0.5777777777777777,0.5555555555555556,0.4,0.6,0.3
419,C11,25,0,0,0.02001075043326158,0.3105371676063559,0.4444444444444444,0.6444444444444445,0.525,0.575,0.275
420,C10,78,0,0,0.13241566067095928,0.002536359701067425,0.6,0.5111111111111111,0.575,0.475,0.3
421,C11,33,0,0,0.026929392382863508,0.46114111668292407,0.4444444444444444,0.3111111111111111,0.475,0.325,0.2
422,C00,63,1,0,0.09031034849577141,0.062092882714539874,0.5333333333333333,0.4444444444444444,0.55,0.4,0.35
423,C00,75,0,0,0.11885982005353109,0.3588091561979991,0.4888888888888889,0.5111111111111111,0.475,0.5,0.225
424,C00,3,1,0,0.01185574709695253,0.062092882714539874,0.4666666666666667,0.4444444444444444,0.55,0.4,0.25
425,C11,41,1,0,0.1446064622599236,0.03343013254498057,0.5111111111111111,0.5333333333333333,0.475,0.55,0.275
426,C11,50,1,0,0.07088296649860086,0.27477320490368146,0.4888888888888889,0.4888888888888889,0.425,0.4,0.225
427,C10,30,1,0,0.2706457092312462,0.07419476303848359,0.4888888888888889,0.4888888888888889,0.475,0.525,0.35
428,C10,11,1,0,0.31471650061706363,0.23214562740650144,0.6666666666666666,0.4888888888888889,0.5,0.425,0.25
429,C01,50,0,0,0.11403423838702953,0.30715955814067475,0.4888888888888889,0.4666666666666667,0.475,0.575,0.325
430,C01,3,0,0,0.1915345623866126,0.33313291805859385,0.5333333333333333,0.5333333333333333,0.575,0.425,0.225
431,C11,22,1,0,0.038895578649221725,0.08460680723082185,0.5777777777777777,0.6444444444444445,0.45,0.55,0.25
432,C01,63,0,0,0.29156076525501107,0.3331329180585939,0.6888888888888889,0.5333333333333333,0.55,0.425,0.25
433,C01,39,0,0,0.269328850626547,0.1799527990409752,0.6222222222222222,0.5555555555555556,0.55,0.425,0.225
434,C01,20,0,0,0.008791460596386578,0.3071595581406745,0.5777777777777777,0.5333333333333333,0.5,0.45,0.175
435,C00,71,1,0,0.1986617237521956,0.21007915430855528,0.4222222222222222,0.5111111111111111,0.625,0.475,0.325
436,C11,9,0,0,0.023114185874137664,0.03343013254497955,0.5555555555555556,0.4666666666666667,0.475,0.45,0.175
437,C10,13,0,0,0.1033380634882865,0.048209121985750565,0.5333333333333333,0.4444444444444444,0.525,0.5,0.225
438,C01,15,0,0,0.017997818894066465,0.057750631855371104,0.4444444444444444,0.5111111111111111,0.575,0.475,0.35
439,C01,5,0,0,0.13989095791555067,0.05775063185537106,0.5777777777777777,0.4888888888888889,0.575,0.55,0.25
440,C01,53,0,0,0.016256681448826832,0.3331329180585939,0.28888888888888886,0.4666666666666667,0.6,0.65,0.45
441,C11,66,0,0,0.05810472297703013,0.01984891933110363,0.5333333333333333,0.5333333333333333,0.575,0.475,0.25
442,C11,75,0,0,0.14015028926518938,0.310537167606356,0.5777777777777777,0.35555555555555557,0.525,0.45,0.325
443,C11,45,0,0,0.020524199838440834,0.3105371676063558,0.4888888888888889,0.6444444444444445,0.6,0.575,0.275
444,C10,46,0,0,0.19558591720715876,0.0056993865169432225,0.4888888888888889,0.5111111111111111,0.5,0.525,0.25
445,C10,20,0,0,0.14129838662631286,0.07419476303848507,0.5333333333333333,0.5111111111111111,0.525,0.475,0.225
446,C01,72,1,0,0.012474390764598239,0.10958709807578405,0.4222222222222222,0.4222222222222222,0.525,0.525,0.25
447,C01,56,0,0,0.02136451036641276,0.03661721165211299,0.4888888888888889,0.5555555555555556,0.55,0.475,0.25
448,C01,48,1,0,0.36571091839508696,0.17911910694727923,0.6666666666666666,0.4888888888888889,0.525,0.575,0.325
449,C10,27,1,0,0.10333806348828636,0.04820912198575072,0.5333333333333333,0.4444444444444444,0.6,0.5,0.325
450,C01,44,0,0,0.1078871132955414,0.136726137034564,0.4888888888888889,0.5111111111111111,0.55,0.525,0.3
451,C11,51,1,0,0.10935849205104611,0.033430132544980576,0.6222222222222222,0.4666666666666667,0.55,0.475,0.275
452,C01,17,1,0,0.29156076525501057,0.3331329180585932,0.6888888888888889,0.5333333333333333,0.55,0.35,0.25
453,C11,72,1,0,0.10586692050015276,0.08460680723082206,0.5333333333333333,0.35555555555555557,0.525,0.525,0.25
454,C10,23,0,0,0.130065289469115,0.04820912198575066,0.5777777777777777,0.5555555555555556,0.55,0.5,0.2
455,C11,69,0,0,0.1093584920510458,0.03343013254497938,0.6222222222222222,0.4666666666666667,0.55,0.45,0.225
456,C01,42,0,0,0.29478130041305123,0.1791191069472786,0.5333333333333333,0.5111111111111111,0.575,0.425,0.225
457,C01,28,1,0,0.006089112619759472,0.17911910694727934,0.4222222222222222,0.4888888888888889,0.5,0.575,0.35
458,C01,24,0,0,0.38624931426643366,0.13672613703456404,0.7111111111111111,0.5111111111111111,0.55,0.525,0.275
459,C11,68,1,0,0.11169640163710359,0.43957310373646535,0.4666666666666667,0.4666666666666667,0.45,0.425,0.175
460,C10,32,0,0,0.10347976853603476,0.1160153919127905,0.5333333333333333,0.5111111111111111,0.5,0.5,0.175
461,C10,8,1,0,0.1034797685360357,0.11601539191278971,0.5333333333333333,0.5111111111111111,0.525,0.525,0.3
462,C00,30,1,0,0.23160193711511484,0.1964725604339083,0.4666666666666667,0.4666666666666667,0.575,0.45,0.325
463,C00,5,0,0,0.07064010678716855,0.3588091561979991,0.4888888888888889,0.4888888888888889,0.525,0.55,0.3
464,C00,32,0,0,0.3014307269666946,0.4615252320182892,0.37777777777777777,0.4222222222222222,0.375,0.4,0.15
465,C00,21,1,0,0.22108076208455898,0.21007915430855528,0.6666666666666666,0.4888888888888889,0.65,0.525,0.45
466,C01,39,1,0,0.30903303359421636,0.13902647467593238,0.6222222222222222,0.4888888888888889,0.7,0.5,0.35
467,C10,65,1,0,0.03143831936385745,0.07663862966662954,0.5555555555555556,0.4,0.45,0.575,0.275
468,C10,29,1,0,0.15723920571441277,0.15378192040113073,0.4888888888888889,0.4444444444444444,0.45,0.5,0.275
469,C10,56,1,0,0.15510599947835252,0.1891239649955981,0.5777777777777777,0.5333333333333333,0.7,0.4,0.325
470,C10,78,1,0,0.13917314748032733,0.11601539191278949,0.4666666666666667,0.4888888888888889,0.575,0.5,0.275
471,C11,62,1,0,0.038895578649219824,0.08460680723082199,0.5777777777777777,0.6444444444444445,0.45,0.55,0.25
472,C11,3,1,0,0.1707835238935379,0.23646917654709615,0.5555555555555556,0.6,0.575,0.625,0.425
473,C11,47,0,0,0.14628378230893962,0.23646917654709723,0.6222222222222222,0.4,0.625,0.375,0.2
