archive,seed,parent_pair_count,child_pair_count,parent_forward_duration,parent_return_duration,child_forward_duration,child_return_duration,r_A,s_A,r_B,s_B,P_A,P_B,C_A,C_B,h_A,h_B,h_A_local_control,h_B_local_control,ratio_phi_error_A,ratio_phi_error_B,additive_phi_error_A,additive_phi_error_B,ratio_within_phi_band_A,ratio_within_phi_band_B,additive_within_phi_band_A,additive_within_phi_band_B
greedy,98,8,11,8.0,7.0,3.5,4.0,2.2857142857142856,1.4375,1.75,1.5714285714285714,1.0666666666666667,0.9333333333333333,0.9333333333333333,1.0666666666666667,1.4,1.6,1.8666666666666667,2.1333333333333333,0.6676802969643907,0.1319660112501051,0.218033988749895,0.018033988749894814,0,0,0,1
greedy,99,8,7,8.0,7.0,4.0,4.0,2.0,1.5,1.75,1.5714285714285714,1.0666666666666667,0.9333333333333333,1.0,1.0,1.4333333333333333,1.5666666666666667,1.9333333333333333,2.0666666666666664,0.3819660112501051,0.1319660112501051,0.18470065541656155,0.05136732208322825,0,0,0,1
landmax,0,12,9,7.0,7.0,4.0,4.0,1.75,1.5714285714285714,1.75,1.5714285714285714,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,0.1319660112501051,0.1319660112501051,0.1180339887498949,0.1180339887498949,0,0,0,0
landmax,1,7,9,7.0,7.0,4.0,4.0,1.75,1.5714285714285714,1.75,1.5714285714285714,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,0.1319660112501051,0.1319660112501051,0.1180339887498949,0.1180339887498949,0,0,0,0
landmax,2,8,14,6.0,7.0,4.0,4.0,1.5,1.6666666666666665,1.75,1.5714285714285714,0.9230769230769231,1.0769230769230769,1.0,1.0,1.5769230769230769,1.4230769230769231,2.0769230769230766,1.9230769230769231,0.1180339887498949,0.1319660112501051,0.04111091182681803,0.19495706567297177,0,0,1,0
landmax,4,2,15,4.5,6.5,3.5,4.0,1.2857142857142858,1.7777777777777777,1.625,1.6153846153846154,0.8181818181818182,1.1818181818181817,0.9333333333333333,1.0666666666666667,1.6484848484848484,1.3515151515151516,2.1151515151515152,1.884848484848485,0.3323197030356091,0.0069660112501050975,0.03045085973495354,0.26651883723474334,0,1,1,0
landmax,5,1,13,7.0,5.0,4.0,4.0,1.75,1.5714285714285714,1.25,1.8,1.1666666666666667,0.8333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,1.8333333333333333,2.166666666666667,0.1319660112501051,0.3680339887498949,0.28470065541656164,0.04863267791677184,0,0,0,1
landmax,6,3,17,6.0,4.0,4.0,3.5,1.5,1.6666666666666665,1.1428571428571428,1.875,1.2,0.8,1.0666666666666667,0.9333333333333333,1.3333333333333335,1.6666666666666665,1.8666666666666667,2.1333333333333333,0.1180339887498949,0.4751768458927521,0.2847006554165614,0.048632677916771616,0,0,0,1
landmax,7,6,9,7.5,7.0,3.5,4.0,2.142857142857143,1.4666666666666668,1.75,1.5714285714285714,1.0344827586206897,0.9655172413793103,0.9333333333333333,1.0666666666666667,1.4321839080459768,1.5678160919540232,1.8988505747126436,2.1011494252873564,0.5248231541072479,0.1319660112501051,0.18585008070391806,0.05021789679587174,0,0,0,1
landmax,8,3,12,6.0,6.0,3.75,4.0,1.6,1.625,1.5,1.6666666666666665,1.0,1.0,0.967741935483871,1.032258064516129,1.4838709677419355,1.5161290322580645,1.967741935483871,2.032258064516129,0.018033988749894814,0.1180339887498949,0.1341630210079594,0.1019049564918304,1,0,0,0
landmax,9,1,12,6.0,7.0,3.5,4.0,1.7142857142857142,1.5833333333333335,1.75,1.5714285714285714,0.9230769230769231,1.0769230769230769,0.9333333333333333,1.0666666666666667,1.5435897435897434,1.4564102564102566,2.01025641025641,1.9897435897435898,0.09625172553581929,0.1319660112501051,0.07444424516015147,0.16162373233963834,0,0,1,0
landmax,10,10,12,7.0,8.0,4.0,3.75,1.75,1.5714285714285714,2.1333333333333333,1.46875,0.9333333333333333,1.0666666666666667,1.032258064516129,0.967741935483871,1.5827956989247312,1.4172043010752688,2.0989247311827954,1.9010752688172043,0.1319660112501051,0.5152993445834384,0.03523828982516375,0.20082968767462606,0,0,1,0
landmax,11,1,8,6.0,6.0,4.0,3.75,1.5,1.6666666666666665,1.6,1.625,1.0,1.0,1.032258064516129,0.967741935483871,1.5161290322580645,1.4838709677419355,2.032258064516129,1.967741935483871,0.1180339887498949,0.018033988749894814,0.1019049564918304,0.1341630210079594,0,1,0,0
landmax,12,6,9,7.0,7.0,3.5,4.0,2.0,1.5,1.75,1.5714285714285714,1.0,1.0,0.9333333333333333,1.0666666666666667,1.4666666666666668,1.5333333333333332,1.9333333333333333,2.0666666666666664,0.3819660112501051,0.1319660112501051,0.15136732208322812,0.08470065541656169,0,0,0,0
landmax,13,4,14,7.0,7.0,4.0,3.5,1.75,1.5714285714285714,2.0,1.5,1.0,1.0,1.0666666666666667,0.9333333333333333,1.5333333333333332,1.4666666666666668,2.0666666666666664,1.9333333333333333,0.1319660112501051,0.3819660112501051,0.08470065541656169,0.15136732208322812,0,0,0,0
landmax,14,7,14,8.0,7.0,4.0,4.0,2.0,1.5,1.75,1.5714285714285714,1.0666666666666667,0.9333333333333333,1.0,1.0,1.4333333333333333,1.5666666666666667,1.9333333333333333,2.0666666666666664,0.3819660112501051,0.1319660112501051,0.18470065541656155,0.05136732208322825,0,0,0,1
landmax,15,8,8,7.0,7.0,4.0,3.5,1.75,1.5714285714285714,2.0,1.5,1.0,1.0,1.0666666666666667,0.9333333333333333,1.5333333333333332,1.4666666666666668,2.0666666666666664,1.9333333333333333,0.1319660112501051,0.3819660112501051,0.08470065541656169,0.15136732208322812,0,0,0,0
landmax,16,2,12,7.5,6.5,4.0,4.0,1.875,1.5333333333333332,1.625,1.6153846153846154,1.0714285714285714,0.9285714285714286,1.0,1.0,1.4285714285714286,1.5714285714285714,1.9285714285714286,2.071428571428571,0.2569660112501051,0.0069660112501050975,0.1894625601784663,0.046605417321323506,0,1,0,1
landmax,17,2,11,7.5,7.5,4.0,3.5,1.875,1.5333333333333332,2.142857142857143,1.4666666666666668,1.0,1.0,1.0666666666666667,0.9333333333333333,1.5333333333333332,1.4666666666666668,2.0666666666666664,1.9333333333333333,0.2569660112501051,0.5248231541072479,0.08470065541656169,0.15136732208322812,0,0,0,0
landmax,18,8,7,7.0,6.75,4.0,3.5,1.75,1.5714285714285714,1.9285714285714286,1.5185185185185186,1.018181818181818,0.9818181818181819,1.0666666666666667,0.9333333333333333,1.5151515151515151,1.4848484848484849,2.048484848484849,1.9515151515151514,0.1319660112501051,0.3105374398215337,0.10288247359837976,0.13318550390141004,0,0,0,0
landmax,19,1,10,5.0,5.0,3.5,4.0,1.4285714285714286,1.7,1.25,1.8,1.0,1.0,0.9333333333333333,1.0666666666666667,1.4666666666666668,1.5333333333333332,1.9333333333333333,2.0666666666666664,0.1894625601784663,0.3680339887498949,0.15136732208322812,0.08470065541656169,0,0,0,0
landmax,20,5,11,7.0,6.0,3.5,4.0,2.0,1.5,1.5,1.6666666666666665,1.0769230769230769,0.9230769230769231,0.9333333333333333,1.0666666666666667,1.3897435897435897,1.6102564102564103,1.8564102564102565,2.1435897435897435,0.3819660112501051,0.1180339887498949,0.2282903990063052,0.007777578493484594,0,0,0,1
landmax,21,8,14,6.5,7.0,4.0,3.5,1.625,1.6153846153846154,2.0,1.5,0.9629629629629629,1.0370370370370372,1.0666666666666667,0.9333333333333333,1.5703703703703704,1.4296296296296296,2.1037037037037036,1.8962962962962961,0.0069660112501050975,0.3819660112501051,0.047663618379524486,0.18840435912026532,1,0,1,0
landmax,22,6,23,6.5,7.0,4.0,4.0,1.625,1.6153846153846154,1.75,1.5714285714285714,0.9629629629629629,1.0370370370370372,1.0,1.0,1.5370370370370372,1.4629629629629628,2.037037037037037,1.9629629629629628,0.0069660112501050975,0.1319660112501051,0.0809969517128577,0.1550710257869321,1,0,0,0
landmax,23,8,8,5.5,7.0,4.0,3.5,1.375,1.7272727272727273,2.0,1.5,0.88,1.12,1.0666666666666667,0.9333333333333333,1.6533333333333333,1.3466666666666667,2.1866666666666665,1.8133333333333332,0.2430339887498949,0.3819660112501051,0.03529934458343842,0.2713673220832282,0,0,1,0
landmax,24,2,24,6.5,6.0,4.0,4.0,1.625,1.6153846153846154,1.5,1.6666666666666665,1.04,0.96,1.0,1.0,1.46,1.54,1.96,2.04,0.0069660112501050975,0.1180339887498949,0.15803398874989494,0.07803398874989487,1,0,0,1
landmax,25,8,16,7.5,7.0,4.0,4.0,1.875,1.5333333333333332,1.75,1.5714285714285714,1.0344827586206897,0.9655172413793103,1.0,1.0,1.4655172413793103,1.5344827586206897,1.9655172413793103,2.0344827586206895,0.2569660112501051,0.1319660112501051,0.15251674737058463,0.08355123012920518,0,0,0,0
landmax,26,10,17,7.0,7.0,4.0,4.0,1.75,1.5714285714285714,1.75,1.5714285714285714,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,0.1319660112501051,0.1319660112501051,0.1180339887498949,0.1180339887498949,0,0,0,0
landmax,27,3,12,6.0,6.0,4.0,4.0,1.5,1.6666666666666665,1.5,1.6666666666666665,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,0.1180339887498949,0.1180339887498949,0.1180339887498949,0.1180339887498949,0,0,0,0
landmax,28,8,13,7.0,7.0,4.0,4.0,1.75,1.5714285714285714,1.75,1.5714285714285714,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,0.1319660112501051,0.1319660112501051,0.1180339887498949,0.1180339887498949,0,0,0,0
landmax,29,5,13,8.0,7.0,4.0,4.0,2.0,1.5,1.75,1.5714285714285714,1.0666666666666667,0.9333333333333333,1.0,1.0,1.4333333333333333,1.5666666666666667,1.9333333333333333,2.0666666666666664,0.3819660112501051,0.1319660112501051,0.18470065541656155,0.05136732208322825,0,0,0,1
landmax,30,7,15,7.0,7.0,3.5,4.0,2.0,1.5,1.75,1.5714285714285714,1.0,1.0,0.9333333333333333,1.0666666666666667,1.4666666666666668,1.5333333333333332,1.9333333333333333,2.0666666666666664,0.3819660112501051,0.1319660112501051,0.15136732208322812,0.08470065541656169,0,0,0,0
landmax,31,5,15,8.0,7.0,4.0,4.0,2.0,1.5,1.75,1.5714285714285714,1.0666666666666667,0.9333333333333333,1.0,1.0,1.4333333333333333,1.5666666666666667,1.9333333333333333,2.0666666666666664,0.3819660112501051,0.1319660112501051,0.18470065541656155,0.05136732208322825,0,0,0,1
landmax,32,1,9,6.0,6.0,4.0,3.5,1.5,1.6666666666666665,1.7142857142857142,1.5833333333333335,1.0,1.0,1.0666666666666667,0.9333333333333333,1.5333333333333332,1.4666666666666668,2.0666666666666664,1.9333333333333333,0.1180339887498949,0.09625172553581929,0.08470065541656169,0.15136732208322812,0,0,0,0
landmax,33,1,16,6.0,6.0,4.0,4.0,1.5,1.6666666666666665,1.5,1.6666666666666665,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,0.1180339887498949,0.1180339887498949,0.1180339887498949,0.1180339887498949,0,0,0,0
landmax,34,5,15,8.0,7.0,4.0,3.5,2.0,1.5,2.0,1.5,1.0666666666666667,0.9333333333333333,1.0666666666666667,0.9333333333333333,1.4666666666666668,1.5333333333333332,2.0,2.0,0.3819660112501051,0.3819660112501051,0.15136732208322812,0.08470065541656169,0,0,0,0
landmax,35,3,13,8.0,7.0,4.0,4.0,2.0,1.5,1.75,1.5714285714285714,1.0666666666666667,0.9333333333333333,1.0,1.0,1.4333333333333333,1.5666666666666667,1.9333333333333333,2.0666666666666664,0.3819660112501051,0.1319660112501051,0.18470065541656155,0.05136732208322825,0,0,0,1
landmax,36,8,8,6.5,6.0,3.75,4.0,1.7333333333333334,1.5769230769230769,1.5,1.6666666666666665,1.04,0.96,0.967741935483871,1.032258064516129,1.4438709677419355,1.5561290322580645,1.927741935483871,2.072258064516129,0.11529934458343849,0.1180339887498949,0.17416302100795944,0.061904956491830365,0,0,0,1
landmax,37,9,12,7.0,7.0,4.0,4.0,1.75,1.5714285714285714,1.75,1.5714285714285714,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,0.1319660112501051,0.1319660112501051,0.1180339887498949,0.1180339887498949,0,0,0,0
landmax,38,8,14,7.0,7.5,4.0,4.0,1.75,1.5714285714285714,1.875,1.5333333333333332,0.9655172413793104,1.0344827586206895,1.0,1.0,1.5344827586206895,1.4655172413793105,2.0344827586206895,1.9655172413793105,0.1319660112501051,0.2569660112501051,0.0835512301292054,0.1525167473705844,0,0,0,0
landmax,39,7,10,7.0,7.0,4.0,4.0,1.75,1.5714285714285714,1.75,1.5714285714285714,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,0.1319660112501051,0.1319660112501051,0.1180339887498949,0.1180339887498949,0,0,0,0
landmax,40,10,11,7.0,7.0,4.0,4.0,1.75,1.5714285714285714,1.75,1.5714285714285714,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,0.1319660112501051,0.1319660112501051,0.1180339887498949,0.1180339887498949,0,0,0,0
landmax,41,7,11,7.0,6.0,4.0,4.0,1.75,1.5714285714285714,1.5,1.6666666666666665,1.0769230769230769,0.9230769230769231,1.0,1.0,1.4230769230769231,1.5769230769230769,1.9230769230769231,2.0769230769230766,0.1319660112501051,0.1180339887498949,0.19495706567297177,0.04111091182681803,0,0,0,1
landmax,42,11,11,6.0,8.0,3.5,4.0,1.7142857142857142,1.5833333333333335,2.0,1.5,0.8571428571428571,1.1428571428571428,0.9333333333333333,1.0666666666666667,1.6095238095238096,1.3904761904761904,2.076190476190476,1.9238095238095239,0.09625172553581929,0.3819660112501051,0.008510179226085324,0.22755779827370448,0,0,1,0
landmax,43,2,14,4.5,4.5,4.0,4.0,1.125,1.8888888888888888,1.125,1.8888888888888888,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,0.4930339887498949,0.4930339887498949,0.1180339887498949,0.1180339887498949,0,0,0,0
landmax,44,4,18,7.0,6.5,4.0,4.0,1.75,1.5714285714285714,1.625,1.6153846153846154,1.037037037037037,0.962962962962963,1.0,1.0,1.462962962962963,1.537037037037037,1.962962962962963,2.037037037037037,0.1319660112501051,0.0069660112501050975,0.15507102578693188,0.08099695171285792,0,1,0,0
landmax,45,4,10,7.0,5.5,4.0,4.0,1.75,1.5714285714285714,1.375,1.7272727272727273,1.12,0.8799999999999999,1.0,1.0,1.38,1.62,1.88,2.12,0.1319660112501051,0.2430339887498949,0.238033988749895,0.001966011250105204,0,0,0,1
landmax,46,1,10,8.0,7.0,4.0,4.0,2.0,1.5,1.75,1.5714285714285714,1.0666666666666667,0.9333333333333333,1.0,1.0,1.4333333333333333,1.5666666666666667,1.9333333333333333,2.0666666666666664,0.3819660112501051,0.1319660112501051,0.18470065541656155,0.05136732208322825,0,0,0,1
landmax,47,9,17,6.0,7.0,4.0,4.0,1.5,1.6666666666666665,1.75,1.5714285714285714,0.9230769230769231,1.0769230769230769,1.0,1.0,1.5769230769230769,1.4230769230769231,2.0769230769230766,1.9230769230769231,0.1180339887498949,0.1319660112501051,0.04111091182681803,0.19495706567297177,0,0,1,0
landmax,48,1,9,8.0,7.0,4.0,3.5,2.0,1.5,2.0,1.5,1.0666666666666667,0.9333333333333333,1.0666666666666667,0.9333333333333333,1.4666666666666668,1.5333333333333332,2.0,2.0,0.3819660112501051,0.3819660112501051,0.15136732208322812,0.08470065541656169,0,0,0,0
landmax,49,2,9,5.0,5.0,4.0,3.5,1.25,1.8,1.4285714285714286,1.7,1.0,1.0,1.0666666666666667,0.9333333333333333,1.5333333333333332,1.4666666666666668,2.0666666666666664,1.9333333333333333,0.3680339887498949,0.1894625601784663,0.08470065541656169,0.15136732208322812,0,0,0,0
landmax,50,3,14,7.0,8.0,4.0,4.0,1.75,1.5714285714285714,2.0,1.5,0.9333333333333333,1.0666666666666667,1.0,1.0,1.5666666666666667,1.4333333333333333,2.0666666666666664,1.9333333333333333,0.1319660112501051,0.3819660112501051,0.05136732208322825,0.18470065541656155,0,0,1,0
landmax,52,4,15,6.5,6.5,4.0,4.0,1.625,1.6153846153846154,1.625,1.6153846153846154,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,0.0069660112501050975,0.0069660112501050975,0.1180339887498949,0.1180339887498949,1,1,0,0
landmax,53,8,14,7.0,6.0,4.0,4.0,1.75,1.5714285714285714,1.5,1.6666666666666665,1.0769230769230769,0.9230769230769231,1.0,1.0,1.4230769230769231,1.5769230769230769,1.9230769230769231,2.0769230769230766,0.1319660112501051,0.1180339887498949,0.19495706567297177,0.04111091182681803,0,0,0,1
landmax,54,6,11,5.0,7.5,4.0,4.0,1.25,1.8,1.875,1.5333333333333332,0.8,1.2,1.0,1.0,1.7,1.3,2.2,1.8,0.3680339887498949,0.2569660112501051,0.08196601125010505,0.31803398874989486,0,0,0,0
landmax,55,4,9,7.0,8.0,4.0,4.0,1.75,1.5714285714285714,2.0,1.5,0.9333333333333333,1.0666666666666667,1.0,1.0,1.5666666666666667,1.4333333333333333,2.0666666666666664,1.9333333333333333,0.1319660112501051,0.3819660112501051,0.05136732208322825,0.18470065541656155,0,0,1,0
landmax,56,3,12,7.0,8.0,4.0,4.0,1.75,1.5714285714285714,2.0,1.5,0.9333333333333333,1.0666666666666667,1.0,1.0,1.5666666666666667,1.4333333333333333,2.0666666666666664,1.9333333333333333,0.1319660112501051,0.3819660112501051,0.05136732208322825,0.18470065541656155,0,0,1,0
landmax,57,1,12,9.0,6.0,4.0,4.0,2.25,1.4444444444444444,1.5,1.6666666666666665,1.2,0.8,1.0,1.0,1.3,1.7,1.8,2.2,0.6319660112501051,0.1180339887498949,0.31803398874989486,0.08196601125010505,0,0,0,0
landmax,58,5,9,9.0,6.0,3.5,4.0,2.5714285714285716,1.3888888888888888,1.5,1.6666666666666665,1.2,0.8,0.9333333333333333,1.0666666666666667,1.2666666666666666,1.7333333333333334,1.7333333333333334,2.2666666666666666,0.9533945826786767,0.1180339887498949,0.3513673220832283,0.11529934458343849,0,0,0,0
landmax,59,5,16,6.0,7.0,4.0,3.75,1.5,1.6666666666666665,1.8666666666666667,1.5357142857142856,0.9230769230769231,1.0769230769230769,1.032258064516129,0.967741935483871,1.5930521091811414,1.4069478908188586,2.1091811414392057,1.8908188585607941,0.1180339887498949,0.2486326779167718,0.02498187956875353,0.21108609793103628,0,0,1,0
landmax,60,4,16,7.0,8.0,4.0,4.0,1.75,1.5714285714285714,2.0,1.5,0.9333333333333333,1.0666666666666667,1.0,1.0,1.5666666666666667,1.4333333333333333,2.0666666666666664,1.9333333333333333,0.1319660112501051,0.3819660112501051,0.05136732208322825,0.18470065541656155,0,0,1,0
landmax,61,8,17,7.0,6.5,4.0,3.5,1.75,1.5714285714285714,1.8571428571428572,1.5384615384615383,1.037037037037037,0.962962962962963,1.0666666666666667,0.9333333333333333,1.4962962962962965,1.5037037037037035,2.0296296296296297,1.9703703703703703,0.1319660112501051,0.2391088683929623,0.12173769245359845,0.11433028504619136,0,0,0,0
landmax,62,8,9,6.0,7.0,4.0,3.5,1.5,1.6666666666666665,2.0,1.5,0.9230769230769231,1.0769230769230769,1.0666666666666667,0.9333333333333333,1.6102564102564103,1.3897435897435897,2.1435897435897435,1.8564102564102565,0.1180339887498949,0.3819660112501051,0.007777578493484594,0.2282903990063052,0,0,1,0
landmax,63,1,9,3.0,7.0,4.0,3.0,0.75,2.333333333333333,2.3333333333333335,1.4285714285714286,0.6,1.4,1.1428571428571428,0.8571428571428572,1.9714285714285713,1.0285714285714287,2.5428571428571427,1.4571428571428573,0.8680339887498949,0.7152993445834386,0.3533945826786764,0.5894625601784662,0,0,0,0
landmax,64,10,13,7.0,7.5,4.0,3.5,1.75,1.5714285714285714,2.142857142857143,1.4666666666666668,0.9655172413793104,1.0344827586206895,1.0666666666666667,0.9333333333333333,1.5678160919540227,1.4321839080459773,2.101149425287356,1.8988505747126438,0.1319660112501051,0.5248231541072479,0.050217896795872186,0.18585008070391762,0,0,1,0
landmax,66,5,15,5.0,8.0,3.5,4.0,1.4285714285714286,1.7,2.0,1.5,0.7692307692307693,1.2307692307692308,0.9333333333333333,1.0666666666666667,1.6974358974358976,1.3025641025641024,2.1641025641025644,1.8358974358974358,0.1894625601784663,0.3819660112501051,0.07940190868600272,0.3154698861857925,0,0,1,0
landmax,67,3,11,7.0,8.0,4.0,3.5,1.75,1.5714285714285714,2.2857142857142856,1.4375,0.9333333333333333,1.0666666666666667,1.0666666666666667,0.9333333333333333,1.6,1.4,2.1333333333333333,1.8666666666666667,0.1319660112501051,0.6676802969643907,0.018033988749894814,0.218033988749895,0,0,1,0
landmax,68,8,9,7.0,7.0,4.0,4.0,1.75,1.5714285714285714,1.75,1.5714285714285714,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,0.1319660112501051,0.1319660112501051,0.1180339887498949,0.1180339887498949,0,0,0,0
landmax,69,1,16,8.0,7.0,4.0,4.0,2.0,1.5,1.75,1.5714285714285714,1.0666666666666667,0.9333333333333333,1.0,1.0,1.4333333333333333,1.5666666666666667,1.9333333333333333,2.0666666666666664,0.3819660112501051,0.1319660112501051,0.18470065541656155,0.05136732208322825,0,0,0,1
landmax,70,7,11,6.0,8.0,4.0,3.5,1.5,1.6666666666666665,2.2857142857142856,1.4375,0.8571428571428571,1.1428571428571428,1.0666666666666667,0.9333333333333333,1.676190476190476,1.323809523809524,2.2095238095238097,1.7904761904761906,0.1180339887498949,0.6676802969643907,0.058156487440581106,0.2942244649403709,0,0,1,0
landmax,71,5,9,8.0,7.0,3.5,4.0,2.2857142857142856,1.4375,1.75,1.5714285714285714,1.0666666666666667,0.9333333333333333,0.9333333333333333,1.0666666666666667,1.4,1.6,1.8666666666666667,2.1333333333333333,0.6676802969643907,0.1319660112501051,0.218033988749895,0.018033988749894814,0,0,0,1
landmax,72,1,8,4.0,8.0,4.0,3.75,1.0,2.0,2.1333333333333333,1.46875,0.6666666666666666,1.3333333333333335,1.032258064516129,0.967741935483871,1.849462365591398,1.150537634408602,2.3655913978494625,1.6344086021505375,0.6180339887498949,0.5152993445834384,0.23142837684150308,0.4674963543412929,0,0,0,0
landmax,73,5,17,6.0,8.0,4.0,4.0,1.5,1.6666666666666665,2.0,1.5,0.8571428571428571,1.1428571428571428,1.0,1.0,1.6428571428571428,1.3571428571428572,2.142857142857143,1.8571428571428572,0.1180339887498949,0.3819660112501051,0.02482315410724789,0.2608911316070377,0,0,1,0
landmax,74,8,9,7.5,6.0,4.0,4.0,1.875,1.5333333333333332,1.5,1.6666666666666665,1.1111111111111112,0.8888888888888888,1.0,1.0,1.3888888888888888,1.6111111111111112,1.8888888888888888,2.111111111111111,0.2569660112501051,0.1180339887498949,0.22914509986100606,0.006922877638783742,0,0,0,1
landmax,75,2,17,7.0,8.0,3.5,4.0,2.0,1.5,2.0,1.5,0.9333333333333333,1.0666666666666667,0.9333333333333333,1.0666666666666667,1.5333333333333332,1.4666666666666668,2.0,2.0,0.3819660112501051,0.3819660112501051,0.08470065541656169,0.15136732208322812,0,0,0,0
landmax,76,4,9,7.0,5.5,4.0,4.0,1.75,1.5714285714285714,1.375,1.7272727272727273,1.12,0.8799999999999999,1.0,1.0,1.38,1.62,1.88,2.12,0.1319660112501051,0.2430339887498949,0.238033988749895,0.001966011250105204,0,0,0,1
landmax,77,7,10,7.0,7.0,3.5,4.0,2.0,1.5,1.75,1.5714285714285714,1.0,1.0,0.9333333333333333,1.0666666666666667,1.4666666666666668,1.5333333333333332,1.9333333333333333,2.0666666666666664,0.3819660112501051,0.1319660112501051,0.15136732208322812,0.08470065541656169,0,0,0,0
landmax,78,5,14,8.0,7.0,4.0,3.5,2.0,1.5,2.0,1.5,1.0666666666666667,0.9333333333333333,1.0666666666666667,0.9333333333333333,1.4666666666666668,1.5333333333333332,2.0,2.0,0.3819660112501051,0.3819660112501051,0.15136732208322812,0.08470065541656169,0,0,0,0
landmax,79,5,13,7.0,8.0,4.0,3.5,1.75,1.5714285714285714,2.2857142857142856,1.4375,0.9333333333333333,1.0666666666666667,1.0666666666666667,0.9333333333333333,1.6,1.4,2.1333333333333333,1.8666666666666667,0.1319660112501051,0.6676802969643907,0.018033988749894814,0.218033988749895,0,0,1,0
landmax,80,2,5,6.5,6.0,3.5,4.0,1.8571428571428572,1.5384615384615383,1.5,1.6666666666666665,1.04,0.96,0.9333333333333333,1.0666666666666667,1.4266666666666667,1.5733333333333333,1.8933333333333333,2.1066666666666665,0.2391088683929623,0.1180339887498949,0.19136732208322815,0.04470065541656165,0,0,0,1
landmax,81,2,8,8.0,5.0,4.0,4.0,2.0,1.5,1.25,1.8,1.2307692307692308,0.7692307692307692,1.0,1.0,1.2692307692307692,1.7307692307692308,1.7692307692307692,2.230769230769231,0.3819660112501051,0.3680339887498949,0.34880321951912574,0.11273524201933594,0,0,0,0
landmax,82,5,13,7.0,5.0,4.0,4.0,1.75,1.5714285714285714,1.25,1.8,1.1666666666666667,0.8333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,1.8333333333333333,2.166666666666667,0.1319660112501051,0.3680339887498949,0.28470065541656164,0.04863267791677184,0,0,0,1
landmax,83,8,19,7.0,7.5,4.0,4.0,1.75,1.5714285714285714,1.875,1.5333333333333332,0.9655172413793104,1.0344827586206895,1.0,1.0,1.5344827586206895,1.4655172413793105,2.0344827586206895,1.9655172413793105,0.1319660112501051,0.2569660112501051,0.0835512301292054,0.1525167473705844,0,0,0,0
landmax,84,4,14,8.0,7.0,4.0,3.5,2.0,1.5,2.0,1.5,1.0666666666666667,0.9333333333333333,1.0666666666666667,0.9333333333333333,1.4666666666666668,1.5333333333333332,2.0,2.0,0.3819660112501051,0.3819660112501051,0.15136732208322812,0.08470065541656169,0,0,0,0
landmax,85,2,11,7.0,5.0,4.0,4.0,1.75,1.5714285714285714,1.25,1.8,1.1666666666666667,0.8333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,1.8333333333333333,2.166666666666667,0.1319660112501051,0.3680339887498949,0.28470065541656164,0.04863267791677184,0,0,0,1
landmax,86,3,11,7.0,6.0,4.0,4.0,1.75,1.5714285714285714,1.5,1.6666666666666665,1.0769230769230769,0.9230769230769231,1.0,1.0,1.4230769230769231,1.5769230769230769,1.9230769230769231,2.0769230769230766,0.1319660112501051,0.1180339887498949,0.19495706567297177,0.04111091182681803,0,0,0,1
landmax,87,1,23,7.0,6.0,4.0,4.0,1.75,1.5714285714285714,1.5,1.6666666666666665,1.0769230769230769,0.9230769230769231,1.0,1.0,1.4230769230769231,1.5769230769230769,1.9230769230769231,2.0769230769230766,0.1319660112501051,0.1180339887498949,0.19495706567297177,0.04111091182681803,0,0,0,1
landmax,88,5,7,7.0,7.0,4.0,4.0,1.75,1.5714285714285714,1.75,1.5714285714285714,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,0.1319660112501051,0.1319660112501051,0.1180339887498949,0.1180339887498949,0,0,0,0
landmax,89,9,7,7.0,6.0,4.0,3.5,1.75,1.5714285714285714,1.7142857142857142,1.5833333333333335,1.0769230769230769,0.9230769230769231,1.0666666666666667,0.9333333333333333,1.4564102564102566,1.5435897435897434,1.9897435897435898,2.01025641025641,0.1319660112501051,0.09625172553581929,0.16162373233963834,0.07444424516015147,0,0,0,1
landmax,90,4,16,7.5,7.0,4.0,4.0,1.875,1.5333333333333332,1.75,1.5714285714285714,1.0344827586206897,0.9655172413793103,1.0,1.0,1.4655172413793103,1.5344827586206897,1.9655172413793103,2.0344827586206895,0.2569660112501051,0.1319660112501051,0.15251674737058463,0.08355123012920518,0,0,0,0
