split,branch_label,seed,time,origin_time,source_pair,endpoint,weight,q28_fit_error,residual_fraction,residual_component_entropy,residual_largest_axis_share,residual_effective_dimension,residual_z_scaled,residual_z_ara,residual_dominant_axis,q28_source_flip,child_weight_entropy,strongest_child_weight_share,positive_child_count,origin_exact_error,origin_seed_error,origin_time_error,origin_exact_pair,origin_exact_flip,origin_exact_is_local,origin_exact_is_strongest_child,origin_exact_shares_endpoint,origin_exact_is_active,optimal_exact_error,optimal_exact_lag,optimal_exact_pair,optimal_exact_flip,path_partner_persistence,path_flip_persistence,path_adjacency_share,path_self_return
development,c2,13,124,126,1-9,9,6.976745092193357e-07,0.03710067322476617,0.03710067322476526,0.015964170406314936,0.9977480066539046,1.004516688225404,0.037058874444238665,1.0370588744442386,z,I,0.0,1.0,1,0.9357657184321542,0.9600762227907513,0.8558158562018231,4-6,Fx,0.0,0.0,0.0,0.0,0.8807886621218222,5,3-6,Fx,0.8571428571428571,1.0,1.0,0.0
development,c2,13,126,128,7-10,7,7.159681503238218e-07,0.0011613022579488076,0.0011613022578570993,0.000496951424758995,0.9999531868522546,1.000093631774373,-0.001161275075431885,0.9988387249245682,z,Fz,0.0,1.0,1,0.9054527250042583,0.9612150669776289,0.9187680288269011,3-6,I,0.0,0.0,0.0,0.0,0.8772373145755047,3,3-6,I,0.8571428571428571,1.0,1.0,0.0
development,c2,13,132,134,1-9,1,1.4715533506844819e-05,0.01758822733051758,0.01758822733051069,0.0009240127239787085,0.9999075649217062,1.0001848915187765,-0.017587414427139885,0.9824125855728602,z,I,0.0,1.0,1,0.9402527807539727,0.9143182710563974,0.8554188508347051,2-3,I,0.0,0.0,0.0,1.0,0.9190354425293761,1,2-7,Fz,0.42857142857142855,0.7142857142857143,1.0,0.0
development,c2,13,190,192,7-10,7,0.00024403753367026326,0.07005024930854625,0.07005024930854611,0.008648189532202605,0.9988805941051371,1.0022419472693944,-0.07001103099916496,0.929988969000835,z,I,0.0,1.0,1,0.9480512621374886,0.950405588978998,0.9502213458974024,5-11,I,0.0,0.0,0.0,0.0,0.9287889796500544,6,6-8,I,0.7142857142857143,0.8571428571428571,1.0,0.0
development,c2,13,208,210,5-11,5,0.00911148934647188,0.09544130355426231,0.09544130355426264,0.332340876012293,0.9099359028570702,1.2018665688183747,0.0910419943892398,1.0910419943892398,z,I,0.0,1.0,1,0.9490766986031871,0.9262155815605918,0.9412775760053628,5-10,Fx,0.0,0.0,1.0,0.0,0.9250539198294581,6,3-10,Fx,0.7142857142857143,1.0,1.0,0.0
development,c2,13,240,242,5-11,5,2.8530338935870824e-06,0.044768307974023334,0.04476830797402321,0.0005437293644858316,0.9999483443353391,1.0001033180003667,-0.0447671516907388,0.9552328483092613,z,I,0.0,1.0,1,0.9599345884909481,0.896180963312127,0.9576700672406657,0-2,I,0.0,0.0,0.0,0.0,0.9493929725319067,3,0-2,I,0.5714285714285714,0.7142857142857143,1.0,0.0
development,c2,14,16,18,6-8,6,2.5285526814172038e-05,0.0006942013672908801,0.0006942013674127562,0.007317458217645682,0.9990734983622246,1.001855150879573,0.0006938797035380372,1.000693879703538,z,Fz,0.0,1.0,1,0.8911248264754497,0.9280679745404846,0.9548963285471431,3-4,Fx,0.0,0.0,0.0,1.0,0.8911248264754497,0,3-4,Fx,0.2857142857142857,1.0,1.0,0.0
development,c2,14,34,36,4-11,4,0.0022860359947181053,0.1424684468604404,0.14246844686044088,0.3692082668014464,0.8960894160335461,1.2370497188584335,0.13486348053744543,1.1348634805374453,z,I,0.0,1.0,1,0.9462276981272812,0.9518650335225368,0.9243786466056869,1-11,Fx,0.0,0.0,0.0,0.0,0.9408902730527942,1,1-11,Fx,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.0
development,c2,14,84,86,2-10,10,0.0026776765033843797,0.07325098302113306,0.07325098302113327,0.05167833214799572,0.9911513977574306,1.0178943359351635,-0.07292617850177997,0.92707382149822,z,Fz,0.0,1.0,1,0.9312556131785019,0.9339350841527192,0.8979375258753974,7-9,I,0.0,0.0,0.0,0.0,0.885457168388983,5,6-11,I,0.7142857142857143,1.0,0.8333333333333334,0.0
development,c2,14,116,118,2-10,10,3.342972983108594e-05,0.16795535423204108,0.1679553542320411,0.22490231745347974,0.9461344029010534,1.1152983629611657,0.16336923312533885,1.163369233125339,z,Fz,0.0,1.0,1,0.9072240871853773,0.9019813781059084,0.914569253023989,2-8,Fx,0.0,0.0,0.0,0.0,0.8894085857462732,1,2-8,Fx,1.0,1.0,1.0,0.0
development,c2,14,124,126,2-10,2,0.0025300488774600005,0.005786355731704337,0.005786355731698671,0.15134719880807826,0.9673979665991842,1.0679307867948409,0.005691250672664219,1.0056912506726643,z,I,0.0,1.0,1,0.9675621829189407,0.8812096059502784,0.9299828646779044,1-8,Fx,0.0,0.0,0.0,0.0,0.92976384219588,6,0-3,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,14,140,142,3-10,10,0.003362179376743768,0.10372433285470045,0.10372433285470006,0.170993211337382,0.9620049566235699,1.079709152173255,0.1017347459748602,1.10173474597486,z,I,0.0,1.0,1,0.969356357874085,0.9338835012696338,0.936394895651205,1-4,Fx,0.0,0.0,0.0,0.0,0.9340535630801073,4,5-10,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,14,176,178,6-8,6,0.0004212954589548623,0.08836536988193373,0.08836536988193376,0.07195431689637978,0.98686699589491,1.026701734385158,0.08778320077473109,1.087783200774731,z,I,0.0,1.0,1,0.9401239113578899,0.9298853773267775,0.9470087621080471,7-8,Fx,0.0,0.0,0.0,1.0,0.8972377952986326,4,6-7,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,14,198,200,6-8,8,5.1618224061569015e-05,0.021986632048792483,0.021986632048796664,0.003011829777005283,0.9996579497294045,1.000684393117202,-0.021982871460470708,0.9780171285395293,z,Fz,0.0,1.0,1,0.9337505813340615,0.9584720022559504,0.9375239005142318,3-6,Fz,0.0,0.0,0.0,0.0,0.8655860635971304,5,3-6,Fz,1.0,1.0,1.0,0.0
development,c2,14,208,210,6-8,6,5.725453370888922e-05,0.15062598034676403,0.15062598034676364,0.028784146490386766,0.9955496820996149,1.008950325497987,-0.15029043986674248,0.8497095601332575,z,Fz,0.0,1.0,1,0.8771146407409014,0.9384209891225993,0.8890553571300756,4-5,Fz,0.0,0.0,0.0,0.0,0.8484962921582555,1,4-5,Fz,0.42857142857142855,1.0,1.0,0.0
development,c2,14,212,214,2-10,10,4.790462946602236e-07,0.035035759887673164,0.03503575988767321,0.003824719046890233,0.9995533025285682,1.0008938939677179,-0.035027933820928774,0.9649720661790713,z,Fz,0.0,1.0,1,0.9495504630827803,0.9672675698039761,0.963444723087493,4-11,I,0.0,0.0,0.0,0.0,0.8772274309191285,4,3-4,I,0.7142857142857143,1.0,1.0,0.0
development,c2,14,230,232,6-8,8,2.22981370788973e-05,0.0752405517425269,0.07524055174252617,0.046172810913305176,0.992255634524172,1.0156395987113414,0.07494864031120199,1.074948640311202,z,I,0.0,1.0,1,0.9593054576509568,0.9216693527162872,0.9746762918214462,1-4,Fx,0.0,0.0,0.0,0.0,0.9228792458744058,6,5-11,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,15,32,34,0-7,7,0.000419500152540081,0.015608785177377129,0.015608785177386094,0.0784544840044426,0.9854269253771932,1.0296832849845434,0.015494633771245383,1.0154946337712454,z,I,0.0,1.0,1,0.9317015849523058,0.9422777793412687,0.14358542304108013,3-11,Fx,0.0,0.0,0.0,0.0,0.9251351080185912,1,3-11,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,15,34,36,1-5,5,4.527833531752543e-09,0.00023711519199132552,0.00023711519170229847,nan,nan,nan,-0.00023711463607562185,0.9997628853639243,z,I,0.0,1.0,1,0.9945439487238309,0.9929015273387198,0.9924057769662366,3-11,Fz,0.0,0.0,0.0,0.0,0.9945439487238309,0,3-11,Fz,0.5714285714285714,1.0,1.0,0.0
development,c2,15,34,36,5-7,5,2.2943074213672954e-08,0.008414744741684278,0.008414744741675875,0.0011444611999870857,0.999883001295052,1.0002340316348415,0.008414252470158048,1.008414252470158,z,Fz,0.0,1.0,1,0.9288504585513355,0.9062663363925679,0.8993417134837832,3-11,Fx,0.0,0.0,0.0,0.0,0.9288504585513355,0,3-11,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,15,54,56,1-5,1,0.001675304677548367,0.09074215835135273,0.09074215835135135,0.13379575439917987,0.9720325808088061,1.0579341381468759,0.08946424803638986,1.0894642480363899,z,Fz,0.0,1.0,1,0.9611931246930048,0.9445760707609678,0.9343522619491167,0-7,Fx,0.0,0.0,0.0,0.0,0.9292311452843887,6,7-10,Fx,0.5714285714285714,0.8571428571428571,1.0,0.0
development,c2,15,64,66,0-7,7,0.0033281073251628657,0.10073439242745623,0.10073439242745583,0.13727987025956098,0.9711266192647182,1.0598792039728666,-0.09926946942337007,0.9007305305766299,z,Fz,0.0,1.0,1,0.900207222377251,0.8923688702940129,0.8392797406735262,8-9,I,0.0,0.0,0.0,0.0,0.8350492180596912,2,8-9,I,0.42857142857142855,1.0,1.0,0.0
development,c2,15,116,118,8-11,11,0.0008244270714293789,0.0029180799577222974,0.002918079957680727,0.08372857464120564,0.9842363392531034,1.0321564012323914,-0.002894988784604013,0.997105011215396,z,Fz,0.0,1.0,1,0.9027957637323882,0.8889782083194394,0.8482062173776187,4-5,Fz,0.0,0.0,0.0,0.0,0.8735211339792469,4,3-4,Fz,0.7142857142857143,1.0,1.0,0.0
development,c2,15,120,122,5-7,7,9.57782131648377e-06,0.01436246147446807,0.014362461474469427,0.03345441200592438,0.9946963625476531,1.0106778948849284,0.0143243241963783,1.0143243241963782,z,Fz,0.0,1.0,1,0.9281246715762558,0.9163632498111878,0.9314203472824228,3-4,Fx,0.0,0.0,0.0,1.0,0.916441135674862,5,3-9,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,15,124,126,3-4,3,0.005264766304073909,0.13777315932320874,0.13777315932320913,0.42500459310988076,0.873670066386244,1.2965476640570321,0.12877701247313528,1.1287770124731353,z,I,0.0,1.0,1,0.9359084175699129,0.9359523914865959,0.935795148512994,8-11,I,0.0,0.0,0.0,0.0,0.8664630151394483,3,0-8,Fx,0.2857142857142857,0.5714285714285714,0.5,0.0
development,c2,15,128,130,0-7,7,1.6552049082328886e-06,0.03598593394526739,0.03598593394526884,0.00012288520415546352,0.9999897586930895,1.0000204828760342,-0.035985749673300045,0.9640142503267,z,Fz,0.0,1.0,1,0.9303463291619701,0.8856345854194824,0.9398928952567259,2-9,Fz,0.0,0.0,0.0,0.0,0.9135843920698304,3,2-9,Fz,0.8571428571428571,1.0,1.0,0.0
development,c2,15,130,132,1-5,5,6.82235951892686e-07,0.007014500807890669,0.007014500807902116,0.0014821566946189302,0.9998443430687157,1.000311374442812,-0.007013954858820975,0.992986045141179,z,Fz,0.0,1.0,1,0.9109345672223875,0.9319974925556059,0.9284314341837876,2-9,Fz,0.0,0.0,0.0,0.0,0.9097729112482547,1,2-9,Fz,0.5714285714285714,1.0,1.0,0.0
development,c2,15,130,132,5-7,5,2.7902287691786848e-05,0.05484884022449734,0.05484884022449639,0.034619556171843015,0.9944796607142425,1.0111172006105371,0.054697238608126614,1.0546972386081266,z,Fz,0.0,1.0,1,0.9164955343465743,0.9368098238191385,0.9333772479394397,2-9,Fx,0.0,0.0,0.0,0.0,0.9153726862519842,1,2-9,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,15,148,150,8-11,11,0.00012181602886768284,0.04640175654972629,0.04640175654972693,0.021190270808069882,0.9968800019393879,1.006264392856458,-0.04632931330466553,0.9536706866953345,z,Fz,0.0,1.0,1,0.9515751513423448,0.9468079980392667,0.9376800816182337,4-5,Fz,0.0,0.0,0.0,1.0,0.9260295399661983,6,3-9,I,0.2857142857142857,0.5714285714285714,1.0,0.0
development,c2,15,152,154,5-7,7,0.0002484669202508019,0.06343247052867598,0.06343247052867611,0.04367732541772165,0.9927470584433881,1.014638159741461,0.06320201589896371,1.0632020158989637,z,I,0.0,1.0,1,0.9623515237455126,0.9382841389930904,0.4815869947071248,3-4,Fx,0.0,0.0,0.0,1.0,0.9164894807441728,4,3-9,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,15,162,164,1-5,5,1.8506457115867567e-06,0.0012108600053159961,0.0012108600053660197,0.0005094060529703748,0.9999519019423874,1.0000962018990056,-0.001210830885008708,0.9987891691149913,z,I,0.0,1.0,1,0.930741985537694,0.9678341256430257,0.931915350140214,2-8,Fz,0.0,0.0,0.0,0.0,0.930741985537694,0,2-8,Fz,0.7142857142857143,0.8571428571428571,1.0,0.0
development,c2,15,162,164,5-7,5,2.744234307699978e-07,0.0015940913289944915,0.0015940913289025059,0.0009461088672394004,0.9999051298635696,1.0001897627754255,0.001594015711278072,1.0015940157112782,z,I,0.0,1.0,1,0.933262228355001,0.9695586238304779,0.9344146366078416,2-8,Fx,0.0,0.0,0.0,0.0,0.933262228355001,0,2-8,Fx,0.7142857142857143,1.0,1.0,0.0
development,c2,15,170,172,4-5,5,4.0818548023868664e-05,0.04532337231462022,0.045323372314623425,0.0017399727127354325,0.9998141129754996,1.0003718604468121,-0.04531915960543239,0.9546808403945676,z,Fz,0.0,1.0,1,0.9119325179669117,0.9488822719519295,0.9315968631484561,1-7,I,0.0,0.0,0.0,0.0,0.8890438346457261,2,1-7,I,0.7142857142857143,1.0,1.0,0.0
development,c2,15,224,226,0-7,7,3.4646243766457696e-05,0.0628707791477297,0.06287077914773147,0.04802974547816191,0.99188622711938,1.0163931983442351,0.06261520005274376,1.0626152000527438,z,I,0.0,1.0,1,0.9536662295101359,0.9680246303194451,0.946089053982571,4-10,Fx,0.0,0.0,0.0,0.0,0.3416148933785258,3,1-9,Fx,0.42857142857142855,1.0,0.6666666666666666,0.0
development,c2,15,234,236,4-5,5,0.013687703305727439,0.11547420253808005,0.11547420253807997,0.08786534468745978,0.9832890045603367,1.0341294837565396,-0.1145052931884079,0.8854947068115921,z,I,0.0,1.0,1,0.8827673940905686,0.903642983280294,0.8606608020284562,5-10,Fz,0.0,0.0,1.0,0.0,0.8827673940905686,0,5-10,Fz,0.42857142857142855,0.5714285714285714,1.0,0.0
development,c2,16,40,42,0-9,0,0.0028943969845074413,0.12423221719760111,0.12423221719760048,0.4388343900530942,0.8678282432631161,1.3125761724592895,0.11573137853356115,1.1157313785335612,z,I,0.0,1.0,1,0.9323359078602982,0.9236521034663934,0.9071777864184737,1-6,I,0.0,0.0,0.0,0.0,0.8989826501017002,5,9-11,Fx,0.7142857142857143,0.7142857142857143,0.8333333333333334,0.0
development,c2,16,78,80,2-6,2,0.0006566345241184601,0.012836432937359907,0.012836432937358722,0.06534662695581779,0.9882988397341502,1.0237478217138691,-0.012761111372061346,0.9872388886279386,z,I,0.0,1.0,1,0.9067494877143792,0.9183837998988591,0.9074497292279661,4-7,I,0.0,0.0,0.0,0.0,0.9067494877143792,0,4-7,I,0.5714285714285714,0.5714285714285714,0.8333333333333334,0.0
development,c2,16,80,82,0-1,0,8.64829640404019e-06,0.062962659306013,0.06296265930601357,0.10566352555922026,0.9790834598071422,1.0429451739420286,0.06230069903700221,1.0623006990370023,z,I,0.0,1.0,1,0.9672025460774549,0.9292723943129455,0.9280871693136211,4-7,Fx,0.0,0.0,0.0,0.0,0.9519862535521036,6,1-3,Fx,0.8571428571428571,1.0,0.8333333333333334,0.0
development,c2,16,104,106,0-9,0,0.00020881084308811,0.1414094689662245,0.14140946896622433,0.0008506646934371221,0.9999156014471249,1.0001688149147419,-0.1414035014630377,0.8585964985369623,z,I,0.0,1.0,1,0.9368910256986649,0.9264869539362316,0.9051303023602886,5-11,I,0.0,0.0,0.0,0.0,0.9290805753462972,4,5-10,I,0.5714285714285714,1.0,1.0,0.0
development,c2,16,154,156,2-6,6,0.00043776996819254455,0.11077244023654766,0.11077244023654789,0.12237987722608037,0.9749512115316306,1.0516976871557597,0.10937628407257335,1.1093762840725734,z,Fz,0.0,1.0,1,0.9783988206182412,0.937805289822432,0.9317366304268648,1-7,Fx,0.0,0.0,0.0,0.0,0.9567715084357373,6,0-9,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,16,178,180,3-6,6,1.4609781982295386e-05,0.022002651985793768,0.022002651985793542,0.0011750608513639957,0.9998795469184675,1.0002409424389225,-0.022001326802269943,0.97799867319773,z,Fz,0.0,1.0,1,0.9151493062953894,0.9377901767054558,0.9627726533892619,1-8,Fz,0.0,0.0,0.0,0.0,0.40529076325526003,2,4-10,I,0.42857142857142855,0.5714285714285714,0.6666666666666666,0.0
development,c2,16,186,188,2-6,6,8.626287592317441e-06,0.08090474006255192,0.08090474006255113,0.0011965698669132332,0.999877112645442,1.0002458124660825,-0.08089976882508214,0.9191002311749179,z,I,0.0,1.0,1,0.9390806244279283,0.9146814339410548,0.9688606015503983,0-9,I,0.0,0.0,0.0,0.0,0.9049994121135737,6,5-11,I,0.42857142857142855,1.0,1.0,0.0
development,c2,16,208,210,7-8,8,1.0353774375585628e-06,0.014571779354354691,0.014571779354362246,0.01619465950871323,0.9977106509363018,1.0045918249294468,0.014555089852154273,1.0145550898521543,z,I,0.0,1.0,1,0.9593294349796598,0.9416915727578473,0.9354817081373704,1-2,Fx,0.0,0.0,0.0,0.0,0.9239910613479907,6,2-5,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,17,56,58,1-9,9,1.9951257182320185e-05,0.002069425222852593,0.0020694252228859377,0.0024204872749176106,0.9997318567682577,1.000536466254027,0.0020691477531007228,1.0020691477531007,z,I,0.0,1.0,1,0.9439254625322514,0.9399794027570972,0.9583413704923128,2-4,Fx,0.0,0.0,0.0,0.0,0.9307374908378102,6,1-3,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,17,64,66,1-9,1,0.0018098885137556309,0.012941203810303432,0.012941203810309677,0.08219625236282571,0.9845842556027791,1.0314329405559854,0.01284106724643891,1.012841067246439,z,Fz,0.0,1.0,1,0.9234203061317033,0.9437317214580053,0.9324060901461823,1-3,Fx,0.0,0.0,1.0,0.0,0.9234203061317033,0,1-3,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,17,182,184,0-11,11,0.00023956163385846496,0.0076975253195940355,0.007697525319594665,0.0588131020406965,0.9896813957934271,1.0209055922479353,0.007657708481132937,1.007657708481133,z,I,0.0,1.0,1,0.9145652245309892,0.9424144166431881,0.9386623519992611,2-4,Fx,0.0,0.0,0.0,0.0,0.9127260237146338,6,1-3,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,17,206,208,5-11,11,2.647002112948771e-05,0.12287405093107412,0.12287405093107405,0.009300540125422942,0.9987843323603602,1.0024350334924876,-0.12279934121488899,0.877200658785111,z,Fz,0.0,1.0,1,0.91983797027486,0.9161020727469155,0.9239525908309829,1-3,Fz,0.0,0.0,0.0,0.0,0.8916529277508267,5,1-2,Fz,0.7142857142857143,1.0,1.0,0.0
development,c2,18,26,28,0-5,0,0.0013025748865674869,0.10662295304589127,0.10662295304589116,0.18823498236955988,0.9570979452470129,1.0905639532578242,0.10431070930290498,1.104310709302905,z,Fz,0.0,1.0,1,0.8761961315810483,0.9209438328960464,0.9562328906061447,2-10,Fx,0.0,0.0,0.0,0.0,0.8761961315810483,0,2-10,Fx,0.8571428571428571,1.0,0.8333333333333334,0.0
development,c2,18,30,32,4-11,4,0.0003046334943411083,0.0074024535953821965,0.007402453595370459,0.04572100640883445,0.9923450361481448,1.015457321812646,-0.0073740664079380465,0.992625933592062,z,I,0.0,1.0,1,0.8847625348850021,0.8748021007116881,0.9488232220101789,4-7,I,0.0,0.0,1.0,0.0,0.8847625348850021,0,4-7,I,0.42857142857142855,0.5714285714285714,1.0,0.0
development,c2,18,34,36,6-8,8,0.00019946897057965263,0.1946429462880944,0.19464294628809395,0.05469568543087351,0.990534946310352,1.0191557731914067,-0.1937196032521802,0.8062803967478198,z,Fz,0.0,1.0,1,0.9246127275345334,0.8737260486252161,0.9226322503243709,7-8,Fz,1.0,1.0,1.0,1.0,0.8727381702391569,4,2-8,Fz,0.7142857142857143,1.0,1.0,0.0
development,c2,18,48,50,2-10,10,1.877038534470188e-05,0.0884253502040865,0.08842535020408614,0.09048983725415889,0.9826819592634972,1.0353962741191742,-0.08765632927041261,0.9123436707295873,z,I,0.0,1.0,1,0.9144652346473315,0.8702904821653061,0.9055067538193524,3-10,I,0.0,0.0,1.0,0.0,0.8161923210941261,4,5-9,Fz,0.42857142857142855,0.8571428571428571,0.6666666666666666,0.0
development,c2,18,56,58,2-10,2,7.321895530126854e-05,0.1572021221174679,0.1572021221174678,0.18453877310283906,0.9581634073411344,1.0881958047664155,0.15387858883224598,1.153878588832246,z,I,0.0,1.0,1,0.9460496947252337,0.94386004266187,0.9475699438443402,0-10,Fx,0.0,0.0,0.0,0.0,0.9318644433866949,6,1-9,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,18,90,92,0-5,0,0.004710232507112444,0.030041332582694483,0.030041332582696208,0.23648396154854867,0.9425241588106985,1.1235910540486636,-0.029165232222383198,0.9708347677776168,z,I,0.0,1.0,1,0.8531934752977326,0.8640959725162992,0.7772401865075395,0-8,I,0.0,0.0,1.0,0.0,0.824638702217849,6,6-11,Fz,0.2857142857142857,0.5714285714285714,1.0,0.0
development,c2,18,90,92,8-9,8,0.0014118202845994077,0.06051884957063662,0.06051884957063613,0.10217078352591313,0.9799249362185611,1.0411738609489856,0.05990830999826493,1.059908309998265,z,Fz,0.0,1.0,1,0.9543180935247376,0.9603929271309201,0.9074152050167602,0-8,Fx,0.0,0.0,1.0,0.0,0.9375250455998589,6,6-11,Fx,0.2857142857142857,1.0,1.0,0.0
development,c2,18,120,122,2-10,2,0.00037861692481748477,0.02049619172742406,0.020496191727429343,0.03406083914400673,0.9945837591951021,1.010906138752339,0.020440610209534017,1.020440610209534,z,I,0.0,1.0,1,0.9582220128855575,0.9328686427889287,0.9038571772795331,1-4,Fx,0.0,0.0,0.0,0.0,0.9296846415823545,6,3-11,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,18,136,138,3-10,10,0.013252423823933768,0.039056745532414,0.0390567455324121,0.24735121871884397,0.9390726802513807,1.131588374647946,0.03784823705943493,1.0378482370594349,z,Fz,0.0,1.0,1,0.9636104391047386,0.9466107047146313,0.950779486901535,4-10,Fx,0.0,0.0,1.0,0.0,0.9021480576210438,6,5-9,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,18,152,154,2-10,2,0.00014882279835190526,0.071625702937668,0.07162570293766722,0.10738220796301752,0.9786665643707194,1.0438241185158526,0.07085757297793936,1.0708575729779393,z,I,0.0,1.0,1,0.9165204260729038,0.9499241205437439,0.9712120579661478,6-10,Fx,0.0,0.0,0.0,0.0,0.9165204260729038,0,6-10,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,18,162,164,6-8,8,0.011640322622119226,0.035717919506248474,0.03571791950624815,0.14936926118475008,0.9679290194781938,1.0667794771525734,0.03514049780932556,1.0351404978093255,z,I,0.0,1.0,1,0.9309008206752714,0.9278016437775595,0.942477829457494,5-8,Fx,0.0,0.0,1.0,0.0,0.9309008206752714,0,5-8,Fx,0.2857142857142857,1.0,1.0,0.0
development,c2,18,190,192,4-11,4,1.0069025372358431e-05,0.1086350725236604,0.10863507252366145,0.015034373166877264,0.9978977645594395,1.0042155379517324,-0.10852082419807815,0.8914791758019218,z,Fz,0.0,1.0,1,0.6099545214922538,0.9342865349494367,0.9077679106466728,2-5,I,0.0,0.0,0.0,0.0,0.6099545214922538,0,2-5,I,0.42857142857142855,0.5714285714285714,0.8333333333333334,0.0
development,c2,19,6,8,4-5,5,6.7952861115827545e-09,0.09119824883964528,0.09119824883964386,0.12191532889032465,0.9750683438506679,1.051448346581983,0.09005421145443367,1.0900542114544336,z,Fz,0.0,1.0,1,0.9311462296449428,0.9457218083130222,0.9663679427656691,4-9,Fx,0.0,0.0,0.0,0.0,0.890008409634171,2,4-8,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,19,16,18,8-11,11,1.1095887817639204e-05,0.011916774144173609,0.011916774144170562,0.003908805052526502,0.9995422974347045,1.0009159290514675,0.011914046662993142,1.0119140466629932,z,I,0.0,1.0,1,0.9474454392506244,0.9214774950015042,0.9116595182593215,5-8,Fx,0.0,0.0,0.0,0.0,0.8898597036331115,3,6-7,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,19,50,52,1-5,1,0.0021338427134998394,0.017430982928187632,0.0174309829281914,0.0575426834704891,0.9899462510743386,1.0203622272347448,-0.017343138215321158,0.9826568617846788,z,Fz,0.0,1.0,1,0.9301216644294011,0.9053701530618327,0.9055342143600118,3-10,Fz,0.0,0.0,0.0,0.0,0.912371776134746,6,4-7,Fz,0.5714285714285714,1.0,0.8333333333333334,0.0
development,c2,19,60,62,0-7,7,0.00015581722004713583,0.23183058188204372,0.23183058188204408,0.2444943322962638,0.9399860287946449,1.1294654611002903,0.22476641805603348,1.2247664180560336,z,I,0.0,1.0,1,0.9676911794965833,0.9463061586396272,0.9533536189589499,4-8,Fx,0.0,0.0,0.0,0.0,0.9323241825793528,6,5-8,Fx,0.5714285714285714,0.8571428571428571,1.0,0.0
development,c2,19,62,64,1-5,5,2.1436196243618255e-05,0.05679793942554613,0.05679793942554858,0.0668378217518119,0.9879786024121643,1.024407559273034,0.05645551189359043,1.0564555118935903,z,I,0.0,1.0,1,0.9389658751991923,0.9480811390132654,0.9633718153536912,4-8,Fx,0.0,0.0,0.0,0.0,0.9051799453196677,6,5-8,Fx,0.8571428571428571,1.0,1.0,0.0
development,c2,19,62,64,5-7,5,0.001491520324965953,0.13638228267788988,0.13638228267788943,0.16239877667249628,0.9643904800341165,1.0744796905090541,0.13393201795554652,1.1339320179555465,z,Fz,0.0,1.0,1,0.9404692296447312,0.9493537953347572,0.9642625310893151,4-8,Fy,0.0,0.0,0.0,0.0,0.9075592316826253,6,5-8,Fx,0.8571428571428571,0.8571428571428571,1.0,0.0
development,c2,19,94,96,1-5,5,0.0001307465587346915,0.18321808888191266,0.18321808888191204,0.0023113958330478737,0.9997452592806853,1.0005096437037775,-0.18319475084165346,0.8168052491583465,z,Fz,0.0,1.0,1,0.9444874153251508,0.9035318519947643,0.9543055490674125,0-5,Fz,0.0,0.0,1.0,0.0,0.9079759320714949,3,0-6,I,0.5714285714285714,0.5714285714285714,1.0,0.0
development,c2,19,94,96,5-7,5,0.0003540020832300539,0.15157587793761765,0.15157587793761823,0.01630817769296161,0.9976922195747656,1.0046289000654103,-0.15140087499018326,0.8485991250098167,z,I,0.0,1.0,1,0.933457511319355,0.8893147904685413,0.9442241744913409,0-5,Fz,0.0,0.0,1.0,0.0,0.8940614023050077,3,0-6,I,0.5714285714285714,0.5714285714285714,1.0,0.0
development,c2,19,158,160,5-7,5,1.8349830955935106e-05,0.13132380951687267,0.13132380951687228,0.0011206265295745108,0.9998856847582648,1.0002286631563944,-0.13131630314582773,0.8686836968541722,z,Fz,0.0,1.0,1,0.9173850546316821,0.9052994927510054,0.9687458840153943,5-10,I,0.0,0.0,1.0,0.0,0.9010926911513482,2,5-10,I,0.7142857142857143,0.7142857142857143,1.0,0.0
development,c2,19,240,242,8-11,11,0.0005808251531768394,0.038580623008393204,0.038580623008396424,0.01906207922404212,0.9972386034995444,1.0055418984046378,-0.03852731798520056,0.9614726820147994,z,I,0.0,1.0,1,0.8950040740084703,0.9332259399896996,0.8963511931507882,6-7,I,0.0,0.0,0.0,1.0,0.8950040740084703,0,6-7,I,0.5714285714285714,1.0,1.0,0.0
