split,branch_label,seed,time,origin_time,source_pair,endpoint,weight,q28_fit_error,residual_fraction,residual_component_entropy,residual_largest_axis_share,residual_effective_dimension,residual_z_scaled,residual_z_ara,residual_dominant_axis,q28_source_flip,child_weight_entropy,strongest_child_weight_share,positive_child_count,origin_exact_error,origin_seed_error,origin_time_error,origin_exact_pair,origin_exact_flip,origin_exact_is_local,origin_exact_is_strongest_child,origin_exact_shares_endpoint,origin_exact_is_active,optimal_exact_error,optimal_exact_lag,optimal_exact_pair,optimal_exact_flip,path_partner_persistence,path_flip_persistence,path_adjacency_share,path_self_return
development,c2,6,46,48,6-8,8,9.219378437275161e-05,0.10194175172240583,0.10194175172240594,0.14208321778791003,0.9698661405614479,1.0625927084943676,0.10039405380029978,1.1003940538002999,z,I,0.0,1.0,1,0.9662704281023202,0.9104269195648336,0.9523644712021987,1-6,Fx,0.0,0.0,0.0,0.0,0.9115754524829396,5,0-6,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,6,56,58,6-8,6,0.000255434950516463,0.011094594770755329,0.011094594770755467,0.030293999294123925,0.9952765594635854,1.0095028691859167,0.011068361426840586,1.0110683614268405,z,Fz,0.0,1.0,1,0.9363939000773669,0.9467782044831267,0.9396206490400948,0-1,Fx,0.0,0.0,0.0,1.0,0.9145629693101085,1,0-1,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,6,84,86,3-10,10,0.00019095530230259228,0.05403550390271105,0.05403550390271244,0.05431927053585845,0.9906122724409159,1.018997435115804,0.05378127053277892,1.053781270532779,z,Fz,0.0,1.0,1,0.9033032942733901,0.9358138321509937,0.9517249567164655,0-1,Fx,0.0,0.0,0.0,0.0,0.9033032942733901,0,0-1,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,6,102,104,8-9,8,1.965949363927355e-06,0.002556980085381104,0.0025569800853877103,0.0010580333699206025,0.9998927009968925,1.0002146267913758,0.0025568429010006106,1.0025568429010006,z,I,0.0,1.0,1,0.9020202192348274,0.9587645496267614,0.9561808392277964,0-9,Fx,0.0,0.0,0.0,0.0,0.9020202192348274,0,0-9,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,6,120,122,6-8,6,0.004027200643126783,0.100580816162384,0.10058081616238404,0.22107974808130135,0.9473105225355097,1.1126127468970148,0.09789518604388885,1.0978951860438888,z,I,0.0,1.0,1,0.9572267722033885,0.9641717408562811,0.9126533479617283,3-6,Fx,0.0,0.0,1.0,0.0,0.9179115363772496,2,3-6,Fx,0.5714285714285714,1.0,0.8333333333333334,0.0
development,c2,6,134,136,8-9,8,0.00020196025037427096,0.014349040892708746,0.014349040892713646,0.02921554591075641,0.99547191986553,1.0091076048265635,-0.014316517229995681,0.9856834827700043,z,I,0.0,1.0,1,0.9154554132039828,0.8926730100898396,0.9178468086056208,4-10,Fz,0.0,0.0,0.0,0.0,0.8927781810785379,6,3-7,I,0.42857142857142855,0.7142857142857143,1.0,0.0
development,c2,6,142,144,6-8,8,3.328624964078243e-05,0.010141179530728284,0.01014117953072793,0.009158630793892132,0.9988053631389545,1.0023928450255377,-0.01013512020707334,0.9898648797929267,z,I,0.0,1.0,1,0.9025235031295226,0.9011781704530134,0.9422321557407947,3-7,I,0.0,0.0,0.0,0.0,0.9025235031295226,0,3-7,I,0.42857142857142855,0.7142857142857143,1.0,0.0
development,c2,6,156,158,2-10,10,9.685089039070116e-06,0.006514290148270544,0.006514290148269812,0.000827820517011367,0.9999180892660455,1.000163838242429,-0.0065140233476626225,0.9934859766523374,z,Fz,0.0,1.0,1,0.9450420205030016,0.922904338453645,0.9048747571037102,1-4,Fz,0.0,0.0,0.0,0.0,0.9450420205030016,0,1-4,Fz,0.42857142857142855,0.5714285714285714,0.8333333333333334,0.0
development,c2,6,198,200,8-9,8,0.00016173638466574283,0.013826644868537087,0.013826644868545594,0.009759514150771522,0.998715977865002,1.0025721702867423,-0.013817765158161844,0.9861822348418382,z,I,0.0,1.0,1,0.9247772286930522,0.9354041964083111,0.9343607709850649,0-7,Fz,0.0,0.0,0.0,0.0,0.9176080196756944,2,0-7,Fz,0.5714285714285714,0.8571428571428571,1.0,0.0
development,c2,6,228,230,2-10,2,3.4445842428344666e-06,0.0014211126440941456,0.0014211126441206823,0.0014075860204532651,0.9998529765699531,1.0002941009061725,0.0014210081718528625,1.0014210081718529,z,Fz,0.0,1.0,1,0.9483562640789273,0.8898285657130808,0.935093024402968,6-10,Fx,0.0,0.0,0.0,0.0,0.9309249415939097,6,5-11,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,7,32,34,5-7,7,0.00013782550955521167,0.0011207443780065537,0.0011207443781041065,0.066307865499352,0.9880926074864669,1.0241726310330832,0.0011140518241159348,1.001114051824116,z,Fz,0.0,1.0,1,0.9438510403270254,0.9051742791904127,0.9290525340824854,1-2,Fx,0.0,0.0,0.0,1.0,0.9402594946647167,1,1-2,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,7,40,42,0-7,7,4.612721774994999e-06,0.04575779855349786,0.04575779855349862,0.03803611229431678,0.9938358890619479,1.0124236812999983,0.04561655247963476,1.0456165524796348,z,I,0.0,1.0,1,0.9689286530025414,0.9183637133608672,0.9304208259610258,0-11,Fx,0.0,0.0,0.0,0.0,0.9474166442356328,2,0-11,Fx,0.5714285714285714,0.8571428571428571,1.0,0.0
development,c2,7,124,126,8-11,11,8.42833823896244e-06,0.05463766659408382,0.05463766659408564,0.024962603274386066,0.9962285631902383,1.0075785402950441,0.05453453801300483,1.054534538013005,z,I,0.0,1.0,1,0.9500289700847852,0.8992257011417719,0.9145275410299041,3-5,Fx,0.0,0.0,0.0,0.0,0.9144285523002299,3,3-6,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,7,156,158,8-11,11,0.00011562287354616174,0.12389716872300585,0.12389716872300499,0.24346014478511124,0.9403156058591103,1.1287005903938043,0.12014292581304599,1.120142925813046,z,I,0.0,1.0,1,0.9463974821738561,0.9488617252836469,0.964797764749869,2-8,Fy,0.0,0.0,0.0,0.0,0.9451236203394857,3,0-8,Fx,0.42857142857142855,0.8571428571428571,1.0,0.0
development,c2,7,158,160,1-5,1,0.0008546884967965129,0.012135514116879707,0.012135514116893975,0.05051587200872205,0.9913867938227893,1.017413159892634,-0.012083138249376827,0.9879168617506232,z,I,0.0,1.0,1,0.9238442123865428,0.8778501339339972,0.9298802146597631,0-8,Fz,0.0,0.0,0.0,0.0,0.9062000966690503,1,0-8,Fz,0.42857142857142855,0.5714285714285714,1.0,0.0
development,c2,7,188,190,8-11,11,8.168153858068017e-05,0.027843158528359693,0.027843158528359422,0.015624111910346345,0.9978029535084854,1.0044061817322856,0.027812555353088225,1.0278125553530881,z,Fz,0.0,1.0,1,0.9596024361953736,0.9582590108851465,0.9269088221497761,9-10,Fx,0.0,0.0,0.0,1.0,0.9390435201068528,1,5-9,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,7,190,192,1-5,1,1.7458736482293263e-06,0.04275130397007114,0.04275130397007311,0.01849533026477026,0.9973329463774739,1.0053519281373642,0.04269425589704917,1.0426942558970491,z,Fz,0.0,1.0,1,0.9583817379396784,0.9531209091481807,0.9158368685763354,7-9,Fx,0.0,0.0,0.0,0.0,0.9439055429572951,5,4-7,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,7,192,194,5-7,7,0.0020039853998741197,0.14809233896530902,0.14809233896530927,0.2066339809420907,0.9516856611562268,1.1026905551944826,0.14447055972272443,1.1444705597227245,z,Fz,0.0,1.0,1,0.9542427006453382,0.9402793607468967,0.9139978779094605,7-9,Fx,0.0,0.0,1.0,0.0,0.9465455461325378,3,4-7,Fx,0.7142857142857143,1.0,1.0,0.0
development,c2,7,222,224,1-5,1,0.001983061793330021,0.21235446215113407,0.21235446215113432,0.024207482523857793,0.9963605065102522,1.0073121982207323,-0.21196767856499904,0.7880323214350009,z,I,0.0,1.0,1,0.8687556942637893,0.9322124868396501,0.9237875717395259,2-3,I,0.0,0.0,0.0,1.0,0.4960117509747768,6,0-9,I,0.5714285714285714,0.7142857142857143,0.8333333333333334,0.0
development,c2,7,232,234,0-7,7,2.5515767115888866e-05,0.06021240487995284,0.06021240487995281,0.0007911021647875934,0.9999220723393418,1.0001558705040634,-0.060210058728316945,0.939789941271683,z,I,0.0,1.0,1,0.89372748485125,0.9122788673429492,0.9104740351664113,2-3,Fz,0.0,0.0,0.0,1.0,0.834927109274288,3,6-8,I,0.42857142857142855,0.8571428571428571,0.6666666666666666,0.0
development,c2,7,234,236,1-5,5,0.00014887243228022679,0.03304990887545059,0.0330499088754498,0.04887223633128632,0.9917175977386964,1.0167374373834517,0.03291275798025902,1.032912757980259,z,I,0.0,1.0,1,0.9074225101323636,0.9309737866967542,0.9562444466657073,2-3,Fx,0.0,0.0,0.0,1.0,0.8412055841136723,1,6-8,Fx,0.5714285714285714,1.0,0.6666666666666666,0.0
development,c2,8,24,26,0-1,0,2.7158678026512756e-06,0.01821715483054331,0.01821715483053946,0.005141267727429017,0.9993775842587691,1.001245800468136,0.01821148462613252,1.0182114846261325,z,I,0.0,1.0,1,0.9269296628272625,0.9313687130511709,0.9319410255608074,6-10,Fx,0.0,0.0,0.0,0.0,0.9060801131744006,1,6-10,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,8,54,56,2-6,2,0.0002637613122115634,0.04153605260228597,0.04153605260228931,0.008389679042592904,0.9989184404471496,1.0021660460640591,-0.041513584668303766,0.9584864153316962,z,I,0.0,1.0,1,0.919609768092777,0.9471986631985783,0.9248198648757321,8-11,I,0.0,0.0,0.0,0.0,0.9130796261331804,1,8-11,I,0.7142857142857143,1.0,1.0,0.0
development,c2,8,60,62,4-7,4,6.530651248176162e-07,0.0027087272800627254,0.0027087272800509895,0.0001961658557448662,0.9999829976181,1.0000340054865124,-0.002708704252545269,0.9972912957474547,z,Fz,0.0,1.0,1,0.9477692548391808,0.9275926466114145,0.9190139651191367,0-8,I,0.0,0.0,0.0,0.0,0.9379091963812636,4,0-7,I,0.42857142857142855,0.7142857142857143,1.0,0.0
development,c2,8,98,100,2-6,6,0.0007247396409256618,0.02767939147142987,0.027679391471431895,0.037428495655512234,0.9939512707406215,1.0121893692582717,0.02759555192591884,1.0275955519259188,z,I,0.0,1.0,1,0.9141608875894665,0.9373373836571256,0.9628138713362087,1-9,Fx,0.0,0.0,0.0,0.0,0.9141608875894665,0,1-9,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,8,124,126,4-7,4,0.00025126355464638594,0.04892596924579307,0.048925969245793705,0.044108354537277766,0.9926625949460058,1.0148101946161874,-0.048746143948710685,0.9512538560512893,z,I,0.0,1.0,1,0.8845193316248875,0.9153229620156953,0.9218808970825595,5-7,I,0.0,0.0,0.0,0.0,0.8799532253362237,1,5-7,I,0.5714285714285714,1.0,1.0,0.0
development,c2,8,188,190,4-7,4,7.972504712673318e-06,0.009398000884313851,0.009398000884318912,0.0008993823866885149,0.9999102716943723,1.0001794767406222,-0.009397579241512558,0.9906024207584875,z,Fz,0.0,1.0,1,0.946815833617861,0.895885775017538,0.9262528702133911,3-10,I,0.0,0.0,0.0,0.0,0.8912325494744127,6,2-10,I,0.5714285714285714,1.0,1.0,0.0
development,c2,8,216,218,7-8,8,0.0024246962308760445,0.10482943318447878,0.10482943318447861,0.16381313638412406,0.9640006940980088,1.0753320499269028,0.10292524533438742,1.1029252453343874,z,Fz,0.0,1.0,1,0.963686846887978,0.941771773933271,0.9473623149547903,2-10,Fx,0.0,0.0,0.0,0.0,0.951104217529825,5,1-6,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,9,20,22,5-11,5,0.0020930163056991635,0.132600094228206,0.13260009422820604,0.039215722300445885,0.9936108154673811,1.0128809452868137,-0.1321758122026679,0.8678241877973321,z,I,0.0,1.0,1,0.9232810246275939,0.9108800101199844,0.9022414793071071,2-3,Fz,0.0,0.0,0.0,1.0,0.8320743135256164,5,2-4,Fz,0.8571428571428571,1.0,1.0,0.0
development,c2,9,40,42,4-9,9,7.171146132241104e-07,0.001272635492586004,0.0012726354925521575,0.0004038837714243785,0.9999626790724293,1.0000746453373746,0.0012726117443620586,1.001272611744362,z,I,0.0,1.0,1,0.9413888660957571,0.8968368814458743,0.9399191057398659,1-11,Fx,0.0,0.0,0.0,0.0,0.9302678654776991,6,7-10,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,9,46,48,0-3,3,2.0008113626768546e-06,0.027143316986137183,0.027143316986134397,0.007197095775854961,0.9990907033316534,1.0018206618915904,0.027130973515675418,1.0271309735156755,z,Fz,0.0,1.0,1,0.9303309493597736,0.9454669898119386,0.9475534008320757,7-10,Fx,0.0,0.0,0.0,0.0,0.920929988740273,3,7-10,Fx,1.0,1.0,1.0,0.0
development,c2,9,52,54,5-11,5,3.454090297758117e-05,0.009782678173390064,0.009782678173389854,0.029860912339127712,0.9953551767186665,1.0093437830502543,-0.009759932324368888,0.9902400676756311,z,I,0.0,1.0,1,0.9250959550887468,0.889723924768433,0.8831686782353128,7-10,Fz,0.0,0.0,0.0,0.0,0.9079611854295193,6,4-9,Fz,0.42857142857142855,1.0,1.0,0.0
development,c2,9,64,66,1-9,9,0.00021037555411351772,0.2340847948845179,0.23408479488451753,0.3080623069194798,0.9186502275326023,1.1803210269264197,0.22436148106376894,1.2243614810637689,z,Fz,0.0,1.0,1,0.9570025504762351,0.9109547850901766,0.9487295178989579,6-8,Fy,0.0,0.0,0.0,0.0,0.9303357393394506,5,6-8,Fx,1.0,0.8571428571428571,1.0,0.0
development,c2,9,66,68,7-10,7,3.216881500165726e-05,0.054571303294027304,0.054571303294026534,0.0010750548370803369,0.9998907975177047,1.0002184347801504,-0.05456832355178459,0.9454316764482154,z,Fz,0.0,1.0,1,0.9324681850281272,0.8894855709455984,0.9230584688394873,6-8,Fz,0.0,0.0,0.0,0.0,0.9198649518420787,3,6-8,Fz,1.0,1.0,1.0,0.0
development,c2,9,118,120,5-11,11,7.742235333114793e-06,0.05255161910583426,0.05255161910583536,0.02528524650456706,0.9961719598599705,1.0076928272513235,0.05245093780675374,1.0524509378067537,z,Fz,0.0,1.0,1,0.9399635990727713,0.9154183693692053,0.9494153004347179,2-4,Fx,0.0,0.0,0.0,0.0,0.9166393282229811,5,3-5,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,9,214,216,5-11,11,0.00017337971659286966,0.05908650476944868,0.05908650476944919,0.04008200422956791,0.9934446336767379,1.0132187285518308,0.05889251949383027,1.0588925194938303,z,Fz,0.0,1.0,1,0.9501520671083995,0.8978365891511687,0.9454374424707103,3-7,Fx,0.0,0.0,0.0,0.0,0.6711726597807662,4,9-10,Fx,0.2857142857142857,1.0,0.6666666666666666,0.0
development,c2,10,16,18,3-10,10,0.001531527873663674,0.05446324706099923,0.054463247060999725,0.07999373288021636,0.9850814709787095,1.0304001153991096,-0.054055464701796535,0.9459445352982034,z,I,0.0,1.0,1,0.9029294865548236,0.8410567940698889,0.8727592005359024,5-11,Fz,0.0,0.0,0.0,0.0,0.841841452807186,2,5-11,Fz,0.8571428571428571,0.8571428571428571,1.0,0.0
development,c2,10,34,36,0-5,0,0.0018220648748381585,0.22095205943779467,0.22095205943779483,0.34235905737057126,0.9062472433875254,1.2111246314891717,0.21033977408963686,1.2103397740896369,z,Fz,0.0,1.0,1,0.9554088369893883,0.9267004787765406,0.9371201013550062,2-9,I,0.0,0.0,0.0,0.0,0.9363731216943973,6,4-11,Fx,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.0
development,c2,10,64,66,2-10,2,0.00012523884322326873,0.07034963714396313,0.07034963714396318,0.0028841470300514267,0.9996740781240481,1.0006521093838219,-0.07033817196684379,0.9296618280331562,z,Fz,0.0,1.0,1,0.9490105627509932,0.9449622882985101,0.9175652369198496,2-9,Fz,0.0,0.0,1.0,0.0,0.946084842573184,3,0-2,Fz,0.42857142857142855,0.5714285714285714,1.0,1.0
development,c2,10,74,76,6-8,8,1.1567161891948285e-05,0.07247578383272991,0.07247578383273147,0.049363025146385645,0.9916190707838959,1.0169386368491897,0.07217143760788994,1.07217143760789,z,Fz,0.0,1.0,1,0.9373061881750879,0.9626347949478912,0.9495911704412363,1-10,Fx,0.0,0.0,0.0,0.0,0.9373061881750879,0,1-10,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,10,96,98,2-10,2,0.00039169584424958437,0.034830382396600475,0.03483038239659752,0.12443799816320056,0.9744307206269303,1.0528065406270384,0.03438220506340208,1.0343822050634022,z,Fz,0.0,1.0,1,0.9039566677270365,0.9414857325546432,0.9609226977327935,2-9,Fx,0.0,0.0,1.0,0.0,0.9039566677270365,0,2-9,Fx,0.8571428571428571,1.0,1.0,1.0
development,c2,10,116,118,6-8,6,6.402515843416997e-06,0.026554605545469626,0.026554605545467493,0.0009060322832743703,0.9999095416924517,1.0001809370733405,-0.02655340447596757,0.9734465955240325,z,Fz,0.0,1.0,1,0.9515985414252852,0.9633315714276817,0.9291588999478303,2-11,Fz,0.0,0.0,0.0,0.0,0.7411704428656751,3,0-6,Fz,0.42857142857142855,0.8571428571428571,0.6666666666666666,0.0
development,c2,10,134,136,4-11,4,0.0002555078433057467,0.014742679306986908,0.014742679306984557,0.11373209955110772,0.9771103262668402,1.047113227999168,-0.01457297500664863,0.9854270249933513,z,Fz,0.0,1.0,1,0.8445996649015451,0.8565706719929553,0.8236007591498848,4-9,Fz,0.0,0.0,1.0,0.0,0.8445996649015451,0,4-9,Fz,0.5714285714285714,0.7142857142857143,0.8333333333333334,0.0
development,c2,10,144,146,3-10,10,0.002847629064266499,0.053407443430527696,0.05340744343052973,0.2514001008113252,0.9377709310986186,1.1346223163813405,0.05171900634294119,1.0517190063429411,z,Fz,0.0,1.0,1,0.9535847717818462,0.9511994349435314,0.9377703585558089,6-10,Fx,0.0,0.0,1.0,0.0,0.9353596862231555,3,6-9,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,10,166,168,4-11,4,0.003447282768582749,0.07526283462403656,0.07526283462403595,0.17157844056608085,0.961841044674531,1.080069612637096,0.07381289244867235,1.0738128924486723,z,I,0.0,1.0,1,0.9300726496118216,0.9248789142289233,0.9531687861395867,4-6,Fx,0.0,0.0,1.0,0.0,0.9300726496118216,0,4-6,Fx,0.42857142857142855,0.8571428571428571,1.0,0.0
development,c2,10,176,178,3-10,10,0.0004825549131222684,0.031941600884489364,0.031941600884488545,0.062395090760512646,0.9889275998162942,1.0224540137227007,0.03176427356465203,1.031764273564652,z,Fz,0.0,1.0,1,0.909647127890104,0.9566602417940463,0.9640426348678638,1-5,Fx,0.0,0.0,0.0,0.0,0.8993612009148353,5,0-4,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,10,192,194,2-10,2,0.006296515065865593,0.12963916649539445,0.1296391664953942,0.18424577967710584,0.9582475508155841,1.0880090496896142,-0.12690393508346304,0.8730960649165369,z,I,0.0,1.0,1,0.8568993984785772,0.8485625726960526,0.8480229749477552,1-2,Fz,1.0,1.0,1.0,1.0,0.031805993677145726,6,3-4,Fz,0.7142857142857143,1.0,0.8333333333333334,0.0
development,c2,10,194,196,0-5,0,0.00022228707987609342,0.009887603575787662,0.009887603575802826,0.06325818952260373,0.9887444412445107,1.0228306919474646,0.009831800857260514,1.0098318008572604,z,Fz,0.0,1.0,1,0.9527643240160044,0.9345081005419366,0.9553905139598007,1-2,Fx,0.0,0.0,0.0,0.0,0.1224784444644154,5,3-4,Fx,0.42857142857142855,1.0,0.8333333333333334,0.0
development,c2,10,212,214,6-8,6,3.061667406201174e-05,0.0075927938045281616,0.007592793804543388,0.003656651702823183,0.9995752020746949,1.000850047137124,-0.007591180931711216,0.9924088190682888,z,I,0.0,1.0,1,0.9515545122832018,0.9277705819600653,0.9553838310644563,1-11,Fz,0.0,0.0,0.0,0.0,0.9186882281751121,5,1-9,Fz,0.5714285714285714,0.8571428571428571,1.0,0.0
development,c2,10,226,228,0-5,0,1.1639680802304209e-05,0.09400415276400062,0.09400415276400167,0.07146041936731787,0.9869751542042116,1.0264782335845681,0.09338995144258688,1.0933899514425869,z,Fz,0.0,1.0,1,0.9350349174982965,0.9718308424062082,0.961321807237164,8-9,Fx,0.0,0.0,0.0,0.0,0.9350349174982965,0,8-9,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,10,226,228,8-9,8,0.0009458624437286289,0.26782194468900355,0.26782194468900355,0.3993920983491903,0.8841859793688703,1.2682448277314815,0.25183609190312733,1.2518360919031273,z,I,0.0,1.0,1,0.9417935078650825,0.9420375889357,0.9414849681440094,5-6,Fz,0.0,0.0,0.0,1.0,0.9417626877859905,6,5-11,I,0.2857142857142857,0.7142857142857143,0.8333333333333334,0.0
development,c2,11,28,30,5-7,7,0.0017721128873932346,0.033216601730212784,0.03321660173021427,0.09611403459699117,0.9813656202462491,1.0381498252838235,0.03290566098604259,1.0329056609860425,z,I,0.0,1.0,1,0.9658175716937827,0.9552781749649436,0.9404318839889956,2-7,Fx,0.0,0.0,1.0,0.0,0.9085089997877769,6,3-9,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,11,100,102,0-7,7,0.00036724444590263694,0.0573148911538393,0.05731489115383983,0.13027738864596464,0.9729402803474428,1.05598973374887,0.056534110560941,1.056534110560941,z,I,0.0,1.0,1,0.9597598466180701,0.9514404618526181,0.925126780797123,3-4,Fx,0.0,0.0,0.0,0.0,0.931557458176496,5,4-8,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,11,124,126,5-7,7,0.0015248842063133594,0.07704669653787583,0.07704669653787671,0.12043514438191529,0.9754406978343667,1.0506561963781376,-0.07609470861243456,0.9239052913875654,z,Fz,0.0,1.0,1,0.8614311774748118,0.8337847534196112,0.9003899566586745,1-8,I,0.0,0.0,0.0,0.0,0.8145821068351908,2,1-8,I,0.5714285714285714,0.5714285714285714,1.0,0.0
development,c2,11,134,136,5-7,5,1.1776904136789109e-05,0.05387194931581371,0.053871949315814356,0.0006076799738034395,0.9999416543943198,1.000116699722282,-0.05387037769713376,0.9461296223028662,z,Fz,0.0,1.0,1,0.9448241804373602,0.909371374045286,0.9591497380309111,2-9,I,0.0,0.0,0.0,0.0,0.9206289014730136,5,10-11,Fz,0.5714285714285714,0.5714285714285714,1.0,0.0
development,c2,11,156,158,5-7,7,0.0007684608302028911,0.036122677101667736,0.03612267710167168,0.01657873716222741,0.9976482023307732,1.0047174487419743,-0.03608017548425406,0.963919824515746,z,Fz,0.0,1.0,1,0.9296617877237051,0.8866874740477096,0.9300012489123338,0-2,I,0.0,0.0,0.0,0.0,0.8811088524754224,5,2-11,Fz,0.5714285714285714,0.8571428571428571,0.8333333333333334,0.0
development,c2,11,186,188,1-5,1,2.841846608863524e-05,0.06734806141854108,0.06734806141854263,0.04204722450515559,0.993064888376854,1.0139911303160591,0.06711412195202646,1.0671141219520264,z,I,0.0,1.0,1,0.9191689403981574,0.9421445706278305,0.949956104712973,2-7,Fx,0.0,0.0,0.0,0.0,0.9155918090994102,4,1-7,Fx,0.7142857142857143,1.0,1.0,0.0
development,c2,11,188,190,5-7,7,0.0013403686711543905,0.12168985862566235,0.1216898586256622,0.3049220499562708,0.9197543051865581,1.1776237344685068,0.11670522526666016,1.11670522526666,z,Fz,0.0,1.0,1,0.9280477644256252,0.9388173039400356,0.9569954559933859,1-7,Fx,0.0,0.0,1.0,0.0,0.9220872247978444,2,1-7,Fx,0.7142857142857143,1.0,1.0,0.0
development,c2,11,218,220,1-5,1,0.00011206507153518896,0.061200539170303714,0.06120053917030477,0.04596652292469088,0.9922964775019737,1.0155563207743894,0.06096435356041321,1.0609643535604132,z,I,0.0,1.0,1,0.9288951600302049,0.9127818283115996,0.962795178783323,2-9,Fx,0.0,0.0,0.0,0.0,0.9278669542269086,1,2-9,Fx,0.5714285714285714,1.0,1.0,0.0
