dataset,arm,event_index,phase_direction,a0_swing_index,b_swing_index,a1_swing_index,time_mid_s,a0_duration_s,b_duration_s,a1_duration_s,q_angle_time,direct_angle_time,leg0_angle_time,leg1_angle_time,q_angle_only,direct_angle_only,leg0_angle_only,leg1_angle_only,q_phase_space_time,direct_phase_space_time,leg0_phase_space_time,leg1_phase_space_time
free_run3,2,4,increasing,4,5,6,3.4879999999999995,0.6419999999999995,0.5519999999999996,0.1440000000000019,1.919448631356121,1.4690812343569086,0.9357588842165253,0.5949736504895267,0.5573564663981945,0.10675380366674282,0.19213191357719747,0.1909399985748875,0.7743244298590544,1.8282114234565885,2.7829692279036986,1.9391119901443148
free_run3,2,5,increasing,7,8,9,4.968999999999999,0.7839999999999989,0.5539999999999985,0.6380000000000017,1.9596478328361058,1.9400013143367256,1.0471997942016933,0.9327491352230933,0.15399074863386958,0.028643229494988834,0.18680829204014962,0.18520404959852055,0.8599821284478372,2.0969267306945665,2.337969666030038,2.538705467857369
free_run3,2,6,decreasing,8,9,10,5.5649999999999995,0.5539999999999985,0.6380000000000017,0.6219999999999999,1.9651053216506162,1.8800627062831343,0.9327491352230933,0.9806981345689917,0.3242632984254072,0.057871819017253294,0.18520404959852055,0.17173933127913985,0.8624054162557937,2.1139584153845554,2.538705467857369,2.3637647057704485
free_run3,2,7,increasing,9,10,11,6.195,0.6380000000000017,0.6219999999999999,0.8220000000000027,1.9711281332973243,2.0740080015299607,0.9806981345689917,1.1236886543918436,0.22149603017024275,0.03831434736996537,0.17173933127913985,0.1742203443007503,1.063788032354685,2.3322747540946267,2.3637647057704485,2.0210839354239023
free_run3,2,8,decreasing,10,11,12,6.917000000000002,0.6219999999999999,0.8220000000000027,0.6299999999999955,1.9703748099175535,2.219864627852202,1.1236886543918436,1.1295523195374646,0.3204148408033298,0.055929077992113274,0.1742203443007503,0.17488382235951036,1.1666540820382238,2.359364638314066,2.0210839354239023,2.023584787959974
free_run3,2,9,increasing,11,12,13,7.643000000000001,0.8220000000000027,0.6299999999999955,0.5840000000000032,1.9700144665226178,2.0458161702746445,1.1295523195374646,0.9474031597650081,0.1404390892695003,0.02479298098388088,0.17488382235951036,0.1781942431967758,1.031367076454208,2.1948680381770815,2.023584787959974,2.232645778799896
free_run3,2,10,decreasing,12,13,14,8.25,0.6299999999999955,0.5840000000000032,0.6739999999999995,1.9667892455220537,1.894600491055676,0.9474031597650081,0.9791891229305216,0.17682879735126136,0.030532233862902075,0.1781942431967758,0.1671367698536761,0.8806815819407691,1.9457874123547023,2.232645778799896,2.1861758526613775
free_run3,2,11,increasing,13,14,15,8.879000000000001,0.5840000000000032,0.6739999999999995,0.5700000000000003,1.9690478779180942,1.9178696554965031,0.9791891229305216,0.9688281670546234,0.29171341669734624,0.04868825733258779,0.1671367698536761,0.1666720613191598,0.9844557231041345,2.1491309605051905,2.1861758526613775,2.1799544060538905
free_run3,2,12,decreasing,14,15,16,9.501000000000001,0.6739999999999995,0.5700000000000003,0.8759999999999977,1.9668330987297429,2.063438760508844,0.9688281670546234,1.1294065655635055,0.1567225848626191,0.026446331840069188,0.1666720613191598,0.17082022625702692,1.0379023347304939,2.181467503906346,2.1799544060538905,2.023654027822107
free_run3,2,13,increasing,15,16,17,10.224,0.5700000000000003,0.8759999999999977,0.554000000000002,1.9618599095881928,2.204461509321163,1.1294065655635055,1.1179113989326381,0.3078438026316225,0.052218185830695575,0.17082022625702692,0.16843094842510126,1.1485932056331036,2.312352861297481,2.023654027822107,2.002754712812771
free_run3,2,14,decreasing,16,17,18,10.939,0.8759999999999977,0.554000000000002,0.6340000000000003,1.9659014520158973,2.0090891865444487,1.1179113989326381,0.9260254265722876,0.09245377048622938,0.015455124305044756,0.16843094842510126,0.16590099333917185,0.9972154255655431,2.0689846261276177,2.002754712812771,2.1467691976386747
free_run3,2,15,increasing,17,18,19,11.533000000000001,0.554000000000002,0.6340000000000003,0.652000000000001,1.971946552307852,1.8966969367418787,0.9260254265722876,0.9976544363754118,0.24486340645804233,0.03934042348807808,0.16590099333917185,0.1554244677179838,0.9714602976339451,1.9968337245711854,2.1467691976386747,1.9642247965257886
free_run3,2,16,decreasing,18,19,20,12.176000000000002,0.6340000000000003,0.652000000000001,0.7139999999999986,1.976219587227181,2.0326130910448748,0.9976544363754118,1.0594176665246702,0.13734982177129731,0.02173236782950546,0.1554244677179838,0.1610283321362783,1.1034072936309562,2.1241524497815343,1.9642247965257886,1.8859445145572227
free_run3,2,17,increasing,19,20,21,12.859000000000002,0.652000000000001,0.7139999999999986,0.6879999999999953,1.9774759646720068,2.1213000866619254,1.0594176665246702,1.086044654696285,0.16629841632212858,0.02658228675282408,0.1610283321362783,0.15866547302098583,1.1565277496304038,2.161220138726966,1.8859445145572227,1.851484422046565
free_run3,2,18,decreasing,20,21,22,13.559999999999999,0.7139999999999986,0.6879999999999953,0.5600000000000023,1.9755444742055683,2.0318438575571505,1.086044654696285,0.9709516661526518,0.07206455206163065,0.01140729538612014,0.15866547302098583,0.15792000651864846,1.0850287060961896,2.0634693404362494,1.851484422046565,1.9520450677129795
free_run3,2,19,increasing,21,22,23,14.183999999999997,0.6879999999999953,0.5600000000000023,0.7439999999999998,1.9701185375285488,1.955766693239572,0.9709516661526518,1.0144788102216473,0.09098746655267675,0.0142276843987873,0.15792000651864846,0.15481942755604908,1.0164122037721588,1.9718882239038427,1.9520450677129795,1.928050461611982
free_run3,2,20,decreasing,22,23,24,14.835999999999999,0.5600000000000023,0.7439999999999998,0.5500000000000043,1.969622478513675,1.9909063023843478,1.0144788102216473,1.007133274431991,0.12721136819460996,0.019623450324607866,0.15481942755604908,0.15369781588067902,1.060373359318539,2.0394447087833782,1.928050461611982,1.918603532211572
free_run3,2,21,increasing,23,24,25,15.483,0.7439999999999998,0.5500000000000043,0.8179999999999978,1.9678205048405248,2.0401492569328252,1.007133274431991,1.0663782596885074,0.07821891979291402,0.012070169320964493,0.15369781588067902,0.15492749760921523,1.080324091767565,2.0584908414794008,1.918603532211572,1.8922729578450643
free_run3,2,22,decreasing,24,25,26,16.167,0.5500000000000043,0.8179999999999978,0.554000000000002,1.966807081092258,2.099706132853448,1.0663782596885074,1.0687636696230194,0.12565935940761702,0.019279842638949794,0.15492749760921523,0.151931342509639,1.1261914268049493,2.1109027864175327,1.8922729578450643,1.856473012289426
free_run3,2,23,increasing,25,26,27,16.853,0.8179999999999978,0.554000000000002,0.6679999999999993,1.9707361614285384,1.9888757166552065,1.0687636696230194,0.9496452433321467,0.04482955945766388,0.006760285352767005,0.151931342509639,0.14966811260663454,1.0648637885890628,1.9983908249734392,1.856473012289426,1.896853650496794
free_run3,2,24,decreasing,26,27,28,17.464000000000002,0.554000000000002,0.6679999999999993,0.6580000000000013,1.9768634556862708,1.9531459678505494,0.9496452433321467,1.0263596873397212,0.1375893591639529,0.020254140084399047,0.14966811260663454,0.14474622593627567,1.0840374180358503,1.9885484290385378,1.896853650496794,1.7719282493781314
free_run3,2,25,increasing,27,28,29,18.127000000000002,0.6679999999999993,0.6580000000000013,0.6579999999999941,1.9794877431571958,2.024540274044909,1.0263596873397212,1.0191596961911475,0.05205905096636043,0.007607114297992351,0.14474622593627567,0.14750321606403757,1.1427391124782162,2.0351646737375,1.7719282493781314,1.789977791142199
free_run3,2,26,decreasing,28,29,30,18.785,0.6580000000000013,0.6579999999999941,0.6960000000000051,1.9800123988767924,2.046064650034062,1.0191596961911475,1.0475593316237686,0.05814611022566122,0.008459909134800032,0.14750321606403757,0.14348474863274718,1.1603745961117444,2.0511770365210116,1.789977791142199,1.745392671800067
free_run3,2,27,increasing,29,30,31,19.462,0.6579999999999941,0.6960000000000051,0.597999999999999,1.9792803900351952,2.029297424936094,1.0475593316237686,1.0029812943054457,0.02130221380336213,0.003066222639047131,0.14348474863274718,0.14439355991781186,1.1497446317812945,2.0314697683561245,1.745392671800067,1.7883829374998468
free_run3,2,28,decreasing,30,31,32,20.109,0.6960000000000051,0.597999999999999,0.7280000000000015,1.9776208921112015,2.0077242272344673,1.0029812943054457,1.0274626954838502,0.04593082180780624,0.00655387147390621,0.14439355991781186,0.14098654938353478,1.135150730352162,2.013629026974987,1.7883829374998468,1.7593908922369175
free_run3,2,29,increasing,31,32,33,20.772000000000002,0.597999999999999,0.7280000000000015,0.5499999999999972,1.975809259281501,1.995549896340164,1.0274626954838502,0.9925196352658717,0.08132822887190874,0.011447531675380412,0.14098654938353478,0.14052779893481301,1.1322716220063662,2.009192223781292,1.7593908922369175,1.7895671223091634
free_run3,2,30,decreasing,32,33,34,21.411,0.7280000000000015,0.5499999999999972,0.7999999999999972,1.9721698812981279,2.0140591814701665,0.9925196352658717,1.0499607824397936,0.04562555342164769,0.006419014354973212,0.14052779893481301,0.1408502391857118,1.1334278881966597,2.0197105741748627,1.7895671223091634,1.774330669880021
free_run3,2,31,increasing,33,34,35,22.086,0.5499999999999972,0.7999999999999972,0.5480000000000018,1.9706324516871154,2.0674574391666893,1.0499607824397936,1.048307149154126,0.07161686126852781,0.010023176848556517,0.1408502391857118,0.13906085077324523,1.170093453205149,2.0682700602677646,1.774330669880021,1.760891332434936
free_run3,2,32,decreasing,34,35,36,22.759999999999998,0.7999999999999972,0.5480000000000018,0.730000000000004,1.9726630327219532,2.0125122786717173,1.048307149154126,0.9920943236658707,0.045417024047087716,0.0062563686641249495,0.13906085077324523,0.13644679400939996,1.1464902514940207,2.016161684476698,1.760891332434936,1.7562108528638682
free_run3,2,33,increasing,35,36,37,23.399,0.5480000000000018,0.730000000000004,0.5939999999999941,1.976936351342057,1.9940039152428635,0.9920943236658707,1.0251723565580222,0.07910533663191273,0.010699079114634786,0.13644679400939996,0.13405528764961558,1.16258286218637,2.006860121817439,1.7562108528638682,1.6962056364748939
free_run3,2,34,decreasing,36,37,38,24.061,0.730000000000004,0.5939999999999941,0.6980000000000004,1.979548600233718,2.0046533448341397,1.0251723565580222,1.0001917538229583,0.032926499662070854,0.0044192927513245035,0.13405528764961558,0.13437851470898954,1.1821820658600046,2.0077727228954805,1.6962056364748939,1.7005177293712652
free_run3,2,35,increasing,37,38,39,24.706999999999997,0.5939999999999941,0.6980000000000004,0.6460000000000008,1.9817431513529205,2.0200596935928097,1.0001917538229583,1.0384777803331013,0.027366855955212287,0.003635166385671254,0.13437851470898954,0.13128345184065357,1.2064606114025438,2.0224617654034076,1.7005177293712652,1.6522013669484066
free_run3,2,36,decreasing,38,39,40,25.378999999999998,0.6980000000000004,0.6460000000000008,0.652000000000001,1.9831691404978047,2.024626745197505,1.0384777803331013,1.0033316688491238,0.020466376887994908,0.0026919976749562816,0.13128345184065357,0.13178193483610046,1.2201712124433357,2.0259553770725716,1.6522013669484066,1.668570925352591
free_run3,2,37,increasing,39,40,41,26.028,0.6460000000000008,0.652000000000001,0.6799999999999997,1.9835371807706483,2.0153875437863094,1.0033316688491238,1.0287830435186944,0.03405449716198698,0.0044265172455068185,0.13178193483610046,0.12818474295398466,1.2231344858197508,2.018382888791431,1.668570925352591,1.6317740689081188
free_run3,2,38,decreasing,40,41,42,26.694,0.652000000000001,0.6799999999999997,0.6180000000000021,1.9834958530066051,2.0153848277978272,1.0287830435186944,1.003371271039498,0.022850303963621883,0.002940497167216254,0.12818474295398466,0.12918576484298655,1.228625887456348,2.0171913663278573,1.6317740689081188,1.6518802752211499
free_run3,2,39,increasing,41,42,43,27.343,0.6799999999999997,0.6180000000000021,0.7160000000000011,1.9828864498047483,2.016925684593638,1.003371271039498,1.0309617436343796,0.02970601544500576,0.0037996056289423194,0.12918576484298655,0.1266281214708117,1.2320050386738093,2.0192110898259528,1.6518802752211499,1.6260463994936398
free_run3,2,40,decreasing,42,43,44,28.01,0.6180000000000021,0.7160000000000011,0.5739999999999981,1.9815663214472428,2.010827922212845,1.0309617436343796,0.9985720655032637,0.03268812085227907,0.0041366204331839025,0.1266281214708117,0.12646813033746504,1.2303578019028574,2.0130432676598393,1.6260463994936398,1.6462427907670947
free_run3,2,41,increasing,43,44,45,28.655,0.7160000000000011,0.5739999999999981,0.7560000000000002,1.9794368168096754,2.007745339570374,0.9985720655032637,1.0300305375404895,0.02889224745279127,0.003636899463054313,0.12646813033746504,0.12528794845127272,1.2248377762015303,2.009315825987566,1.6462427907670947,1.6347073318178904
free_run3,2,42,decreasing,44,45,46,29.32,0.5739999999999981,0.7560000000000002,0.5600000000000023,1.9782823902447018,2.027598419593705,1.0300305375404895,1.0198268838187565,0.026029802528467476,0.0032499552894061667,0.12528794845127272,0.12442238153312538,1.2408975680345722,2.0285854043284104,1.6347073318178904,1.634837966012676
free_run3,2,43,increasing,45,46,47,29.978,0.7560000000000002,0.5600000000000023,0.7619999999999933,1.9776572249602067,2.0214624664572645,1.0198268838187565,1.0244732516589061,0.03540405187167802,0.004385751627236293,0.12442238153312538,0.1233318384150573,1.2403560084168428,2.022964713270908,1.634837966012676,1.627071839790524
free_run3,2,44,decreasing,46,47,48,30.639,0.5600000000000023,0.7619999999999933,0.5660000000000025,1.9781362303267849,2.030655701540083,1.0244732516589061,1.028626702134086,0.026486252909200685,0.0032485572511938977,0.1233318384150573,0.12196954584118283,1.2546761827242812,2.031418723326199,1.627071839790524,1.6110843495066616
free_run3,2,45,increasing,47,48,49,31.302999999999997,0.7619999999999933,0.5660000000000025,0.7420000000000044,1.9791382962374702,2.0199467792558496,1.028626702134086,1.0126119350000244,0.0319418911157495,0.0038792172000598614,0.12196954584118283,0.12092259764540908,1.2574875549698654,2.021145439486116,1.6110843495066616,1.6034928946149332
free_run3,2,46,decreasing,48,49,50,31.957,0.5660000000000025,0.7420000000000044,0.5879999999999939,1.980886664083489,2.0214822907910546,1.0126119350000244,1.0283753940013023,0.02678774457768907,0.0032134540427107817,0.12092259764540908,0.11899711887952732,1.2728663318475435,2.022933337826046,1.6034928946149332,1.5750550600470354
free_run3,2,47,increasing,49,50,51,32.622,0.7420000000000044,0.5879999999999939,0.7000000000000028,1.982766817841801,2.006219206399517,1.0283753940013023,0.9952808305700201,0.020974158327175925,0.0024876394352045,0.11899711887952732,0.11821282264945408,1.2760705271877533,2.0069846679200114,1.5750550600470354,1.5705150713203444
free_run3,2,48,decreasing,50,51,52,33.266,0.5879999999999939,0.7000000000000028,0.6240000000000023,1.9847689835640978,2.0016025294253668,0.9952808305700201,1.021681895067742,0.0405257814824377,0.004736985881631759,0.11821282264945408,0.1155635887287983,1.289561490720992,2.003906907192923,1.5705150713203444,1.5373738065842555
free_run3,2,49,increasing,51,52,53,33.928,0.7000000000000028,0.6240000000000023,0.6659999999999968,1.98610578584728,2.0031236351069555,1.021681895067742,0.9954550060791578,0.018463639529928914,0.002136972871877588,0.1155635887287983,0.11591546158667496,1.3006541392668605,2.0038551554863937,1.5373738065842555,1.5439298159389563
free_run3,2,50,decreasing,52,53,54,34.573,0.6240000000000023,0.6659999999999968,0.6720000000000041,1.987007252344779,2.0139078201560836,0.9954550060791578,1.031621460581505,0.01746741467561677,0.002008991380017571,0.11591546158667496,0.1141118684247864,1.314506180347767,2.0150121022544982,1.5439298159389563,1.5218786715059713
free_run3,2,51,increasing,53,54,55,35.242000000000004,0.6659999999999968,0.6720000000000041,0.6280000000000001,1.9872750420090692,2.0215275295304096,1.031621460581505,1.0028503531305137,0.013560823575358741,0.0015459822691791215,0.1141118684247864,0.11389526706930155,1.3267338708152634,2.0219074959771053,1.5218786715059713,1.5260686832030255
free_run3,2,52,decreasing,54,55,56,35.892,0.6720000000000041,0.6280000000000001,0.6979999999999933,1.986931946843975,2.012295790173697,1.0028503531305137,1.0226803082190206,0.02428777184010666,0.002738580871856118,0.11389526706930155,0.11161581644095031,1.3263587786333597,2.013333099970942,1.5260686832030255,1.5098114005333223
free_run3,2,53,increasing,55,56,57,36.555,0.6280000000000001,0.6979999999999933,0.6020000000000039,1.986459745177274,2.0122950059080673,1.0226803082190206,1.0033310527396055,0.018660405799479557,0.002084100995297051,0.11161581644095031,0.11175563835937102,1.330081769914474,2.0130156907208603,1.5098114005333223,1.5170937661321822
free_run3,2,54,decreasing,56,57,58,37.205,0.6979999999999933,0.6020000000000039,0.7239999999999966,1.985663386334668,2.012295522419168,1.0033310527396055,1.023493369030753,0.022838551604894643,0.0025342104570036154,0.11175563835937102,0.11016828228544744,1.3321756936613423,2.0131437003691355,1.5170937661321822,1.5052458696199542
free_run3,2,55,increasing,57,58,59,37.867999999999995,0.6020000000000039,0.7239999999999966,0.5840000000000032,1.984931883197865,2.01840766493416,1.023493369030753,1.0102365357782352,0.017372842929434352,0.001911629922945195,0.11016828228544744,0.1099027712214453,1.3400461220642603,2.018879746641264,1.5052458696199542,1.5079037726196745
free_run3,2,56,decreasing,58,59,60,38.522,0.7239999999999966,0.5840000000000032,0.7379999999999995,1.9841923818816447,2.0153372099249918,1.0102365357782352,1.0211564161630595,0.025133670846682967,0.0027475456938074265,0.1099027712214453,0.10873188111944312,1.3396737229287963,2.0159826174142923,1.5079037726196745,1.50175833078704
free_run3,2,57,increasing,59,60,61,39.183,0.5840000000000032,0.7379999999999995,0.5739999999999981,1.9837506322564729,2.0183972368695864,1.0211564161630595,1.0137739869327205,0.022781368023315565,0.002467159335271199,0.10873188111944312,0.10786260370220477,1.3463238016592451,2.0191145991548347,1.50175833078704,1.4976903852891739
free_run3,2,58,decreasing,60,61,62,39.839,0.7379999999999995,0.5739999999999981,0.7519999999999953,1.9832024683770957,2.021467836580746,1.0137739869327205,1.0248154852102458,0.028106222383261308,0.003023194241545186,0.10786260370220477,0.10726372671106718,1.3521107005688906,2.0222289215894502,1.4976903852891739,1.493527598177139
free_run3,2,59,increasing,61,62,63,40.501999999999995,0.5739999999999981,0.7519999999999953,0.5760000000000076,1.9831859812107264,2.0337189355029746,1.0248154852102458,1.0261459019425596,0.028450332436194048,0.003035192514207564,0.10726372671106718,0.10610407987007782,1.366500808075356,2.033826485941847,1.493527598177139,1.4831650959258142
free_run3,2,60,decreasing,62,63,64,41.166,0.7519999999999953,0.5760000000000076,0.7259999999999991,1.9840458099518412,2.015360756176863,1.0261459019425596,1.0054208553046249,0.02515392341719303,0.0026529964725346233,0.10610407987007782,0.10483688775020733,1.3637656172769723,2.0158622703156808,1.4831650959258142,1.4731526829909887
free_run3,2,61,increasing,63,64,65,41.817,0.5760000000000076,0.7259999999999991,0.5960000000000036,1.9855481979073537,2.01074974140113,1.0054208553046249,1.0199641174906333,0.02720102557254815,0.0028355690037573707,0.10483688775020733,0.10365297203060084,1.3729936562309886,2.011876003521005,1.4731526829909887,1.4574886850744915
free_run3,2,62,decreasing,64,65,66,42.478,0.7259999999999991,0.5960000000000036,0.7060000000000031,1.9867393740814567,2.010748577392361,1.0199641174906333,1.004205336866715,0.017735893212278583,0.0018328644965156747,0.10365297203060084,0.10303123322236947,1.3827916887903058,2.0111007204053886,1.4574886850744915,1.4512657378924851
free_run3,2,63,increasing,65,66,67,43.129000000000005,0.5960000000000036,0.7060000000000031,0.6199999999999903,1.9879119598070116,2.0138225839806077,1.004205336866715,1.021862843915407,0.020126768630716853,0.0020576973980796346,0.10303123322236947,0.10144246405452376,1.3955238075985996,2.0143906235827136,1.4512657378924851,1.4356654812159189
free_run3,2,64,decreasing,66,67,68,43.792,0.7060000000000031,0.6199999999999903,0.6760000000000019,1.9889477622592089,2.0092401895998164,1.021862843915407,0.9985423449243018,0.010194812779573695,0.001032132215455418,0.10144246405452376,0.10103937406679928,1.4021788511242004,2.0094590201537956,1.4356654812159189,1.4305295388312125
free_run3,2,65,increasing,67,68,69,44.44,0.6199999999999903,0.6760000000000019,0.6479999999999961,1.9897719697595988,2.0077029717064794,0.9985423449243018,1.019480827800407,0.02301309487783239,0.0023048707946416148,0.10103937406679928,0.09927012857743708,1.4112865192936603,2.0084172002940943,1.4305295388312125,1.4156922210128395
free_run3,2,66,decreasing,68,69,70,45.102,0.6760000000000019,0.6479999999999961,0.6460000000000008,1.9902605448051154,2.0061751836758455,1.019480827800407,0.9965116902769571,0.011517296055733576,0.001142376615763585,0.09927012857743708,0.0991057072499112,1.4180928248886524,2.006449715183194,1.4156922210128395,1.4140939255191958
free_run3,2,67,increasing,69,70,71,45.748999999999995,0.6479999999999961,0.6460000000000008,0.686000000000007,1.9904038715368995,2.01233230817671,0.9965116902769571,1.0255224676679615,0.01363149952334329,0.0013422710879017604,0.0991057072499112,0.09783096660657617,1.4265015475468485,2.012791521502725,1.4140939255191958,1.4079030431684556
free_run3,2,68,decreasing,70,71,72,46.415,0.6460000000000008,0.686000000000007,0.6159999999999997,1.9901332924955877,2.0184353821859085,1.0255224676679615,1.0029199384734184,0.010464647920170793,0.00102097407682474,0.09783096660657617,0.09729725645705782,1.4351293102195566,2.0185546978164024,1.4079030431684556,1.4051601190738225
free_run3,2,69,increasing,71,72,73,47.066,0.686000000000007,0.6159999999999997,0.7000000000000028,1.9896709365765044,2.0061412359069952,1.0029199384734184,1.0136358638230458,0.023291866108611503,0.002245637762400981,0.09729725645705782,0.09552866413937909,1.4330676286744881,2.006567570955892,1.4051601190738225,1.3952207294027574
free_run3,2,70,decreasing,72,73,74,47.724000000000004,0.6159999999999997,0.7000000000000028,0.6039999999999992,1.9894169773011103,2.0076708221931336,1.0136358638230458,1.0047150853246658,0.01941450496722462,0.001855993386706213,0.09552866413937909,0.09566790665544503,1.438428287738492,2.008045434879507,1.3952207294027574,1.3967786382356138
free_run3,2,71,increasing,73,74,75,48.376000000000005,0.7000000000000028,0.6039999999999992,0.7199999999999989,1.9889624327789588,2.0138135642712127,1.0047150853246658,1.0202739552752935,0.017876062409921553,0.0017008159010904339,0.09566790665544503,0.0946218632154018,1.4438926810893034,2.014129649407387,1.3967786382356138,1.393081959835823
free_run3,2,72,decreasing,74,75,76,49.038000000000004,0.6039999999999992,0.7199999999999989,0.5919999999999987,1.9884718418564646,2.0199308780114644,1.0202739552752935,1.0113674645253803,0.01381555165098642,0.0013034885295335702,0.0946218632154018,0.09407686738367671,1.451895096418993,2.020031448233317,1.393081959835823,1.389531540568712
free_run3,2,73,increasing,75,76,77,49.694,0.7199999999999989,0.5919999999999987,0.7240000000000038,1.988163257019102,2.0137948394996648,1.0113674645253803,1.0144167183278858,0.02087207957213317,0.001952302423353644,0.09407686738367671,0.09299624304660464,1.452816526098071,2.01409559055371,1.389531540568712,1.383145606714441
free_run3,2,74,decreasing,76,77,78,50.352000000000004,0.5919999999999987,0.7240000000000038,0.5879999999999939,1.988116936408575,2.0137946248128786,1.0144167183278858,1.0114144467651385,0.018525035384160265,0.0017166288222100227,0.09299624304660464,0.09233444988991923,1.4587357295668755,2.0141462633377745,1.383145606714441,1.3783501495262183
free_run3,2,75,increasing,77,78,79,51.008,0.7240000000000038,0.5879999999999939,0.7279999999999944,1.988033822247866,2.013794689329877,1.0114144467651385,1.0145014775956287,0.01947288575993885,0.0017907156366191682,0.09233444988991923,0.09158442671574227,1.4631360277838579,2.0140405835459805,1.3783501495262183,1.3746961090592549
free_run3,2,76,decreasing,78,79,80,51.666,0.5879999999999939,0.7279999999999944,0.5940000000000083,1.9883141896366612,2.0214582575609725,1.0145014775956287,1.0188373861484035,0.016337382270947682,0.0014894909501578107,0.09158442671574227,0.09075701886658111,1.474194569396304,2.0216072597627264,1.3746961090592549,1.3679639193121595
free_run3,2,77,increasing,79,80,81,52.327,0.7279999999999944,0.5940000000000083,0.715999999999994,1.9888689029240432,2.016866205159446,1.0188373861484035,1.0093166085108132,0.020750531349146117,0.0018744640559259537,0.09075701886658111,0.08990958907578253,1.479038576800946,2.0171180998312495,1.3679639193121595,1.3596432323473069
free_run3,2,78,decreasing,80,81,82,52.982,0.5940000000000083,0.715999999999994,0.6020000000000039,1.989482754892904,2.013796937381783,1.0093166085108132,1.0151261090036572,0.018460118927385943,0.0016489550833238974,0.08990958907578253,0.08874094831351248,1.4860481192722155,2.0140718851122097,1.3596432323473069,1.350998312824987
free_run3,2,79,increasing,81,82,83,53.641,0.715999999999994,0.6020000000000039,0.7000000000000028,1.9901007089422058,2.007675898567076,1.0151261090036572,1.0025365042961611,0.014142424072450158,0.0012505233754526819,0.08874094831351248,0.08810615640437487,1.4903330681332834,2.007791702330973,1.350998312824987,1.343421807431531
free_run3,2,80,decreasing,82,83,84,54.292,0.6020000000000039,0.7000000000000028,0.6199999999999903,1.990911074903658,2.0092121422879217,1.0025365042961611,1.0158481112850741,0.019327127708701663,0.0016913447107048416,0.08810615640437487,0.08691671675057885,1.500456979253784,2.0095757085719193,1.343421807431531,1.335196422024582
free_run3,2,81,increasing,83,84,85,54.952,0.7000000000000028,0.6199999999999903,0.686000000000007,1.9915760034097671,2.012270428708558,1.0158481112850741,1.0049338475890635,0.010625124629528472,0.0009216159266463819,0.08691671675057885,0.08656189338922178,1.5101829405887122,2.0123957969519655,1.335196422024582,1.3299055902753005
free_run3,2,82,decreasing,84,85,86,55.605,0.6199999999999903,0.686000000000007,0.632000000000005,1.9920528564507456,2.0107357632175997,1.0049338475890635,1.0138235932151345,0.019209160373503422,0.0016484014392763049,0.08656189338922178,0.08506470633973501,1.5172554984859488,2.0109606407747345,1.3299055902753005,1.3208814957249786
free_run3,2,83,increasing,85,86,87,56.264,0.686000000000007,0.632000000000005,0.6659999999999968,1.992483697035713,2.0046177475898963,1.0138235932151345,0.9983562309633374,0.010890298015717056,0.0009247305925340334,0.08506470633973501,0.08476179265954804,1.5210719128988788,2.004706297870029,1.3208814957249786,1.3150310878548914
free_run3,2,84,decreasing,86,87,88,56.913000000000004,0.632000000000005,0.6659999999999968,0.6659999999999968,1.9929615664961144,2.015382927449608,0.9983562309633374,1.0241443142859252,0.011768315032798191,0.0009933082410977818,0.08476179265954804,0.08404882098045742,1.5319810839273034,2.015640987916116,1.3150310878548914,1.3163865047813417
free_run3,2,85,increasing,87,88,89,57.579,0.6659999999999968,0.6659999999999968,0.6380000000000052,1.993138489194792,2.019962459572828,1.0241443142859252,1.0027719993806405,0.0171624628509443,0.0014354881524747383,0.08404882098045742,0.08323348167527779,1.5402255802195208,2.0200523882974557,1.3163865047813417,1.3066739277165367
free_run3,2,86,decreasing,88,89,90,58.231,0.6659999999999968,0.6380000000000052,0.6820000000000022,1.9930259909699735,2.0107410082639414,1.0027719993806405,1.0150050064127927,0.015045658700482831,0.0012432840087080099,0.08323348167527779,0.08203465758779238,1.541019164525101,2.010892645405105,1.3066739277165367,1.3031477950714547
free_run3,3,0,decreasing,0,1,2,0.5909999999999993,0.21600000000000108,0.40199999999999747,0.43000000000000327,1.8620048092045838,1.783933890359711,0.8058758279899823,1.110267332909561,0.6121120533390891,0.2186619293945736,0.2585758495198306,0.45587480768179256,0.7452159485983072,2.210531086362723,2.3053685925011367,3.6272234045449787
free_run3,3,1,increasing,1,2,3,1.0069999999999997,0.40199999999999747,0.43000000000000327,0.4399999999999977,1.8372058739944914,2.086133222963099,1.110267332909561,1.160717375437125,0.5427314704898838,0.2530044015662231,0.45587480768179256,0.476462509473797,0.5625946557371531,2.0971340789038915,3.6272234045449787,3.82799877902188
free_run3,3,2,decreasing,2,3,4,1.4420000000000002,0.43000000000000327,0.4399999999999977,0.24200000000000088,1.8530052378046453,1.9075199406122783,1.160717375437125,0.8981218568493625,0.5991931025878315,0.23682424736691166,0.476462509473797,0.31401470511395696,0.7457377771635915,2.3470011497600853,3.82799877902188,2.466442032832625
free_run3,3,3,increasing,3,4,5,1.7829999999999995,0.4399999999999977,0.24200000000000088,0.2959999999999994,1.9204685176732879,1.5094667247251399,0.8981218568493625,0.6738557213656761,1.0879751579909613,0.25552976266303234,0.31401470511395696,0.1557198486324535,0.7152167714253889,1.5877328892600673,2.466442032832625,1.9734227821263435
