repetition,auc_grandchild_flip_minus_child_flip
1118,0.0013339587195507763
1119,0.015098237188880037
1120,0.016931363137509425
1121,0.0035812148545149025
1122,0.008263094724686892
1123,0.014574063304739093
1124,0.014739273873582315
1125,0.030851149090414642
1126,0.015801584535758195
1127,0.005179557974733684
1128,0.018492641619160755
1129,0.007598365600935186
1130,0.01775532816086378
1131,0.004856037869209517
1132,-0.0023081145607407594
1133,0.011551337970175268
1134,0.012001239132541974
1135,0.014012360423343528
1136,0.009319191060806475
1137,0.013466978333117052
1138,0.004549472713939906
1139,0.015817329827187643
1140,0.013703494827054796
1141,0.007286917023450856
1142,0.00645384065008614
1143,0.02069418802928269
1144,0.014039348278047759
1145,0.01374862313248193
1146,0.007180787481480766
1147,0.013929384334952277
1148,0.011295977761477727
1149,0.02006376117467501
1150,0.02584329610087699
1151,0.009091717710794978
1152,0.020970727520070676
1153,0.02870486927513871
1154,0.020963783841952632
1155,0.00848022892097261
1156,0.015652676761844342
1157,0.013643716093871938
1158,0.008004062600022066
1159,0.015929507051745118
1160,0.004081274244023159
1161,0.008211618537242171
1162,0.0013115956774250037
1163,0.015543634685355467
1164,0.024038181639015832
1165,0.013470653704983904
1166,0.014239109101368719
1167,0.012476699689519033
1168,0.004922274445872787
1169,0.006109799290248019
1170,0.021096757011468514
1171,0.003964583302004221
1172,0.0019288267751569332
1173,0.00830219256760889
1174,0.022338234504153842
1175,0.015966024960059833
1176,0.009698059259902747
1177,-0.0007460770947588236
1178,0.009169123428410364
1179,0.016944469556839037
1180,0.018795868320105047
1181,0.00941889022559228
1182,-0.00035851944441589456
1183,0.010868740569346613
1184,0.006511413473227368
1185,0.019818075308426497
1186,0.014142218373951132
1187,0.014250984239992381
1188,-0.004025125970925081
1189,0.006882778436619663
1190,0.0015842705444698568
1191,0.004317297515587959
1192,0.01198595763704935
1193,0.012727470247010153
1194,-0.0011313751194970134
1195,0.014147843943213001
1196,0.016581106167769755
1197,0.01199089118280583
1198,0.012991097200333313
1199,0.011464083109897882
1200,0.010298303902195327
1201,0.013497290940228446
1202,0.0072787341914472
1203,0.010150178042264035
1204,0.01936325429806529
1205,0.01361210934238899
1206,0.014816562890142992
1207,0.003907551204310633
1208,0.012857104155613586
1209,0.021160949859627798
1210,0.009054438656709296
1211,0.019767873442721573
1212,0.0026862333215235124
1213,0.01364503782014126
1214,-0.0030809816696523162
1215,0.01072951893263685
1216,0.00751123909173651
1217,0.008702444145987198
1218,0.007940260215592687
1219,0.005607713193309993
1220,0.017856105074403605
1221,0.02235888871675673
