replicate,shifted_di_ara_brier,improvement_over_child_state
542,0.08004459358211025,-0.006889440828711013
543,0.08183814238731199,-0.008682989633912758
544,0.08292292691699907,-0.009767774163599835
545,0.08090045307118511,-0.007745300317785878
546,0.08206507442403348,-0.008909921670634244
547,0.08187403252747967,-0.008718879774080437
548,0.07928352148137187,-0.006128368727972636
549,0.0811192673500085,-0.00796411459660927
550,0.08088434133396767,-0.0077291885805684385
551,0.08195159441059366,-0.008796441657194426
552,0.08194947931730658,-0.008794326563907343
553,0.0812803744339468,-0.008125221680547565
554,0.08085680564878965,-0.007701652895390418
555,0.08243451214686193,-0.009279359393462694
556,0.08063453091776734,-0.007479378164368111
557,0.08192037477581286,-0.00876522202241363
558,0.08095930418322181,-0.007804151429822576
559,0.08243769681772373,-0.009282544064324494
560,0.08219529592771949,-0.009040143174320253
561,0.08232340819766859,-0.009168255444269358
562,0.080907592802271,-0.007752440048871767
563,0.08117494436222776,-0.008019791608828528
564,0.08035634529050126,-0.007201192537102025
565,0.07960746164465403,-0.006452308891254796
566,0.08097016250471417,-0.007815009751314939
567,0.08198386662850596,-0.008828713875106725
568,0.08248947159846232,-0.009334318845063083
569,0.08119975428423981,-0.008044601530840578
570,0.08086810908034982,-0.007712956326950585
571,0.08150985933263713,-0.008354706579237897
572,0.08214830544881098,-0.008993152695411746
573,0.08338129688145303,-0.010226144128053796
574,0.08231458603529812,-0.009159433281898888
575,0.0828707653609491,-0.00971561260754987
576,0.08106411945341359,-0.007908966700014355
577,0.0832742768675681,-0.010119124114168862
578,0.08258684790626186,-0.00943169515286263
579,0.08193810202947799,-0.008782949276078755
580,0.08127985763700898,-0.008124704883609751
581,0.08118650954059761,-0.00803135678719838
582,0.08352750532294369,-0.010372352569544455
583,0.08239544486363648,-0.009240292110237247
584,0.08275117360679876,-0.009596020853399528
585,0.08181217161244465,-0.00865701885904542
586,0.08262778947252969,-0.009472636719130456
587,0.0819091953561353,-0.008754042602736073
588,0.07986312519783194,-0.0067079724444327055
589,0.08258489016762403,-0.0094297374142248
590,0.08069896245769463,-0.007543809704295398
591,0.08211404618233432,-0.008958893428935091
592,0.08269610920626783,-0.009540956452868593
593,0.08180845046428036,-0.008653297710881122
594,0.0844467843051372,-0.011291631551737971
595,0.08179071858923691,-0.008635565835837675
596,0.0807101296295135,-0.007554976876114269
597,0.07871151756956211,-0.0055563648161628815
598,0.08181364964270503,-0.008658496889305797
599,0.07977566611067352,-0.006620513357274288
600,0.08026729170093694,-0.007112138947537705
601,0.07943432284799397,-0.006279170094594735
602,0.0817805603429513,-0.008625407589552062
603,0.07963988433862836,-0.006484731585229123
604,0.08164263874910459,-0.008487485995705354
605,0.08160467726648478,-0.008449524513085546
606,0.07989884216702961,-0.006743689413630377
607,0.079536482499448,-0.0063813297460487695
608,0.08001081803011449,-0.006855665276715259
609,0.08328458758615274,-0.010129434832753512
610,0.08048151015086177,-0.007326357397462541
611,0.08087273814874985,-0.007717585395350612
612,0.08107701099656173,-0.007921858243162494
613,0.08256130229046031,-0.009406149537061079
614,0.08269078043508118,-0.009535627681681952
615,0.0824304525311687,-0.00927529977776946
616,0.08041740175278164,-0.007262248999382409
617,0.08020806287795808,-0.007052910124558845
618,0.08219391638728273,-0.009038763633883493
619,0.08269704055631526,-0.009541887802916024
620,0.08219887760071903,-0.0090437248473198
621,0.08133772472953779,-0.008182571976138558
622,0.08157554503620963,-0.008420392282810399
623,0.08137977993030078,-0.008224627176901547
624,0.08275099897202634,-0.009595846218627108
625,0.08196510168935722,-0.00880994893595799
626,0.08221432919890326,-0.009059176445504025
627,0.0829392838956076,-0.009784131142208372
628,0.08008324736605005,-0.006928094612650815
629,0.07994065082461757,-0.006785498071218338
630,0.08266307213161544,-0.009507919378216212
631,0.07977261021010493,-0.006617457456705694
632,0.08266971292468227,-0.009514560171283035
633,0.0821980714851695,-0.009042918731770266
634,0.08115011659191917,-0.007994963838519942
635,0.08315827921775569,-0.010003126464356457
636,0.0818050857089332,-0.00864993295553397
637,0.08179730963514194,-0.008642156881742705
638,0.08120798715679237,-0.008052834403393133
639,0.08023471716421372,-0.00707956441081449
640,0.08242209062310721,-0.009266937869707975
641,0.08392572006913875,-0.010770567315739513
642,0.08230099886030696,-0.009145846106907732
643,0.07894515947573714,-0.005790006722337912
644,0.08370119729950984,-0.010546044546110606
645,0.07960175755816726,-0.006446604804768025
646,0.08166495806299667,-0.00850980530959744
647,0.0823762766675028,-0.009221123914103568
648,0.08132144431929111,-0.008166291565891881
649,0.08171103549546442,-0.008555882742065188
650,0.08400306678460137,-0.010847914031202138
651,0.08025318820015225,-0.007098035446753012
652,0.08320213835947746,-0.010046985606078224
653,0.08076170747264784,-0.007606554719248607
654,0.0818416211286747,-0.008686468375275466
655,0.08163702345600143,-0.008481870702602201
656,0.08135548443550597,-0.008200331682106737
