model,replicate,time,native,ara_fixed_lineage,causal_state_space,repeated_reselection,compressed_parent
Resistive capacitor coupling,0,1.8359999999999999,-0.0003847381154617129,0.0019233124480489763,-0.005640981915069305,-0.05845429323048316,-0.016659135856187973
Resistive capacitor coupling,0,1.8887999999999998,-0.00029461275066021485,0.025197080513416813,0.011957268800160153,-0.03511599460712115,-0.00914956803704071
Resistive capacitor coupling,0,1.9415999999999998,-0.00022559936061291794,0.0068753078984092626,-0.07464117556167943,-0.03453380013122723,-0.013201584191563082
Resistive capacitor coupling,0,1.9943999999999997,-0.0001727524399229339,-0.014190666039335758,-0.04146428555419131,-0.0322624698195755,-0.018127517866124206
Resistive capacitor coupling,0,2.0471999999999997,-0.00013228497376166091,-0.038602906183794486,-0.10355807091979936,0.010610882952356878,-0.013022105371136058
Resistive capacitor coupling,0,2.0999999999999996,-0.00010129706006428463,-0.05931072582967272,0.002293701987797542,0.006940839370774823,-0.02192949280833258
Resistive capacitor coupling,0,2.1527999999999996,-7.756810230127848e-05,-0.027280883107365553,0.08888529798039364,0.016373890998003956,-0.009087278024841194
Resistive capacitor coupling,0,2.2056,-5.9397681342412165e-05,0.013954691320107994,0.011019047271557128,0.013954691320107994,0.012332568256573232
Resistive capacitor coupling,0,2.2584,-4.5483703277294715e-05,0.046640600277047396,-0.14067808159554446,0.046640600277047396,0.019028454120479318
Resistive capacitor coupling,0,2.3112,-3.4829091255115316e-05,0.017964974730548703,-0.011042603636597923,0.03980161895312628,0.03183115301343168
Resistive capacitor coupling,0,2.364,-2.6670334872726317e-05,-0.00921887955505878,0.02066281633310185,0.05175071487078027,0.01891650500225884
Resistive capacitor coupling,0,2.4168,-2.0422776954274404e-05,-0.025717974084473735,-0.09042157335679903,0.008253987008854574,-0.005050431146473381
Resistive capacitor coupling,0,2.4696,-1.563871696829458e-05,-0.048778873973778177,-0.04158648184802122,-0.029604112800051027,-0.028114613754709913
Resistive capacitor coupling,0,2.5223999999999998,-1.1975328769535391e-05,-0.02196176942063923,0.029753188802143695,-0.033636942104821474,-0.02252452379056596
Resistive capacitor coupling,0,2.5751999999999997,-9.170093648297782e-06,-0.011783769807060121,-0.024140439068021075,-0.017001265515400998,-0.01607794738879884
Resistive capacitor coupling,0,2.6279999999999997,-7.0219882173497e-06,-0.007836070719509066,0.03960938096659449,0.007257904319001009,-0.009026855385970103
Resistive capacitor coupling,0,2.6807999999999996,-5.377079058919366e-06,-0.001868248923079283,-0.03961016273444669,0.050603314500333806,0.008461391827181598
Resistive capacitor coupling,0,2.7335999999999996,-4.117491842898754e-06,-0.003998975890486071,0.02326819442864694,-0.0008843220776187234,-0.0077828793431941
Resistive capacitor coupling,0,2.7863999999999995,-3.1529644423259418e-06,0.004473213615480826,0.09163924437683277,-0.05207117747798472,-0.019566218969806568
Resistive capacitor coupling,0,2.8392,-2.4143787416883053e-06,-0.010973807662799913,-0.012322800741018422,-0.04721620009392502,-0.019002023918521786
Resistive capacitor coupling,0,2.892,-1.848807626899535e-06,-0.004943747301437299,0.028360643310454577,-0.04368248392943766,-0.013968832361686773
Resistive capacitor coupling,0,2.9448,-1.4157222238007836e-06,0.018391732752301083,0.1848688450168671,0.01872402661914814,0.013677265482669848
Resistive capacitor coupling,0,2.9976,-1.0840875955959232e-06,0.04984038223051715,0.026433919482958507,0.04727689277857529,0.0320848084588654
Resistive capacitor coupling,0,3.0504,-8.30138776637626e-07,0.028326848341934486,-0.12921833621744233,0.03913428674802923,0.027197000853466064
Resistive capacitor coupling,0,3.1031999999999997,-6.356777729738785e-07,0.008881223362190455,-0.14000008888178936,-0.02173194885625863,0.0030571134426376767
Resistive capacitor coupling,0,3.1559999999999997,-4.867694925537244e-07,-0.023062346632967787,-0.03472257500617626,-0.03060669771793619,-0.01845098852679505
Resistive capacitor coupling,0,3.2087999999999997,-3.727431553456854e-07,-0.03794717562652877,-0.06986417007348546,-0.016742905132262755,-0.02048290219457954
Resistive capacitor coupling,0,3.2615999999999996,-2.854276243322385e-07,-0.02755017836681463,0.10873862503150972,-0.023557831984928574,-0.022975899315503215
Resistive capacitor coupling,0,3.3143999999999996,-2.1856586113897608e-07,0.016776410398156215,-0.008929087743674517,0.014250466435983638,0.008823235540097368
Resistive capacitor coupling,0,3.3671999999999995,-1.673665461340562e-07,0.027528244798017583,-0.0859192826203368,0.047324017039869014,0.034001765131687435
Resistive capacitor coupling,0,3.4199999999999995,-1.2816073205029746e-07,0.006879071367603178,-0.023379699122180506,0.0505318727392575,0.03342239468196448
Resistive capacitor coupling,0,3.4728,-9.813892691808092e-08,-0.001471720050103588,0.11419645673585305,0.00639270696648464,0.008548715409044021
Resistive capacitor coupling,0,3.5256,-7.514976563038811e-08,0.0101673926881952,0.009705011559721671,-0.012976958721480773,-0.006020436529462561
Resistive capacitor coupling,0,3.5784,-5.7545842936212064e-08,0.010916703498341111,-0.04825682884313427,-0.04989429355859898,-0.019176440333800098
Resistive capacitor coupling,0,3.6311999999999998,-4.40656602381784e-08,0.0003766156239737089,-0.013039436575289502,-0.06775646065725824,-0.030214686983055586
Resistive capacitor coupling,0,3.6839999999999997,-3.3743226497577487e-08,-0.006695432046978056,-0.06894007002643082,-0.06515400320613748,-0.027779563993237874
Resistive capacitor coupling,0,3.7367999999999997,-2.583883523622308e-08,-0.02087150170069647,0.0287994380532026,-0.010311186021932955,-0.009421233447314816
Resistive capacitor coupling,0,3.7895999999999996,-1.978605710444422e-08,-0.011998969570576537,-0.06307197668412128,0.04371476525700597,0.013660106683511903
Resistive capacitor coupling,0,3.8423999999999996,-1.5151149506662997e-08,-0.015598417836788113,-0.046858273989242805,0.05714652193957557,0.017320617836351467
Resistive capacitor coupling,0,3.8951999999999996,-1.1601974570198428e-08,-0.009654698531959379,0.06131408765135775,0.03996342685121166,0.009183295405929309
Resistive capacitor coupling,0,3.9479999999999995,-8.884198117910297e-09,-0.0022562726679192535,0.003564355458511667,0.0028263243318125434,-0.0059807523255027695
Resistive capacitor coupling,0,4.0008,-6.803064057657162e-09,-0.004530639906394504,-0.02224216641797483,-0.03729113552352,-0.017864401869683147
Resistive capacitor coupling,0,4.053599999999999,-5.209438146210415e-09,0.005833444962567913,-0.022235756027901447,-0.060366578980656845,-0.01939458489538286
Resistive capacitor coupling,0,4.1064,-3.989121015004574e-09,0.002169454253049706,0.0015536999873172613,-0.052606578961070974,-0.014237436017512433
Resistive capacitor coupling,0,4.159199999999999,-3.054664634719683e-09,-0.018710714173403347,-0.15457043344803387,-0.011749100938160196,-0.00965370852280237
Resistive capacitor coupling,0,4.212,-2.339105781827848e-09,-0.03212854254671906,0.012201766126550766,0.015202443356812124,-0.005300263020960701
Resistive capacitor coupling,0,4.264799999999999,-1.7911674481749084e-09,-0.01727848095005218,0.05226693941351122,0.03557865445142244,0.0012529322697696014
Resistive capacitor coupling,0,4.3176,-1.3715843260347246e-09,0.011286469628546295,0.06207377583517452,0.031109348966157316,0.005998353953301602
Resistive capacitor coupling,0,4.370399999999999,-1.0502890533183889e-09,0.023847494347678806,0.00737703863667355,0.0062991370101901645,0.007921856261595113
Resistive capacitor coupling,0,4.4232,-8.042575834140841e-10,0.04229843348666746,-0.10501612609563743,-0.0055257333700825485,0.01681322827711493
Resistive capacitor coupling,0,4.476,-6.158592802830124e-10,0.016398583823874106,-0.06832776584728964,0.029785096456696986,0.02830614296680342
Resistive capacitor coupling,0,4.5287999999999995,-4.715935055320183e-10,0.0008946740682472787,0.07413793924509259,0.056942263960856554,0.03167776746153955
Resistive capacitor coupling,0,4.5816,-3.6112216150042694e-10,0.014762532731234002,0.11671578677994884,0.042849386583397375,0.027513066258576552
Resistive capacitor coupling,0,4.634399999999999,-2.7652886223175016e-10,0.004311348782858296,-0.14531006992199835,0.03145727352417465,0.00837185782767057
Resistive capacitor coupling,0,4.6872,-2.1175164473093307e-10,-0.008992958897837501,0.12076612123641543,-0.010089653010987234,-0.011600085313442013
Resistive capacitor coupling,0,4.739999999999999,-1.6214856808188605e-10,0.010454841944925805,0.006144605978334543,-0.05417093853565292,-0.017917317097849283
Resistive capacitor coupling,0,4.7928,-1.2416507161143234e-10,0.010581648495153693,0.03299280914826571,-0.08499753541349303,-0.026951763471853546
Resistive capacitor coupling,0,4.845599999999999,-9.507925471712711e-11,0.036780153429252845,0.11840505345924608,-0.05837623596532876,-0.00403816852780164
Resistive capacitor coupling,0,4.8984,-7.280682530652707e-11,0.055591318215222146,0.1568739205658051,-0.02416761541315764,0.011420751053082587
Resistive capacitor coupling,0,4.951199999999999,-5.575173919091655e-11,0.04073998585969302,-0.05430041751276075,0.011491583318022879,0.020120847384257526
Resistive capacitor coupling,0,5.004,-4.269182744845979e-11,-0.007090815863758939,-0.051965336992304434,0.04907260436753057,0.017144457771909222
Resistive capacitor coupling,0,5.0568,-3.2691215688855356e-11,-0.02994304962090123,0.03848618926981277,0.08872312352081234,0.021560099660788885
Resistive capacitor coupling,0,5.1095999999999995,-2.503325921228874e-11,0.0059920223918169604,0.12160539670908743,0.07803420124046898,0.03056585633968718
Resistive capacitor coupling,0,5.1624,-1.9169188230176615e-11,0.02317977711124938,0.00816627495010964,0.008216013875304497,0.005875526027934605
Resistive capacitor coupling,0,5.215199999999999,-1.4678782911163406e-11,0.03403417805247857,-0.07906125252209184,-0.06678672195123968,-0.016326830073427195
Resistive capacitor coupling,0,5.268,-1.124026041692533e-11,-0.0041705727594881295,-0.2466924579288215,-0.1134132411325172,-0.04599875708773138
Resistive capacitor coupling,0,5.320799999999999,-8.607215932665959e-12,-0.05222663564943797,0.08420629947263816,-0.10189074206693714,-0.054737876013899206
Resistive capacitor coupling,0,5.3736,-6.590965283974601e-12,-0.07529094683199107,-0.05634531223210594,-0.023832863952216704,-0.03595915717879197
Resistive capacitor coupling,0,5.426399999999999,-5.047023764232018e-12,-0.04507709571360671,0.06126635463365821,0.05432703839149184,-0.005463272323263182
Resistive capacitor coupling,0,5.4792,-3.864752398571198e-12,-0.0015453567833570657,-0.00709869644556364,0.09195837555794645,0.023807723131862052
Resistive capacitor coupling,0,5.531999999999999,-2.9594295145065978e-12,0.01227381034102522,-0.12201425056512075,0.07491074612373186,0.028471392860492845
Resistive capacitor coupling,0,5.5847999999999995,-2.2661796007019085e-12,-0.013580406906440202,0.017159739973522825,0.018813607675287745,0.006954352674037556
Resistive capacitor coupling,0,5.6376,-1.7353243131431899e-12,-0.01852755962258534,0.03560033678251986,-0.06419435608017635,-0.019154108432993273
Resistive capacitor coupling,0,5.6903999999999995,-1.3288225131091168e-12,-0.023764083685914508,0.05202881497980148,-0.11203372194293786,-0.04222205901322445
Resistive capacitor coupling,0,5.7432,-1.0175442454723956e-12,-0.002457793459364278,0.012269544346226041,-0.09246186953657509,-0.027804705228815136
Resistive capacitor coupling,0,5.795999999999999,-7.791832855432506e-13,0.01046345478117164,-0.08289129227367593,-0.05338769400477089,-0.009931080104033875
Resistive capacitor coupling,0,5.8488,-5.966586663749029e-13,-0.008986385040524762,0.0370777855633427,0.05262092645118249,0.01660119472887835
Resistive capacitor coupling,0,5.901599999999999,-4.568906586423014e-13,-0.03102197467904158,0.09612951003171,0.07560462468652246,0.022909048819339434
Resistive capacitor coupling,0,5.9544,-3.4986347450131997e-13,-0.02926929240038814,-0.021347221090062846,0.037736068835098294,0.009705112992244084
Resistive capacitor coupling,0,6.007199999999999,-2.679075359454971e-13,-0.015316595730434115,0.06266524729225165,0.0005864984844485186,-0.008216262212808854
Resistive capacitor coupling,0,6.06,-2.0514987496271716e-13,0.000849240927387617,0.1374766998296765,-0.017602098127340714,-0.015241420842243503
Resistive capacitor coupling,0,6.112799999999999,-1.5709327011944174e-13,0.03301101842734261,0.11392463310360729,-0.013072155129079409,-0.0001322985069383368
Resistive capacitor coupling,0,6.1655999999999995,-1.2029398372273932e-13,0.0344991007204506,0.013764509223814198,-0.008302282133271685,0.009489906553708202
Resistive capacitor coupling,0,6.218399999999999,-9.21149737422664e-14,0.0219894224328201,0.01741556667295148,0.0012637679886841426,0.01576815006355294
Resistive capacitor coupling,0,6.271199999999999,-7.053693090933643e-14,0.0018209845446469544,-0.05900458967677419,-0.014105798389283355,0.007805946315169811
Resistive capacitor coupling,0,6.324,-5.401357068824747e-14,-0.022982889719721178,-0.12324681173536099,0.0344127299208847,0.00660538777152226
Resistive capacitor coupling,0,6.376799999999999,-4.1360826780282134e-14,-0.03806452125403868,0.08483755082139505,0.05064458219243718,0.004028270442203968
Resistive capacitor coupling,0,6.4296,-3.167200379223409e-14,-0.028293239461264937,-0.11013425849957523,0.03199041648835325,-9.423371685161278e-05
Resistive capacitor coupling,0,6.482399999999999,-2.4252798937816387e-14,-0.019254788695467883,0.02017054922786838,0.018306842900562295,-0.005473704084700271
Resistive capacitor coupling,0,6.5352,-1.857155168728643e-14,-0.007803135026327112,0.16445660512411417,-0.001955280700326607,-0.004040681856349106
Resistive capacitor coupling,0,6.587999999999999,-1.4221143332804595e-14,0.01881019265617709,0.07061418732568985,-0.00829884379227886,0.0019415442631649006
Resistive capacitor coupling,0,6.6408,-1.0889823503673654e-14,0.03691376902390245,0.017906727123798705,-0.025808783267511702,0.008082822461773139
Resistive capacitor coupling,0,6.693599999999999,-8.338869251915473e-15,0.022474372799892724,-0.035397757720237344,-0.053218604179812,0.0005470853893563636
Resistive capacitor coupling,0,6.7463999999999995,-6.385479186270272e-15,-0.004857859761772722,-0.20902160008502985,-0.08067862765506005,-0.02096717826464713
Resistive capacitor coupling,0,6.799199999999999,-4.889672934024503e-15,-0.0450794380991065,-0.01625027179016818,-0.10009486681884748,-0.05874549341076474
Resistive capacitor coupling,0,6.851999999999999,-3.7442612345813945e-15,-0.02014737197341264,0.07536031695723425,-0.025599679707744145,-0.036117712666912404
Resistive capacitor coupling,0,6.9048,-2.86716352636012e-15,0.009389644864602736,0.0618043096847458,0.03031621031355968,0.01111778228250366
Resistive capacitor coupling,0,6.957599999999999,-2.1955269799597233e-15,0.05217971248759495,0.1856759934566062,0.051474578106598945,0.04568511255926518
Resistive capacitor coupling,0,7.0104,-1.6812220888449267e-15,0.060268625401023394,-0.11563281501836417,0.04419784983567554,0.048692176257240684
Resistive capacitor coupling,0,7.063199999999999,-1.2873938180193656e-15,0.001591320757636426,-0.11436635328805003,0.04537898035772287,0.03148839450472549
Resistive capacitor coupling,0,7.116,-9.85820220790881e-16,-0.05448034677107142,-0.16337937111446033,-0.05448034677107142,-0.0009082817980170915
Resistive capacitor coupling,0,7.168799999999999,-7.548906385706343e-16,-0.05536577087909763,0.04044817993375295,-0.05536577087909763,-0.0238543584637745
Resistive capacitor coupling,0,7.2216,-5.78056609201857e-16,-0.002734180941819985,0.0896443285916618,-0.002734180941819985,-0.0051231617184322375
Resistive capacitor coupling,0,7.274399999999999,-4.4264615718644983e-16,0.031094459359160942,0.048883838275821045,0.031094459359160942,0.013299157869845502
Resistive capacitor coupling,0,7.3271999999999995,-3.3895572900033364e-16,0.029749820451119256,-0.038374217968962385,0.029749820451119256,0.01790554090807989
Resistive capacitor coupling,0,7.379999999999999,-2.595549612857026e-16,-0.003071932581887233,-0.044470192907106895,-0.003071932581887233,-0.0026939063806331854
Resistive capacitor coupling,0,7.432799999999999,-1.9875389443908424e-16,-0.027049287557874287,0.03999613610732041,-0.027049287557874287,-0.01383325745408476
Resistive capacitor coupling,0,7.485599999999999,-1.521955559481377e-16,-0.009492029485520045,0.06189464298239847,-0.009492029485520045,-0.003175031527446283
Resistive capacitor coupling,0,7.538399999999999,-1.1654355172253865e-16,0.016241659371423037,0.03423792518556977,0.016241659371423037,0.008227733453072128
Resistive capacitor coupling,0,7.5912,-8.924308165804349e-17,0.019415812054531977,0.017627530519631847,0.019415812054531977,0.012417080631674243
Resistive capacitor coupling,0,7.643999999999999,-6.833778913262437e-17,-0.0019733835698835327,-0.023143318305565236,-0.0019733835698835327,0.012243135275215769
Resistive capacitor coupling,0,7.6968,-5.2329576353884064e-17,-0.02065004949766272,-0.06721729063858477,-0.02065004949766272,0.005330040237395387
Resistive capacitor coupling,0,7.749599999999999,-4.00713101146195e-17,-0.01961174144056496,0.035567260443554106,-0.020297951147653676,-0.015161760992974322
Resistive capacitor coupling,0,7.8024,-3.068455456687905e-17,0.004777343164668891,0.07408059369291956,-0.051394980513177084,-0.0151889022185299
Resistive capacitor coupling,0,7.855199999999999,-2.349666437328373e-17,0.016117902480371312,-0.008124708573255021,-0.021642354022868092,0.006089431049794872
Resistive capacitor coupling,0,7.9079999999999995,-1.7992542732635323e-17,0.0030771831473621197,-0.09292183976197149,-0.006253412033337833,0.0025018080796369575
Resistive capacitor coupling,0,7.960799999999999,-1.3777768983754963e-17,-0.012524559583840075,0.022826899838555764,0.006504560612340985,-0.0017360632711716478
Resistive capacitor coupling,0,8.013599999999999,-1.0550316306486834e-17,-0.026684043596621996,-0.04323980613656296,0.04196267958264911,0.0068293646584950156
Resistive capacitor coupling,0,8.0664,-8.078893140490283e-18,-0.014048246267510325,-0.008001562699572341,0.05578357646184388,0.012276816288103502
Resistive capacitor coupling,0,8.1192,-6.1864037282421814e-18,0.029456160270786076,0.13475376017041535,0.006243602269755869,0.00931952980770768
Resistive capacitor coupling,0,8.171999999999999,-4.7372304010304894e-18,0.0549247095929628,-0.0030168768934520675,0.010528938017812902,0.017059677239747165
Resistive capacitor coupling,0,8.2248,-3.627530370838921e-18,0.05503149007822665,0.0001427853196282981,0.029981595263844134,0.030153156503304777
Resistive capacitor coupling,0,8.2776,-2.777778096641896e-18,0.024319204943095057,0.03189007165941354,0.01047800369559547,0.010462178781403335
Resistive capacitor coupling,0,8.3304,-2.1270802479917535e-18,0.0026679364478364386,-0.009073017266223353,0.0015349788523357014,-0.0003530806253180905
Resistive capacitor coupling,0,8.383199999999999,-1.6288081340845707e-18,-0.02645763774514867,-0.05939756375170873,0.01704361402447865,-0.007461826795605346
Resistive capacitor coupling,0,8.436,-1.2472588047718098e-18,-0.04016988316748603,0.03739215406937057,0.011862651925571514,-0.00823450962289063
Resistive capacitor coupling,0,8.4888,-9.550869684772588e-19,-0.010921569873871939,0.0610761432721078,0.01551655863476874,0.01233850028131866
Resistive capacitor coupling,0,8.541599999999999,-7.3135795169133915e-19,0.01623211391017615,0.06535621606304526,0.01623211391017615,0.02029206876964334
Resistive capacitor coupling,0,8.594399999999998,-5.600359973760889e-19,0.016912034780580797,-0.00367369669903082,0.020582415614935835,0.01561922217173456
Resistive capacitor coupling,0,8.6472,-4.2884698960027447e-19,0.015181602388824947,-0.12196171237808834,0.000614209170781053,-0.004175515919170811
Resistive capacitor coupling,0,8.7,-3.283893559995795e-19,-0.026425551484452806,0.002727598249295372,-0.026425551484452806,-0.029494250101989052
Resistive capacitor coupling,0,8.752799999999999,-2.514639561196217e-19,-0.02612175964804589,-0.04806979016948538,-0.02612175964804589,-0.018585777556836606
Resistive capacitor coupling,0,8.8056,-1.925574567736194e-19,-0.03127713068243737,-0.09983148234185371,0.017149223560775764,-0.011596392137172598
Resistive capacitor coupling,0,8.8584,-1.4745008819289488e-19,-0.01544490275691243,0.07346559975937239,0.020275990836221107,-0.0020332551536118722
Resistive capacitor coupling,0,8.9112,-1.1290975448938372e-19,-0.01419700506127208,-0.08357134180096709,-0.018480729414514518,-0.012572377733041429
Resistive capacitor coupling,0,8.963999999999999,-8.646040127782117e-20,-0.022681132231171602,0.07207031088206034,-0.03383417383398937,-0.01665662480317641
Resistive capacitor coupling,0,9.0168,-6.620715326861104e-20,-0.01648038903753821,0.02143896569627736,-0.017387587926175164,-0.006378287944455445
Resistive capacitor coupling,0,9.0696,-5.069812769713002e-20,0.017468621043169506,0.2547987364670862,0.0024467316693924644,0.011951711244733867
Resistive capacitor coupling,0,9.122399999999999,-3.882223789917263e-20,0.06994840813318388,0.02731129855161311,0.06994840813318388,0.02739423232845961
Resistive capacitor coupling,0,9.175199999999998,-2.9728160449508064e-20,0.05848644612129359,-0.10560476543024937,0.05848644612129359,0.01185448030905168
Resistive capacitor coupling,0,9.228,-2.2764446729728253e-20,0.015069238072406272,-0.14645233322366288,0.015069238072406272,-0.01304609229791283
Resistive capacitor coupling,0,9.2808,-1.7431876405809385e-20,-0.05438246401471805,-0.08192877604313661,-0.05438246401471805,-0.029353027627135306
Resistive capacitor coupling,0,9.333599999999999,-1.3348288674937008e-20,-0.07789891764670458,0.11238964142266951,-0.07789891764670458,-0.025839420972617367
Resistive capacitor coupling,0,9.386399999999998,-1.0221480551014172e-20,-0.021656981599751584,0.1244775738358933,-0.021656981599751584,0.0027966928250677293
Resistive capacitor coupling,0,9.4392,-7.8270184570598e-21,0.029640375004416988,0.04617192424022966,0.029640375004416988,0.02256953386278056
Resistive capacitor coupling,0,9.491999999999999,-5.993603689381824e-21,0.034722251435996006,-0.0132186782013794,0.034722251435996006,0.022749596574777
Resistive capacitor coupling,0,9.544799999999999,-4.58960344014889e-21,0.01978263810149962,0.019717057911563467,0.01978263810149962,0.011900472721616045
Resistive capacitor coupling,0,9.5976,-3.5145287127462604e-21,-0.015314492070267674,-0.08834507080211682,-0.015314492070267674,-0.013198352546066735
Resistive capacitor coupling,0,9.6504,-2.691261927078265e-21,-0.033719482906403996,-0.010610626964863444,-0.033719482906403996,-0.03137419901085655
Resistive capacitor coupling,0,9.703199999999999,-2.060813657588031e-21,-0.018155044483990686,0.08116758536606317,-0.018155044483990686,-0.025430592321755468
Resistive capacitor coupling,0,9.755999999999998,-1.5780529294540055e-21,0.011526283115406807,0.021391144926439773,0.011526283115406807,-0.0145944565432347
Resistive capacitor coupling,0,9.8088,-1.2084043425006013e-21,0.030799306595256738,0.049453429637514444,0.030799306595256738,0.0032100304383694614
Resistive capacitor coupling,0,9.8616,-9.253763053615668e-22,0.018034785025706775,-0.07543567386687866,0.014330997155575127,0.01572716596415696
Resistive capacitor coupling,0,9.914399999999999,-7.085866027045801e-22,0.0165184159803778,0.07353511233440467,0.04219146419951669,0.014473515953258428
Resistive capacitor coupling,0,9.967199999999998,-5.425440711945197e-22,0.011446461788941346,0.05821180905275594,0.05411642952278904,0.014026567314405
Resistive capacitor coupling,0,10.02,-4.154366915723912e-22,0.005567531071864582,-0.08279505008656468,0.06062883034997099,0.02079523223730848
Resistive capacitor coupling,0,10.072799999999999,-3.181065834355067e-22,0.01284378774023254,0.10201044292566847,0.026292890151216372,0.019009174154948145
Resistive capacitor coupling,0,10.125599999999999,-2.436124833987945e-22,0.01043149360017536,-0.05677112348913321,-0.03408427254893953,-0.0015837837494813757
Resistive capacitor coupling,0,10.1784,-1.8654027383153667e-22,0.006240443460447964,0.029097387906886263,-0.05718057558199505,-0.014223831464958559
Resistive capacitor coupling,0,10.2312,-1.4280007501355678e-22,0.01747588261409573,0.011192993706817048,-0.02889067831370328,-0.007727210218264983
Resistive capacitor coupling,0,10.283999999999999,-1.0935003950562469e-22,0.015591651100362914,0.12728058418643717,-0.006157032722240443,-0.005037215053847168
Resistive capacitor coupling,0,10.336799999999998,-8.373205186386638e-23,0.015766462202297122,-0.02047456398205507,0.015624491147858938,0.01136141345653254
Resistive capacitor coupling,0,10.3896,-6.411957115194746e-23,8.99219984641619e-05,0.004458581957180192,0.013878734727246773,0.016542118459162883
Resistive capacitor coupling,0,10.4424,-4.910456397748156e-23,-0.01267389621292534,-0.032516157088326184,-0.011937053500563746,0.0003194881609583228
Resistive capacitor coupling,0,10.495199999999999,-3.76070735630283e-23,-0.013446013555244076,0.03374018048383907,-0.00384890132603465,-0.006225337685299253
Resistive capacitor coupling,0,10.547999999999998,-2.8796832046621633e-23,0.009005433693839632,0.05447911292452843,0.009377950842197405,0.0009195381373163116
Resistive capacitor coupling,0,10.6008,-2.2051313155304864e-23,0.024779801521233793,0.022373874856034388,0.04633849237849306,0.02183526113282172
Resistive capacitor coupling,0,10.653599999999999,-1.6884672389562343e-23,0.021705572165801573,0.06230698821957399,0.027616211759399913,0.020445377831554087
Resistive capacitor coupling,0,10.706399999999999,-1.2929951518675913e-23,0.005966096263517366,0.0005872298384216662,-0.007080439845453526,0.014950210814359
Resistive capacitor coupling,0,10.7592,-9.898867875195432e-24,-0.008150022319080578,-0.033079232095821844,-0.018511983245267583,0.005261939750998206
Resistive capacitor coupling,0,10.812,-7.57863806285111e-24,-0.017238319225165034,-0.06542496771197043,0.011903843163793682,0.002791231306105792
Resistive capacitor coupling,0,10.864799999999999,-5.804472630676752e-24,-0.006770093043703292,0.14469999590411356,0.005371923278219247,-0.005151706050896094
Resistive capacitor coupling,0,10.917599999999998,-4.444888609898706e-24,0.012859775642070416,0.035823444519245004,0.00018768673795387927,-0.0002259647510386807
Resistive capacitor coupling,0,10.9704,-3.4031178419536964e-24,0.014359395230590514,0.020824960963031484,0.03262652753849019,0.01075761855333733
Resistive capacitor coupling,0,11.0232,-2.607118802050576e-24,0.009654267178447362,0.03005085103372667,0.03507011411452525,0.010059916826958172
Resistive capacitor coupling,0,11.075999999999999,-1.9957003949794613e-24,0.025088065819889586,0.057342913091300594,0.023935939031281456,0.00912820487479614
Resistive capacitor coupling,0,11.128799999999998,-1.528204166213188e-24,0.03886593208583967,0.10488275445211986,-0.004767674648908078,0.0034631027013174386
Resistive capacitor coupling,0,11.1816,-1.170174854865993e-24,0.02751779104798885,-0.0273733627160293,0.0029853693250767458,-0.000168022821359904
Resistive capacitor coupling,0,11.234399999999999,-8.95663937970772e-25,0.010626974193251901,-0.03595331410062985,-0.010175932613351767,-0.004977667094061681
Resistive capacitor coupling,0,11.287199999999999,-6.860723997047233e-25,-0.008702987093704689,-0.02430817773110909,-0.014518150170890259,-0.0064001082225057
Resistive capacitor coupling,0,11.34,-5.253222687433116e-25,-0.03502851352917107,0.029086647267870004,-0.020048265596224666,-0.016095731199133084
Resistive capacitor coupling,0,11.3928,-4.023261050636556e-25,-0.03257620252489972,-0.013127203710630584,-0.024347848478039547,-0.013262563312743544
Resistive capacitor coupling,0,11.445599999999999,-3.076627964371341e-25,-0.0193571073302382,0.09775704163834298,-0.02672793538026948,-0.010552251667979877
Resistive capacitor coupling,0,11.498399999999998,-2.3639231274682904e-25,0.013554901421162469,-0.01989343647822221,-0.0327065443546978,-0.0017592788696489902
Resistive capacitor coupling,0,11.5512,-1.8053652331458956e-25,0.016695178705299935,-0.06747720852320173,-0.007359813564217447,0.004340454689609156
Resistive capacitor coupling,0,11.604,-1.3864293799867738e-25,0.009833015702202401,0.124306454849549,-0.004971901177102976,0.0026209649762001623
Resistive capacitor coupling,0,11.656799999999999,-1.067329509104123e-25,0.0154130287207086,-0.02671339332374657,0.005142586588601873,0.005522821056530268
Resistive capacitor coupling,0,11.709599999999998,-8.169845008322349e-26,-0.029934819061270143,-0.25062642187138884,-0.029934819061270143,-0.009307475123944848
Resistive capacitor coupling,0,11.7624,-6.210314519753355e-26,-0.07031866305059159,-0.14535454465028808,-0.07031866305059159,-0.013320875644923945
Resistive capacitor coupling,0,11.815199999999999,-4.8405139050445844e-26,-0.06935562340221449,0.015534500161656105,-0.06935562340221449,-0.013786883933934756
Resistive capacitor coupling,0,11.867999999999999,-3.66144858777675e-26,-0.024123806518836246,0.012550597736968039,-0.024123806518836246,0.0021238169364464535
Resistive capacitor coupling,0,11.9208,-2.822213279036625e-26,-0.005873345950739327,0.07933885634611934,-0.005873345950739327,0.003167718112106752
Resistive capacitor coupling,0,11.9736,-2.1383835686250398e-26,0.0052425548945520565,0.021683466289858917,-0.003514913623458376,-0.012866359555977586
