model,snr_db,noise_family,injection_mode,replicate,relative_time_index,native_other,estimated_other,absolute_error
Open two-level probability,12,white,q_and_g,0,3148,-0.07757899903726477,-0.10178118916199941,0.024202190124734638
Open two-level probability,12,white,q_and_g,0,3189,-0.08122973966088967,-0.006909589034877872,0.0743201506260118
Open two-level probability,12,white,q_and_g,0,3230,-0.08351859002104192,0.07893243782527183,0.16245102784631377
Open two-level probability,12,white,q_and_g,0,3271,-0.0843848060591181,-0.14039557390607663,0.05601076784695852
Open two-level probability,12,white,q_and_g,0,3311,-0.08384780227996674,-0.1243459369530611,0.04049813467309436
Open two-level probability,12,white,q_and_g,0,3352,-0.08191668882648226,-0.13284317257915412,0.050926483752671864
Open two-level probability,12,white,q_and_g,0,3393,-0.07866973819422175,-0.14079153199893701,0.06212179380471526
Open two-level probability,12,white,q_and_g,0,3434,-0.07423147864961402,-0.2817532005112458,0.20752172186163179
Open two-level probability,12,white,q_and_g,0,3475,-0.06876343555049805,-0.05358831554637966,0.015175120004118386
Open two-level probability,12,white,q_and_g,0,3516,-0.06245777935864824,-0.16734917445144543,0.10489139509279718
Open two-level probability,12,white,q_and_g,0,3557,-0.055530107393797434,-0.06423163738398682,0.008701529990189388
Open two-level probability,12,white,q_and_g,0,3598,-0.04821162314665955,-0.02971079711226321,0.018500826034396338
Open two-level probability,12,white,q_and_g,0,3639,-0.04074099048336799,-0.046656413910198646,0.005915423426830657
Open two-level probability,12,white,q_and_g,0,3679,-0.03353341873814177,-0.022018885826548873,0.0115145329115929
Open two-level probability,12,white,q_and_g,0,3720,-0.026453306660351658,-0.043261352603916226,0.016808045943564567
Open two-level probability,12,white,q_and_g,0,3761,-0.019896371530497937,0.012316832187068832,0.032213203717566766
Open two-level probability,12,white,q_and_g,0,3802,-0.014053450962591444,-0.013973570682657005,7.98802799344394e-05
Open two-level probability,12,white,q_and_g,0,3843,-0.009086825448983548,-0.05857175765992767,0.04948493221094412
Open two-level probability,12,white,q_and_g,0,3884,-0.005125499862423397,0.04306461178362864,0.04819011164605203
Open two-level probability,12,white,q_and_g,0,3925,-0.0022617195179546108,0.02077711707354557,0.023038836591500182
Open two-level probability,12,white,q_and_g,0,3966,-0.0005488063163100724,-0.02251250990102835,0.02196370358471828
Open two-level probability,12,white,q_and_g,0,4007,-3.5408746807045095e-07,0.07733347403977205,0.07733382812724011
Open two-level probability,12,white,q_and_g,0,4047,-0.0005632464959893959,0.07774897658333177,0.07831222307932116
Open two-level probability,12,white,q_and_g,0,4088,-0.002204402240009854,-0.05769928878690955,0.0554948865468997
Open two-level probability,12,white,q_and_g,0,4129,-0.004827053141948035,-0.04341549437026722,0.038588441228319184
Open two-level probability,12,white,q_and_g,0,4170,-0.008304511823358885,0.06921344048278157,0.07751795230614045
Open two-level probability,12,white,q_and_g,0,4211,-0.012484826986108682,-0.03844382967519508,0.025959002689086397
Open two-level probability,12,white,q_and_g,0,4252,-0.017196512593661572,0.07993400700879333,0.0971305196024549
Open two-level probability,12,white,q_and_g,0,4293,-0.022254786795536486,-0.014153502195462186,0.0081012846000743
Open two-level probability,12,white,q_and_g,0,4334,-0.027468098615848053,-0.02100025298699343,0.0064678456288546245
Open two-level probability,12,white,q_and_g,0,4375,-0.032644716399088176,-0.1419351945192896,0.10929047812020143
Open two-level probability,12,white,q_and_g,0,4416,-0.03759915565451194,-0.16229019799545866,0.12469104234094672
Open two-level probability,12,white,q_and_g,0,4456,-0.0420530009450768,0.13257660904003893,0.17462960998511573
Open two-level probability,12,white,q_and_g,0,4497,-0.04607644580883261,-0.08807998461505387,0.042003538806221256
Open two-level probability,12,white,q_and_g,0,4538,-0.049419242846684225,-0.1252065476389362,0.07578730479225199
Open two-level probability,12,white,q_and_g,0,4579,-0.05197429750678454,-0.13619484436761092,0.08422054686082639
Open two-level probability,12,white,q_and_g,0,4620,-0.0536637804018234,-0.09389463032934792,0.040230849927524515
Open two-level probability,12,white,q_and_g,0,4661,-0.05444099318828333,-0.12084151972285073,0.0664005265345674
Open two-level probability,12,white,q_and_g,0,4702,-0.05429114398354293,-0.06856938874394128,0.014278244760398351
Open two-level probability,12,white,q_and_g,0,4743,-0.053231033922384804,-0.06653539913496236,0.013304365212577551
Open two-level probability,12,white,q_and_g,0,4784,-0.05130769290448314,-0.07150176974941902,0.020194076844935877
Open two-level probability,12,white,q_and_g,0,4824,-0.04867081869622371,0.00411641267036901,0.05278723136659272
Open two-level probability,12,white,q_and_g,0,4865,-0.045285874052330775,0.11777172387260804,0.16305759792493882
Open two-level probability,12,white,q_and_g,0,4906,-0.04132934146302395,0.018275805826093727,0.05960514728911768
Open two-level probability,12,white,q_and_g,0,4947,-0.036937321606424905,-0.024289859366553007,0.012647462239871898
Open two-level probability,12,white,q_and_g,0,4988,-0.032257205640951754,0.12899038499070836,0.1612475906316601
Open two-level probability,12,white,q_and_g,0,5029,-0.02744244832812335,-0.009258840948551533,0.018183607379571816
Open two-level probability,12,white,q_and_g,0,5070,-0.022647270208153217,-0.020549790255850214,0.002097479952303003
Open two-level probability,12,white,q_and_g,0,5111,-0.01802146816676142,0.09630851192350035,0.11432998009026177
Open two-level probability,12,white,q_and_g,0,5152,-0.013705505562004788,0.05810734694526934,0.07181285250727412
Open two-level probability,12,white,q_and_g,0,5192,-0.009914573902767147,-0.05864993030550558,0.04873535640273843
Open two-level probability,12,white,q_and_g,0,5233,-0.006566116121603524,0.012712196549449745,0.019278312671053267
Open two-level probability,12,white,q_and_g,0,5274,-0.0038492755813014715,-0.08448706582290692,0.08063779024160544
Open two-level probability,12,white,q_and_g,0,5315,-0.0018293571820931476,0.09059880168766546,0.09242815886975861
Open two-level probability,12,white,q_and_g,0,5356,-0.0005467822840401328,-0.13166268985134919,0.13111590756730906
Open two-level probability,12,white,q_and_g,0,5397,-1.636204058871829e-05,0.0968582035363156,0.09687456557690433
Open two-level probability,12,white,q_and_g,0,5438,-0.00022744740077615955,-0.056417237671762335,0.056189790270986174
Open two-level probability,12,white,q_and_g,0,5479,-0.0011449285736201667,0.09870140308003209,0.09984633165365225
Open two-level probability,12,white,q_and_g,0,5520,-0.0027110289688633844,0.13753975989110562,0.140250788859969
Open two-level probability,12,white,q_and_g,0,5560,-0.00478962096481262,0.06199739335136115,0.06678701431617377
Open two-level probability,12,white,q_and_g,0,5601,-0.007391756146596416,0.04377381531013064,0.05116557145672705
Open two-level probability,12,white,q_and_g,0,5642,-0.010363975613802912,-0.04064386489527666,0.030279889281473748
Open two-level probability,12,white,q_and_g,0,5683,-0.013588606489483427,-0.039095210768116534,0.025506604278633105
Open two-level probability,12,white,q_and_g,0,5724,-0.01694260479705566,-0.014916161145577478,0.002026443651478183
Open two-level probability,12,white,q_and_g,0,5765,-0.020301813457460967,-0.01817210257118898,0.0021297108862719863
Open two-level probability,12,white,q_and_g,0,5806,-0.023545149882165193,-0.05787239076094941,0.03432724087878422
Open two-level probability,12,white,q_and_g,0,5847,-0.026558584605895632,-0.1518568641391313,0.12529827953323566
Open two-level probability,12,white,q_and_g,0,5888,-0.029238782911201237,-0.04302372495145493,0.01378494204025369
Open two-level probability,12,white,q_and_g,0,5928,-0.031446870779264884,-0.05641261565268922,0.024965744873424338
Open two-level probability,12,white,q_and_g,0,5969,-0.03322159386315004,-0.008071669527287433,0.025149924335862606
Open two-level probability,12,white,q_and_g,0,6010,-0.03444744390626969,-0.13484165823809444,0.10039421433182474
Open two-level probability,12,white,q_and_g,0,6051,-0.03508946797607122,-0.09114415327195105,0.05605468529587983
Open two-level probability,12,white,q_and_g,0,6092,-0.03513326171000771,-0.01800764391569329,0.017125617794314422
Open two-level probability,12,white,q_and_g,0,6133,-0.03458493091779908,-0.10022930878587522,0.06564437786807614
Open two-level probability,12,white,q_and_g,0,6174,-0.03347036682224614,0.014065033983398423,0.04753540080564456
Open two-level probability,12,white,q_and_g,0,6215,-0.03183387659152626,-0.15637214068509056,0.1245382640935643
Open two-level probability,12,white,q_and_g,0,6255,-0.02979231904353524,0.07489238986675438,0.10468470891028962
Open two-level probability,12,white,q_and_g,0,6296,-0.027316740172851937,-0.008095591319925668,0.019221148852926268
Open two-level probability,12,white,q_and_g,0,6337,-0.024538511688983213,-0.005816928473210775,0.018721583215772438
Open two-level probability,12,white,q_and_g,0,6378,-0.02155139194425244,0.04277027729749934,0.06432166924175178
Open two-level probability,12,white,q_and_g,0,6419,-0.018453856908988486,-0.11952462091634777,0.10107076400735929
Open two-level probability,12,white,q_and_g,0,6460,-0.015345679498783217,0.059508980020498564,0.07485465951928177
Open two-level probability,12,white,q_and_g,0,6501,-0.012324551993405916,0.008415006739683581,0.020739558733089497
Open two-level probability,12,white,q_and_g,0,6542,-0.009482863648469637,0.05908348306404815,0.06856634671251778
Open two-level probability,12,white,q_and_g,0,6583,-0.006904737563936666,0.014700074479600936,0.0216048120435376
Open two-level probability,12,white,q_and_g,0,6623,-0.004713578607650934,0.011971128348161511,0.016684706955812444
Open two-level probability,12,white,q_and_g,0,6664,-0.002858970507837974,-0.07249807493805405,0.06963910443021608
Open two-level probability,12,white,q_and_g,0,6705,-0.0014458781168901777,0.08168454893494127,0.08313042705183145
Open two-level probability,12,white,q_and_g,0,6746,-0.0005042444488163237,0.09565917663691961,0.09616342108573593
Open two-level probability,12,white,q_and_g,0,6787,-4.753465614751168e-05,-0.12971608293302372,0.1296685482768762
Open two-level probability,12,white,q_and_g,0,6828,-7.270064710574437e-05,-0.005065344235042631,0.004992643587936886
Open two-level probability,12,white,q_and_g,0,6869,-0.000560700012327938,0.15861276065751184,0.15917346066983978
Open two-level probability,12,white,q_and_g,0,6910,-0.0014775378466697587,0.09125243489603091,0.09272997274270067
Open two-level probability,12,white,q_and_g,0,6951,-0.002775783322818761,-0.10409391411007506,0.1013181307872563
Open two-level probability,12,white,q_and_g,0,6991,-0.004353650490594924,0.0622588109351362,0.06661246142573113
Open two-level probability,12,white,q_and_g,0,7032,-0.0062233213797853616,-0.13927232241029192,0.13304900103050654
Open two-level probability,12,white,q_and_g,0,7073,-0.008274262851356217,-0.019365263909806987,0.01109100105845077
Open two-level probability,12,white,q_and_g,0,7114,-0.010427591480789668,-0.0016696812611979028,0.008757910219591766
Open two-level probability,12,white,q_and_g,0,7155,-0.012603059140794985,-0.04864050969861332,0.03603745055781833
Open two-level probability,12,white,q_and_g,0,7196,-0.014721775947826601,-0.01755496429489274,0.00283318834706614
Open two-level probability,12,white,q_and_g,0,7237,-0.016708818812732413,0.10092169572612297,0.11763051453885538
Open two-level probability,12,white,q_and_g,0,7278,-0.018495641070263618,0.11914580470218038,0.137641445772444
Open two-level probability,12,white,q_and_g,0,7319,-0.020022207466987258,-0.011838646601058378,0.00818356086592888
Open two-level probability,12,white,q_and_g,0,7360,-0.021238789906779194,-0.03019045170232003,0.008951661795540834
