model,domain,snr_db,method,replicate,scored_samples,declared_stream,sign_accuracy,correlation,nrmse,integrated_error,estimated_q_noise_variance,estimated_g_noise_variance
Open two-level probability,Non-Hermitian quantum continuity,12,causal_state_space,24,7200,quantum state 2,0.8396386222473179,0.7147061101436144,0.22043081828549227,0.035094450298445844,0.0026292862370930355,0.0056981810475609145
Open two-level probability,Non-Hermitian quantum continuity,12,causal_state_space,25,7200,quantum state 2,0.7918313570487484,0.6802470918605508,0.23842438329767468,0.052749722959588845,0.0021330527904945234,0.005656991008110281
Open two-level probability,Non-Hermitian quantum continuity,12,causal_state_space,26,7200,quantum state 2,0.7816676077545642,0.6609275396173533,0.24893645179637858,0.039937161654089254,0.0024573884558393953,0.004976468707520586
Open two-level probability,Non-Hermitian quantum continuity,12,causal_state_space,27,7200,quantum state 2,0.8070769809900245,0.7050355648263567,0.2277660621578477,0.03371572682112781,0.002711276674312091,0.005157787488885965
Open two-level probability,Non-Hermitian quantum continuity,12,causal_state_space,28,7200,quantum state 2,0.7858083945040467,0.6835962075398326,0.23333324839579853,0.011221793093964655,0.0028962220852117937,0.006096393015364336
Open two-level probability,Non-Hermitian quantum continuity,12,causal_state_space,29,7200,quantum state 2,0.8099002446828534,0.7099777313291745,0.22408053167774905,0.05349920883556463,0.002763266054116211,0.00604757521120212
Open two-level probability,Non-Hermitian quantum continuity,12,causal_state_space,30,7200,quantum state 2,0.8006775832862789,0.6974157644924112,0.22640007012756194,0.04695147005988238,0.002859609601504034,0.00528462313367621
Open two-level probability,Non-Hermitian quantum continuity,12,causal_state_space,31,7200,quantum state 2,0.7907020515716168,0.6521889588196985,0.25880491917252585,0.03695494638472322,0.002315614589541754,0.005810985872896531
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,0,7200,quantum state 2,0.8413325804630153,0.5897858989459022,0.23962629712180378,0.13008432070169304,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,1,7200,quantum state 2,0.8658008658008658,0.666311843031266,0.21055436429425106,0.14932203825241502,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,2,7200,quantum state 2,0.8501788067005458,0.6470389309153326,0.20905544229609524,0.0957168226704243,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,3,7200,quantum state 2,0.8539431582909843,0.6444206199813065,0.23803401755973386,0.14862074954297605,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,4,7200,quantum state 2,0.8251458686241295,0.6504984816224452,0.22560015252363558,0.14045673418598914,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,5,7200,quantum state 2,0.8304159608507434,0.675874122368087,0.2290599457770716,0.1376603959773004,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,6,7200,quantum state 2,0.878223226049313,0.6818163021539652,0.2079343304919608,0.11956340804375971,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,7,7200,quantum state 2,0.8330510069640504,0.6189385033321886,0.22591488674397545,0.0874032506324135,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,8,7200,quantum state 2,0.8309806135893092,0.7089255997972055,0.22115134545703255,0.14060158652988797,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,9,7200,quantum state 2,0.8285337850555242,0.5776184122716111,0.23173771823067107,0.1172059628817177,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,10,7200,quantum state 2,0.8400150574063617,0.6793402214800026,0.2208293753934625,0.1261833030514792,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,11,7200,quantum state 2,0.8371917937135328,0.6862199427573544,0.20951977562404916,0.11653048218543545,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,12,7200,quantum state 2,0.8571428571428571,0.6647772681018285,0.22629624857190014,0.17635537220442063,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,13,7200,quantum state 2,0.8102766798418972,0.6845070051178029,0.23561783392218363,0.16343663768634184,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,14,7200,quantum state 2,0.7984189723320159,0.6484817640561529,0.24774823571861526,0.12975481034520317,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,15,7200,quantum state 2,0.8191229060794278,0.6393336532525419,0.21929191053546682,0.1279618763342525,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,16,7200,quantum state 2,0.774515339732731,0.6065213640511877,0.24363966541893572,0.11317061884619677,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,17,7200,quantum state 2,0.8230754752493883,0.625464335549003,0.22680243940105377,0.09998873619760251,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,18,7200,quantum state 2,0.8537549407114624,0.625810794290053,0.22502543586126567,0.12429877692250532,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,19,7200,quantum state 2,0.8144174665913796,0.5655726299341672,0.23523080887287354,0.10357917047128878,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,20,7200,quantum state 2,0.8157349896480331,0.6942649982323069,0.23280689316460199,0.1772431210131949,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,21,7200,quantum state 2,0.8287220026350461,0.6157695492905857,0.2203673061376382,0.11902488680605505,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,22,7200,quantum state 2,0.857331074722379,0.6236888101807013,0.20862018949296443,0.05682867138589933,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,23,7200,quantum state 2,0.8313570487483531,0.6398093329763502,0.22044762279005325,0.07684870992089131,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,24,7200,quantum state 2,0.8452851496329757,0.634980960194822,0.22336292854247006,0.08546917784565719,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,25,7200,quantum state 2,0.8245812158855637,0.5913400512182131,0.22230646704077608,0.09305039336640511,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,26,7200,quantum state 2,0.8516845473367213,0.6408823038955547,0.21421151088590007,0.09976166482004663,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,27,7200,quantum state 2,0.8594014680971203,0.7156931965577548,0.19623335444955337,0.1326317910072916,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,28,7200,quantum state 2,0.8067005458309806,0.6190850426702583,0.21625848274520365,0.11954470093951163,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,29,7200,quantum state 2,0.8142292490118577,0.6379522473996355,0.23710544114231952,0.1048108673430297,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,30,7200,quantum state 2,0.8324863542254847,0.5905865976685649,0.25164547362807427,0.11729002609676431,,
Open two-level probability,Non-Hermitian quantum continuity,6,ara_fixed_lineage,31,7200,quantum state 2,0.81347637869377,0.5893383627053944,0.23243966914757871,0.06342323074391368,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,0,7200,quantum state 2,0.6933935629587803,0.5608143570267844,0.2772049455318914,0.256651157293206,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,1,7200,quantum state 2,0.6565029173724826,0.5500606883107473,0.2935489495798084,0.3179454323357782,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,2,7200,quantum state 2,0.5778279691323169,0.012899278293884632,0.38192881490221786,0.7100051620958271,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,3,7200,quantum state 2,0.6004140786749482,0.40377405624426116,0.3272688453653198,0.5743334889253665,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,4,7200,quantum state 2,0.5945793337097685,0.13098255027519673,0.3536293852594434,0.6692886361344379,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,5,7200,quantum state 2,0.6120835686053078,0.39943261229315424,0.3137583071943548,0.4660391931173294,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,6,7200,quantum state 2,0.665725578769057,0.46141976773767945,0.3086722874420041,0.4463261335424065,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,7,7200,quantum state 2,0.6514210427253906,0.5263115811640272,0.292658607036427,0.38376879447010587,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,8,7200,quantum state 2,0.585733107472238,0.3142961076062849,0.3324824372113554,0.630349557249437,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,9,7200,quantum state 2,0.6740071522680219,0.49160900304619376,0.2890338765671515,0.28474522842673644,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,10,7200,quantum state 2,0.5812158855637116,0.4277780410850342,0.32804990644817705,0.42485654577641924,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,11,7200,quantum state 2,0.5889328063241107,0.40387165106576967,0.3294753896734639,0.5610392526174747,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,12,7200,quantum state 2,0.5917560700169395,0.3534021734146396,0.3604812111612648,0.48986076476465207,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,13,7200,quantum state 2,0.5943911161302465,0.2172293803246866,0.3604021328897245,0.5176761229880537,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,14,7200,quantum state 2,0.6753246753246753,0.4233695702521865,0.32010460771615784,0.20613348273561238,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,15,7200,quantum state 2,0.6640316205533597,0.4539821861724051,0.2937809030369202,0.23697868405962597,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,16,7200,quantum state 2,0.6732542819499341,0.37342924294442464,0.32524996476105067,0.31124916630364396,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,17,7200,quantum state 2,0.603613777526821,0.15448578775199318,0.3419037614878244,0.6833369050677208,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,18,7200,quantum state 2,0.6777715038584604,0.40782384822345435,0.3171080631556463,0.3378283436743421,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,19,7200,quantum state 2,0.7451533973273103,0.5564069836206847,0.25486584164561454,0.06078835394373145,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,20,7200,quantum state 2,0.582909843779409,0.4526355769708022,0.3414327522229215,0.5302488698839587,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,21,7200,quantum state 2,0.5633352155091286,0.15242671762746224,0.3426377325106032,0.685359023479377,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,22,7200,quantum state 2,0.6600790513833992,0.4856360063948608,0.2887039779834451,0.5209801740644071,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,23,7200,quantum state 2,0.6228119706380576,0.4565679599276374,0.2937122296962169,0.4939423660607556,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,24,7200,quantum state 2,0.6205533596837944,0.48477602493334326,0.30977730967981204,0.38331001236909124,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,25,7200,quantum state 2,0.6817240730284209,0.3106810311469377,0.3086374217751206,0.2755254559252731,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,26,7200,quantum state 2,0.6523621306230002,0.30481219645948066,0.33199470341981513,0.4355239663220221,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,27,7200,quantum state 2,0.645021645021645,0.563532828371781,0.278648284668531,0.3754058424896002,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,28,7200,quantum state 2,0.5565593826463392,0.4289583943103579,0.310533907430847,0.5612249609817114,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,29,7200,quantum state 2,0.6768304159608507,0.41948670899590856,0.3021962676775936,0.2968633571477068,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,30,7200,quantum state 2,0.6807829851308113,0.41538662360404455,0.3248591204714885,0.38176024072429987,,
Open two-level probability,Non-Hermitian quantum continuity,6,repeated_reselection,31,7200,quantum state 2,0.6263881046489742,0.45459365328048634,0.29413537703315157,0.368002544545857,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,0,7200,quantum state 2,0.8125352907961604,0.44959310334458624,0.22205339405826857,0.44034728322565553,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,1,7200,quantum state 2,0.7675512892904197,0.5147461072952667,0.21552960474692343,0.434507159887572,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,2,7200,quantum state 2,0.8407679277244494,0.4390349299826697,0.22359653913663233,0.49015932541545015,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,3,7200,quantum state 2,0.7993600602296255,0.565026100795595,0.20645357438107717,0.41746859740169157,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,4,7200,quantum state 2,0.772256728778468,0.5003336529710399,0.21390425222340267,0.45595445006400237,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,5,7200,quantum state 2,0.7581404103143233,0.5481337583306933,0.21160028627416388,0.4163991694331523,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,6,7200,quantum state 2,0.7969132316958404,0.4842975386137366,0.21887731931659318,0.4428898680848565,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,7,7200,quantum state 2,0.7854319593450029,0.46045862713173874,0.22458211856304525,0.46449687274905754,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,8,7200,quantum state 2,0.7991718426501035,0.6278949628373292,0.19438073048324428,0.41161855942088194,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,9,7200,quantum state 2,0.7562582345191041,0.4191012546397587,0.23025743500894558,0.4614967869188436,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,10,7200,quantum state 2,0.7652926783361566,0.5419178416867155,0.21197802657339487,0.43164650608102373,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,11,7200,quantum state 2,0.7573875399962356,0.5026267483819661,0.21862372824332452,0.448655194219882,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,12,7200,quantum state 2,0.7942781855825334,0.518438767749716,0.21152451898750513,0.40800577378283165,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,13,7200,quantum state 2,0.7726331639375118,0.5477400660334696,0.21218109135025545,0.4113226282341423,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,14,7200,quantum state 2,0.7692452475061171,0.5095123529742648,0.2200260909190159,0.4157857899047948,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,15,7200,quantum state 2,0.808394504046678,0.5464161170595953,0.20541540830108865,0.42273293422745095,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,16,7200,quantum state 2,0.8115942028985508,0.48615325158871525,0.21803984832881207,0.451976722828621,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,17,7200,quantum state 2,0.8093355919442876,0.5764812269308542,0.20047982352017668,0.4179479521975037,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,18,7200,quantum state 2,0.7997364953886693,0.48327360972361666,0.21814711908252407,0.45470015267485375,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,19,7200,quantum state 2,0.7922077922077922,0.4016643922911938,0.22716531256722466,0.4721676936144196,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,20,7200,quantum state 2,0.7965367965367965,0.6207714997787872,0.19545765093092285,0.3980176778632923,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,21,7200,quantum state 2,0.7782796913231695,0.4939185818384447,0.21768392890732738,0.4479666929120254,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,22,7200,quantum state 2,0.8247694334650857,0.5191942229329439,0.21041525671867362,0.46816681304484886,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,23,7200,quantum state 2,0.7912667043101825,0.5372107446262786,0.20762328500821317,0.46394638796364546,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,24,7200,quantum state 2,0.777150385846038,0.5180777974840348,0.21321716661869708,0.4296729278828679,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,25,7200,quantum state 2,0.7995482778091474,0.5092522453513519,0.21030063953205844,0.4459703260295769,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,26,7200,quantum state 2,0.7971014492753623,0.46673622620578975,0.21732638626536213,0.45018081741485655,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,27,7200,quantum state 2,0.7955957086391869,0.5388927059810229,0.20771040523823403,0.42718454270651124,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,28,7200,quantum state 2,0.7340485601355167,0.4569779257172989,0.22044486899580765,0.4388180948650407,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,29,7200,quantum state 2,0.728025597590815,0.5055034885442639,0.22367604737764002,0.42968248364552164,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,30,7200,quantum state 2,0.7942781855825334,0.5513442371319482,0.20859195197744448,0.43165395538439055,,
Open two-level probability,Non-Hermitian quantum continuity,6,compressed_parent,31,7200,quantum state 2,0.771880293619424,0.507785647754872,0.21576370806149928,0.4576424771400557,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,0,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,1,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,2,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,3,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,4,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,5,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,6,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,7,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,8,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,9,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,10,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,11,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,12,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,13,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,14,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,15,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,16,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,17,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,18,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,19,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,20,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,21,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,22,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,23,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,24,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,25,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,26,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,27,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,28,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,29,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,30,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,zero_other,31,7200,quantum state 2,0.0,0.0,0.2960076164651898,1.0,,
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,0,7200,quantum state 2,0.7387539996235648,0.56584349102619,0.30874673758772886,0.06725496995864437,0.009332812059986609,0.020136791391749814
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,1,7200,quantum state 2,0.7908902691511387,0.607408618890565,0.27089489561436203,0.06702261189055793,0.01091095541660237,0.020337731814939714
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,2,7200,quantum state 2,0.8147939017504235,0.6613891172054825,0.2565015889273008,0.05364523029202014,0.010607818421755975,0.023058346104401373
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,3,7200,quantum state 2,0.7948428383210991,0.6155394146192146,0.30472109442005074,0.08300357682689158,0.00960296771912099,0.02294066459823876
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,4,7200,quantum state 2,0.7841144362883493,0.5754095130782099,0.3123003031991834,0.06694497355380531,0.008586291303259204,0.021078227526827163
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,5,7200,quantum state 2,0.764163372859025,0.5972869581218727,0.3050789114968863,0.023299008226335866,0.009641195090787076,0.022415421206753997
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,6,7200,quantum state 2,0.8027479766610202,0.5802440300805702,0.29905337643585517,0.04619073372636112,0.009430942457876696,0.017769102618809055
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,7,7200,quantum state 2,0.784867306606437,0.6451690562622878,0.28033265563313137,0.0445252739162155,0.01179349936524966,0.025680419997620402
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,8,7200,quantum state 2,0.7846790890269151,0.6603293738502366,0.2812148483448083,0.058226142398122176,0.0104028577960792,0.02351838127291638
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,9,7200,quantum state 2,0.8023715415019763,0.5233855847465202,0.31353301278457296,0.06356156739918384,0.009551510333778851,0.021363610280509922
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,10,7200,quantum state 2,0.7867494824016563,0.6239796934018598,0.2912338283787889,0.03394810870083902,0.008618745740463812,0.021655773417377764
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,11,7200,quantum state 2,0.7801618671183889,0.6359838713018154,0.2651104961444427,0.033640517805049064,0.009922232828324306,0.019436075794638328
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,12,7200,quantum state 2,0.7895727460944852,0.6061903257109177,0.2865884660766351,0.08042775920724395,0.011790015411127796,0.021918943733421254
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,13,7200,quantum state 2,0.7492941840767928,0.616843807810351,0.3028269690891884,0.04922081261300229,0.008422310135940067,0.021946688303541458
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,14,7200,quantum state 2,0.7391304347826086,0.6195642793979935,0.3190843616661215,0.05346457925335933,0.009195879669265957,0.022168413279318535
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,15,7200,quantum state 2,0.7944664031620553,0.6087515668212342,0.28113185038706595,0.07067387025858629,0.010655835037534606,0.02306006079261563
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,16,7200,quantum state 2,0.7651044607566346,0.6132174321608362,0.28509308307482417,0.04500672766127739,0.010971803736499867,0.02296102044648464
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,17,7200,quantum state 2,0.7812911725955204,0.633190693233979,0.28582473790115925,0.05211329959176749,0.01076285026832561,0.021322652500509975
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,18,7200,quantum state 2,0.803124411820064,0.6043410784226401,0.27895268252860334,0.057590111201859286,0.010496609982780633,0.01936713741720867
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,19,7200,quantum state 2,0.7844908714473932,0.5782200866040583,0.28669887404499905,0.07254098755721766,0.010445133437141846,0.017477608969684318
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,20,7200,quantum state 2,0.7549407114624506,0.5797831211658582,0.31817289412741245,0.04958417259527674,0.008528574218962935,0.018798763558522225
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,21,7200,quantum state 2,0.7820440429136082,0.5860286593945238,0.2908440939117069,0.06345729948589839,0.0096793440009049,0.025320272332387896
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,22,7200,quantum state 2,0.8046301524562394,0.6387567160050284,0.27519381845723034,0.04709729398838306,0.008969380858685585,0.020004375479393807
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,23,7200,quantum state 2,0.7843026538678712,0.6151362516597179,0.27948153868765324,0.02057519679572205,0.01126914807065943,0.020682055895124236
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,24,7200,quantum state 2,0.7916431394692264,0.5994698782648431,0.2736088366136214,0.012033546642665526,0.011377488926003035,0.018062468686246107
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,25,7200,quantum state 2,0.7374364765669114,0.5375584605292122,0.32002851312511993,0.05748486862430622,0.0071431018400423965,0.02014716181206415
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,26,7200,quantum state 2,0.7765857331074723,0.6088991420564792,0.2926834746376088,0.05156108304021718,0.007966431721768096,0.018366940183379483
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,27,7200,quantum state 2,0.7801618671183889,0.6707436029191735,0.25469803986445616,0.05766063321914161,0.010343691975515032,0.022116360929389418
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,28,7200,quantum state 2,0.7651044607566346,0.5680999633345002,0.2811420082958928,0.05930916591375702,0.009617364433254307,0.019880818274535132
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,29,7200,quantum state 2,0.738377564464521,0.6206740759471306,0.3278444952625296,0.06642857663987715,0.008371919066466822,0.02031826021472449
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,30,7200,quantum state 2,0.7739506869941652,0.5857405552228645,0.31529812322859635,0.07071898048925983,0.010303073306318846,0.024185096342387587
