model,domain,snr_db,method,replicate,scored_samples,declared_stream,sign_accuracy,correlation,nrmse,integrated_error,estimated_q_noise_variance,estimated_g_noise_variance
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,7,7200,quantum state 2,0.9670619235836627,0.802135326255371,0.1421614375043838,0.10820151403649016,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,8,7200,quantum state 2,0.9708262751741012,0.8016994021745085,0.14412094350594684,0.11752655097929346,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,9,7200,quantum state 2,0.9872012045925089,0.8071052740122634,0.1405132450603909,0.11848693087285547,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,10,7200,quantum state 2,0.9621682665160926,0.7898386706733838,0.1468208152964733,0.10921050525896049,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,11,7200,quantum state 2,0.9747788443440617,0.8032484910416045,0.14049102981711162,0.10937504747078208,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,12,7200,quantum state 2,0.9348767174854131,0.8031852351392644,0.14294213172420914,0.11582399292328759,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,13,7200,quantum state 2,0.953510257858084,0.8017225116238178,0.13991387337269084,0.10515328704726451,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,14,7200,quantum state 2,0.966497270845097,0.8084994516360359,0.1393995329222489,0.111479284100165,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,15,7200,quantum state 2,0.9755317146621495,0.8070255693100515,0.14060980382162666,0.11776570584696336,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,16,7200,quantum state 2,0.9749670619235836,0.8076761205130562,0.1421627443632628,0.1185725632906023,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,17,7200,quantum state 2,0.9659326181065312,0.7979359244900942,0.14595731284548713,0.12239103053301188,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,18,7200,quantum state 2,0.9589685676642198,0.7979959501216621,0.14536474988885525,0.11944136392510438,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,19,7200,quantum state 2,0.958403914925654,0.7939855109158666,0.14618071861013957,0.12227182366521616,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,20,7200,quantum state 2,0.9448522492000753,0.7992149549639503,0.14495690082320611,0.11710091995643691,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,21,7200,quantum state 2,0.9710144927536232,0.7988626017728814,0.14339928685630263,0.11404014830495678,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,22,7200,quantum state 2,0.958403914925654,0.8105312996303604,0.1396769131298867,0.11782961146002725,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,23,7200,quantum state 2,0.9644268774703557,0.7896290246130273,0.14512604151232383,0.10695041052279392,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,24,7200,quantum state 2,0.9809900244682853,0.8125930831215251,0.14105357263801224,0.1192380897506254,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,25,7200,quantum state 2,0.9476755128929042,0.7902579318512052,0.14982416407858265,0.11597944614639143,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,26,7200,quantum state 2,0.9808018068887634,0.7984169978100968,0.14299405423332248,0.12021655069004122,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,27,7200,quantum state 2,0.9856954639563336,0.8024959484639889,0.13966573248253916,0.10440207679486604,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,28,7200,quantum state 2,0.9548277809147374,0.7986748163684773,0.1439724693948398,0.11210995847155363,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,29,7200,quantum state 2,0.981742894786373,0.8070654036114052,0.14173520845492135,0.11728134800257459,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,30,7200,quantum state 2,0.9491812535290797,0.7960867581505999,0.1443575635632867,0.10708925357564893,,
Open two-level probability,Non-Hermitian quantum continuity,18,ara_fixed_lineage,31,7200,quantum state 2,0.9476755128929042,0.7914523284121224,0.14387164213956408,0.09783664174501203,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,0,7200,quantum state 2,0.8876341050254094,0.786964471168233,0.15322500734439373,0.03330606398855422,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,1,7200,quantum state 2,0.8983625070581592,0.7866260130418465,0.1483591762615741,0.055591773665017226,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,2,7200,quantum state 2,0.823828345567476,0.76967548395594,0.1598401955168438,0.06083200541211467,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,3,7200,quantum state 2,0.8140410314323357,0.7555211960253561,0.16293874684099188,0.09810757269739476,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,4,7200,quantum state 2,0.904197252023339,0.7829145031379793,0.14930447632209523,0.07808639329836561,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,5,7200,quantum state 2,0.7775268210050819,0.7938002148232833,0.15745375914200543,0.08517763477147304,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,6,7200,quantum state 2,0.8682476943346509,0.7951715118282315,0.1542361965809853,0.01447664498104431,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,7,7200,quantum state 2,0.8535667231319405,0.7910054695766873,0.15241890213498277,0.014904598761361122,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,8,7200,quantum state 2,0.8462262375305853,0.7709654854807746,0.1625373372549157,0.06030122425937929,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,9,7200,quantum state 2,0.8386975343497083,0.7836265380777064,0.15632820294054375,0.036375350477495114,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,10,7200,quantum state 2,0.9034443817052513,0.775783864691922,0.15385720101794212,0.059287966617331565,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,11,7200,quantum state 2,0.84472049689441,0.8006452230119387,0.15404475582716465,0.11032884043538382,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,12,7200,quantum state 2,0.8260869565217391,0.7974569263091171,0.1515867007437927,0.018235045354570198,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,13,7200,quantum state 2,0.8456615847920196,0.7797020899742739,0.15377478711895506,0.03328363182714716,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,14,7200,quantum state 2,0.9281008846226237,0.8001255166213281,0.14553600866315625,0.04528426228136359,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,15,7200,quantum state 2,0.8902691511387164,0.7689372494827544,0.1588265368623842,0.003121387372024044,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,16,7200,quantum state 2,0.8001129305477132,0.7747604290770498,0.16741306147711282,0.13210506798497515,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,17,7200,quantum state 2,0.8658008658008658,0.8010258136536861,0.14801345761598886,0.02044262507720017,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,18,7200,quantum state 2,0.8804818370035762,0.7999261622702055,0.14856145196649942,0.024326860958515488,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,19,7200,quantum state 2,0.8464144551101073,0.7642694623477488,0.16357438206902922,0.025317117388863396,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,20,7200,quantum state 2,0.7647280255975908,0.7776509535194509,0.164193755746605,0.11750446469776739,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,21,7200,quantum state 2,0.8257105213626953,0.7958064070602882,0.15333237661473748,0.049179371586689606,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,22,7200,quantum state 2,0.8804818370035762,0.7773493901754556,0.15583319048156422,0.023938635269346382,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,23,7200,quantum state 2,0.8285337850555242,0.7618222844968361,0.1584782639542485,0.01421217448204954,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,24,7200,quantum state 2,0.8537549407114624,0.8102396483580924,0.14824562889245047,0.009649809360221126,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,25,7200,quantum state 2,0.7961603613777527,0.777989883506974,0.1636267293426871,0.05306376327275963,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,26,7200,quantum state 2,0.8503670242800677,0.7840473491614017,0.15701945536487755,0.056776001215851316,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,27,7200,quantum state 2,0.7957839262187089,0.7695156165819893,0.16409261923971072,0.1307097618746171,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,28,7200,quantum state 2,0.733295689817429,0.7734897320655532,0.1657870991252711,0.12245036693876771,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,29,7200,quantum state 2,0.8085827216261999,0.7371873806508336,0.1731630036633327,0.05090291961979171,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,30,7200,quantum state 2,0.8567664219838133,0.7775166069391987,0.1578534597441222,0.030404675388553768,,
Open two-level probability,Non-Hermitian quantum continuity,18,repeated_reselection,31,7200,quantum state 2,0.8712591756070017,0.7796379044872225,0.15403248026514202,0.02666211663504152,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,0,7200,quantum state 2,0.9258422736683606,0.8020127725208188,0.16744378999355783,0.43536474885950394,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,1,7200,quantum state 2,0.9808018068887634,0.7990426686269733,0.17430370612347465,0.45763417391418154,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,2,7200,quantum state 2,0.9408996800301148,0.7812650697032789,0.1744320763932416,0.4567998861489428,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,3,7200,quantum state 2,0.9668737060041408,0.8152682866067859,0.17020959340821623,0.4497243346543091,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,4,7200,quantum state 2,0.9796725014116319,0.8268201851418218,0.16669068519242808,0.44671619584345174,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,5,7200,quantum state 2,0.9463579898362507,0.8006417123063111,0.1689594648100239,0.4436992630454327,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,6,7200,quantum state 2,0.9640504423113119,0.802533268602198,0.16925331989905815,0.44684805225162244,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,7,7200,quantum state 2,0.945605119518163,0.8035958983172861,0.17096117765403981,0.4537133999948839,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,8,7200,quantum state 2,0.9841897233201581,0.7984936918149904,0.17074550420087212,0.4462377830395687,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,9,7200,quantum state 2,0.9623564840956146,0.8174386715262283,0.17156285488389655,0.4527048875398409,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,10,7200,quantum state 2,0.9568981742894787,0.797502336888624,0.17091623573435918,0.44695570778408905,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,11,7200,quantum state 2,0.9565217391304348,0.8006543031155022,0.17174897097003375,0.4546431433081036,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,12,7200,quantum state 2,0.927536231884058,0.8022767290982106,0.1704941725448596,0.4501808645364003,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,13,7200,quantum state 2,0.9493694711086016,0.7863391612813527,0.17475275227889317,0.4522523507993955,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,14,7200,quantum state 2,0.9536984754376059,0.8079589696013615,0.1694747415198399,0.449220661761147,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,15,7200,quantum state 2,0.9678147939017504,0.8101691098685578,0.16970496317169853,0.44645149553805563,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,16,7200,quantum state 2,0.9580274797666102,0.8239021429654263,0.16583588339491948,0.4433246277489403,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,17,7200,quantum state 2,0.9723320158102767,0.8018491630524184,0.1682751283369099,0.44302465980797495,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,18,7200,quantum state 2,0.93261810653115,0.79649937907179,0.16993366490662973,0.4468590114456848,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,19,7200,quantum state 2,0.9388292866553736,0.787853509165395,0.17377286619708712,0.4498321427057293,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,20,7200,quantum state 2,0.9465462074157727,0.8004291733905617,0.17045357066721695,0.4482875738646541,,
Open two-level probability,Non-Hermitian quantum continuity,18,compressed_parent,21,7200,quantum state 2,0.9640504423113119,0.8103758010778971,0.16885895131712225,0.4460920309561077,,
