model,snr_db,method,replicates,median_sign_accuracy,q05_sign_accuracy,q95_sign_accuracy,median_correlation,q05_correlation,q95_correlation,median_nrmse,q05_nrmse,q95_nrmse,median_integrated_error,q05_integrated_error,q95_integrated_error,median_declared_child_occupancy,q05_declared_child_occupancy,q95_declared_child_occupancy,median_switch_count,q05_switch_count,q95_switch_count
Resistive capacitor coupling,18,fixed_time_lineage,16,1.0,1.0,1.0,0.8762143794737262,0.8049754635516297,0.89372811085292,0.09156697344331885,0.076331157952254,0.13199292712866753,1.5406700430629319,0.9653961743042078,2.1792616690079427,1.0,1.0,1.0,0.0,0.0,0.0
Resistive capacitor coupling,18,offline_centered_child,16,0.8947368421052632,0.8603238866396761,0.9362348178137652,0.5801638844535151,0.5615877387873959,0.5981136426883291,0.13144566560966486,0.13060827769938005,0.13297794911100053,0.020190064988917802,0.0075247330702841,0.06768453382354497,1.0,1.0,1.0,0.0,0.0,0.0
Resistive capacitor coupling,18,repeated_parent_reselection,16,1.0,1.0,1.0,0.8695819894866762,0.8115114605625222,0.9026031006513756,0.09553802844073524,0.08563547035753498,0.1318007636615941,1.4078117112538493,1.1509429031870437,2.0837164773991064,0.17631743386794418,0.09862528639866694,0.27004790668610706,18.5,11.0,53.0
Resistive capacitor coupling,18,wrong_fixed_child,16,1.0,0.7611336032388664,1.0,0.7338004223733395,-0.06003125856546285,0.8607808553056999,0.06956479826496406,0.053499826156313324,0.09949580970145075,0.5918294710112928,0.36313951628434604,0.9730585632787108,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,18,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.09321469516569102,0.09321469516569102,0.09321469516569102,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,12,compressed_parent,16,1.0,1.0,1.0,0.7558027144107707,0.44926751808930865,0.874395355353843,0.06489127591957028,0.05743008743814635,0.08240627347194256,0.36425661697576994,0.05532099803517697,0.9718208988720061,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,12,fixed_child_no_memory,16,0.7105263157894737,0.6427125506072875,0.7823886639676113,0.16712613906070978,0.13025660330636504,0.20959216491719457,0.5227997715192325,0.49003079864862675,0.5799514798207658,0.14227804115003845,0.033515124829369705,0.27619002302631257,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,12,fixed_time_lineage,16,1.0,0.8805668016194332,1.0,0.8187088795076296,0.34395968358514384,0.8843797623971439,0.12927306047460443,0.09824656932165715,0.1697256109933316,1.7710307137207022,0.5782383246767575,2.685329580780485,1.0,1.0,1.0,0.0,0.0,0.0
Resistive capacitor coupling,12,offline_centered_child,16,0.7914979757085021,0.7378542510121457,0.8552631578947368,0.3341697202955565,0.3149112910177356,0.3668127721366824,0.2624366364113604,0.2607477028402503,0.26406928268269425,0.05455266469634841,0.015709547176368202,0.16052062073419615,1.0,1.0,1.0,0.0,0.0,0.0
Resistive capacitor coupling,12,repeated_parent_reselection,16,1.0,0.9615384615384616,1.0,0.7893732509328568,0.5684207831841352,0.8688996125557491,0.13499493460709489,0.09009270622396329,0.175806020721764,1.2675257613062993,0.22858193190356707,2.250749751710945,0.1752759841699646,0.07191210164549053,0.2603624244948969,29.0,9.75,44.25
Resistive capacitor coupling,12,wrong_fixed_child,16,0.9979757085020242,0.0,1.0,0.24708615466050277,-0.49983069429023974,0.8356550155840569,0.0943216012046831,0.05588875456547239,0.13765132961678608,0.7985764436566909,0.16147403757488715,1.4720013161227596,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,12,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.09321469516569102,0.09321469516569102,0.09321469516569102,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,6,compressed_parent,16,1.0,0.024291497975708502,1.0,0.48626456391494954,-0.7199488207097623,0.8618474245929618,0.12062540895360141,0.09533954997867258,0.1954288316524726,1.0486921695473042,0.1927259894385251,1.9658506742080595,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,6,fixed_child_no_memory,16,0.6275303643724697,0.5668016194331984,0.6993927125506073,0.087650293748123,0.04011264595494255,0.14158648538414792,1.0140988633929116,0.9755973781098455,1.087761527546715,0.2875299614596075,0.0681367763675423,0.5652185811423585,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,6,fixed_time_lineage,16,1.0,0.35526315789473684,1.0,0.708919278118557,-0.5636672851744504,0.880440028146882,0.19234118578666623,0.1562947661972553,0.3021456217792012,1.7134233969265686,0.26263909071791436,4.469989244885082,1.0,1.0,1.0,0.0,0.0,0.0
Resistive capacitor coupling,6,offline_centered_child,16,0.7024291497975708,0.6730769230769231,0.7540485829959513,0.17703134101083284,0.1388469260875208,0.19553238103671383,0.5234754891961606,0.5214073844829276,0.5262666410538592,0.11776024085427206,0.02562810883491154,0.27394843260325624,1.0,1.0,1.0,0.0,0.0,0.0
Resistive capacitor coupling,6,repeated_parent_reselection,16,0.9311740890688259,0.0,1.0,0.6858633147981885,-0.6984066558954455,0.8671319556855173,0.26452352360185494,0.19973926537004066,0.35972233159754313,2.9967161855976965,0.8099451925778381,4.306547642485391,0.14309518850239533,0.05524890647781712,0.21537179754217872,27.5,11.5,41.75
Resistive capacitor coupling,6,wrong_fixed_child,16,0.5121457489878543,0.0,1.0,0.06912877341834767,-0.8612623180022319,0.7570877279875333,0.13799784655175346,0.09835761706401058,0.28218964791013557,1.1696195873803517,0.3961242417029526,3.4163372507721963,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,6,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.09321469516569102,0.09321469516569102,0.09321469516569102,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,0,compressed_parent,16,1.0,0.23076923076923075,1.0,0.5959731037202673,-0.24351561614202355,0.8763876660829817,0.20156079840922406,0.16558612486964602,0.3357489354254909,1.5246748377640595,0.16782255364275253,4.45701858691776,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,0,fixed_child_no_memory,16,0.5688259109311742,0.5050607287449392,0.6336032388663968,0.03625627625829275,-0.007866267807064693,0.1051944935003909,2.0701967084923525,1.9742820719260017,2.1539017662834867,0.32798548604428146,0.129848300845429,1.2471150161002997,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,0,fixed_time_lineage,16,1.0,0.22773279352226722,1.0,0.5884809844381452,-0.35318629696889026,0.7637072313554667,0.344977289038756,0.28692018748233994,0.40903789780309935,2.665595112207977,0.8124964041932059,5.0504743171555635,1.0,1.0,1.0,0.0,0.0,0.0
Resistive capacitor coupling,0,offline_centered_child,16,0.6153846153846154,0.562753036437247,0.6700404858299596,0.0901309589020739,0.06132214038414873,0.1264010422635806,1.0434125413043822,1.0382974382925871,1.049963640439068,0.2653053406392029,0.026331836995379058,0.5592783857973218,1.0,1.0,1.0,0.0,0.0,0.0
Resistive capacitor coupling,0,repeated_parent_reselection,16,0.8765182186234818,0.1417004048582996,1.0,0.6098819596219586,-0.2563256651123431,0.8097166819348853,0.45720297692094075,0.389818286382885,0.6147598744080939,2.315616120321513,1.143530518322765,6.635812900402317,0.14632368256613204,0.07696313268069152,0.2988960633201416,20.5,13.5,42.5
Resistive capacitor coupling,0,wrong_fixed_child,16,0.7165991902834008,0.027327935222672062,1.0,0.32938329883871453,-0.5085811598728597,0.8669393795023851,0.27054922598829195,0.2289554543677481,0.3696778921883762,2.3032275589460696,1.4129178790561836,4.182459413340951,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,0,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.09321469516569102,0.09321469516569102,0.09321469516569102,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,-6,compressed_parent,16,0.8785425101214575,0.0,1.0,0.37251019411610375,-0.6302059249159542,0.8567451237210126,0.42215218197203935,0.3060477693556449,0.6504923324595226,3.1015270161849786,0.8460438902550018,7.977642776039042,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,-6,fixed_child_no_memory,16,0.5242914979757085,0.43724696356275305,0.6103238866396761,0.008816901519049961,-0.032580456187530894,0.06880616427300071,4.103515517209646,3.7824768637147894,4.310709497519106,1.1970167637067997,0.20931349666005666,2.33690420292859,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,-6,fixed_time_lineage,16,0.6052631578947368,0.0,1.0,0.12419805990186789,-0.7684791551625885,0.8367335806001137,0.664122718389427,0.555634782041269,1.0992895420716162,4.700670461908792,1.9974050077333478,13.296262722459929,1.0,1.0,1.0,0.0,0.0,0.0
Resistive capacitor coupling,-6,offline_centered_child,16,0.5506072874493928,0.4979757085020243,0.597165991902834,0.04262397593440646,0.013973893746767444,0.061160025064609956,2.0857835357651777,2.075525242256136,2.097774988452734,0.3985953468937971,0.16980765477487997,0.8043075173844286,1.0,1.0,1.0,0.0,0.0,0.0
Resistive capacitor coupling,-6,repeated_parent_reselection,16,0.7995951417004048,0.0,1.0,0.5101589659095171,-0.7618781473477518,0.8063391603304952,1.0757251266693737,0.7657249739383164,1.428498558704832,9.90124040851087,2.5112609661963483,16.85867548683241,0.12809831285148926,0.03374297021453864,0.2078212872318267,29.5,7.25,44.75
Resistive capacitor coupling,-6,wrong_fixed_child,16,1.0,0.0,1.0,0.43159475158928584,-0.7707117549298765,0.7578347284192908,0.45402389958924594,0.42968512811558407,0.7815092151697656,2.7602572226155333,0.17582632691048308,8.684826536417678,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,-6,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.09321469516569102,0.09321469516569102,0.09321469516569102,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
