scale_days,horizon_windows,candidate_model,control,n,mae,rmse,bias,r2,improvement_vs_clock_pct
90,4,clock_pole_diara,real_pole_child,39,0.00023509492954631458,0.00029152406699027567,0.00016843056015004114,0.7406047895044792,5.808379571008246
90,4,clock_pole_diara,pole_shift_365d,39,0.00023489485509112568,0.0002916703066757745,0.0001660340147371328,0.7403444789994861,5.888540113717772
90,4,clock_pole_diara,pole_reversed_chronology,39,0.00025127128763895683,0.00031015039795475035,0.0001998729688206184,0.7063988108224523,-0.6727358844632751
90,4,clock_pole_diara,traversal_reflected,39,0.00041151369559610753,0.0004646176956282537,0.0003998641264085542,0.3411225899476691,-64.87442707386901
90,4,clock_pole_diara,pole_year_blocks_permuted,39,0.0002551693823104989,0.0003174910941846894,0.00018582268996778216,0.692336327395561,-2.234521391308203
90,4,full_child,real_pole_child,39,0.00027209472863402954,0.00033013853161454145,0.00023080117531744862,0.6673361913724265,-9.015721647782314
90,4,full_child,pole_shift_365d,39,0.0002693685865492704,0.00032580859549267684,0.00022731778651364527,0.6760050804997141,-7.923483116825195
90,4,full_child,pole_reversed_chronology,39,0.0002614043602228938,0.00031955531514350104,0.00022111278096476858,0.6883226692444355,-4.7325874875901865
90,4,full_child,traversal_reflected,39,0.00043699081538263945,0.0004899517427567181,0.00043001913984710326,0.2673108870913853,-75.0819258114554
90,4,full_child,pole_year_blocks_permuted,39,0.00027561987586252547,0.0003295241980891155,0.00020290514298901713,0.66857310475592,-10.42808443392819
