Name,Time_s,D_px,D_mm,D_smooth_mm,u_breakup,r_observed_mm_s,r_mechanical_mm_s,r_unresolved_mm_s,x_rate_ara,Bo_local,G_height_proxy,fluid,D0_mm,coverage
241112c,1.943,19.0,0.233128834355828,0.22727739484409915,0.5252771019194378,0.16432712826547916,0.10905219160248016,0.055274936662999,0.6727426840162316,0.004210045597630316,0.16162329505676243,S3,2.0,0.9240335225736687
241112c,1.944,19.0,0.233128834355828,0.22711576098447012,0.5255474452554745,0.16449123853374728,0.10896213524797205,0.05552910328577523,0.6751618357397533,0.004204059573832824,0.1615846165743503,S3,2.0,0.9240335225736687
241112c,1.945,19.0,0.233128834355828,0.22695373515641243,0.5258177885915113,0.16464069609949145,0.10887219570455355,0.0557685003949379,0.6774570530391503,0.004198063307818159,0.16154555053800448,S3,2.0,0.9240335225736687
241112c,1.946,19.0,0.233128834355828,0.2267913539924894,0.526088131927548,0.16477550096271168,0.10878237276571165,0.05599312819700003,0.6796292879688607,0.004192058184891034,0.1615061226402048,S3,2.0,0.9240335225736687
241112c,1.947,19.0,0.233128834355828,0.2266286541252645,0.5263584752635848,0.164895653123408,0.10869266622539542,0.05620298689801259,0.6816794237256241,0.004186045586543838,0.161466358622635,S3,2.0,0.9240335225736687
241112c,1.948,19.0,0.233128834355828,0.22646567218730124,0.5266288185996215,0.16500115258158032,0.10860307587801504,0.05639807670356528,0.6836082757140838,0.004180026890436515,0.16142628427618258,S3,2.0,0.9240335225736687
241112c,1.949,19.0,0.233128834355828,0.22630244481116296,0.5268991619356583,0.16509199933722876,0.10851360151844047,0.05657839781878829,0.6854165925172084,0.004174003470378625,0.16138592544093885,S3,2.0,0.9240335225736687
241112c,1.95,19.0,0.233128834355828,0.2261390086294131,0.527169505271695,0.1651681933903532,0.10842424294200002,0.05674395044835319,0.6871050567738106,0.004167976696313588,0.16134530800619898,S3,2.0,0.9240335225736687
241112c,1.951,19.0,0.233128834355828,0.22597540027461513,0.5274398486077319,0.16522973474095376,0.10833499994447938,0.056894734796474375,0.6886742859652183,0.004161947934305129,0.1613044579104619,S3,2.0,0.9240335225736687
241112c,1.952,19.0,0.233128834355828,0.22581165637933248,0.5277101919437686,0.16527662338903035,0.10824587232212027,0.05703075106691008,0.6901248331129118,0.004155918546525906,0.1612634011414305,S3,2.0,0.9240335225736687
241112c,1.953,19.0,0.233128834355828,0.2256478135761285,0.5279805352798054,0.16530885933458303,0.10815685987161906,0.05715199946296397,0.6914571873887176,0.004149889891248312,0.1612221637360113,S3,2.0,0.9240335225736687
241112c,1.954,19.0,0.233128834355828,0.22548390849756678,0.5282508786158421,0.16532644257761167,0.10806796239012578,0.05725848018748589,0.6926717746389078,0.004143863322837485,0.16118077178031484,S3,2.0,0.9240335225736687
241112c,1.955,19.0,0.233128834355828,0.2253199777762106,0.5285212219518789,0.1653293731181165,0.10797917967524281,0.057350193442873676,0.6937689578233736,0.0041378401917464905,0.16113925140965535,S3,2.0,0.9240335225736687
241112c,1.956,19.0,0.233128834355828,0.22515605804462346,0.5287915652879157,0.16531765095609732,0.1078905115250237,0.05742713943107362,0.6947490373707802,0.004131821844513697,0.16109762880855086,S3,2.0,0.9240335225736687
241112c,1.957,19.0,0.233128834355828,0.2249921859353688,0.5290619086239524,0.16529127609155422,0.10780195773797166,0.057489318353582564,0.695612251450457,0.0041258096237623415,0.16105593021072334,S3,2.0,0.9240335225736687
241112c,1.958,18.0,0.220858895705521,0.22482839808101,0.5293322519599892,0.1652502485244872,0.1077135181130389,0.057536730411448286,0.6963587761615058,0.0041198048682022734,0.1610141818990984,S3,2.0,0.9240335225736687
241112c,1.959,19.0,0.233128834355828,0.22466473111411053,0.529602595296026,0.1651945682548962,0.10762519244962487,0.05756937580527133,0.6969887256394707,0.0041138089126339025,0.16097241020580574,S3,2.0,0.9240335225736687
241112c,1.96,19.0,0.233128834355828,0.22450122166723382,0.5298729386320628,0.16512423528278125,0.10753698054757539,0.05758725473520586,0.6975021520806511,0.004107823087954312,0.16093064151217865,S3,2.0,0.9240335225736687
241112c,1.961,19.0,0.233128834355828,0.22433790637294332,0.5301432819680996,0.1650392496081424,0.10744888220718143,0.05759036740096096,0.697899045683975,0.004101848721165577,0.16088890224875435,S3,2.0,0.9240335225736687
241112c,1.962,19.0,0.233128834355828,0.22417482186380241,0.5304136253041363,0.16493961123097964,0.10736089722917766,0.05757871400180198,0.6981793345101241,0.004095887135385262,0.16084721889527379,S3,2.0,0.9240335225736687
241112c,1.963,18.0,0.220858895705521,0.22401200477237454,0.5306839686401731,0.16482532015129284,0.10727302541474154,0.057552294736551296,0.6983428842573963,0.0040899396498591135,0.16080561798068183,S3,2.0,0.9240335225736687
241112c,1.964,19.0,0.233128834355828,0.2238494917312232,0.5309543119762098,0.16469637636908216,0.107185266565492,0.05751110980359016,0.6983894979535993,0.00408400757997593,0.16076412608312718,S3,2.0,0.9240335225736687
241112c,1.965,18.0,0.220858895705521,0.22368731937291175,0.5312246553122466,0.16455277988434755,0.10709762048348825,0.057455159400859296,0.6983189155630242,0.004078092237284619,0.16072276982996223,S3,2.0,0.9240335225736687
241112c,1.966,18.0,0.220858895705521,0.2235255243300036,0.5314949986482833,0.16439453069708895,0.10701008697122873,0.057384443725860226,0.6981308135073665,0.004072194929513459,0.16068157589774332,S3,2.0,0.9240335225736687
241112c,1.967,18.0,0.220858895705521,0.22336414323506232,0.5317653419843201,0.16422162880730648,0.10692266583164964,0.05729896297565684,0.6978248040992213,0.004066316960591528,0.1606405710122306,S3,2.0,0.9240335225736687
241112c,1.968,18.0,0.220858895705521,0.22320321272065116,0.5320356853203568,0.16403407421500005,0.10683535686812415,0.0571987173468759,0.6974004348865387,0.004060459630672327,0.16059978194838784,S3,2.0,0.9240335225736687
241112c,1.969,18.0,0.220858895705521,0.2230427694193337,0.5323060286563936,0.16383186692016968,0.10674815988446082,0.057083707035708864,0.6968571879062335,0.004054624236159601,0.1605592355303831,S3,2.0,0.9240335225736687
241112c,1.97,18.0,0.220858895705521,0.22288284996367327,0.5325763719924304,0.16361500692281533,0.1066610746849028,0.056953932237912536,0.6961944788448446,0.004048812069735324,0.16051895863158766,S3,2.0,0.9240335225736687
241112c,1.971,18.0,0.220858895705521,0.22272349098623334,0.5328467153284672,0.16338349422293708,0.10657410107412646,0.056809393148810616,0.6954116561039403,0.004043024420389903,0.16047897817457704,S3,2.0,0.9240335225736687
241112c,1.972,18.0,0.220858895705521,0.22256472911957736,0.533117058664504,0.1631373288205349,0.10648723885724025,0.05665008996329464,0.6945079997676634,0.004037262573454538,0.1604393211311305,S3,2.0,0.9240335225736687
241112c,1.973,18.0,0.220858895705521,0.22240660099626877,0.5333874020005407,0.16287651071560874,0.10640048783978359,0.05647602287582515,0.6934827204695632,0.00403152781063579,0.16040001452223107,S3,2.0,0.9240335225736687
241112c,1.974,18.0,0.220858895705521,0.22224914324887096,0.5336577453365775,0.1626010399081586,0.10631384782772567,0.05628719208043294,0.6923349581555621,0.004025821410052331,0.16036108541806557,S3,2.0,0.9240335225736687
241112c,1.975,18.0,0.220858895705521,0.22209239250994736,0.5339280886726143,0.16231091639818462,0.10622731862746436,0.056083597770720264,0.6910637807396118,0.004020144646273878,0.1603225609380247,S3,2.0,0.9240335225736687
241112c,1.976,18.0,0.220858895705521,0.22193638541206143,0.534198432008651,0.16200614018568663,0.10614090004582502,0.055865240139861605,0.6896681826482691,0.004014498790362318,0.16028446825070303,S3,2.0,0.9240335225736687
241112c,1.977,18.0,0.220858895705521,0.2217811585877766,0.5344687753446878,0.16168671127066472,0.10605459189005936,0.05563211938060536,0.6881470832501106,0.004008885109915022,0.16024683457389882,S3,2.0,0.9240335225736687
241112c,1.978,18.0,0.220858895705521,0.2216267486696563,0.5347391186807245,0.1613526296531189,0.10596839396784437,0.05538423568527452,0.6864993251655253,0.0040033048691103384,0.16020968717461417,S3,2.0,0.9240335225736687
241112c,1.979,18.0,0.220858895705521,0.22147319229026394,0.5350094620167614,0.16100389533304912,0.10588230608728097,0.055121589245768154,0.6847236724520838,0.003997759328755287,0.16017305336905518,S3,2.0,0.9240335225736687
241112c,1.98,18.0,0.220858895705521,0.22132052608216296,0.5352798053527981,0.1606405083104554,0.10579632805689317,0.05484418025356223,0.6828188086602645,0.003992249746335426,0.1601369605226316,S3,2.0,0.9240335225736687
241112c,1.981,18.0,0.220858895705521,0.22116878667791684,0.5355501486888349,0.16026246858533777,0.10571045968562681,0.05455200889971096,0.680783334753922,0.003986777376066919,0.16010143604995702,S3,2.0,0.9240335225736687
241112c,1.982,18.0,0.220858895705521,0.22101801071008892,0.5358204920248716,0.15986977615769615,0.1056247007828484,0.054245075374847754,0.6786157668894238,0.003981343468950778,0.16006650741484882,S3,2.0,0.9240335225736687
241112c,1.983,18.0,0.220858895705521,0.2208682348112427,0.5360908353609084,0.1594624310275306,0.10553905115834385,0.05392337986918676,0.6763145340469202,0.003975949272829306,0.16003220213032837,S3,2.0,0.9240335225736687
241112c,1.984,18.0,0.220858895705521,0.22066893828049847,0.5363611786969451,0.1595825831882269,0.10545351062231795,0.05412907256590896,0.67838321055455,0.003968777255573541,0.15996189898001165,S3,2.0,0.9240335225736687
241112c,1.985,18.0,0.220858895705521,0.22051991334920257,0.5366315220329819,0.15914886319351826,0.10536807898539242,0.053780784208125834,0.6758550847168878,0.003963418576179833,0.15992792051716506,S3,2.0,0.9240335225736687
241112c,1.986,18.0,0.220858895705521,0.22037199105806599,0.5369018653690186,0.1587004904962857,0.10528275605860545,0.05341773443768026,0.6731892796378026,0.003958103125858154,0.15989464201058623,S3,2.0,0.9240335225736687
241112c,1.987,18.0,0.220858895705521,0.22022520803965212,0.5371722087050554,0.15823746509652917,0.10519754165341025,0.05303992344311892,0.6703838867838677,0.003952832139886003,0.15986209116273112,S3,2.0,0.9240335225736687
241112c,1.988,18.0,0.220858895705521,0.22012880651837696,0.5374425520410923,0.15829900644712977,0.10511243558167423,0.05318657086545554,0.6719760541670778,0.003949372266854107,0.15986603072416,S3,2.0,0.9240335225736687
241112c,1.989,18.0,0.220858895705521,0.21998306752802088,0.537712895377129,0.15780374510182058,0.10502743765567743,0.052776307446143145,0.668885360256691,0.003944144536765408,0.1598340582032895,S3,2.0,0.9240335225736687
241112c,1.99,18.0,0.220858895705521,0.21983723329299992,0.5379832387131658,0.15837520050025425,0.10494254768811205,0.0534326528121422,0.674760349390136,0.003938916855827202,0.15980191857186313,S3,2.0,0.9240335225736687
241112c,1.991,18.0,0.220858895705521,0.21969134044587743,0.5382535820492025,0.1578506337498972,0.10485776549208076,0.05299286825781643,0.6714305416319045,0.0039336905426829594,0.15976963837481695,S3,2.0,0.9240335225736687
241112c,1.992,18.0,0.220858895705521,0.21954677736080755,0.5385239253852393,0.1573114142970162,0.10477309088109607,0.05253832341592013,0.6679530999158609,0.003928515287799035,0.15973822770879825,S3,2.0,0.9240335225736687
241112c,1.993,18.0,0.220858895705521,0.21940358067035362,0.5387942687212761,0.15675754214161125,0.10468852366907895,0.0520690184725323,0.6643255279608086,0.003923392307301863,0.15970771457886637,S3,2.0,0.9240335225736687
241112c,1.994,18.0,0.220858895705521,0.2193109925989317,0.5390646120573128,0.15672823673656336,0.10460406367035788,0.05212417306620548,0.665153569663626,0.003920081671454122,0.15971396117552025,S3,2.0,0.9240335225736687
241112c,1.995,18.0,0.220858895705521,0.21921849977217464,0.5393349553933496,0.1566813480884867,0.10451971069966773,0.05216163738881896,0.6658308474517385,0.003916775836457099,0.1597202149855642,S3,2.0,0.9240335225736687
241112c,1.996,18.0,0.220858895705521,0.21912614614915862,0.5396052987293863,0.1566168761973814,0.10443546457214865,0.05218141162523275,0.6663574563889203,0.00391347636817407,0.1597265081478117,S3,2.0,0.9240335225736687
241112c,1.997,18.0,0.220858895705521,0.21898477009710726,0.5398756420654232,0.15599560161036632,0.10435132510334513,0.05164427650702119,0.6621247775435906,0.003908428195072166,0.15969698915521746,S3,2.0,0.9240335225736687
241112c,1.998,18.0,0.220858895705521,0.21889417117387963,0.5401459854014599,0.15589889377370833,0.10426729210920485,0.05163160166450348,0.6623729061150134,0.003905194854813937,0.15970442203214202,S3,2.0,0.9240335225736687
241112c,1.999,17.0,0.208588957055215,0.21875463041325616,0.5404163287374967,0.15524538324114057,0.10418336540607741,0.05106201783506316,0.6578233345045658,0.003900217470855711,0.15967606983632818,S3,2.0,0.9240335225736687
241112c,2.0,18.0,0.220858895705521,0.21861539003965288,0.5406866720735334,0.15565858945231567,0.10409954481071372,0.05155904464160195,0.6624632128944803,0.00389525396538243,0.15964784328997184,S3,2.0,0.9240335225736687
241112c,2.001,18.0,0.220858895705521,0.21842592935219,0.5409570154095702,0.15551792350808588,0.10401583014026448,0.0515020933678214,0.6623300029484207,0.0038885053306666746,0.15958283207545512,S3,2.0,0.9240335225736687
241112c,2.002,18.0,0.220858895705521,0.2183365979156571,0.5412273587456069,0.1553626048613321,0.10393222121227952,0.051430383649052586,0.6620690184096288,0.003885325353493849,0.15959088206402317,S3,2.0,0.9240335225736687
241112c,2.003,17.0,0.208588957055215,0.218147913838539,0.5414977020816437,0.1551926335120544,0.10384871784470626,0.05134391566734814,0.6616798040657009,0.003878612944602439,0.15952621791006635,S3,2.0,0.9240335225736687
241112c,2.004,18.0,0.220858895705521,0.21795966935218203,0.5417680454176805,0.15501094000075755,0.10376531985588927,0.051245620144868276,0.661187141302644,0.0038719219571215348,0.15946174864810772,S3,2.0,0.9240335225736687
241112c,2.005,18.0,0.220858895705521,0.21782245109608014,0.5420383887537172,0.15427537433405575,0.10368202706456872,0.05059334726948703,0.6558836429712519,0.003867048292753059,0.15943450146275157,S3,2.0,0.9240335225736687
241112c,2.006,17.0,0.208588957055215,0.21763653277750106,0.5423087320897539,0.1540673059582158,0.10359883928987959,0.05046846666833621,0.6551482983939971,0.0038604498150715794,0.15937149990314317,S3,2.0,0.9240335225736687
241112c,2.007,18.0,0.220858895705521,0.2174511492943481,0.5425790754257908,0.1538475154203567,0.10351575635135045,0.05033175906900626,0.6543070771274411,0.0038538759295032084,0.15930876531382865,S3,2.0,0.9240335225736687
241112c,2.008,18.0,0.220858895705521,0.21726632995267203,0.5428494187618276,0.15361600272047846,0.10343277806890276,0.050183224651575695,0.6533593344814433,0.003847327625458299,0.15924631971358963,S3,2.0,0.9240335225736687
241112c,2.009,17.0,0.208588957055215,0.21713130965037605,0.5431197620978643,0.15391198731146202,0.10334990426284936,0.05056208304861266,0.6570259267238665,0.0038425472627810625,0.15922026714014423,S3,2.0,0.9240335225736687
241112c,2.01,17.0,0.208588957055215,0.21699556768658043,0.543390105433901,0.15419331919992166,0.10326713475389385,0.05092618444602781,0.6605498177258731,0.0038377443453948574,0.1591935944593236,S3,2.0,0.9240335225736687
241112c,2.011,17.0,0.208588957055215,0.21680993510199614,0.5436604487699379,0.15392077893297643,0.10318446936312933,0.05073630956984709,0.6592522454936356,0.003831181025346015,0.15913021280569228,S3,2.0,0.9240335225736687
241112c,2.012,17.0,0.208588957055215,0.2166742041279696,0.5439307921059746,0.15417573595689296,0.10310190791203748,0.05107382804485548,0.6625404150382724,0.0038263856070977734,0.15910334911695623,S3,2.0,0.9240335225736687
241112c,2.013,17.0,0.208588957055215,0.21648864847176852,0.5442011354420113,0.1538768208254046,0.10301945022248758,0.05085737060291702,0.6610140543600393,0.003819834726003075,0.159039791397664,S3,2.0,0.9240335225736687
241112c,2.014,17.0,0.208588957055215,0.21635306036473934,0.5444714787780481,0.15410540298477807,0.10293709611673525,0.051168306868042815,0.6640689538068567,0.0038150514546966803,0.15901283367099558,S3,2.0,0.9240335225736687
241112c,2.015,17.0,0.208588957055215,0.21621691910600235,0.544741822114085,0.15431933244162763,0.10285484541742171,0.05146448702420592,0.6669869057873579,0.0038102516844211185,0.158985378150068,S3,2.0,0.9240335225736687
241112c,2.016,17.0,0.208588957055215,0.21608026132812094,0.5450121654501217,0.15451860919595317,0.10277269794757266,0.051745911248380516,0.6697693115106778,0.0038054367422908774,0.15895745122605537,S3,2.0,0.9240335225736687
241112c,2.017,18.0,0.220858895705521,0.21594312366365861,0.5452825087861585,0.15470323324775478,0.10269065353059731,0.052012579717157476,0.6724174876663392,0.0038006079522931867,0.15892907933933564,S3,2.0,0.9240335225736687
241112c,2.018,17.0,0.208588957055215,0.2158055427451788,0.5455528521221952,0.15487320459703255,0.1026087119902872,0.052264492606745344,0.6749326682137596,0.003795766635258257,0.15890028897949063,S3,2.0,0.9240335225736687
241112c,2.019,17.0,0.208588957055215,0.2156675552052448,0.545823195458232,0.15502852324378627,0.10252687315081549,0.05250165009297078,0.6773160060411672,0.0037909141088317173,0.1588711066853059,S3,2.0,0.9240335225736687
241112c,2.02,17.0,0.208588957055215,0.2155291976764202,0.5460935387942687,0.15516918918801612,0.10244513683673581,0.052724052351280304,0.6795685744983224,0.003786051687449259,0.15884155904477082,S3,2.0,0.9240335225736687
241112c,2.021,17.0,0.208588957055215,0.2153905067912684,0.5463638821303055,0.155295202429722,0.10236350287298109,0.052931699556740916,0.6816913688070289,0.003781180682313424,0.15881167269507868,S3,2.0,0.9240335225736687
241112c,2.022,17.0,0.208588957055215,0.21525151918235275,0.5466342254663422,0.15540656296890396,0.10228197108486296,0.05312459188404099,0.6836853073530871,0.003776302401372621,0.15878147432262654,S3,2.0,0.9240335225736687
241112c,2.023,17.0,0.208588957055215,0.21511227148223677,0.546904568802379,0.15550327080556195,0.10220054129807031,0.05330272950749164,0.6855512328630086,0.0037714181493023096,0.15875099066301535,S3,2.0,0.9240335225736687
241112c,2.024,17.0,0.208588957055215,0.21497280032348381,0.5471749121384158,0.155585325939696,0.10211921333866877,0.05346611260102724,0.6872899134684514,0.003766529227488372,0.15872024850104957,S3,2.0,0.9240335225736687
241112c,2.025,17.0,0.208588957055215,0.21483314233865744,0.5474452554744526,0.1556527283713062,0.10203798703309928,0.053614741338206914,0.6889020436610673,0.0037616369340126854,0.158689274670738,S3,2.0,0.9240335225736687
241112c,2.026,17.0,0.208588957055215,0.2146933341603209,0.5477155988104893,0.15570547810039234,0.1019568622081775,0.05374861589221484,0.6903882451400971,0.003756742563640856,0.15865809605529285,S3,2.0,0.9240335225736687
241112c,2.027,17.0,0.208588957055215,0.2145534124210378,0.5479859421465262,0.1557435751269546,0.10187583869109242,0.05386773643586219,0.6917490675548167,0.0037518474078121773,0.15862673958713036,S3,2.0,0.9240335225736687
241112c,2.028,17.0,0.208588957055215,0.21441341375337145,0.5482562854825629,0.15576701945099294,0.10179491630940585,0.0539721031415871,0.6929849891435802,0.003746952754631737,0.15859523224787042,S3,2.0,0.9240335225736687
241112c,2.029,17.0,0.208588957055215,0.2142733747898853,0.5485266288185996,0.1557758110725073,0.10171409489105114,0.05406171618145615,0.6940964172710052,0.003742059888864737,0.15856360106833686,S3,2.0,0.9240335225736687
241112c,2.03,17.0,0.208588957055215,0.21413333216314287,0.5487969721546364,0.15576994999149774,0.10163337426433215,0.054136575727165584,0.6950836888645143,0.003737170091932999,0.15853187312855738,S3,2.0,0.9240335225736687
241112c,2.031,17.0,0.208588957055215,0.2139933225057075,0.5490673154906732,0.1557494362079642,0.10155275425792258,0.05419668195004161,0.6959470707511978,0.003732284641913643,0.15850007555776333,S3,2.0,0.9240335225736687
241112c,2.032,17.0,0.208588957055215,0.21385338245014265,0.5493376588267099,0.15571426972190677,0.10147223470086482,0.054242035021041954,0.6966867598957229,0.0037274048135399656,0.1584682355343901,S3,2.0,0.9240335225736687
241112c,2.033,17.0,0.208588957055215,0.21371354862901176,0.5496080021627467,0.15566445053332537,0.10139181542256892,0.054272635110756445,0.6973028835397136,0.0037225318782045046,0.15843638028607665,S3,2.0,0.9240335225736687
241112c,2.034,17.0,0.208588957055215,0.21357385767487827,0.5498783454987834,0.15559997864222003,0.1013114962528118,0.05428848238940823,0.6977954992427968,0.0037176671039642843,0.158404537089666,S3,2.0,0.9240335225736687
241112c,2.035,17.0,0.208588957055215,0.21343434622030555,0.5501486888348203,0.1555208540485908,0.10123127702173618,0.054289577026854635,0.6981645948252373,0.003712811755548256,0.15837273327120485,S3,2.0,0.9240335225736687
241112c,2.036,17.0,0.208588957055215,0.21329505089785708,0.550419032170857,0.15542707675243753,0.10115115755984977,0.05427591919258776,0.6984100882118219,0.0037079670943669265,0.15834099620594375,S3,2.0,0.9240335225736687
241112c,2.037,17.0,0.208588957055215,0.21315600834009632,0.5506893755068938,0.15531864675376042,0.1010711376980241,0.05424750905573632,0.6985318271764164,0.003703134378524161,0.15830935331833704,S3,2.0,0.9240335225736687
241112c,2.038,17.0,0.208588957055215,0.21301725517958667,0.5509597188429305,0.15519556405255933,0.10099121726749377,0.054204346785065555,0.698529588986299,0.003698314862831191,0.158277832082043,S3,2.0,0.9240335225736687
241112c,2.039,17.0,0.208588957055215,0.21287882804889155,0.5512300621789673,0.1550578286488343,0.10091139609985535,0.054146432548978954,0.6984030799451804,0.0036935097988227967,0.15824646001992362,S3,2.0,0.9240335225736687
241112c,2.04,17.0,0.208588957055215,0.21274076358057437,0.5515004055150041,0.15490544054258534,0.10083167402706669,0.05407376651551865,0.6981519348334719,0.0036887204347756837,0.15821526470404465,S3,2.0,0.9240335225736687
241112c,2.041,17.0,0.208588957055215,0.21260309840719863,0.5517707488510408,0.15473839973381243,0.10075205088144562,0.053986348852366806,0.6977757162441439,0.0036839480157290477,0.1581842737556759,S3,2.0,0.9240335225736687
241112c,2.042,17.0,0.208588957055215,0.21246586916132773,0.5520410921870775,0.15455670622251558,0.10067252649566939,0.053884179726846185,0.6972739138121775,0.003679193783507316,0.15815351484529078,S3,2.0,0.9240335225736687
241112c,2.043,17.0,0.208588957055215,0.21232911247552508,0.5523114355231145,0.15436036000869482,0.10059310070277336,0.053767259305921467,0.6966459433353597,0.003674458976745093,0.15812301569256662,S3,2.0,0.9240335225736687
241112c,2.044,17.0,0.208588957055215,0.2121928649823541,0.5525817788591512,0.15414936109235008,0.10051377333615048,0.0536355877561996,0.6958911457838194,0.0036697448309142796,0.1580928040663845,S3,2.0,0.9240335225736687
241112c,2.045,17.0,0.208588957055215,0.21205716331437832,0.5528521221951879,0.1539237094734814,0.10043454422955012,0.0534891652439313,0.6950087861954317,0.0036650525783533906,0.1580629077848294,S3,2.0,0.9240335225736687
241112c,2.046,17.0,0.208588957055215,0.21192204410416102,0.5531224655312247,0.1536834051520888,0.10035541321707703,0.05332799193501178,0.6939980524538367,0.00366038344829904,0.1580333547151901,S3,2.0,0.9240335225736687
241112c,2.047,17.0,0.208588957055215,0.21178754398426577,0.5533928088672615,0.15342844812817227,0.10027638013319068,0.053152067994981594,0.6928580539454977,0.0036557386669196514,0.15800417277395917,S3,2.0,0.9240335225736687
241112c,2.048,17.0,0.208588957055215,0.21165369958725594,0.5536631522032982,0.15315883840173175,0.10019744481270429,0.05296139358902746,0.6915878200918587,0.0036511194573513104,0.15797538992683305,S3,2.0,0.9240335225736687
241112c,2.049,17.0,0.208588957055215,0.21152054754569496,0.5539334955393349,0.15287457597276735,0.10011860709078384,0.052755968881983514,0.6901862987522701,0.0036465270397358336,0.1579470341887119,S3,2.0,0.9240335225736687
241112c,2.05,17.0,0.208588957055215,0.21138812449214625,0.5542038388753717,0.152575660841279,0.10003986680294708,0.05253579403833192,0.6886523544929452,0.003641962631261023,0.1579191336236998,S3,2.0,0.9240335225736687
241112c,2.051,17.0,0.208588957055215,0.21120590972573014,0.5544741822114085,0.15280424300065246,0.09996122378506284,0.05284301921558962,0.6916433493978827,0.003635686655686547,0.15785393012126836,S3,2.0,0.9240335225736687
241112c,2.052,17.0,0.208588957055215,0.211073695477793,0.5547445255474452,0.15247895300462103,0.09988267787334992,0.0525962751312711,0.68988242763809,0.00363113622314946,0.15782599109973675,S3,2.0,0.9240335225736687
241112c,2.053,17.0,0.208588957055215,0.21094231278904577,0.5550148688834821,0.15213901030606558,0.09980422890437636,0.05233478140168922,0.6879863526968494,0.0036266172331005076,0.15779858534540986,S3,2.0,0.9240335225736687
241112c,2.054,17.0,0.208588957055215,0.21081179829205185,0.5552852122195188,0.15178441490498626,0.09972587671505845,0.05205853818992781,0.6859536695189071,0.003622130890941464,0.1577717411118264,S3,2.0,0.9240335225736687
241112c,2.055,17.0,0.208588957055215,0.21063163128593157,0.5555555555555556,0.15195731679476873,0.09964762114265967,0.052309695652109064,0.6884788012249223,0.0036159423415204777,0.15770763257071502,S3,2.0,0.9240335225736687
241112c,2.056,17.0,0.208588957055215,0.21045104666858813,0.5558258988915924,0.1521184965225321,0.09956946202479022,0.05254903449774187,0.6908960540503134,0.0036097447572070156,0.15764309021091472,S3,2.0,0.9240335225736687
241112c,2.057,17.0,0.208588957055215,0.21027007374607234,0.5560962422276291,0.15226795408827634,0.09949139919940565,0.05277655488887069,0.6932063309693361,0.0036035391793548203,0.15757813557393013,S3,2.0,0.9240335225736687
241112c,2.058,17.0,0.208588957055215,0.2100887418244349,0.5563665855636658,0.15240568949200134,0.09941343250480633,0.05299225698719501,0.6954104819029894,0.0035973266459371333,0.1575127902406289,S3,2.0,0.9240335225736687
241112c,2.059,17.0,0.208588957055215,0.20990708020972662,0.5566369288997027,0.15253170273370725,0.09933556177963625,0.053196140954071006,0.6975093046321241,0.003591108191528855,0.15744707583124182,S3,2.0,0.9240335225736687
241112c,2.06,17.0,0.208588957055215,0.2097251182079982,0.5569072722357394,0.15264599381339403,0.09925778686288254,0.05338820695051148,0.6995035456453217,0.003584884847290083,0.15738101400536245,S3,2.0,0.9240335225736687
241112c,2.061,17.0,0.208588957055215,0.2095428851253003,0.5571776155717761,0.15274856273106163,0.09918010759387418,0.05356845513718746,0.7013939009233536,0.003578657640951073,0.1573146264619477,S3,2.0,0.9240335225736687
241112c,2.062,17.0,0.208588957055215,0.20936041026768384,0.5574479589078128,0.15283940948671002,0.09910252381228134,0.05373688567442868,0.7031810166618225,0.0035724275967985875,0.15724793493931755,S3,2.0,0.9240335225736687
241112c,2.063,17.0,0.208588957055215,0.2092282802746426,0.5577183022438498,0.15237638408695356,0.09902503535811445,0.05335134872883911,0.7002574453846361,0.003567919811563624,0.15721895116052434,S3,2.0,0.9240335225736687
241112c,2.064,17.0,0.208588957055215,0.20904676885344436,0.5579886455798865,0.15244085597805893,0.09894764207172344,0.05349321390633549,0.7018225339017364,0.0035617319551097693,0.1571527557201255,S3,2.0,0.9240335225736687
241112c,2.065,17.0,0.208588957055215,0.20886511090199242,0.5582589889159232,0.1524936057071451,0.09887034379379657,0.05362326191334853,0.7032853825534011,0.0035555444803069916,0.15708632817461077,S3,2.0,0.9240335225736687
241112c,2.066,17.0,0.208588957055215,0.20868333572633743,0.55852933225196,0.15253463327421216,0.09879314036535991,0.053741492908852245,0.7046464367504124,0.0035493583970670197,0.15701969042713296,S3,2.0,0.9240335225736687
241112c,2.067,17.0,0.208588957055215,0.20850147263253027,0.5587996755879968,0.15256393867926005,0.09871603162777623,0.05384790705148382,0.7059060944236627,0.003543174711836153,0.15695286442020778,S3,2.0,0.9240335225736687
241112c,2.068,17.0,0.208588957055215,0.2083195509266216,0.5590700189240335,0.15258152192228877,0.09863901742274431,0.053942504499544464,0.7070647063937125,0.003536994427590356,0.15688587213571398,S3,2.0,0.9240335225736687
241112c,2.069,17.0,0.208588957055215,0.20813759991466219,0.5593403622600703,0.15258738300329835,0.09856209759229796,0.05402528541100039,0.7081225766855517,0.0035308185438317654,0.1568187355948934,S3,2.0,0.9240335225736687
241112c,2.07,17.0,0.208588957055215,0.20795564890270277,0.559610705596107,0.15258152192228883,0.09848527197880513,0.05409624994348369,0.7090799627891431,0.0035246480565865844,0.15675147685835095,S3,2.0,0.9240335225736687
