event,time_s,frequency_hz,T_A,S_B,separation_km,compactness,binding_proxy,inspiral_tau_s
GW150914,-1.4109864234924316,224.78387664999616,1.0518672199170125,1.0967781303392727,267.7892044507038,0.3979007734242174,0.0989077286939252,0.0011216688134920918
GW150914,-1.4070801734924316,229.76765732182517,1.2027092994874298,0.6986819624115206,263.9027436950321,0.4037606054172932,0.10036432971526879,0.0010579569760552337
GW150914,-1.4031739234924316,235.51117959634945,1.2265072003905297,0.570539419087137,259.5944985683074,0.41046143948830005,0.10202998186420682,0.000990545256966019
GW150914,-1.3992676734924316,241.88668241003458,1.2526238711252136,0.5457651940444227,255.0127321832753,0.41783612391953784,0.10386313559409548,0.0009224436423053784
GW150914,-1.3953614234924316,247.89201191223077,1.2981449841347328,0.6144740053697828,250.87736607662902,0.42472357403913735,0.10557517561341963,0.0008640488780342162
GW150914,-1.3914551734924316,251.85020560076546,1.337808152306566,0.8938247498169392,248.24182941762686,0.4292327840781892,0.10669604733057754,0.000828308727497723
GW150914,-1.3875489234924316,253.11565368195298,1.354283622162558,1.5150109836465706,247.4137508180407,0.4306693997940123,0.1070531524355394,0.0008173117037637144
GW150914,-1.3836426734924316,253.04402648679329,1.241152062484745,1.5828655113497683,247.4604376003528,0.43058814814541896,0.10703295540011812,0.0008179287827305322
GW150914,-1.3797364234924316,253.51352867946787,1.2466438857700757,1.6221625579692458,247.15481522791947,0.4311205972957886,0.10716530833739658,0.0008138955785155795
GW150914,-1.3758301734924316,254.93850298161323,1.2604344642421283,1.7278496460824995,246.2329767804339,0.43273461158131055,0.10756651008849327,0.0008018206679973811
GW150914,-1.3719239234924316,256.38629368161185,1.2761776909934097,1.8129118867464,245.30513161792737,0.43437139232599636,0.1079733709860825,0.0007898032539114431
GW150914,-1.3680176734924316,256.550300839566,1.2794727849646081,1.8472052721503538,245.2005749023814,0.4345566139394727,0.10801941223635783,0.0007884575592358139
GW150914,-1.3641114234924316,254.28898113531403,1.2583597754454479,1.8218208445203807,246.65209492602384,0.43199929681338634,0.10738373006284868,0.0008072938030028377
GW150914,-1.3602051734924316,249.51850664611817,1.2091774469123748,1.7044178667317549,249.7859431734165,0.4265793751717046,0.10603647925289293,0.0008491107969331791
GW150914,-1.3562989234924316,243.9819272618175,1.183060776177691,1.6725652916768365,253.55065174918144,0.4202455439593833,0.10446205441890677,0.0009014700651230836
GW150914,-1.3523926734924316,240.12299868373975,1.1725652916768365,1.6133756407127167,256.25990695230814,0.41580258430914563,0.10335765081621447,0.0009406218033100832
GW150914,-1.3484864234924316,238.93718114314925,1.152794727849646,1.5453990724920674,257.1070660047721,0.414432528912345,0.1030170908662645,0.0009531218692371684
GW150914,-1.3445801734924316,240.193762794295,1.2089333658774712,1.5466194776665851,256.2095728811543,0.41588427148667456,0.10337795611274173,0.0009398830006163415
GW150914,-1.3406739234924316,243.50361779949054,1.2084452038076643,1.593116914815719,253.8825729156452,0.4196961230615632,0.10432548274895823,0.000906199771954437
GW150914,-1.3367676734924316,247.8464973590451,1.2474981693922382,1.655723700268489,250.90807923144325,0.4246715844781687,0.10556225236789046,0.0008644720734942352
GW150914,-1.3328614234924316,251.47296092590173,1.3002196729314133,1.7339516719550891,248.49003240351956,0.4288040471279753,0.10658947453458147,0.000831626415580504
GW150914,-1.3289551734924316,253.1598952251636,1.3219428850378325,1.8105931169148157,247.38492507011475,0.43071958218711637,0.10706562646638793,0.0008169308760359829
GW150914,-1.3250489234924316,253.0573445984474,1.314010251403466,1.8171833048572126,247.4517551555311,0.4306032563746364,0.10703671091087932,0.0008178139967413301
