year,body,mean_projection_share,median_projection_share,mean_absolute_share,median_absolute_share
1986,venus,0.0007648606787834848,0.0013390627020490426,0.005234375171870275,0.005233038569526803
1987,venus,-0.0005537875399891428,-0.0009552779852609968,0.005206587460814485,0.0052033799562666875
1988,venus,0.0003100809388010562,0.0006168803657699959,0.005245024351216466,0.005244464536784411
1989,venus,-7.472080032123364e-05,-0.0003095750792188066,0.005311529678625635,0.005316807959682336
1990,venus,-0.00018244902663044001,-0.00037664059603821935,0.005420913033654635,0.005410754374863924
1991,venus,0.0004509027478974291,0.0008602839723864715,0.005518280942285282,0.0055175538330632466
1992,venus,-0.0007386833302742784,-0.0011291237283668745,0.005573219223519587,0.0055686872751404635
1993,venus,0.0009907506495708369,0.0018385235772750816,0.005601821096142529,0.0056059645327805815
1994,venus,-0.0011904660036078458,-0.0021759947925199443,0.0055565212818721,0.005554096200863623
1995,venus,0.0012768162443334364,0.002440227394223263,0.005472243103609081,0.00547591604462056
1996,venus,-0.001261218770951838,-0.002226918581434211,0.005371236293739736,0.00536141155554968
1997,venus,0.0011581827014007144,0.002082017108074424,0.0052471077105769376,0.005253856714599963
1998,venus,-0.0009935558118801984,-0.001834627316589304,0.005173233615752507,0.005172215941867243
1999,venus,0.0007750281484640457,0.0015398909741319736,0.005141840884118078,0.0051436976423880985
2000,venus,-0.0005301349546547981,-0.0009340576673771531,0.005162249465993117,0.005161608870418249
2001,venus,0.00022264014066773847,0.00036881013132966645,0.005249984033093903,0.0052447219099617335
2002,venus,0.00012080782045465083,0.000173641372415106,0.005341669665687072,0.005343945401375105
2003,venus,-0.0005030516285751584,-0.0009388696912464207,0.005435007599662131,0.005436084381233225
2004,venus,0.0009158370183004363,0.0015799418515366505,0.005507831801401556,0.0055121016065328605
2005,venus,-0.001295753467362117,-0.00246950491009354,0.005515131418261208,0.005510018375215556
2006,venus,0.001476889560797741,0.0026620854146532412,0.0054918675552810175,0.005494267386982593
2007,venus,-0.001555915793455046,-0.002548975745038953,0.005422990219721127,0.005420209302176083
2008,venus,0.001536843183946403,0.0028926999567707706,0.005319419870962382,0.005324495048001903
2009,venus,-0.0014430914757001627,-0.0026610231238473124,0.005242313570179599,0.005238747645461331
2010,venus,0.0012992934585124008,0.00221109571667799,0.005178326847479545,0.0051770234687182285
2011,venus,-0.0011302065562497157,-0.0017593503403164697,0.005174518511145563,0.0051714985165399446
2012,venus,0.000902374328203375,0.0016754017231326444,0.0052390442277431915,0.00523616884093659
2013,venus,-0.0006376149384456205,-0.0009755025568810711,0.005326310077353648,0.005333222335087564
2014,venus,0.00030327872053328964,0.0005021593325961214,0.00544817371899932,0.005438479352319061
2015,venus,6.427025398359638e-05,2.1946267456945784e-05,0.005550589088766148,0.005549466555414367
2016,venus,-0.0004421269801286678,-0.000657676880254804,0.005603076123847462,0.00559829077895922
2017,venus,0.0007592498365936271,0.0013111209346055696,0.005625182113981291,0.005630710089578722
2018,venus,-0.0010043314190225682,-0.0017593209597512277,0.005572943371796735,0.005570762449065541
2019,venus,0.001126187631006359,0.002156082328373443,0.005482775210111898,0.0054853723634007215
2020,venus,-0.001144992541190988,-0.0018367928226810581,0.00538253784612279,0.005374194824796057
2021,venus,0.0010741793498284808,0.0017975945248336434,0.005267047880415554,0.005269832814128508
2022,venus,-0.0009387511820435106,-0.0017546714786899737,0.005208541877544992,0.005208082052698883
2023,venus,0.000737978223685751,0.0013282576017012253,0.0051971654909244765,0.005197121643135467
2024,venus,-0.0004059851936329723,-0.0006381667603071071,0.0052326184396888475,0.0052322944944447995
2025,venus,-1.1665483274359701e-05,-2.5323349115304172e-05,0.005326490208536312,0.005320975700849837
2026,venus,0.0004173254535796018,0.0005727225157058595,0.005412430811228571,0.00541460141781742
2027,venus,-0.0008684313137803543,-0.0014261506943948562,0.0054856535802370945,0.005483869699304115
2028,venus,0.0012916624935424607,0.0023984713410334867,0.005533115590243188,0.005534979573903116
2029,venus,-0.0016415046489299614,-0.002733889248168282,0.00551083441751764,0.005507336595943331
2030,venus,0.0018206911109396387,0.003360145841390751,0.005459767958232238,0.005460862310914731
2031,venus,-0.0018457695639041462,-0.0030054029134356894,0.005370631457492926,0.005362425703400652
2032,venus,0.001746389538235459,0.003190928951240258,0.005255706526703719,0.005261414692520793
2033,venus,-0.001572579529491349,-0.002657252605536585,0.0051780243216478505,0.0051742362853284185
2034,venus,0.0013657448016378814,0.0024072501127075717,0.005122505930951863,0.0051203933133833306
2035,venus,-0.001144301323207184,-0.002135430068244019,0.005129929232205838,0.0051284699558715435
2036,venus,0.0008797180802533298,0.0015444247019594515,0.0052039594021074465,0.005199488661461805
2037,venus,-0.0005879936398094429,-0.0010246220350226159,0.005294899413920273,0.005301286563622656
2038,venus,0.00023727315747789677,0.00031479686090820806,0.005413708985227381,0.005406429791383668
2039,venus,0.00013805209475836337,0.00027332232462273093,0.005509510773451683,0.005508171134016642
2040,venus,-0.0005201933165434251,-0.000646694766111062,0.005554708608284968,0.005551171174319428
2041,venus,0.0008428527004350466,0.0017764069236250598,0.005571093997103923,0.005576306865286092
2042,venus,-0.0010990194613265546,-0.002094233975087344,0.00551982726776666,0.00551770833566108
2043,venus,0.0012435135126230797,0.0022695460176426537,0.005434351225530851,0.00543759020336152
2044,venus,-0.0012538338732211933,-0.0020903754641625628,0.005345616321409543,0.005340890849376869
2045,venus,0.0012045734407666682,0.0023222321660351583,0.005247708355976353,0.00524808892766628
2046,venus,-0.0010923823499058253,-0.0020980643830929855,0.005209154673881102,0.005209942979794383
2047,venus,0.0009289271653220299,0.001889891743104743,0.005222758329214961,0.005222568718223469
2048,venus,-0.0007376300390213323,-0.0014299743625718168,0.005276161076274537,0.005280329481191208
2049,venus,0.0004768464407666258,0.0008812750356578627,0.005383217462458493,0.005375062975765269
2050,venus,-0.00016958051325418667,-0.00019817291069236151,0.005476181496060602,0.005476714705101674
2051,venus,-0.00018469720501952785,-0.00036532155116597895,0.005548104646653333,0.0055448855641273545
2052,venus,0.0005336160999067513,0.0008536445050836953,0.005589431640482966,0.005592591951800873
2053,venus,-0.0008572271246755926,-0.001300508917803918,0.005556392629456293,0.005553242875445527
2054,venus,0.0010818981610725535,0.0020608237332594096,0.005491685978248341,0.005492612094796296
2055,venus,-0.001220181217696342,-0.0023568796167503254,0.005391329989015415,0.005380627590311485
2056,venus,0.0012541920561540273,0.0022823072638526983,0.005266755884915466,0.005274586512581536
2057,venus,-0.0012062104059243814,-0.001995169209562348,0.005185600871704169,0.005183314035009393
2058,venus,0.001095508666455772,0.0019591714284805965,0.005130304647607013,0.005127275518579671
2059,venus,-0.0009408384862352556,-0.0017823785076936185,0.005139234059558097,0.005138229358015482
2060,venus,0.0007162877813621705,0.0013023622520416513,0.005212279043673286,0.005208369339625101
2061,venus,-0.0004405073222231631,-0.0007406858870796487,0.005297407634069397,0.005303541441693098
2062,venus,8.830221894697148e-05,0.00010753056323164746,0.005403206311439592,0.005396856557639566
2063,venus,0.00030181428015243827,0.00022685407288975434,0.005482554515703748,0.0054825134165063065
2064,venus,-0.0007634511000340881,-0.0013919814133611624,0.005508654233941663,0.00550399234359618
2065,venus,0.0011741520609254241,0.0022897926040504305,0.005505619220125186,0.005507013427073449
2066,venus,-0.0014298483312160653,-0.002597419276470039,0.005442750916645438,0.005440709496645023
2067,venus,0.0015845327181129999,0.00264096134703274,0.005349867687231315,0.005352797760558157
2068,venus,-0.001656082666876706,-0.0029641257651798376,0.005268362589170674,0.005265071576863037
2069,venus,0.0016588798899924782,0.0031352004924056947,0.005186962486788354,0.005185997124531039
2070,venus,-0.0015965340205692615,-0.002905243837736209,0.005172165849723647,0.0051712201980220595
2071,venus,0.0014526295099903063,0.00286739642847501,0.005213020576944472,0.0052108581792604525
2072,venus,-0.0012492291239850919,-0.0023179066821347647,0.005290914778389185,0.005299732867953015
2073,venus,0.0009515553991255507,0.0016081344948323361,0.0054145518505004965,0.005401288790245154
2074,venus,-0.0005953210571960042,-0.0008423576184257782,0.005517692850156704,0.005518427105474626
2075,venus,0.0001866021525004046,0.00036048750955658133,0.005589987576422424,0.005587110564632258
2076,venus,0.00021611318841521725,0.0006500735710556935,0.0056281765855568785,0.005631070241963908
2077,venus,-0.0005885892396204586,-0.0009642640417055567,0.00558807412821365,0.005584715260814049
2078,venus,0.0008601513299671452,0.0015886967234512736,0.005516587324905,0.005517064118739274
2079,venus,-0.001043766787043846,-0.0019687426711858594,0.005414130603506606,0.005403685187125006
2080,venus,0.001123452354005626,0.001930403111106736,0.005293633608432216,0.005298145280640247
2081,venus,-0.0011226037731357232,-0.0017197097524852746,0.005224992769587797,0.005225039131649835
2082,venus,0.0010540989997277507,0.001870318310150053,0.005187913215049602,0.005185980162305601
2083,venus,-0.0009324697055589887,-0.00174899012652927,0.00521313930596831,0.005212717727884336
2084,venus,0.0006323100666166214,0.0011541847407599724,0.00529581887881411,0.005291215575946306
2085,venus,-0.0002655903684742971,-0.0004614842128630993,0.005379397240385403,0.005383460497986406
2086,venus,-0.00012890402289284636,-0.00010815442455280624,0.005467815237120151,0.005465664550358805
2087,venus,0.0005553981845247025,0.0007990296811966895,0.0055249688505089965,0.005529556787369294
2088,venus,-0.0009771728822421677,-0.001459609520062144,0.005519658177214747,0.005514519022478169
2089,venus,0.001298881865172911,0.0021291778972039703,0.005488632957560765,0.0054887856156488396
2090,venus,-0.0015164262953890081,-0.0024679748713964927,0.005402321303365347,0.005402415845290667
2091,venus,0.001594760813058828,0.003255414648384525,0.00529536264544511,0.0052993259508025675
2092,venus,-0.0015769266315865786,-0.002527349752099335,0.0052102960294949695,0.005206571819964691
2093,venus,0.0015003103500431476,0.0027149671115280823,0.00513613009345574,0.00513444263194473
2094,venus,-0.001383364870924981,-0.0023750446252853038,0.0051330157076185535,0.005132522030251905
2095,venus,0.0012247094172334993,0.0023346319149149474,0.005186332816856583,0.005183317484961748
2096,venus,-0.0010301927282113366,-0.002121156756184571,0.005271213077294716,0.005280926828776383
2097,venus,0.0007578382287697267,0.0012789136699797538,0.005394823640060027,0.005381761786643361
2098,venus,-0.00042905665977982234,-0.0009395827653818807,0.005493748708872122,0.005496381665017725
2099,venus,4.5306689646880804e-05,-0.00013709439215494443,0.0055580886870659485,0.005553938954275696
2100,venus,0.00033864415973645657,0.0005545196241449,0.0055903099692050885,0.0055938914880046845
1900,emb,0.0004627412479298053,0.0009307478014931184,0.005828579793199106,0.005825272607923986
1901,emb,0.0004939846127474867,0.0008648449824042781,0.005720216442184225,0.005712966444870608
1902,emb,0.0004202558310848647,0.000912158097242612,0.005607650893862803,0.005599126460372593
1903,emb,0.0002780174856595917,0.0008463187652504074,0.00552277949191646,0.005516241546703706
1904,emb,6.638180329176809e-05,0.0002890440496589545,0.005491226702777043,0.0054896905612071955
1905,emb,-0.00016951184220893224,-0.0007341854694883371,0.005518160257672456,0.005516600562433852
1906,emb,-0.00047216924159317384,-0.0010025089670384188,0.0055951390068417475,0.005589496074676262
1907,emb,-0.00070683883667329,-0.0012268241002369004,0.005693654450929203,0.005686737389977057
1908,emb,-0.000813792734147568,-0.0013581785081112942,0.005784252687199436,0.005782938180798532
1909,emb,-0.0005971315444674518,-0.0014209014901205277,0.0058406278159376015,0.005838143990658114
1910,emb,-2.7408445577504038e-05,0.0004905078832731003,0.005848550172701391,0.005847987977106709
1911,emb,0.0006481731556081197,0.0018064518307494251,0.005803807727388515,0.005800319245768575
1912,emb,0.0010110148540474226,0.0015986358110430603,0.005716640689974047,0.0057130917553877
1913,emb,0.0008316236835250491,0.0014368984239086723,0.005605709801446902,0.0055968568668154535
1914,emb,0.00041170415835423504,0.0014235216913620536,0.005500067950442862,0.005494923560334747
1915,emb,-3.3793293950523183e-05,0.0010431656698855704,0.005428154300270585,0.005425140705126108
1916,emb,-0.00032897991015831983,-0.0009758350933496082,0.005413102300732935,0.005412033367708421
1917,emb,-0.0004935941578705242,-0.0009807400922208429,0.005459945611937174,0.00545746133432729
1918,emb,-0.0005239825827231234,-0.0007263256107846604,0.00555554826543175,0.005548391275582098
1919,emb,-0.0004664863113333054,-0.000663022287738829,0.005673012024907344,0.00566640208923235
1920,emb,-0.0003361643137590953,-0.0006770105500296485,0.005782169287166134,0.005779689097369935
1921,emb,-0.00015006344913715938,-0.0006929778105413666,0.00585794068749398,0.0058561793498719365
1922,emb,6.130531771246137e-05,0.0006403353347776188,0.005884209015407703,0.005885142315967305
1923,emb,0.0002882733857367611,0.0008189764486147445,0.005856771852843554,0.005854201369192583
1924,emb,0.00037943334527520365,0.000818606826696378,0.005783187805622849,0.005778760130213404
1925,emb,0.000593301918927706,0.0009332093838568547,0.0056808360764118975,0.005674891740004376
1926,emb,0.0005948019062398154,0.0010348935372107339,0.005582311451003297,0.005576424188131341
1927,emb,0.00042639967083066103,0.0010819250906631847,0.00551771981646743,0.0055163825444726885
1928,emb,2.6828151890404444e-05,-0.0005144648111066653,0.005508184269417051,0.005506488242250904
1929,emb,-0.00046440293230837963,-0.0010585444509163661,0.005559101062117883,0.005553983259878904
1930,emb,-0.0008839667636623277,-0.001421512354463958,0.005653719843930424,0.005646809497835699
1931,emb,-0.000927790041330991,-0.0015260506446630763,0.005764101802172163,0.005756631597639314
1932,emb,-0.0005632653950611046,-0.001315529625723423,0.005858331235214405,0.005854660485499424
1933,emb,-1.4349061095414986e-05,-0.0006654680167933536,0.005912256921435762,0.005912712434087174
1934,emb,0.0004617684498533887,0.0014258918547033657,0.005911228113960684,0.005909895656969076
1935,emb,0.0006628860560010112,0.0012454750691036844,0.005854638224822161,0.005849086470045513
1936,emb,0.0006534717818860545,0.001006569486969688,0.005754132121942005,0.005744594830080515
1937,emb,0.0004710559012188508,0.00098670292125826,0.005632430307108275,0.005624284964235844
1938,emb,0.0002434680308255716,0.000865507754580239,0.00552029300510551,0.005512137435367399
1939,emb,-7.723432543484535e-06,0.0005585765496757267,0.005447107659393449,0.005445631567626427
1940,emb,-0.00020992650165771578,-0.0006866490972912857,0.005433874237514934,0.005434402926731971
1941,emb,-0.0003717830403044505,-0.000670919469728284,0.005481335046329365,0.005479412934472306
1942,emb,-0.0004599556413266577,-0.0007481672663818406,0.005572496131051766,0.005569322710373407
1943,emb,-0.0004838959413554388,-0.0006715038810186433,0.005677184620719573,0.005674437098373435
1944,emb,-0.0003673418938625409,-0.0006918217547078401,0.005768766324108723,0.005766358718279748
1945,emb,-0.00031926033843200787,-0.0007480044225986812,0.005818709182309253,0.005815998939680887
1946,emb,-7.611387238906541e-05,0.0003998412493385468,0.005820042536992022,0.005820965203400454
1947,emb,0.0002865301356333584,0.0011974035374604486,0.0057710628657061235,0.005767526741012545
1948,emb,0.00070601028031936,0.001535915951099306,0.005684840790315183,0.005678489707452049
1949,emb,0.0009910362669821023,0.0016151957131010771,0.00558353408925879,0.005577873316254079
1950,emb,0.0007647405350717464,0.0017783333672673543,0.005497007557804069,0.0054928570405317016
1951,emb,8.46135085037233e-05,0.0012494809748121404,0.005453930283411935,0.005449815273486983
1952,emb,-0.0005967257837943111,-0.0013199826436022944,0.00547142776432396,0.005468149553645262
1953,emb,-0.0008271309942439499,-0.0012268451589137264,0.0055474300399358445,0.005542899711730675
1954,emb,-0.0007097049751740942,-0.0012694074614440576,0.005660617099122514,0.005655860898975994
1955,emb,-0.0004536990563285065,-0.0010261886104798708,0.005780780319842973,0.00577475874826042
1956,emb,-0.00016063555048733734,-0.0009133872436536606,0.005876633122834066,0.005872376233706343
1957,emb,8.8635376928622e-05,0.0005992038683725548,0.0059266986151695475,0.005925959787777295
1958,emb,0.0002998336649240394,0.0008878277040400097,0.0059186096175136045,0.005918551068652151
1959,emb,0.00043047566096193263,0.0009694797280556635,0.005856091398183246,0.005851591296596003
1960,emb,0.0004996470605027054,0.0008709355196344634,0.005753130183895683,0.005745862890155964
1961,emb,0.00046224231458289844,0.0009495586070790913,0.0056371053394947065,0.0056296970400170005
1962,emb,0.0003486697246545415,0.0008370591016330781,0.005538612693684737,0.005533233629966233
1963,emb,0.0001224629698161419,0.0009480494936413314,0.0054863658745787115,0.0054817997306410736
1964,emb,-9.732529082315514e-05,-0.000689628764571187,0.005495481206754432,0.005493939271085331
1965,emb,-0.00041863488309880836,-0.0008781079564775889,0.005557442558699275,0.0055542157736304144
1966,emb,-0.000661758651215878,-0.0009460485710099151,0.005651599266821939,0.0056444550103494475
1967,emb,-0.0007612714653079948,-0.0011214053093644442,0.00574705929235174,0.005744388699671027
1968,emb,-0.0006122664565754509,-0.0013153959341683627,0.005816346788279815,0.005817124679284889
1969,emb,-0.00019957997573328594,-0.0011730123975323154,0.005840352808616991,0.005838541615256425
1970,emb,0.0003552241915472694,0.001340204963209549,0.00581279049448606,0.005810432192385763
1971,emb,0.0008325768680199079,0.0014162523270633677,0.005737957647995509,0.00573296708078592
1972,emb,0.0009264873273728923,0.0016775924492344694,0.005633415505584048,0.00562509293448474
1973,emb,0.00066996871928052,0.0015073370442562756,0.005523765842485504,0.0055164288788120425
1974,emb,0.00017160970154468427,0.0011030981710080693,0.005439712425021736,0.00543497598589795
1975,emb,-0.00026105242320895855,-0.0009346676944061773,0.0054059194814435555,0.005402007698444755
1976,emb,-0.0005230188946296771,-0.0011382217127943602,0.0054350290404358665,0.005430846675056106
1977,emb,-0.0005898804205499355,-0.0009748906484977995,0.00551824237833627,0.0055136025601097895
1978,emb,-0.0005116311409461657,-0.0008075176896436295,0.005633072193170221,0.005626067828511259
1979,emb,-0.00035671737818991525,-0.0007074089875832409,0.005748318126614828,0.005742835286065918
1980,emb,-0.0001569048412080668,-0.0006692600316192995,0.0058372323020718314,0.005836846703892492
1981,emb,4.064340892819265e-05,0.0005556907822149842,0.005880198231296173,0.005878504888142654
1982,emb,0.00023599771243993308,0.0008691494787545498,0.005869384630388339,0.005866101171311479
1983,emb,0.0003867903851511096,0.0008363211434682661,0.005808583555906463,0.005803770279340647
1984,emb,0.0004150966719342417,0.0007311722279111459,0.0057143607748236045,0.0057085464875874965
1985,emb,0.0005515527140859945,0.0010218868941657235,0.005610082476401781,0.005603998214334283
1986,emb,0.0005114926208327097,0.0010543884984915556,0.00553130589401318,0.005527635343585845
1987,emb,0.0002613134680313277,0.0012579251152366243,0.005502726715230609,0.00550335435360277
1988,emb,-0.00021180153618831235,-0.0012288462097741954,0.005534147370739796,0.005532460666875429
1989,emb,-0.000833579762417381,-0.0015463900617186193,0.005616927892280183,0.005612213890057992
1990,emb,-0.0011217256770664678,-0.0016901409263534331,0.005724169310421384,0.0057164938790766505
1991,emb,-0.0007525864297312237,-0.0016336703909387348,0.0058260093417163705,0.005823338396761569
1992,emb,-7.9755548522135e-05,-0.0011375214332324803,0.005893770984223109,0.005891418526136511
1993,emb,0.0004423927807336085,0.0012838691317047688,0.005910932779451371,0.005911064176355165
1994,emb,0.0006224610869766879,0.0010461320604032412,0.005871318065060404,0.005869942636212805
1995,emb,0.0006241667878937937,0.000964744531961637,0.005783563712254126,0.005775391310457639
1996,emb,0.0004838907650655149,0.0010133425621486904,0.005666484023833901,0.005658694507374193
1997,emb,0.00030802497090681285,0.0009130890896348575,0.005549057083359736,0.005542109623329203
1998,emb,9.35569567160637e-05,0.0007243862194050478,0.005461732312292877,0.005456581201302478
1999,emb,-0.0001142349262927057,-0.0007308596976863418,0.005429046318697029,0.005427742265443663
2000,emb,-0.0003099755299466773,-0.0007592190318586306,0.005459142923741797,0.005457728138456264
2001,emb,-0.0004552393305271301,-0.0006736277195097337,0.005539781579331401,0.00553449986179281
2002,emb,-0.0005304198831847653,-0.0007783132207641611,0.005645146893536525,0.0056422977917108185
2003,emb,-0.00049872028294373,-0.00096552004119825,0.00574386545631117,0.0057402240538028575
2004,emb,-0.0003055542969255726,-0.0007197273729580172,0.005813166247166568,0.005812158598253035
2005,emb,-0.00010457909795874453,-0.0002721297656247298,0.005831385251878725,0.005829763344373603
2006,emb,0.00027008079761754565,0.0012552509063024847,0.005799657581112913,0.00579803718901348
2007,emb,0.0006115778967882393,0.0013381117397004236,0.005724181944973038,0.005717770140827236
2008,emb,0.0008269929141065711,0.0014450826380992795,0.005625737077392194,0.005620626159937511
2009,emb,0.0007281055715239323,0.0012969981418129355,0.005531172493021929,0.00552380818144544
2010,emb,0.00034330532161659866,0.0013122000456032231,0.0054718691603299575,0.005469386770043509
2011,emb,-0.00023689594456114776,-0.0013795019836007776,0.00546907906100663,0.005466822547091348
2012,emb,-0.000697799499374173,-0.0013668439160364767,0.005527908746306674,0.005522203359785823
2013,emb,-0.0008503104822259148,-0.0012852600815824115,0.005632276423906493,0.005626154526198442
2014,emb,-0.0006806805576874071,-0.0012467259315579158,0.005753359761638273,0.005747361646194099
2015,emb,-0.0003118618552640354,-0.001101872608909055,0.005859746122203421,0.005857228569140379
2016,emb,4.37105266100418e-05,-0.00020656204841136712,0.0059253990766871024,0.005924382608500308
2017,emb,0.0003336525075837988,0.0011034666272905802,0.005935750903821563,0.005933276609888073
2018,emb,0.0004698359516975824,0.0009678200712781393,0.005888245608495675,0.00588401094043698
2019,emb,0.0005100475292032661,0.0009512699370353866,0.005795030275740193,0.00578759414572637
2020,emb,0.0004413473080764728,0.0009590169009132312,0.005678265583361103,0.005669181923265068
2021,emb,0.00032069371624438925,0.0008526169669922822,0.005570028370265738,0.005561277763879044
2022,emb,0.0001402889554326274,0.0007362060866960166,0.005499357629120647,0.0054953406906019815
2023,emb,-6.057868679494589e-05,-0.0007332023108502866,0.005487156663608238,0.005484199268278354
2024,emb,-0.00021684442492822962,-0.0007018128557032643,0.005534803069929486,0.005532793137619707
2025,emb,-0.0004859918570573975,-0.0008239213554106775,0.005621059603904607,0.005615528593386302
2026,emb,-0.0006972235471522883,-0.0011925337348132378,0.0057187098608385755,0.005714394182145827
2027,emb,-0.0007775070249296483,-0.001331231761225458,0.005798506058865933,0.0057968719562080636
2028,emb,-0.0005420146561245299,-0.0014834374231963705,0.005837946269105654,0.005837534288284461
2029,emb,0.00010435425961169203,0.0015334080409289976,0.005826741588445892,0.005825873965740327
2030,emb,0.0008979904308547103,0.0018909066679858688,0.005765928711286231,0.005761285018952907
2031,emb,0.0011052772450084601,0.0016912781462445898,0.005668737494955121,0.005661113657755181
2032,emb,0.0007478941097249998,0.0013401859834034954,0.005558432449449117,0.005549661694331181
2033,emb,0.0002025969781239814,0.0013140105280467287,0.005463515767524993,0.005458935695408603
2034,emb,-0.0001981742158387142,-0.0005800128578639614,0.0054127608435093925,0.005410817490484045
2035,emb,-0.0004324367084302012,-0.0010092422541687917,0.005422127023137907,0.005420230321248348
2036,emb,-0.0005253569359811898,-0.0008119687293631652,0.005490997175345691,0.005485092221053727
2037,emb,-0.0005076300137892381,-0.0009338370683539694,0.005598815676142352,0.00559056065869465
2038,emb,-0.00042290031749381626,-0.0008715239893065927,0.0057173101228328495,0.0057104534236083835
2039,emb,-0.0002606881732781085,-0.0007578700528663956,0.005816133926327305,0.0058125051430681016
2040,emb,-6.836328261579368e-05,-0.00054519541347987,0.005874240005613541,0.005874638200324401
2041,emb,0.0001646291359432249,0.0008906039081777278,0.005878918628717484,0.00587895297200339
2042,emb,0.00037141669764226916,0.0009117914851059653,0.005831746148517842,0.005825354057389188
2043,emb,0.0005412199131971129,0.0010038158929751577,0.005744127177602062,0.005736391341734339
2044,emb,0.0004959090216825644,0.0009187539887564685,0.005640825780674057,0.005634667324497151
2045,emb,0.0005335138222117309,0.0010373522094222771,0.005548767125745029,0.005545401606604021
2046,emb,0.00026353513082882224,0.0009676186005493675,0.005501359527555027,0.0054994531540790235
2047,emb,-0.00014234281159797543,-0.0009801818486600527,0.005513056486667671,0.005511567485511447
2048,emb,-0.0006071459899209833,-0.0012777567272801871,0.005580029900122035,0.005575819322405056
2049,emb,-0.0009071443814261151,-0.001508813978079423,0.005681201256397904,0.005673737448200863
2050,emb,-0.0008421203823631342,-0.0012252371257026014,0.005785553889531648,0.005781373528230126
2051,emb,-0.0004320303158515066,-0.0014908327777946354,0.005864870030770291,0.005864931034724032
2052,emb,0.00015905582368660372,0.0010673288648647503,0.005897155380724811,0.005896793486459873
2053,emb,0.0005730993271725356,0.0012104977633211123,0.005874709210300918,0.005871028087448838
2054,emb,0.0007344241780228651,0.0013033264132614314,0.0057999287664870225,0.005794841799123553
2055,emb,0.0006250528540650196,0.0012158591626259805,0.0056902417809143345,0.005682784952839025
2056,emb,0.00040446990474122803,0.0008310176676225346,0.005570270256836714,0.005563268663938988
2057,emb,0.0001296090317926271,0.0009409885239157228,0.005471629693235145,0.005466764368331018
2058,emb,-0.00011315635456849139,-0.0006880799976305638,0.005420810530688599,0.005417770759931719
2059,emb,-0.0003050725351354922,-0.0007924960186643859,0.0054321955072374715,0.005429244378438946
2060,emb,-0.00043117769215695977,-0.0006640970426099015,0.005499738104004879,0.005496478485260238
2061,emb,-0.00047801720677983974,-0.0006962295977933314,0.0056013099101502655,0.005598807363412227
2062,emb,-0.0004574928918370876,-0.0007183875377872361,0.00570646613071429,0.005701544310942375
2063,emb,-0.0003445676306691103,-0.0007675381063312786,0.005787449516539243,0.005783594189061132
2064,emb,-0.00015945522010310203,-0.0006512082170584627,0.005826642498691822,0.005827146544613696
2065,emb,8.423679565987034e-05,0.0008883136522375767,0.005810630938798508,0.005809863640001547
2066,emb,0.0004208437158081115,0.0012528860331555694,0.005749069383005966,0.0057457251723109495
2067,emb,0.0007656471932099974,0.0013512688241014282,0.0056557882832111266,0.005650941869847887
2068,emb,0.0008716893114592036,0.0014303947640057339,0.005557717502605525,0.005552325616232499
2069,emb,0.0005957037777303534,0.0015575161700892165,0.0054843373026312444,0.005480927611388517
2070,emb,-7.680039810054527e-05,-0.00043648459014789074,0.0054626761963750175,0.005462843254970397
2071,emb,-0.0006817059157487734,-0.0013517357079275102,0.005502625105256999,0.00550149336281581
2072,emb,-0.0008747950568127164,-0.0014818127713115165,0.005595574437457963,0.005589616712122931
2073,emb,-0.0007212224474825329,-0.0010708565255523014,0.005714598654933172,0.005709023298285547
2074,emb,-0.0003793539781825781,-0.0009889104338552711,0.005828935179614286,0.005825704243439187
2075,emb,-4.9696428509961645e-05,-0.0007603453991709904,0.005909445620388574,0.00590709833649465
2076,emb,0.0002380619479419157,0.0010180158004116178,0.005937928951573525,0.005938119671448544
2077,emb,0.00040887048700246633,0.0009426578321632568,0.005907923941304692,0.005907020701471412
2078,emb,0.0005009409220912848,0.0009260751807654138,0.005826589229971254,0.005818941858985191
2079,emb,0.0004774990668754045,0.0009513387473610485,0.005713956937443216,0.005704903586675851
2080,emb,0.00038702061995148383,0.0009009807389521639,0.005598800488444893,0.005591608403154516
2081,emb,0.00021414324896065642,0.0007798428889023863,0.005513396878748681,0.005508814919748965
2082,emb,-9.154150597684252e-07,-0.00033627896345113226,0.005481346523305884,0.0054808106042422075
2083,emb,-0.00024443622423043793,-0.0006978087506728343,0.00551062128085596,0.005508968188708337
2084,emb,-0.00037999530997144174,-0.0007407382202688458,0.005589231212121646,0.005585854607449365
2085,emb,-0.000648276415999588,-0.0009518147040776136,0.005687245171638554,0.005682161438725836
2086,emb,-0.0007309136350856533,-0.0012715484955780477,0.005775921127924115,0.005772154365471155
2087,emb,-0.0005750771463946364,-0.0013649057512583886,0.005831211607624906,0.005830339266800013
2088,emb,-0.00012223668914605732,3.6062108471316234e-05,0.00583736477857245,0.005835157777896598
2089,emb,0.0005770638158334159,0.0015790730607046857,0.0057927714426444605,0.005791562092367025
2090,emb,0.0010172754333438617,0.0016677846317955318,0.005706169570938355,0.005701148835120175
2091,emb,0.0009518513469011179,0.0015809542246444112,0.005598331918289272,0.005590523354586434
2092,emb,0.0004543485323374246,0.0015461001364095275,0.0054965298354827255,0.005490915837520921
2093,emb,-6.074820069112432e-05,0.00090825506429684,0.005430488375897051,0.005427657928101896
