horizon_bins,horizon_us,run,field_G,period,model,rmse_log_rate,parent_rmse_log_rate,improvement_fraction
4,0.064,EMU00070052,464.0,RF on,M4 full lock,0.057997991375116936,0.08176652586936214,0.29068783639187556
4,0.064,EMU00070058,500.0,RF off,M4 full lock,0.05691560594200065,0.08191011235321273,0.305145551545953
4,0.064,EMU00070058,500.0,RF on,M4 full lock,0.05300682356171823,0.08158862886341593,0.35031603913267484
8,0.128,EMU00069986,68.0,RF off,M0 parent,0.07965689752128882,0.07965689752128882,0.0
8,0.128,EMU00069986,68.0,RF on,M0 parent,0.07974926490827217,0.07974926490827217,0.0
8,0.128,EMU00069992,104.0,RF off,M0 parent,0.07930957665462127,0.07930957665462127,0.0
8,0.128,EMU00069992,104.0,RF on,M0 parent,0.08087577829662876,0.08087577829662876,0.0
8,0.128,EMU00069998,140.0,RF off,M0 parent,0.079120627702789,0.079120627702789,0.0
8,0.128,EMU00069998,140.0,RF on,M0 parent,0.0795009666469936,0.0795009666469936,0.0
8,0.128,EMU00070004,176.0,RF off,M0 parent,0.08026655414063216,0.08026655414063216,0.0
8,0.128,EMU00070004,176.0,RF on,M0 parent,0.07933118828537013,0.07933118828537013,0.0
8,0.128,EMU00070010,212.0,RF off,M0 parent,0.07970988110128752,0.07970988110128752,0.0
8,0.128,EMU00070010,212.0,RF on,M0 parent,0.07820020904750163,0.07820020904750163,0.0
8,0.128,EMU00070016,248.0,RF off,M0 parent,0.07918550460347448,0.07918550460347448,0.0
8,0.128,EMU00070016,248.0,RF on,M0 parent,0.07941312046186591,0.07941312046186591,0.0
8,0.128,EMU00070022,284.0,RF off,M0 parent,0.0799596767758633,0.0799596767758633,0.0
8,0.128,EMU00070022,284.0,RF on,M0 parent,0.07930322993381099,0.07930322993381099,0.0
8,0.128,EMU00070028,320.0,RF off,M0 parent,0.0793490218658409,0.0793490218658409,0.0
8,0.128,EMU00070028,320.0,RF on,M0 parent,0.07916984521837944,0.07916984521837944,0.0
8,0.128,EMU00070034,356.0,RF off,M0 parent,0.08125657175116231,0.08125657175116231,0.0
8,0.128,EMU00070034,356.0,RF on,M0 parent,0.0805827757704896,0.0805827757704896,0.0
8,0.128,EMU00070040,392.0,RF off,M0 parent,0.07873507911712922,0.07873507911712922,0.0
8,0.128,EMU00070040,392.0,RF on,M0 parent,0.0792537735727041,0.0792537735727041,0.0
8,0.128,EMU00070046,428.0,RF off,M0 parent,0.08006970857850704,0.08006970857850704,0.0
8,0.128,EMU00070046,428.0,RF on,M0 parent,0.07966020233806341,0.07966020233806341,0.0
8,0.128,EMU00070052,464.0,RF off,M0 parent,0.08037448081267949,0.08037448081267949,0.0
8,0.128,EMU00070052,464.0,RF on,M0 parent,0.07922065033346039,0.07922065033346039,0.0
8,0.128,EMU00070058,500.0,RF off,M0 parent,0.0794528576164396,0.0794528576164396,0.0
8,0.128,EMU00070058,500.0,RF on,M0 parent,0.07897934319942393,0.07897934319942393,0.0
8,0.128,EMU00069986,68.0,RF off,M1 + spin,0.07943525376221516,0.07965689752128882,0.002782480437609647
8,0.128,EMU00069986,68.0,RF on,M1 + spin,0.07957225312604925,0.07974926490827217,0.002219603935240233
8,0.128,EMU00069992,104.0,RF off,M1 + spin,0.07973392184444743,0.07930957665462127,-0.005350491173015781
8,0.128,EMU00069992,104.0,RF on,M1 + spin,0.081324906990362,0.08087577829662876,-0.005553315259433589
8,0.128,EMU00069998,140.0,RF off,M1 + spin,0.07942499935972805,0.079120627702789,-0.0038469317771643308
8,0.128,EMU00069998,140.0,RF on,M1 + spin,0.07980467046442365,0.0795009666469936,-0.003820127354910996
8,0.128,EMU00070004,176.0,RF off,M1 + spin,0.080070863423683,0.08026655414063216,0.0024380106888144404
8,0.128,EMU00070004,176.0,RF on,M1 + spin,0.0791596470412259,0.07933118828537013,0.0021623430563924018
8,0.128,EMU00070010,212.0,RF off,M1 + spin,0.07948943253620183,0.07970988110128752,0.002765636606653077
8,0.128,EMU00070010,212.0,RF on,M1 + spin,0.07799462581734894,0.07820020904750163,0.002628934534277483
8,0.128,EMU00070016,248.0,RF off,M1 + spin,0.07925868666570883,0.07918550460347448,-0.0009241850841363863
8,0.128,EMU00070016,248.0,RF on,M1 + spin,0.07948911999096621,0.07941312046186591,-0.0009570147685709074
8,0.128,EMU00070022,284.0,RF off,M1 + spin,0.08008215427582696,0.0799596767758633,-0.0015317408086450435
8,0.128,EMU00070022,284.0,RF on,M1 + spin,0.07943598682237236,0.07930322993381099,-0.0016740413810658605
8,0.128,EMU00070028,320.0,RF off,M1 + spin,0.07936192426935947,0.0793490218658409,-0.0001626031829400354
8,0.128,EMU00070028,320.0,RF on,M1 + spin,0.07919024780572693,0.07916984521837944,-0.00025770654585999253
8,0.128,EMU00070034,356.0,RF off,M1 + spin,0.08126493448758611,0.08125657175116231,-0.00010291766245562606
8,0.128,EMU00070034,356.0,RF on,M1 + spin,0.08059727433298465,0.0805827757704896,-0.000179921358583357
8,0.128,EMU00070040,392.0,RF off,M1 + spin,0.07884394587943257,0.07873507911712922,-0.0013826970585930631
8,0.128,EMU00070040,392.0,RF on,M1 + spin,0.07938865500285101,0.0792537735727041,-0.0017018928445491355
8,0.128,EMU00070046,428.0,RF off,M1 + spin,0.08017033623704452,0.08006970857850704,-0.0012567506529490569
8,0.128,EMU00070046,428.0,RF on,M1 + spin,0.0797446356716266,0.07966020233806341,-0.001059918642998925
8,0.128,EMU00070052,464.0,RF off,M1 + spin,0.0803120185273951,0.08037448081267949,0.0007771407622522153
8,0.128,EMU00070052,464.0,RF on,M1 + spin,0.07920201795151183,0.07922065033346039,0.00023519602363941683
8,0.128,EMU00070058,500.0,RF off,M1 + spin,0.07934409373940952,0.0794528576164396,0.0013689108270357186
8,0.128,EMU00070058,500.0,RF on,M1 + spin,0.07888761051649286,0.07897934319942393,0.001161476902883929
8,0.128,EMU00069986,68.0,RF off,M2 + strength,0.05448679468582036,0.07965689752128882,0.31598146072336786
8,0.128,EMU00069986,68.0,RF on,M2 + strength,0.05755986559053957,0.07974926490827217,0.278239546699959
8,0.128,EMU00069992,104.0,RF off,M2 + strength,0.06360434651084255,0.07930957665462127,0.19802438502694475
8,0.128,EMU00069992,104.0,RF on,M2 + strength,0.058272346506384506,0.08087577829662876,0.27948332945052423
8,0.128,EMU00069998,140.0,RF off,M2 + strength,0.05403127364882586,0.079120627702789,0.31710256582151386
8,0.128,EMU00069998,140.0,RF on,M2 + strength,0.0555139409565648,0.0795009666469936,0.3017199249530873
8,0.128,EMU00070004,176.0,RF off,M2 + strength,0.05582601327696943,0.08026655414063216,0.3044922150369298
8,0.128,EMU00070004,176.0,RF on,M2 + strength,0.054309867999221474,0.07933118828537013,0.31540332153026585
8,0.128,EMU00070010,212.0,RF off,M2 + strength,0.05500230728675022,0.07970988110128752,0.30996877015964086
8,0.128,EMU00070010,212.0,RF on,M2 + strength,0.05942690181435437,0.07820020904750163,0.2400672256738301
8,0.128,EMU00070016,248.0,RF off,M2 + strength,0.060255149991109785,0.07918550460347448,0.2390633829658525
8,0.128,EMU00070016,248.0,RF on,M2 + strength,0.05304167260747241,0.07941312046186591,0.33207922949025837
8,0.128,EMU00070022,284.0,RF off,M2 + strength,0.06524490089076723,0.0799596767758633,0.18402745581805402
8,0.128,EMU00070022,284.0,RF on,M2 + strength,0.051746788922836226,0.07930322993381099,0.3474819504069916
8,0.128,EMU00070028,320.0,RF off,M2 + strength,0.05152356380931505,0.0793490218658409,0.3506717209894743
8,0.128,EMU00070028,320.0,RF on,M2 + strength,0.055022263126092874,0.07916984521837944,0.30500984340285986
8,0.128,EMU00070034,356.0,RF off,M2 + strength,0.05281008291590864,0.08125657175116231,0.35008231607859785
8,0.128,EMU00070034,356.0,RF on,M2 + strength,0.05522636477994325,0.0805827757704896,0.3146629133596087
8,0.128,EMU00070040,392.0,RF off,M2 + strength,0.055773395191796665,0.07873507911712922,0.2916321947320826
8,0.128,EMU00070040,392.0,RF on,M2 + strength,0.059933444234615496,0.0792537735727041,0.2437780368951763
8,0.128,EMU00070046,428.0,RF off,M2 + strength,0.052698631253400824,0.08006970857850704,0.341840601283934
8,0.128,EMU00070046,428.0,RF on,M2 + strength,0.05144061208938422,0.07966020233806341,0.3542495426878328
8,0.128,EMU00070052,464.0,RF off,M2 + strength,0.05849635698367958,0.08037448081267949,0.2722023658229158
8,0.128,EMU00070052,464.0,RF on,M2 + strength,0.060919271532065764,0.07922065033346039,0.23101778039386633
8,0.128,EMU00070058,500.0,RF off,M2 + strength,0.0575214056635239,0.0794528576164396,0.2760310026706687
8,0.128,EMU00070058,500.0,RF on,M2 + strength,0.05657908770179699,0.07897934319942393,0.28362169891772826
8,0.128,EMU00069986,68.0,RF off,M3 + environment,0.05601772867261719,0.07965689752128882,0.29676235937200435
8,0.128,EMU00069986,68.0,RF on,M3 + environment,0.057649857768151284,0.07974926490827217,0.27711110773923353
8,0.128,EMU00069992,104.0,RF off,M3 + environment,0.06423373065518231,0.07930957665462127,0.1900885950393042
8,0.128,EMU00069992,104.0,RF on,M3 + environment,0.05868817167658001,0.08087577829662876,0.27434180031839794
8,0.128,EMU00069998,140.0,RF off,M3 + environment,0.05511767613152639,0.079120627702789,0.3033716019219158
8,0.128,EMU00069998,140.0,RF on,M3 + environment,0.055510695413422996,0.0795009666469936,0.3017607488987408
8,0.128,EMU00070004,176.0,RF off,M3 + environment,0.056800184403266,0.08026655414063216,0.29235551455530995
8,0.128,EMU00070004,176.0,RF on,M3 + environment,0.05429881126703422,0.07933118828537013,0.3155426958725167
8,0.128,EMU00070010,212.0,RF off,M3 + environment,0.05508847704018113,0.07970988110128752,0.3088877278567247
8,0.128,EMU00070010,212.0,RF on,M3 + environment,0.05896659350168767,0.07820020904750163,0.24595350549677908
8,0.128,EMU00070016,248.0,RF off,M3 + environment,0.05865166035077083,0.07918550460347448,0.25931317045370794
8,0.128,EMU00070016,248.0,RF on,M3 + environment,0.053038155905535275,0.07941312046186591,0.3321235131289906
8,0.128,EMU00070022,284.0,RF off,M3 + environment,0.06427745104735262,0.0799596767758633,0.19612667735601108
8,0.128,EMU00070022,284.0,RF on,M3 + environment,0.05120407403457644,0.07930322993381099,0.3543254911897914
8,0.128,EMU00070028,320.0,RF off,M3 + environment,0.051693482373319416,0.0793490218658409,0.34853031382390576
8,0.128,EMU00070028,320.0,RF on,M3 + environment,0.054327225547025494,0.07916984521837944,0.31378891297348
8,0.128,EMU00070034,356.0,RF off,M3 + environment,0.052773898487751075,0.08125657175116231,0.35052762686857775
8,0.128,EMU00070034,356.0,RF on,M3 + environment,0.05442107025566468,0.0805827757704896,0.3246562961461754
8,0.128,EMU00070040,392.0,RF off,M3 + environment,0.05563003455908947,0.07873507911712922,0.2934529922001835
8,0.128,EMU00070040,392.0,RF on,M3 + environment,0.05828080280376196,0.0792537735727041,0.2646305636122477
8,0.128,EMU00070046,428.0,RF off,M3 + environment,0.05232991998325484,0.08006970857850704,0.3464454796666805
8,0.128,EMU00070046,428.0,RF on,M3 + environment,0.050396955707103126,0.07966020233806341,0.3673508950777251
8,0.128,EMU00070052,464.0,RF off,M3 + environment,0.057329415191938994,0.08037448081267949,0.28672117552397325
8,0.128,EMU00070052,464.0,RF on,M3 + environment,0.057605755223145566,0.07922065033346039,0.272844201850554
8,0.128,EMU00070058,500.0,RF off,M3 + environment,0.055959166460998015,0.0794528576164396,0.2956934698165029
8,0.128,EMU00070058,500.0,RF on,M3 + environment,0.05276925515217514,0.07897934319942393,0.3318600406826372
8,0.128,EMU00069986,68.0,RF off,M4 full lock,0.0561421258743069,0.07965689752128882,0.2952006967218055
8,0.128,EMU00069986,68.0,RF on,M4 full lock,0.0576975948801489,0.07974926490827217,0.2765125177453003
8,0.128,EMU00069992,104.0,RF off,M4 full lock,0.06429302926286647,0.07930957665462127,0.1893409097005917
8,0.128,EMU00069992,104.0,RF on,M4 full lock,0.05874756964191719,0.08087577829662876,0.273607365774605
8,0.128,EMU00069998,140.0,RF off,M4 full lock,0.05512354528095557,0.079120627702789,0.30329742215869127
8,0.128,EMU00069998,140.0,RF on,M4 full lock,0.0554888649273708,0.0795009666469936,0.302035342868763
8,0.128,EMU00070004,176.0,RF off,M4 full lock,0.056816380499941484,0.08026655414063216,0.292153735659369
8,0.128,EMU00070004,176.0,RF on,M4 full lock,0.05431033879442235,0.07933118828537013,0.31539738697651654
8,0.128,EMU00070010,212.0,RF off,M4 full lock,0.05511540830880665,0.07970988110128752,0.3085498617320557
8,0.128,EMU00070010,212.0,RF on,M4 full lock,0.05899046367554289,0.07820020904750163,0.24564826112280658
8,0.128,EMU00070016,248.0,RF off,M4 full lock,0.058701919812547854,0.07918550460347448,0.2586784651243841
8,0.128,EMU00070016,248.0,RF on,M4 full lock,0.05303608362666758,0.07941312046186591,0.3321496080470048
8,0.128,EMU00070022,284.0,RF off,M4 full lock,0.06427628717768626,0.0799596767758633,0.19614123306350384
8,0.128,EMU00070022,284.0,RF on,M4 full lock,0.051233811232617776,0.07930322993381099,0.35395051027077773
8,0.128,EMU00070028,320.0,RF off,M4 full lock,0.05164904302958919,0.0793490218658409,0.3490903628665437
8,0.128,EMU00070028,320.0,RF on,M4 full lock,0.054375022176520585,0.07916984521837944,0.31318519031413605
8,0.128,EMU00070034,356.0,RF off,M4 full lock,0.05279952075550057,0.08125657175116231,0.3502123013853915
8,0.128,EMU00070034,356.0,RF on,M4 full lock,0.05443518364351958,0.0805827757704896,0.32448115465073846
8,0.128,EMU00070040,392.0,RF off,M4 full lock,0.055609047703142754,0.07873507911712922,0.29371954246192256
8,0.128,EMU00070040,392.0,RF on,M4 full lock,0.05826423816421607,0.0792537735727041,0.2648395711938324
8,0.128,EMU00070046,428.0,RF off,M4 full lock,0.052288478214354846,0.08006970857850704,0.3469630507885907
8,0.128,EMU00070046,428.0,RF on,M4 full lock,0.050396799166821396,0.07966020233806341,0.36735286017795254
8,0.128,EMU00070052,464.0,RF off,M4 full lock,0.057280815656172816,0.08037448081267949,0.28732583928384803
8,0.128,EMU00070052,464.0,RF on,M4 full lock,0.0576026731011497,0.07922065033346039,0.27288310738822497
8,0.128,EMU00070058,500.0,RF off,M4 full lock,0.05595346429369599,0.0794528576164396,0.2957652377487471
8,0.128,EMU00070058,500.0,RF on,M4 full lock,0.05277756135976333,0.07897934319942393,0.3317548713149049
