entity,rung,gate_cell,q_end,survival_after,theta_after,theta_event,occurrence_root,phase_grid,occurrence_root_aligned,vertical_phase_change_aligned
edge,11,6,311,0.3732433514593464,1.827106808874785,1.7735278829277932,-9.98593296546241e-05,0.7847480899627848,1.3592105116247796e-05,-1.8636814663408607e-05
edge,11,7,457,0.32912651870829407,1.9195714796945489,1.873339144284667,9.658170780959462e-05,0.849617853767322,1.440941221249082e-05,-1.8636814663408607e-05
edge,11,8,673,0.29140226452105034,2.001153540619977,1.960362510157263,0.00017695867035742052,0.9144876175718593,1.5226719308733843e-05,-1.8636814663408607e-05
edge,11,9,983,0.2615082653750824,2.068015711966865,2.0345846262934213,0.0005516965853794104,0.9793573813763965,1.6044026404976866e-05,0.011603829605510914
edge,11,10,1453,0.23448349688564948,2.1306155276362615,2.0993156198015632,0.0005667408533186048,1.0442271451809337,1.6861333501219886e-05,0.024474760532985144
edge,11,11,2131,0.2119709572852369,2.184694323896432,2.1576549257663467,-0.0003814782878038349,1.109096908985471,1.5482486417412613e-05,0.03734569146045937
edge,11,12,3137,0.19321700240392964,2.2313649936253683,2.2080296587609,-0.00010423228987133522,1.1739666727900082,1.3895226313597848e-05,0.0502166223879336
edge,11,13,4603,0.1774613529438676,2.2719207604737983,2.2516428770495835,6.561488791225445e-05,1.2388364365945457,1.230796620978308e-05,0.0514455285997957
edge,11,14,6763,0.16368604858871272,2.3085507199269135,2.290235740200356,-0.00047997086147215823,1.303706200399083,1.2315304787253583e-05,0.051712106811444024
edge,11,15,9949,0.15050394239928935,2.344783476770523,2.326667098348718,-0.0007509879265252988,1.3685759642036202,2.758189234771401e-05,0.05197868502309235
edge,11,16,14629,0.13846987162508934,2.37901855086746,2.3619010138189918,-0.00035032225329216635,1.4334457280081574,4.284847990817443e-05,0.05314490695306191
edge,11,17,21493,0.12687176294551766,2.4132167416307544,2.396117646249107,-0.0010694113545059905,1.4983154918126946,5.811506746863487e-05,0.05679901009739321
edge,11,18,31583,0.11592821470271164,2.44673300088936,2.4299748712600575,-0.00018540475038052786,1.5631852556172319,8.213824101552853e-05,0.0604531132417245
edge,11,19,46399,0.1056141045801769,2.479604646955768,2.4631688239225644,7.261888593970792e-05,1.6280550194217691,0.0001063286322786423,0.06625851847121027
edge,11,20,68171,0.09581777502405898,2.5121647946563415,2.495884720806055,0.0005069122595335943,1.6929247832263064,4.19632430182884e-05,0.07299936988579465
edge,11,21,100183,0.08660871760337051,2.544160068710947,2.5281624316836444,-0.0013190644046415306,1.7577945470308436,-7.217624821115307e-05,0.07636318417536565
edge,11,22,147197,0.0779167253202269,2.57580487515449,2.5599824719327184,7.287984133041529e-05,1.8226643108353808,-3.152698115921801e-06,0.07731557779687287
edge,11,23,216289,0.06968991375334005,2.607282570557871,2.5915437228561804,0.00019143048859132463,1.887534074639918,0.00010969250137742077,0.08075168068036448
edge,11,24,317797,0.061996147345881075,2.638317582174413,2.6228000763661417,0.0034732389900582784,1.9524038384444555,0.00016960784162566017,0.08184224477833212
