number,x_1_13_fraction,x_1_13_decimal,x_3_11_fraction,x_3_11_decimal,x_5_9_fraction,x_5_9_decimal,rung_0_fraction,rung_0_decimal,epsilon_0_fraction,epsilon_0_decimal,rung_1_fraction,rung_1_decimal,rung_2_fraction,rung_2_decimal,ridge_distance_2_fraction,ridge_distance_2_decimal,unresolved_by_declared_children
263,52/289,0.179930795847751,11/7,1.57142857142857,9/7,1.28571428571429,2048/2023,1.0123578843302,25/2023,0.0123578843302027,4071/4046,1.0061789421651,8117/8092,1.00308947108255,25/8092,0.00308947108255067,1
265,52/291,0.178694158075601,11/7,1.57142857142857,36/283,0.127208480565371,1082227/1729413,0.625777070023181,-647186/1729413,-0.374222929976819,1405820/1729413,0.812888535011591,3135233/3458826,0.906444267505795,323593/3458826,0.0935557324942047,0
267,52/293,0.177474402730375,44/289,0.152249134948097,9/7,1.28571428571429,957533/1778217,0.538479274464253,-820684/1778217,-0.461520725535747,1367875/1778217,0.769239637232126,1573046/1778217,0.884619818616063,205171/1778217,0.115380181383937,0
269,52/295,0.176271186440678,11/7,1.57142857142857,9/7,1.28571428571429,2088/2065,1.01113801452785,23/2065,0.011138014527845,4153/4130,1.00556900726392,8283/8260,1.00278450363196,23/8260,0.00278450363196126,1
271,52/297,0.175084175084175,11/7,1.57142857142857,9/7,1.28571428571429,6304/6237,1.01074234407568,67/6237,0.0107423440756774,12541/12474,1.00537117203784,25015/24948,1.00268558601892,67/24948,0.00268558601891935,1
273,1,1,44/295,0.149152542372881,9/7,1.28571428571429,1676/2065,0.811622276029056,-389/2065,-0.188377723970944,3741/4130,0.905811138014528,7871/8260,0.952905569007264,389/8260,0.0470944309927361,0
275,52/301,0.172757475083056,550/281,1.95729537366548,36/293,0.122866894197952,18610794/24782233,0.75097324764883,-6171439/24782233,-0.24902675235117,43393027/49564466,0.875486623824415,92957493/99128932,0.937743311912207,6171439/99128932,0.0622566880877926,0
277,52/303,0.171617161716172,11/7,1.57142857142857,9/7,1.28571428571429,6424/6363,1.00958667295301,61/6363,0.00958667295300959,12787/12726,1.0047933364765,25513/25452,1.00239666823825,61/25452,0.0023966682382524,1
279,52/305,0.170491803278689,44/301,0.146179401993355,558/289,1.93079584775087,59628998/79594935,0.74915568434097,-19965937/79594935,-0.25084431565903,139223933/159189870,0.874577842170485,298413803/318379740,0.937288921085242,19965937/318379740,0.0627110789147576,0
281,52/307,0.169381107491857,11/7,1.57142857142857,9/7,1.28571428571429,2168/2149,1.0088413215449,19/2149,0.00884132154490461,4317/4298,1.00442066077245,8615/8596,1.00221033038623,19/8596,0.00221033038622615,1
283,52/309,0.168284789644013,11/7,1.57142857142857,9/7,1.28571428571429,6544/6489,1.00847588226229,55/6489,0.00847588226229003,13033/12978,1.00423794113115,26011/25956,1.00211897056557,55/25956,0.00211897056557251,1
285,52/311,0.167202572347267,44/307,0.143322475570033,12/101,0.118811881188119,4140172/28929531,0.143112309701806,-24789359/28929531,-0.856887690298194,33069703/57859062,0.571556154850903,90928765/115718124,0.785778077425451,24789359/115718124,0.214221922574548,0
287,52/313,0.166134185303514,11/7,1.57142857142857,9/7,1.28571428571429,2208/2191,1.00775901414879,17/2191,0.00775901414879051,4399/4382,1.0038795070744,8781/8764,1.0019397535372,17/8764,0.00193975353719763,1
289,52/315,0.165079365079365,11/7,1.57142857142857,9/7,1.28571428571429,136/135,1.00740740740741,1/135,0.00740740740740741,271/270,1.0037037037037,541/540,1.00185185185185,1/540,0.00185185185185185,1
291,52/317,0.16403785488959,44/313,0.140575079872204,9/7,1.28571428571429,1104557/2083641,0.530109073492027,-979084/2083641,-0.469890926507973,1594099/2083641,0.765054536746013,1838870/2083641,0.882527268373007,244771/2083641,0.117472731626993,0
293,52/319,0.163009404388715,11/7,1.57142857142857,9/7,1.28571428571429,2248/2233,1.00671742051052,15/2233,0.00671742051052396,4481/4466,1.00335871025526,8947/8932,1.00167935512763,15/8932,0.00167935512763099,1
295,52/321,0.161993769470405,11/7,1.57142857142857,36/313,0.115015974440895,1300027/2109933,0.61614610511329,-809906/2109933,-0.38385389488671,1704980/2109933,0.808073052556645,3814913/4219866,0.904036526278323,404953/4219866,0.0959634737216774,0
297,52/323,0.160990712074303,1,1,594/307,1.93485342019544,102329/99161,1.03194804408991,3168/99161,0.0319480440899144,100745/99161,1.01597402204496,99953/99161,1.00798701102248,792/99161,0.0079870110224786,0
299,1,1,11/7,1.57142857142857,9/7,1.28571428571429,9/7,1.28571428571429,2/7,0.285714285714286,8/7,1.14285714285714,15/14,1.07142857142857,1/14,0.0714285714285714,0
301,52/327,0.159021406727829,11/7,1.57142857142857,9/7,1.28571428571429,6904/6867,1.0053880879569,37/6867,0.0053880879568953,13771/13734,1.00269404397845,27505/27468,1.00134702198922,37/27468,0.00134702198922382,1
303,52/329,0.158054711246201,44/325,0.135384615384615,9/7,1.28571428571429,168851/320775,0.526384537448367,-151924/320775,-0.473615462551633,244813/320775,0.763192268724184,282794/320775,0.881596134362092,37981/320775,0.118403865637908,0
305,52/331,0.157099697885196,11/7,1.57142857142857,36/323,0.111455108359133,459009/748391,0.613327792557634,-289382/748391,-0.386672207442366,603700/748391,0.806663896278817,1352091/1496782,0.903331948139408,144691/1496782,0.0966680518605916,0
307,52/333,0.156156156156156,11/7,1.57142857142857,9/7,1.28571428571429,7024/6993,1.004433004433,31/6993,0.00443300443300443,14017/13986,1.0022165022165,28003/27972,1.00110825110825,31/27972,0.00110825110825111,1
309,52/335,0.155223880597015,44/331,0.132930513595166,9/7,1.28571428571429,1221629/2328585,0.524622893302156,-1106956/2328585,-0.475377106697844,1775107/2328585,0.762311446651078,2051846/2328585,0.881155723325539,276739/2328585,0.118844276674461,0
311,52/337,0.154302670623145,11/7,1.57142857142857,9/7,1.28571428571429,2368/2359,1.003815175922,9/2359,0.00381517592200085,4727/4718,1.001907587961,9445/9436,1.0009537939805,9/9436,0.000953793980500212,1
313,52/339,0.153392330383481,11/7,1.57142857142857,9/7,1.28571428571429,7144/7119,1.00351172917545,25/7119,0.00351172917544599,14263/14238,1.00175586458772,28501/28476,1.00087793229386,25/28476,0.000877932293861497,1
315,52/341,0.152492668621701,44/337,0.130563798219585,1,1,147445/344751,0.427685488947095,-197306/344751,-0.572314511052905,246098/344751,0.713842744473548,590849/689502,0.856921372236774,98653/689502,0.143078627763226,0
317,52/343,0.151603498542274,11/7,1.57142857142857,9/7,1.28571428571429,344/343,1.00291545189504,1/343,0.00291545189504373,687/686,1.00145772594752,1373/1372,1.00072886297376,1/1372,0.000728862973760933,1
319,52/345,0.150724637681159,638/325,1.96307692307692,9/7,1.28571428571429,533639/470925,1.13317194882412,62714/470925,0.133171948824123,502282/470925,1.06658597441206,973207/941850,1.03329298720603,31357/941850,0.0332929872060307,0
321,52/347,0.14985590778098,44/343,0.128279883381924,9/7,1.28571428571429,186131/357063,0.521283358959063,-170932/357063,-0.478716641040937,271597/357063,0.760641679479532,314330/357063,0.880320839739766,42733/357063,0.119679160260234,0
323,52/349,0.148997134670487,11/7,1.57142857142857,9/7,1.28571428571429,2448/2443,1.00204666393778,5/2443,0.00204666393778142,4891/4886,1.00102333196889,9777/9772,1.00051166598445,5/9772,0.000511665984445354,1
325,1,1,11/7,1.57142857142857,36/343,0.104956268221574,306/343,0.892128279883382,-37/343,-0.107871720116618,649/686,0.946064139941691,1335/1372,0.973032069970845,37/1372,0.0269679300291545,0
327,52/353,0.147308781869688,44/349,0.126074498567335,9/7,1.28571428571429,1344533/2587137,0.519699188717103,-1242604/2587137,-0.480300811282897,1965835/2587137,0.759849594358552,2276486/2587137,0.879924797179276,310651/2587137,0.120075202820724,0
329,52/355,0.146478873239437,11/7,1.57142857142857,9/7,1.28571428571429,2488/2485,1.00120724346076,3/2485,0.00120724346076459,4973/4970,1.00060362173038,9943/9940,1.00030181086519,3/9940,0.000301810865191147,1
331,52/357,0.145658263305322,11/7,1.57142857142857,9/7,1.28571428571429,1072/1071,1.00093370681606,1/1071,0.000933706816059757,2143/2142,1.00046685340803,4285/4284,1.00023342670401,1/4284,0.000233426704014939,1
333,52/359,0.144846796657382,44/355,0.123943661971831,666/343,1.94169096209913,96628178/131140905,0.736827140242779,-34512727/131140905,-0.263172859757221,227769083/262281810,0.86841357012139,490050893/524563620,0.934206785060695,34512727/524563620,0.0657932149393052,0
335,52/361,0.14404432132964,11/7,1.57142857142857,36/353,0.101983002832861,540409/892031,0.605818631863691,-351622/892031,-0.394181368136309,716220/892031,0.802909315931845,1608251/1784062,0.901454657965923,175811/1784062,0.0985453420340773,0
337,52/363,0.143250688705234,11/7,1.57142857142857,9/7,1.28571428571429,7624/7623,1.00013118194936,1/7623,0.000131181949363768,15247/15246,1.00006559097468,30493/30492,1.00003279548734,1/30492,3.27954873409419e-05,1
339,52/365,0.142465753424658,44/361,0.121883656509695,9/7,1.28571428571429,1429709/2767065,0.516687898549546,-1337356/2767065,-0.483312101450454,2098387/2767065,0.758343949274773,2432726/2767065,0.879171974637386,334339/2767065,0.120828025362613,0
341,52/367,0.141689373297003,682/347,1.96541786743516,9/7,1.28571428571429,1008169/891443,1.13094050881548,116726/891443,0.130940508815482,949806/891443,1.06547025440774,1841249/1782886,1.03273512720387,58363/1782886,0.0327351272038706,0
343,52/369,0.140921409214092,11/7,1.57142857142857,9/7,1.28571428571429,7744/7749,0.999354755452316,-5/7749,-0.000645244547683572,15493/15498,0.999677377726158,30991/30996,0.999838688863079,5/30996,0.000161311136920893,1
345,52/371,0.140161725067385,44/367,0.119891008174387,12/121,0.0991735537190083,5918252/49424991,0.119742095653594,-43506739/49424991,-0.880257904346406,55343243/98849982,0.559871047826797,154193225/197699964,0.779935523913398,43506739/197699964,0.220064476086602,0
347,52/373,0.13941018766756,11/7,1.57142857142857,9/7,1.28571428571429,2608/2611,0.998851014936806,-3/2611,-0.00114898506319418,5219/5222,0.999425507468403,10441/10444,0.999712753734201,3/10444,0.000287246265798545,1
349,52/375,0.138666666666667,11/7,1.57142857142857,9/7,1.28571428571429,7864/7875,0.998603174603175,-11/7875,-0.0013968253968254,15739/15750,0.999301587301587,31489/31500,0.999650793650794,11/31500,0.000349206349206349,1
351,1,1,44/373,0.117962466487936,702/361,1.94459833795014,137461/134653,1.02085360147936,2808/134653,0.0208536014793581,136057/134653,1.01042680073968,135355/134653,1.00521340036984,702/134653,0.00521340036983951,0
353,52/379,0.137203166226913,11/7,1.57142857142857,9/7,1.28571428571429,2648/2653,0.998115341123257,-5/2653,-0.00188465887674331,5301/5306,0.999057670561628,10607/10612,0.999528835280814,5/10612,0.000471164719185827,1
355,52/381,0.136482939632546,11/7,1.57142857142857,36/373,0.096514745308311,1795027/2984373,0.601475418789809,-1189346/2984373,-0.398524581210191,2389700/2984373,0.800737709394905,5374073/5968746,0.900368854697452,594673/5968746,0.0996311453025476,0
357,52/383,0.135770234986945,44/379,0.116094986807388,9/7,1.28571428571429,1562333/3048297,0.512526502502873,-1485964/3048297,-0.487473497497127,2305315/3048297,0.756263251251436,2676806/3048297,0.878131625625718,371491/3048297,0.121868374374282,0
359,52/385,0.135064935064935,11/7,1.57142857142857,9/7,1.28571428571429,384/385,0.997402597402597,-1/385,-0.0025974025974026,769/770,0.998701298701299,1539/1540,0.999350649350649,1/1540,0.000649350649350649,1
361,52/387,0.134366925064599,11/7,1.57142857142857,9/7,1.28571428571429,8104/8127,0.997169927402486,-23/8127,-0.00283007259751446,16231/16254,0.998584963701243,32485/32508,0.999292481850621,23/32508,0.000707518149378614,1
363,52/389,0.133676092544987,1,1,9/7,1.28571428571429,2196/2723,0.806463459419758,-527/2723,-0.193536540580242,4919/5446,0.903231729709879,10365/10892,0.951615864854939,527/10892,0.0483841351450606,0
365,52/391,0.132992327365729,11/7,1.57142857142857,36/383,0.0939947780678851,628409/1048271,0.599471892287395,-419862/1048271,-0.400528107712605,838340/1048271,0.799735946143698,1886611/2096542,0.899867973071849,209931/2096542,0.100132026928151,0
367,52/393,0.132315521628499,11/7,1.57142857142857,9/7,1.28571428571429,8224/8253,0.996486126257119,-29/8253,-0.00351387374288138,16477/16506,0.998243063128559,32983/33012,0.99912153156428,29/33012,0.000878468435720344,1
369,52/395,0.131645569620253,44/391,0.112531969309463,738/379,1.94722955145119,128273258/175603965,0.730469030126968,-47330707/175603965,-0.269530969873032,303877223/351207930,0.865234515063484,655085153/702415860,0.932617257531742,47330707/702415860,0.0673827424682581,0
371,52/397,0.130982367758186,11/7,1.57142857142857,9/7,1.28571428571429,2768/2779,0.996041741633681,-11/2779,-0.00395825836631882,5547/5558,0.998020870816841,11105/11116,0.99901043540842,11/11116,0.000989564591579705,1
373,52/399,0.130325814536341,11/7,1.57142857142857,9/7,1.28571428571429,1192/1197,0.995822890559733,-5/1197,-0.00417710944026733,2389/2394,0.997911445279866,4783/4788,0.998955722639933,5/4788,0.00104427736006683,1
375,52/401,0.129675810473815,44/397,0.110831234256927,12/131,0.0916030534351145,6926092/62564421,0.110703366055286,-55638329/62564421,-0.889296633944714,69490513/125128842,0.555351683027643,194619355/250257684,0.777675841513821,55638329/250257684,0.222324158486179,0
377,1,1,11/7,1.57142857142857,9/7,1.28571428571429,9/7,1.28571428571429,2/7,0.285714285714286,8/7,1.14285714285714,15/14,1.07142857142857,1/14,0.0714285714285714,0
379,52/405,0.128395061728395,11/7,1.57142857142857,9/7,1.28571428571429,8464/8505,0.995179306290417,-41/8505,-0.0048206937095826,16969/17010,0.997589653145209,33979/34020,0.998794826572604,41/34020,0.00120517342739565,1
381,52/407,0.127764127764128,44/403,0.109181141439206,9/7,1.28571428571429,1748237/3444441,0.50755318497254,-1696204/3444441,-0.49244681502746,2596339/3444441,0.75377659248627,3020390/3444441,0.876888296243135,424051/3444441,0.123111703756865,0
383,52/409,0.127139364303178,11/7,1.57142857142857,9/7,1.28571428571429,2848/2863,0.994760740482012,-15/2863,-0.00523925951798812,5711/5726,0.997380370241006,11437/11452,0.998690185120503,15/11452,0.00130981487949703,1
385,52/411,0.126520681265207,770/391,1.9693094629156,36/403,0.0893300248138958,141516442/194287509,0.728386722998235,-52771067/194287509,-0.271613277001765,335803951/388575018,0.864193361499117,724378969/777150036,0.932096680749559,52771067/777150036,0.0679033192504414,0
387,52/413,0.12590799031477,44/409,0.107579462102689,774/397,1.94962216624685,146399438/201180147,0.727703206221437,-54780709/201180147,-0.272296793778563,347579585/402360294,0.863851603110719,749939879/804720588,0.931925801555359,54780709/804720588,0.0680741984446408,0
389,52/415,0.125301204819277,11/7,1.57142857142857,9/7,1.28571428571429,2888/2905,0.994148020654045,-17/2905,-0.00585197934595525,5793/5810,0.997074010327022,11603/11620,0.998537005163511,17/11620,0.00146299483648881,1
391,52/417,0.124700239808153,11/7,1.57142857142857,9/7,1.28571428571429,8704/8757,0.99394769898367,-53/8757,-0.00605230101632979,17461/17514,0.996973849491835,34975/35028,0.998486924745918,53/35028,0.00151307525408245,1
393,52/419,0.124105011933174,44/415,0.106024096385542,9/7,1.28571428571429,1845077/3651585,0.505281131344334,-1806508/3651585,-0.494718868655666,2748331/3651585,0.752640565672167,3199958/3651585,0.876320282836084,451627/3651585,0.123679717163916,0
395,52/421,0.123515439429929,11/7,1.57142857142857,36/413,0.0871670702179177,103287/173873,0.594037027025473,-70586/173873,-0.405962972974527,138580/173873,0.797018513512736,312453/347746,0.898509256756368,35293/347746,0.101490743243632,0
397,52/423,0.122931442080378,11/7,1.57142857142857,9/7,1.28571428571429,8824/8883,0.993358099741078,-59/8883,-0.00664190025892154,17707/17766,0.996679049870539,35473/35532,0.99833952493527,59/35532,0.00166047506473038,1
399,52/425,0.122352941176471,44/421,0.104513064133017,9/7,1.28571428571429,1894469/3757425,0.504193430341258,-1862956/3757425,-0.495806569658742,2825947/3757425,0.752096715170629,3291686/3757425,0.876048357585314,465739/3757425,0.123951642414686,0
401,52/427,0.121779859484778,11/7,1.57142857142857,9/7,1.28571428571429,424/427,0.992974238875878,-3/427,-0.00702576112412178,851/854,0.996487119437939,1705/1708,0.99824355971897,3/1708,0.00175644028103044,1
403,1,1,11/7,1.57142857142857,9/7,1.28571428571429,9/7,1.28571428571429,2/7,0.285714285714286,8/7,1.14285714285714,15/14,1.07142857142857,1/14,0.0714285714285714,0
405,52/431,0.120649651972158,44/427,0.103044496487119,1,1,225205/552111,0.407898049486426,-326906/552111,-0.592101950513574,388658/552111,0.703949024743213,940769/1104222,0.851974512371606,163453/1104222,0.148025487628394,0
407,52/433,0.120092378752887,814/413,1.97094430992736,9/7,1.28571428571429,201287/178829,1.12558365813151,22458/178829,0.125583658131511,190058/178829,1.06279182906576,368887/357658,1.03139591453288,11229/357658,0.0313959145328778,0
409,52/435,0.119540229885057,11/7,1.57142857142857,9/7,1.28571428571429,9064/9135,0.992227695675972,-71/9135,-0.00777230432402846,18199/18270,0.996113847837986,36469/36540,0.998056923918993,71/36540,0.00194307608100712,1
411,52/437,0.118993135011442,44/433,0.10161662817552,9/7,1.28571428571429,1995197/3973641,0.502108016300416,-1978444/3973641,-0.497891983699584,2984419/3973641,0.751054008150208,3479030/3973641,0.875527004075104,494611/3973641,0.124472995924896,0
413,52/439,0.118451025056948,11/7,1.57142857142857,9/7,1.28571428571429,3048/3073,0.991864627399935,-25/3073,-0.00813537260006508,6121/6146,0.995932313699967,12267/12292,0.997966156849984,25/12292,0.00203384315001627,1
415,52/441,0.117913832199546,11/7,1.57142857142857,36/433,0.0831408775981524,338461/572859,0.590827760408757,-234398/572859,-0.409172239591243,455660/572859,0.795413880204378,1028519/1145718,0.897706940102189,117199/1145718,0.102293059897811,0
417,52/443,0.117381489841986,44/439,0.100227790432802,9/7,1.28571428571429,2046533/4084017,0.501107855329691,-2037484/4084017,-0.498892144670309,3065275/4084017,0.750553927664846,3574646/4084017,0.875276963832423,509371/4084017,0.124723036167577,0
419,52/445,0.11685393258427,11/7,1.57142857142857,9/7,1.28571428571429,3088/3115,0.991332263242376,-27/3115,-0.0086677367576244,6203/6230,0.995666131621188,12433/12460,0.997833065810594,27/12460,0.0021669341894061,1
421,52/447,0.116331096196868,11/7,1.57142857142857,9/7,1.28571428571429,9304/9387,0.991157984446575,-83/9387,-0.00884201555342495,18691/18774,0.995578992223287,37465/37548,0.997789496111644,83/37548,0.00221050388835624,1
423,52/449,0.115812917594655,44/445,0.098876404494382,846/433,1.95381062355658,187608998/259546695,0.722833315215206,-71937697/259546695,-0.277166684784794,447155693/519093390,0.861416657607603,966249083/1038186780,0.930708328803802,71937697/1038186780,0.0692916711961984,0
425,52/451,0.11529933481153,11/7,1.57142857142857,36/443,0.0812641083521445,824209/1398551,0.589330671530749,-574342/1398551,-0.410669328469251,1111380/1398551,0.794665335765374,2509931/2797102,0.897332667882687,287171/2797102,0.102667332117313,0
427,52/453,0.114790286975717,11/7,1.57142857142857,9/7,1.28571428571429,9424/9513,0.990644381372858,-89/9513,-0.00935561862714181,18937/19026,0.995322190686429,37963/38052,0.997661095343215,89/38052,0.00233890465678545,1
429,1,1,1,1,9/7,1.28571428571429,23/21,1.0952380952381,2/21,0.0952380952380952,22/21,1.04761904761905,43/42,1.02380952380952,1/42,0.0238095238095238,0
431,52/457,0.113785557986871,11/7,1.57142857142857,9/7,1.28571428571429,3168/3199,0.990309471709909,-31/3199,-0.00969052829009065,6367/6398,0.995154735854955,12765/12796,0.997577367927477,31/12796,0.00242263207252266,1
433,52/459,0.113289760348584,11/7,1.57142857142857,9/7,1.28571428571429,9544/9639,0.99014420583048,-95/9639,-0.00985579416951966,19183/19278,0.99507210291524,38461/38556,0.99753605145762,95/38556,0.00246394854237991,1
435,52/461,0.112798264642082,44/457,0.0962800875273523,12/151,0.0794701986754967,9179372/95436681,0.0961828502816438,-86257309/95436681,-0.903817149718356,104616053/190873362,0.548091425140822,295489415/381746724,0.774045712570411,86257309/381746724,0.225954287429589,0
437,52/463,0.11231101511879,11/7,1.57142857142857,9/7,1.28571428571429,3208/3241,0.989817957420549,-33/3241,-0.0101820425794508,6449/6482,0.994908978710275,12931/12964,0.997454489355137,33/12964,0.0025455106448627,1
439,52/465,0.111827956989247,11/7,1.57142857142857,9/7,1.28571428571429,9664/9765,0.989656938044035,-101/9765,-0.0103430619559652,19429/19530,0.994828469022017,38959/39060,0.997414234511009,101/39060,0.0025857654889913,1
441,52/467,0.11134903640257,44/463,0.0950323974082073,882/451,1.95565410199557,210832346/292547013,0.720678511935447,-81714667/292547013,-0.279321488064553,503379359/585094026,0.860339255967724,1088473385/1170188052,0.930169627983862,81714667/1170188052,0.0698303720161381,0
443,52/469,0.110874200426439,11/7,1.57142857142857,9/7,1.28571428571429,464/469,0.989339019189765,-5/469,-0.0106609808102345,933/938,0.994669509594883,1871/1876,0.997334754797441,5/1876,0.00266524520255864,1
445,52/471,0.110403397027601,11/7,1.57142857142857,36/463,0.0777537796976242,2686027/4579533,0.586528582717932,-1893506/4579533,-0.413471417282068,3632780/4579533,0.793264291358966,8212313/9159066,0.896632145679483,946753/9159066,0.103367854320517,0
447,52/473,0.109936575052854,44/469,0.093816631130064,9/7,1.28571428571429,330419/665511,0.496489163965735,-335092/665511,-0.503510836034265,497965/665511,0.748244581982867,581738/665511,0.874122290991434,83773/665511,0.125877709008566,0
449,52/475,0.109473684210526,11/7,1.57142857142857,9/7,1.28571428571429,3288/3325,0.988872180451128,-37/3325,-0.0111278195488722,6613/6650,0.994436090225564,13263/13300,0.997218045112782,37/13300,0.00278195488721805,1
451,52/477,0.109014675052411,902/457,1.97374179431072,9/7,1.28571428571429,5140027/4577769,1.12282358502581,562258/4577769,0.122823585025806,4858898/4577769,1.0614117925129,9436667/9155538,1.03070589625645,281129/9155538,0.0307058962564516,0
453,52/479,0.108559498956159,44/475,0.0926315789473684,9/7,1.28571428571429,2368157/4778025,0.495635121205938,-2409868/4778025,-0.504364878794062,3573091/4778025,0.747817560602969,4175558/4778025,0.873908780301484,602467/4778025,0.126091219698516,0
455,1,1,11/7,1.57142857142857,36/473,0.0761099365750529,2922/3311,0.882512836001208,-389/3311,-0.117487163998792,6233/6622,0.941256418000604,12855/13244,0.970628209000302,389/13244,0.029371790999698,0
457,52/483,0.107660455486542,11/7,1.57142857142857,9/7,1.28571428571429,1432/1449,0.988267770876467,-17/1449,-0.0117322291235335,2881/2898,0.994133885438233,5779/5796,0.997066942719117,17/5796,0.00293305728088337,1
459,52/485,0.107216494845361,44/481,0.0914760914760915,918/469,1.95735607675906,235894718/328231995,0.718682887693505,-92337277/328231995,-0.281317112306495,564126713/656463990,0.859341443846752,1220590703/1312927980,0.929670721923376,92337277/1312927980,0.0703292780766238,0
461,52/487,0.106776180698152,11/7,1.57142857142857,9/7,1.28571428571429,3368/3409,0.98797301261367,-41/3409,-0.0120269873863303,6777/6818,0.993986506306835,13595/13636,0.996993253153417,41/13636,0.00300674684658258,1
463,52/489,0.106339468302658,11/7,1.57142857142857,9/7,1.28571428571429,10144/10269,0.987827441815172,-125/10269,-0.0121725581848281,20413/20538,0.993913720907586,40951/41076,0.996956860453793,125/41076,0.00304313954620703,1
465,52/491,0.105906313645621,44/487,0.0903490759753593,12/161,0.0745341614906832,10424812/115493511,0.0902631837038879,-105068699/115493511,-0.909736816296112,125918323/230987022,0.545131591851944,356905345/461974044,0.772565795925972,105068699/461974044,0.227434204074028,0
467,52/493,0.105476673427992,11/7,1.57142857142857,9/7,1.28571428571429,3408/3451,0.987539843523616,-43/3451,-0.0124601564763837,6859/6902,0.993769921761808,13761/13804,0.996884960880904,43/13804,0.00311503911909591,1
469,52/495,0.105050505050505,11/7,1.57142857142857,9/7,1.28571428571429,10264/10395,0.987397787397787,-131/10395,-0.0126022126022126,20659/20790,0.993698893698894,41449/41580,0.996849446849447,131/41580,0.00315055315055315,1
471,52/497,0.104627766599598,44/493,0.0892494929006085,9/7,1.28571428571429,362531/735063,0.493197181738164,-372532/735063,-0.506802818261836,548797/735063,0.746598590869082,641930/735063,0.873299295434541,93133/735063,0.126700704565459,0
473,52/499,0.104208416833667,946/479,1.97494780793319,9/7,1.28571428571429,1876641/1673147,1.12162350349372,203494/1673147,0.121623503493716,1774894/1673147,1.06081175174686,3448041/3346294,1.03040587587343,101747/3346294,0.0304058758734289,0
475,52/501,0.103792415169661,11/7,1.57142857142857,36/493,0.0730223123732252,3022627/5186853,0.582747766323819,-2164226/5186853,-0.417252233676181,4104740/5186853,0.79137388316191,9291593/10373706,0.895686941580955,1082113/10373706,0.104313058419045,0
477,52/503,0.10337972166998,44/499,0.0881763527054108,954/487,1.95893223819302,262866098/366706617,0.716829437522803,-103840519/366706617,-0.283170562477197,629572715/733413234,0.858414718761402,1362985949/1466826468,0.929207359380701,103840519/1466826468,0.0707926406192992,0
479,52/505,0.102970297029703,11/7,1.57142857142857,9/7,1.28571428571429,3488/3535,0.986704384724187,-47/3535,-0.0132956152758133,7023/7070,0.993352192362093,14093/14140,0.996676096181047,47/14140,0.00332390381895332,1
481,1,1,11/7,1.57142857142857,9/7,1.28571428571429,9/7,1.28571428571429,2/7,0.285714285714286,8/7,1.14285714285714,15/14,1.07142857142857,1/14,0.0714285714285714,0
483,52/509,0.102161100196464,44/505,0.0871287128712871,9/7,1.28571428571429,2653997/5397945,0.491668032927346,-2743948/5397945,-0.508331967072654,4025971/5397945,0.745834016463673,4711958/5397945,0.872917008231836,685987/5397945,0.127082991768164,0
485,52/511,0.101761252446184,11/7,1.57142857142857,36/503,0.0715705765407555,149487/257033,0.581586800138504,-107546/257033,-0.418413199861496,203260/257033,0.790793400069252,460293/514066,0.895396700034626,53773/514066,0.104603299965374,0
487,52/513,0.101364522417154,11/7,1.57142857142857,9/7,1.28571428571429,10624/10773,0.986169126520004,-149/10773,-0.0138308734799963,21397/21546,0.993084563260002,42943/43092,0.996542281630001,149/43092,0.00345771836999907,1
489,52/515,0.100970873786408,44/511,0.086105675146771,9/7,1.28571428571429,387587/789495,0.490930278215822,-401908/789495,-0.509069721784179,588541/789495,0.745465139107911,689018/789495,0.872732569553955,100477/789495,0.127267430446045,0
491,52/517,0.100580270793037,11/7,1.57142857142857,9/7,1.28571428571429,3568/3619,0.985907709311965,-51/3619,-0.0140922906880354,7187/7238,0.992953854655982,14425/14476,0.996476927327991,51/14476,0.00352307267200884,1
493,52/519,0.10019267822736,11/7,1.57142857142857,9/7,1.28571428571429,10744/10899,0.985778511790072,-155/10899,-0.0142214882099275,21643/21798,0.992889255895036,43441/43596,0.996444627947518,155/43596,0.00355537205248188,1
495,52/521,0.0998080614203455,1,1,1,1,1094/1563,0.699936020473448,-469/1563,-0.300063979526552,2657/3126,0.849968010236724,5783/6252,0.924984005118362,469/6252,0.0750159948816379,0
497,52/523,0.0994263862332696,11/7,1.57142857142857,9/7,1.28571428571429,3608/3661,0.985523081125376,-53/3661,-0.0144769188746244,7269/7322,0.992761540562688,14591/14644,0.996380770281344,53/14644,0.0036192297186561,1
499,52/525,0.0990476190476191,11/7,1.57142857142857,9/7,1.28571428571429,1552/1575,0.985396825396825,-23/1575,-0.0146031746031746,3127/3150,0.992698412698413,6277/6300,0.996349206349206,23/6300,0.00365079365079365,1
501,52/527,0.0986717267552182,44/523,0.0841300191204589,9/7,1.28571428571429,2833277/5788041,0.489505343863321,-2954764/5788041,-0.510494656136679,4310659/5788041,0.744752671931661,5049350/5788041,0.87237633596583,738691/5788041,0.12762366403417,0
503,52/529,0.0982986767485822,11/7,1.57142857142857,9/7,1.28571428571429,3648/3703,0.985147177963813,-55/3703,-0.0148528220361869,7351/7406,0.992573588981907,14757/14812,0.996286794490953,55/14812,0.00371320550904672,1
