anchor,initial_lower,initial_upper,initial_lower_residue_mod14,initial_upper_residue_mod14,initial_pair_is_mod14_antipair,initial_backward_delta,initial_forward_delta,final_candidate,final_delta,initial_to_final_delta_ratio,handover_events,candidate_states,total_nonbase_gate_crossings,silent_gate_crossings,final_gate_frontier,cohort,true_next_prime,true_delta,final_matches_truth
4000192560,4000192559,4000192561,13,1,True,1,1,4000192579,19,0.05263157894736842,2,3,6336,6334,63247,sample,4000192579,19,True
4000193414,4000193413,4000193415,13,1,True,1,1,4000193441,27,0.037037037037037035,6,7,6336,6330,63247,sample,4000193441,27,True
4000194406,4000194405,4000194407,11,13,False,1,1,4000194413,7,0.14285714285714285,2,3,6336,6334,63247,sample,4000194413,7,True
4000195164,4000195163,4000195165,13,1,True,1,1,4000195169,5,0.2,1,2,6336,6335,63247,sample,4000195169,5,True
4000195934,4000195933,4000195935,13,1,True,1,1,4000195961,27,0.037037037037037035,2,3,6336,6334,63247,sample,4000195961,27,True
4000196527,4000196527,4000196531,5,9,True,0,4,4000196533,6,0.6666666666666666,1,2,6336,6335,63247,sample,4000196533,6,True
4000196598,4000196597,4000196601,5,9,True,1,3,4000196621,23,0.13043478260869565,4,5,6336,6332,63247,sample,4000196621,23,True
4000197010,4000197009,4000197011,11,13,False,1,1,4000197043,33,0.030303030303030304,3,4,6336,6333,63247,sample,4000197043,33,True
4000197298,4000197297,4000197301,5,9,True,1,3,4000197337,39,0.07692307692307693,2,3,6336,6334,63247,sample,4000197337,39,True
4000197648,4000197647,4000197651,5,9,True,1,3,4000197659,11,0.2727272727272727,2,3,6336,6334,63247,sample,4000197659,11,True
4000197875,4000197875,4000197877,9,11,False,0,2,4000197907,32,0.0625,3,4,6336,6333,63247,sample,4000197907,32,True
4000198354,4000198353,4000198355,11,13,False,1,1,4000198409,55,0.01818181818181818,4,5,6336,6332,63247,sample,4000198409,55,True
4000198597,4000198597,4000198599,3,5,False,0,2,4000198603,6,0.3333333333333333,1,2,6336,6335,63247,sample,4000198603,6,True
4000198925,4000198925,4000198927,9,11,False,0,2,4000198981,56,0.03571428571428571,2,3,6336,6334,63247,sample,4000198981,56,True
4000199223,4000199223,4000199225,13,1,True,0,2,4000199237,14,0.14285714285714285,3,4,6336,6333,63247,sample,4000199237,14,True
4000199493,4000199493,4000199495,3,5,False,0,2,4000199509,16,0.125,4,5,6336,6332,63247,sample,4000199509,16,True
4000199700,4000199699,4000199701,13,1,True,1,1,4000199701,1,1.0,0,1,6336,6336,63247,sample,4000199701,1,True
4000199718,4000199717,4000199719,3,5,False,1,1,4000199737,19,0.05263157894736842,2,3,6336,6334,63247,sample,4000199737,19,True
4000200946,4000200945,4000200947,13,1,True,1,1,4000201001,55,0.01818181818181818,3,4,6336,6333,63247,sample,4000201001,55,True
4000201388,4000201385,4000201389,5,9,True,3,1,4000201411,23,0.043478260869565216,4,5,6336,6332,63247,sample,4000201411,23,True
4000201614,4000201613,4000201615,9,11,False,1,1,4000201637,23,0.043478260869565216,2,3,6336,6334,63247,sample,4000201637,23,True
4000201684,4000201683,4000201685,9,11,False,1,1,4000201691,7,0.14285714285714285,2,3,6336,6334,63247,sample,4000201691,7,True
4000202013,4000202013,4000202015,3,5,False,0,2,4000202027,14,0.14285714285714285,3,4,6336,6333,63247,sample,4000202027,14,True
4000202118,4000202117,4000202119,9,11,False,1,1,4000202137,19,0.05263157894736842,2,3,6336,6334,63247,sample,4000202137,19,True
4000202680,4000202679,4000202681,11,13,False,1,1,4000202699,19,0.05263157894736842,2,3,6336,6334,63247,sample,4000202699,19,True
4000202703,4000202701,4000202705,5,9,True,2,2,4000202737,34,0.058823529411764705,4,5,6336,6332,63247,sample,4000202737,34,True
4000203031,4000203031,4000203033,13,1,True,0,2,4000203047,16,0.125,5,6,6336,6331,63247,sample,4000203047,16,True
4000203207,4000203205,4000203209,5,9,True,2,2,4000203223,16,0.125,2,3,6336,6334,63247,sample,4000203223,16,True
4000203484,4000203483,4000203485,3,5,False,1,1,4000203587,103,0.009708737864077669,7,8,6336,6329,63247,sample,4000203587,103,True
4000203542,4000203541,4000203545,5,9,True,1,3,4000203587,45,0.06666666666666667,7,8,6336,6329,63247,sample,4000203587,45,True
4000203642,4000203639,4000203643,5,9,True,3,1,4000203643,1,1.0,0,1,6336,6336,63247,sample,4000203643,1,True
4000203720,4000203719,4000203721,1,3,False,1,1,4000203749,29,0.034482758620689655,2,3,6336,6334,63247,sample,4000203749,29,True
4000204584,4000204583,4000204585,11,13,False,1,1,4000204589,5,0.2,1,2,6336,6335,63247,sample,4000204589,5,True
4000204607,4000204605,4000204609,5,9,True,2,2,4000204609,2,1.0,0,1,6336,6336,63247,sample,4000204609,2,True
4000205141,4000205141,4000205143,9,11,False,0,2,4000205171,30,0.06666666666666667,4,5,6336,6332,63247,sample,4000205171,30,True
4000205650,4000205649,4000205651,13,1,True,1,1,4000205711,61,0.01639344262295082,3,4,6336,6333,63247,sample,4000205711,61,True
4000206008,4000206005,4000206009,5,9,True,3,1,4000206013,5,0.2,2,3,6336,6334,63247,sample,4000206013,5,True
4000206198,4000206197,4000206199,1,3,False,1,1,4000206209,11,0.09090909090909091,1,2,6336,6335,63247,sample,4000206209,11,True
4000206396,4000206395,4000206397,3,5,False,1,1,4000206467,71,0.014084507042253521,5,6,6336,6331,63247,sample,4000206467,71,True
4000208744,4000208743,4000208745,13,1,True,1,1,4000208777,33,0.030303030303030304,4,5,6336,6332,63247,sample,4000208777,33,True
4000209536,4000209533,4000209537,5,9,True,3,1,4000209557,21,0.047619047619047616,3,4,6336,6333,63247,sample,4000209557,21,True
4000209789,4000209789,4000209791,9,11,False,0,2,4000209797,8,0.25,1,2,6336,6335,63247,sample,4000209797,8,True
4000209805,4000209805,4000209807,11,13,False,0,2,4000209827,22,0.09090909090909091,3,4,6336,6333,63247,sample,4000209827,22,True
4000210180,4000210177,4000210181,5,9,True,3,1,4000210187,7,0.14285714285714285,2,3,6336,6334,63247,sample,4000210187,7,True
4000210658,4000210657,4000210659,9,11,False,1,1,4000210661,3,0.3333333333333333,1,2,6336,6335,63247,sample,4000210661,3,True
4000211214,4000211213,4000211217,5,9,True,1,3,4000211233,19,0.15789473684210525,2,3,6336,6334,63247,sample,4000211233,19,True
4000212383,4000212383,4000212385,13,1,True,0,2,4000212397,14,0.14285714285714285,2,3,6336,6334,63247,sample,4000212397,14,True
4000213108,4000213107,4000213109,9,11,False,1,1,4000213109,1,1.0,0,1,6336,6336,63247,sample,4000213109,1,True
4000213233,4000213233,4000213235,9,11,False,0,2,4000213267,34,0.058823529411764705,6,7,6336,6330,63247,sample,4000213267,34,True
4000214906,4000214905,4000214907,1,3,False,1,1,4000214941,35,0.02857142857142857,3,4,6336,6333,63247,sample,4000214941,35,True
4000215062,4000215061,4000215063,3,5,False,1,1,4000215071,9,0.1111111111111111,2,3,6336,6334,63247,sample,4000215071,9,True
4000215393,4000215393,4000215395,13,1,True,0,2,4000215467,74,0.02702702702702703,3,4,6336,6333,63247,sample,4000215467,74,True
4000215991,4000215991,4000215993,9,11,False,0,2,4000216057,66,0.030303030303030304,5,6,6336,6331,63247,sample,4000216057,66,True
4000216708,4000216707,4000216709,11,13,False,1,1,4000216733,25,0.04,3,4,6336,6333,63247,sample,4000216733,25,True
4000218139,4000218139,4000218141,1,3,False,0,2,4000218149,10,0.2,2,3,6336,6334,63247,sample,4000218149,10,True
4000218256,4000218255,4000218259,5,9,True,1,3,4000218281,25,0.12,2,3,6336,6334,63247,sample,4000218281,25,True
4000218412,4000218409,4000218413,5,9,True,3,1,4000218421,9,0.1111111111111111,1,2,6336,6335,63247,sample,4000218421,9,True
4000218936,4000218935,4000218937,13,1,True,1,1,4000218961,25,0.04,4,5,6336,6332,63247,sample,4000218961,25,True
4000220338,4000220337,4000220339,1,3,False,1,1,4000220369,31,0.03225806451612903,2,3,6336,6334,63247,sample,4000220369,31,True
4000220434,4000220433,4000220435,13,1,True,1,1,4000220447,13,0.07692307692307693,2,3,6336,6334,63247,sample,4000220447,13,True
4000220723,4000220723,4000220725,9,11,False,0,2,4000220737,14,0.14285714285714285,2,3,6336,6334,63247,sample,4000220737,14,True
4000220918,4000220915,4000220919,5,9,True,3,1,4000220929,11,0.09090909090909091,3,4,6336,6333,63247,sample,4000220929,11,True
4000221083,4000221083,4000221087,5,9,True,0,4,4000221097,14,0.2857142857142857,2,3,6336,6334,63247,sample,4000221097,14,True
4000221322,4000221321,4000221325,5,9,True,1,3,4000221331,9,0.3333333333333333,2,3,6336,6334,63247,sample,4000221331,9,True
4000221369,4000221369,4000221371,11,13,False,0,2,4000221377,8,0.25,1,2,6336,6335,63247,sample,4000221377,8,True
4000221375,4000221375,4000221377,3,5,False,0,2,4000221377,2,1.0,0,1,6336,6336,63247,sample,4000221377,2,True
4000221651,4000221651,4000221653,13,1,True,0,2,4000221689,38,0.05263157894736842,3,4,6336,6333,63247,sample,4000221689,38,True
4000222264,4000222263,4000222265,9,11,False,1,1,4000222279,15,0.06666666666666667,3,4,6336,6333,63247,sample,4000222279,15,True
4000222294,4000222293,4000222295,11,13,False,1,1,4000222297,3,0.3333333333333333,1,2,6336,6335,63247,sample,4000222297,3,True
4000222742,4000222741,4000222743,11,13,False,1,1,4000222771,29,0.034482758620689655,4,5,6336,6332,63247,sample,4000222771,29,True
4000223524,4000223523,4000223525,9,11,False,1,1,4000223537,13,0.07692307692307693,2,3,6336,6334,63247,sample,4000223537,13,True
4000223709,4000223709,4000223711,13,1,True,0,2,4000223713,4,0.5,1,2,6336,6335,63247,sample,4000223713,4,True
4000224199,4000224199,4000224201,13,1,True,0,2,4000224203,4,0.5,1,2,6336,6335,63247,sample,4000224203,4,True
4000224398,4000224397,4000224399,1,3,False,1,1,4000224421,23,0.043478260869565216,4,5,6336,6332,63247,sample,4000224421,23,True
4000224542,4000224541,4000224545,5,9,True,1,3,4000224551,9,0.3333333333333333,2,3,6336,6334,63247,sample,4000224551,9,True
4000224707,4000224707,4000224709,3,5,False,0,2,4000224713,6,0.3333333333333333,1,2,6336,6335,63247,sample,4000224713,6,True
4000225163,4000225163,4000225165,11,13,False,0,2,4000225169,6,0.3333333333333333,1,2,6336,6335,63247,sample,4000225169,6,True
4000225220,4000225219,4000225221,11,13,False,1,1,4000225223,3,0.3333333333333333,1,2,6336,6335,63247,sample,4000225223,3,True
4000228319,4000228319,4000228321,3,5,False,0,2,4000228357,38,0.05263157894736842,3,4,6336,6333,63247,sample,4000228357,38,True
4000228959,4000228959,4000228961,13,1,True,0,2,4000228987,28,0.07142857142857142,1,2,6336,6335,63247,sample,4000228987,28,True
4000229025,4000229025,4000229027,9,11,False,0,2,4000229027,2,1.0,0,1,6336,6336,63247,sample,4000229027,2,True
4000229295,4000229295,4000229297,13,1,True,0,2,4000229339,44,0.045454545454545456,2,3,6336,6334,63247,sample,4000229339,44,True
4000229822,4000229819,4000229823,5,9,True,3,1,4000229833,11,0.09090909090909091,4,5,6336,6332,63247,sample,4000229833,11,True
4000229889,4000229889,4000229893,5,9,True,0,4,4000229911,22,0.18181818181818182,3,4,6336,6333,63247,sample,4000229911,22,True
4000230865,4000230865,4000230867,1,3,False,0,2,4000230869,4,0.5,1,2,6336,6335,63247,sample,4000230869,4,True
4000231383,4000231383,4000231385,1,3,False,0,2,4000231399,16,0.125,2,3,6336,6334,63247,sample,4000231399,16,True
4000231470,4000231469,4000231471,3,5,False,1,1,4000231483,13,0.07692307692307693,1,2,6336,6335,63247,sample,4000231483,13,True
4000232116,4000232115,4000232119,5,9,True,1,3,4000232149,33,0.09090909090909091,3,4,6336,6333,63247,sample,4000232149,33,True
4000232504,4000232503,4000232505,1,3,False,1,1,4000232539,35,0.02857142857142857,4,5,6336,6332,63247,sample,4000232539,35,True
4000233399,4000233399,4000233401,1,3,False,0,2,4000233409,10,0.2,1,2,6336,6335,63247,sample,4000233409,10,True
4000234218,4000234215,4000234219,5,9,True,3,1,4000234223,5,0.2,1,2,6336,6335,63247,sample,4000234223,5,True
4000234761,4000234761,4000234765,5,9,True,0,4,4000234783,22,0.18181818181818182,2,3,6336,6334,63247,sample,4000234783,22,True
4000234924,4000234923,4000234925,13,1,True,1,1,4000234937,13,0.07692307692307693,3,4,6336,6333,63247,sample,4000234937,13,True
4000234935,4000234935,4000234937,11,13,False,0,2,4000234937,2,1.0,0,1,6336,6336,63247,sample,4000234937,2,True
4000235398,4000235397,4000235399,11,13,False,1,1,4000235399,1,1.0,0,1,6336,6336,63247,sample,4000235399,1,True
4000235961,4000235961,4000235963,1,3,False,0,2,4000235977,16,0.125,1,2,6336,6335,63247,sample,4000235977,16,True
4000237475,4000237475,4000237477,3,5,False,0,2,4000237477,2,1.0,0,1,6336,6336,63247,sample,4000237477,2,True
4000238257,4000238257,4000238259,1,3,False,0,2,4000238273,16,0.125,3,4,6336,6333,63247,sample,4000238273,16,True
4000238866,4000238863,4000238867,5,9,True,3,1,4000238887,21,0.047619047619047616,2,3,6336,6334,63247,sample,4000238887,21,True
4000239061,4000239059,4000239063,5,9,True,2,2,4000239073,12,0.16666666666666666,4,5,6336,6332,63247,sample,4000239073,12,True
4000239457,4000239457,4000239459,11,13,False,0,2,4000239487,30,0.06666666666666667,3,4,6336,6333,63247,sample,4000239487,30,True
4000240139,4000240137,4000240141,5,9,True,2,2,4000240141,2,1.0,0,1,6336,6336,63247,sample,4000240141,2,True
4000240472,4000240471,4000240473,3,5,False,1,1,4000240499,27,0.037037037037037035,4,5,6336,6332,63247,sample,4000240499,27,True
4000240723,4000240723,4000240725,3,5,False,0,2,4000240729,6,0.3333333333333333,1,2,6336,6335,63247,sample,4000240729,6,True
4000242703,4000242703,4000242705,9,11,False,0,2,4000242713,10,0.2,2,3,6336,6334,63247,sample,4000242713,10,True
4000242811,4000242811,4000242815,5,9,True,0,4,4000242853,42,0.09523809523809523,4,5,6336,6332,63247,sample,4000242853,42,True
4000244031,4000244029,4000244033,5,9,True,2,2,4000244047,16,0.125,1,2,6336,6335,63247,sample,4000244047,16,True
4000244148,4000244147,4000244149,11,13,False,1,1,4000244189,41,0.024390243902439025,3,4,6336,6333,63247,sample,4000244189,41,True
4000244806,4000244805,4000244807,11,13,False,1,1,4000244881,75,0.013333333333333334,4,5,6336,6332,63247,sample,4000244881,75,True
4000245028,4000245027,4000245029,9,11,False,1,1,4000245043,15,0.06666666666666667,3,4,6336,6333,63247,sample,4000245043,15,True
4000246141,4000246141,4000246143,3,5,False,0,2,4000246153,12,0.16666666666666666,2,3,6336,6334,63247,sample,4000246153,12,True
4000247038,4000247037,4000247039,3,5,False,1,1,4000247039,1,1.0,0,1,6336,6336,63247,sample,4000247039,1,True
4000247632,4000247631,4000247633,9,11,False,1,1,4000247633,1,1.0,0,1,6336,6336,63247,sample,4000247633,1,True
4000248680,4000248677,4000248681,5,9,True,3,1,4000248709,29,0.034482758620689655,2,3,6336,6334,63247,sample,4000248709,29,True
4000249098,4000249097,4000249101,5,9,True,1,3,4000249103,5,0.6,1,2,6336,6335,63247,sample,4000249103,5,True
4000249423,4000249423,4000249425,9,11,False,0,2,4000249439,16,0.125,2,3,6336,6334,63247,sample,4000249439,16,True
4000249780,4000249779,4000249781,1,3,False,1,1,4000249793,13,0.07692307692307693,3,4,6336,6333,63247,sample,4000249793,13,True
4000251022,4000251021,4000251023,11,13,False,1,1,4000251023,1,1.0,0,1,6336,6336,63247,sample,4000251023,1,True
4000251459,4000251459,4000251461,1,3,False,0,2,4000251467,8,0.25,1,2,6336,6335,63247,sample,4000251467,8,True
4000251562,4000251561,4000251565,5,9,True,1,3,4000251599,37,0.08108108108108109,3,4,6336,6333,63247,sample,4000251599,37,True
4000251750,4000251749,4000251751,11,13,False,1,1,4000251767,17,0.058823529411764705,1,2,6336,6335,63247,sample,4000251767,17,True
4000251833,4000251833,4000251835,11,13,False,0,2,4000251841,8,0.25,2,3,6336,6334,63247,sample,4000251841,8,True
4000251888,4000251887,4000251889,9,11,False,1,1,4000251907,19,0.05263157894736842,1,2,6336,6335,63247,sample,4000251907,19,True
4000252633,4000252633,4000252635,13,1,True,0,2,4000252661,28,0.07142857142857142,2,3,6336,6334,63247,sample,4000252661,28,True
4000252698,4000252695,4000252699,5,9,True,3,1,4000252709,11,0.09090909090909091,2,3,6336,6334,63247,sample,4000252709,11,True
4000252862,4000252861,4000252863,3,5,False,1,1,4000252871,9,0.1111111111111111,2,3,6336,6334,63247,sample,4000252871,9,True
4000253614,4000253613,4000253615,13,1,True,1,1,4000253659,45,0.022222222222222223,5,6,6336,6331,63247,sample,4000253659,45,True
4000254315,4000254315,4000254317,1,3,False,0,2,4000254317,2,1.0,0,1,6336,6336,63247,sample,4000254317,2,True
4000254903,4000254903,4000254905,1,3,False,0,2,4000254919,16,0.125,5,6,6336,6331,63247,sample,4000254919,16,True
4000255471,4000255471,4000255473,9,11,False,0,2,4000255513,42,0.047619047619047616,4,5,6336,6332,63247,sample,4000255513,42,True
4000255721,4000255719,4000255723,5,9,True,2,2,4000255723,2,1.0,0,1,6336,6336,63247,sample,4000255723,2,True
4000256073,4000256073,4000256075,9,11,False,0,2,4000256149,76,0.02631578947368421,4,5,6336,6332,63247,sample,4000256149,76,True
4000256112,4000256111,4000256115,5,9,True,1,3,4000256149,37,0.08108108108108109,6,7,6336,6330,63247,sample,4000256149,37,True
4000256906,4000256905,4000256907,1,3,False,1,1,4000256917,11,0.09090909090909091,2,3,6336,6334,63247,sample,4000256917,11,True
4000257162,4000257161,4000257165,5,9,True,1,3,4000257181,19,0.15789473684210525,3,4,6336,6333,63247,sample,4000257181,19,True
4000257434,4000257433,4000257435,11,13,False,1,1,4000257461,27,0.037037037037037035,3,4,6336,6333,63247,sample,4000257461,27,True
4000258330,4000258329,4000258331,11,13,False,1,1,4000258363,33,0.030303030303030304,1,2,6336,6335,63247,sample,4000258363,33,True
4000259112,4000259111,4000259113,9,11,False,1,1,4000259129,17,0.058823529411764705,1,2,6336,6335,63247,sample,4000259129,17,True
4000259620,4000259619,4000259621,13,1,True,1,1,4000259657,37,0.02702702702702703,2,3,6336,6334,63247,sample,4000259657,37,True
4000259918,4000259917,4000259919,3,5,False,1,1,4000259927,9,0.1111111111111111,2,3,6336,6334,63247,sample,4000259927,9,True
4000260410,4000260409,4000260413,5,9,True,1,3,4000260413,3,1.0,0,1,6336,6336,63247,sample,4000260413,3,True
4000260476,4000260475,4000260477,1,3,False,1,1,4000260521,45,0.022222222222222223,2,3,6336,6334,63247,sample,4000260521,45,True
4000260690,4000260689,4000260693,5,9,True,1,3,4000260707,17,0.17647058823529413,3,4,6336,6333,63247,sample,4000260707,17,True
4000261406,4000261403,4000261407,5,9,True,3,1,4000261411,5,0.2,2,3,6336,6334,63247,sample,4000261411,5,True
4000261511,4000261511,4000261513,1,3,False,0,2,4000261553,42,0.047619047619047616,2,3,6336,6334,63247,sample,4000261553,42,True
4000264617,4000264617,4000264619,13,1,True,0,2,4000264633,16,0.125,2,3,6336,6334,63247,sample,4000264633,16,True
4000265694,4000265693,4000265695,11,13,False,1,1,4000265707,13,0.07692307692307693,3,4,6336,6333,63247,sample,4000265707,13,True
4000266197,4000266197,4000266199,11,13,False,0,2,4000266223,26,0.07692307692307693,2,3,6336,6334,63247,sample,4000266223,26,True
4000266704,4000266703,4000266705,13,1,True,1,1,4000266709,5,0.2,2,3,6336,6334,63247,sample,4000266709,5,True
4000266952,4000266951,4000266953,9,11,False,1,1,4000266979,27,0.037037037037037035,2,3,6336,6334,63247,sample,4000266979,27,True
4000267549,4000267549,4000267553,5,9,True,0,4,4000267561,12,0.3333333333333333,1,2,6336,6335,63247,sample,4000267561,12,True
4000267969,4000267969,4000267973,5,9,True,0,4,4000268003,34,0.11764705882352941,2,3,6336,6334,63247,sample,4000268003,34,True
4000268711,4000268711,4000268715,5,9,True,0,4,4000268719,8,0.5,2,3,6336,6334,63247,sample,4000268719,8,True
4000268904,4000268903,4000268905,1,3,False,1,1,4000268917,13,0.07692307692307693,2,3,6336,6334,63247,sample,4000268917,13,True
4000269012,4000269011,4000269013,11,13,False,1,1,4000269037,25,0.04,3,4,6336,6333,63247,sample,4000269037,25,True
4000269240,4000269239,4000269241,1,3,False,1,1,4000269281,41,0.024390243902439025,2,3,6336,6334,63247,sample,4000269281,41,True
4000270063,4000270063,4000270065,13,1,True,0,2,4000270073,10,0.2,3,4,6336,6333,63247,sample,4000270073,10,True
4000270375,4000270375,4000270377,3,5,False,0,2,4000270381,6,0.3333333333333333,1,2,6336,6335,63247,sample,4000270381,6,True
4000270377,4000270377,4000270381,5,9,True,0,4,4000270381,4,1.0,0,1,6336,6336,63247,sample,4000270381,4,True
4000270728,4000270727,4000270731,5,9,True,1,3,4000270751,23,0.13043478260869565,2,3,6336,6334,63247,sample,4000270751,23,True
4000272090,4000272089,4000272091,9,11,False,1,1,4000272097,7,0.14285714285714285,1,2,6336,6335,63247,sample,4000272097,7,True
4000272212,4000272211,4000272215,5,9,True,1,3,4000272223,11,0.2727272727272727,2,3,6336,6334,63247,sample,4000272223,11,True
4000273079,4000273079,4000273083,5,9,True,0,4,4000273097,18,0.2222222222222222,3,4,6336,6333,63247,sample,4000273097,18,True
4000273123,4000273121,4000273125,5,9,True,2,2,4000273127,4,0.5,1,2,6336,6335,63247,sample,4000273127,4,True
4000274259,4000274259,4000274261,9,11,False,0,2,4000274273,14,0.14285714285714285,2,3,6336,6334,63247,sample,4000274273,14,True
4000275038,4000275037,4000275039,3,5,False,1,1,4000275077,39,0.02564102564102564,2,3,6336,6334,63247,sample,4000275077,39,True
4000275654,4000275653,4000275655,3,5,False,1,1,4000275673,19,0.05263157894736842,2,3,6336,6334,63247,sample,4000275673,19,True
4000275941,4000275941,4000275943,11,13,False,0,2,4000275959,18,0.1111111111111111,3,4,6336,6333,63247,sample,4000275959,18,True
4000276165,4000276165,4000276167,11,13,False,0,2,4000276183,18,0.1111111111111111,3,4,6336,6333,63247,sample,4000276183,18,True
4000276182,4000276181,4000276183,13,1,True,1,1,4000276183,1,1.0,0,1,6336,6336,63247,sample,4000276183,1,True
4000276421,4000276421,4000276423,1,3,False,0,2,4000276451,30,0.06666666666666667,3,4,6336,6333,63247,sample,4000276451,30,True
4000278426,4000278425,4000278427,3,5,False,1,1,4000278431,5,0.2,1,2,6336,6335,63247,sample,4000278431,5,True
4000278430,4000278427,4000278431,5,9,True,3,1,4000278431,1,1.0,0,1,6336,6336,63247,sample,4000278431,1,True
4000278472,4000278469,4000278473,5,9,True,3,1,4000278479,7,0.14285714285714285,1,2,6336,6335,63247,sample,4000278479,7,True
4000278684,4000278683,4000278685,9,11,False,1,1,4000278713,29,0.034482758620689655,5,6,6336,6331,63247,sample,4000278713,29,True
4000278754,4000278753,4000278755,9,11,False,1,1,4000278757,3,0.3333333333333333,1,2,6336,6335,63247,sample,4000278757,3,True
4000278970,4000278969,4000278971,1,3,False,1,1,4000278977,7,0.14285714285714285,2,3,6336,6334,63247,sample,4000278977,7,True
4000279695,4000279695,4000279697,13,1,True,0,2,4000279727,32,0.0625,1,2,6336,6335,63247,sample,4000279727,32,True
4000280210,4000280209,4000280211,9,11,False,1,1,4000280281,71,0.014084507042253521,4,5,6336,6332,63247,sample,4000280281,71,True
4000280801,4000280801,4000280803,13,1,True,0,2,4000280803,2,1.0,0,1,6336,6336,63247,sample,4000280803,2,True
4000280808,4000280807,4000280811,5,9,True,1,3,4000280821,13,0.23076923076923078,2,3,6336,6334,63247,sample,4000280821,13,True
4000281813,4000281813,4000281815,3,5,False,0,2,4000281839,26,0.07692307692307693,4,5,6336,6332,63247,sample,4000281839,26,True
4000282291,4000282291,4000282295,5,9,True,0,4,4000282309,18,0.2222222222222222,4,5,6336,6332,63247,sample,4000282309,18,True
4000282358,4000282357,4000282359,1,3,False,1,1,4000282367,9,0.1111111111111111,2,3,6336,6334,63247,sample,4000282367,9,True
4000282854,4000282851,4000282855,5,9,True,3,1,4000282877,23,0.043478260869565216,2,3,6336,6334,63247,sample,4000282877,23,True
4000283250,4000283249,4000283251,11,13,False,1,1,4000283251,1,1.0,0,1,6336,6336,63247,sample,4000283251,1,True
4000283582,4000283579,4000283583,5,9,True,3,1,4000283611,29,0.034482758620689655,4,5,6336,6332,63247,sample,4000283611,29,True
4000284032,4000284031,4000284033,9,11,False,1,1,4000284083,51,0.0196078431372549,4,5,6336,6332,63247,sample,4000284083,51,True
4000284860,4000284859,4000284861,11,13,False,1,1,4000284887,27,0.037037037037037035,3,4,6336,6333,63247,sample,4000284887,27,True
4000285321,4000285321,4000285323,11,13,False,0,2,4000285369,48,0.041666666666666664,6,7,6336,6330,63247,sample,4000285369,48,True
4000285488,4000285487,4000285489,9,11,False,1,1,4000285559,71,0.014084507042253521,5,6,6336,6331,63247,sample,4000285559,71,True
4000285518,4000285517,4000285519,11,13,False,1,1,4000285559,41,0.024390243902439025,2,3,6336,6334,63247,sample,4000285559,41,True
4000286611,4000286611,4000286613,13,1,True,0,2,4000286623,12,0.16666666666666666,4,5,6336,6332,63247,sample,4000286623,12,True
4000286750,4000286749,4000286751,11,13,False,1,1,4000286761,11,0.09090909090909091,2,3,6336,6334,63247,sample,4000286761,11,True
4000287188,4000287187,4000287189,1,3,False,1,1,4000287191,3,0.3333333333333333,1,2,6336,6335,63247,sample,4000287191,3,True
4000288017,4000288017,4000288021,5,9,True,0,4,4000288031,14,0.2857142857142857,1,2,6336,6335,63247,sample,4000288031,14,True
4000290063,4000290061,4000290065,5,9,True,2,2,4000290071,8,0.25,2,3,6336,6334,63247,sample,4000290071,8,True
4000290730,4000290729,4000290731,1,3,False,1,1,4000290737,7,0.14285714285714285,2,3,6336,6334,63247,sample,4000290737,7,True
4000291113,4000291111,4000291115,5,9,True,2,2,4000291133,20,0.1,4,5,6336,6332,63247,sample,4000291133,20,True
4000291350,4000291349,4000291353,5,9,True,1,3,4000291363,13,0.23076923076923078,3,4,6336,6333,63247,sample,4000291363,13,True
4000291523,4000291523,4000291525,11,13,False,0,2,4000291541,18,0.1111111111111111,3,4,6336,6333,63247,sample,4000291541,18,True
4000291798,4000291797,4000291801,5,9,True,1,3,4000291807,9,0.3333333333333333,1,2,6336,6335,63247,sample,4000291807,9,True
4000293110,4000293109,4000293111,1,3,False,1,1,4000293131,21,0.047619047619047616,2,3,6336,6334,63247,sample,4000293131,21,True
4000293154,4000293153,4000293155,3,5,False,1,1,4000293191,37,0.02702702702702703,6,7,6336,6330,63247,sample,4000293191,37,True
4000293172,4000293169,4000293173,5,9,True,3,1,4000293191,19,0.05263157894736842,3,4,6336,6333,63247,sample,4000293191,19,True
4000293191,4000293191,4000293193,13,1,True,0,2,4000293233,42,0.047619047619047616,3,4,6336,6333,63247,sample,4000293233,42,True
4000293914,4000293911,4000293915,5,9,True,3,1,4000293917,3,0.3333333333333333,1,2,6336,6335,63247,sample,4000293917,3,True
4000294259,4000294259,4000294261,3,5,False,0,2,4000294267,8,0.25,1,2,6336,6335,63247,sample,4000294267,8,True
4000295025,4000295025,4000295027,13,1,True,0,2,4000295053,28,0.07142857142857142,3,4,6336,6333,63247,sample,4000295053,28,True
4000295883,4000295883,4000295885,3,5,False,0,2,4000295909,26,0.07692307692307693,3,4,6336,6333,63247,sample,4000295909,26,True
4000295907,4000295907,4000295909,13,1,True,0,2,4000295909,2,1.0,0,1,6336,6336,63247,sample,4000295909,2,True
4000297226,4000297225,4000297227,1,3,False,1,1,4000297253,27,0.037037037037037035,3,4,6336,6333,63247,sample,4000297253,27,True
4000297363,4000297363,4000297365,13,1,True,0,2,4000297369,6,0.3333333333333333,2,3,6336,6334,63247,sample,4000297369,6,True
4000297375,4000297375,4000297377,11,13,False,0,2,4000297393,18,0.1111111111111111,4,5,6336,6332,63247,sample,4000297393,18,True
