scale,anchor,initial_candidate,true_next_prime,initial_delta,final_delta,handover_events,candidate_states,Y0,Y3,residue,pair_representative,orientation,odds,ara_oriented,closeness,closeness_float,final_residue,final_pair_representative,final_closeness,final_closeness_float,delta_closeness,closeness_increase_steps,closeness_decrease_steps,candidate_path,closeness_path,gate_path,total_nonbase_gate_crossings
low,61107144,61107145,61107157,1,13,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,1,1,61107145|61107149|61107157,1/7|5/7|1/7,5|67,986
low,61107492,61107493,61107493,1,1,0,1,1,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,0,0,61107493,1/7,,986
low,61107721,61107723,61107733,2,12,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61107723|61107727|61107731|61107733,5/7|5/7|1/7|1/7,3|29|149,986
low,61107776,61107777,61107791,1,15,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,1,1,61107777|61107779|61107791,3/7|5/7|3/7,3|4451,986
low,61108005,61108007,61108049,2,44,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61108007|61108049,5/7|5/7,1283,986
low,61108218,61108219,61108219,1,1,0,1,1,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,0,0,61108219,3/7,,986
low,61108247,61108249,61108259,2,12,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61108249|61108253|61108259,1/7|3/7|5/7,29|113,986
low,61108425,61108427,61108429,2,4,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61108427|61108429,5/7|3/7,19,986
low,61108984,61108987,61109021,3,37,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,1,2,61108987|61108991|61109017|61109021,5/7|1/7|3/7|1/7,137|571|2203,986
low,61109012,61109015,61109021,3,9,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61109015|61109017|61109021,5/7|3/7|1/7,5|2203,986
low,61109524,61109525,61109539,1,15,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,1,1,61109525|61109527|61109539,1/7|3/7|1/7,5|2003,986
low,61109661,61109663,61109669,2,8,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61109663|61109669,1/7|5/7,59,986
low,61109721,61109723,61109749,2,28,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,1,1,61109723|61109731|61109743|61109749,3/7|3/7|5/7|1/7,433|1801|2557,986
low,61110013,61110015,61110089,2,76,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,1,61110015|61110017|61110029|61110089,1/7|3/7|1/7|5/7,3|59|6211,986
low,61110142,61110143,61110157,1,15,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61110143|61110157,3/7|3/7,167,986
low,61110298,61110299,61110299,1,1,0,1,1,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,0,0,61110299,5/7,,986
low,61110706,61110709,61110713,3,7,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61110709|61110713,5/7|1/7,11,986
low,61110921,61110923,61110949,2,28,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61110923|61110949,1/7|3/7,7717,986
low,61111059,61111061,61111103,2,44,7,8,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,3,4,61111061|61111063|61111067|61111079|61111081|61111093|61111097|61111103,3/7|1/7|3/7|1/7|3/7|1/7|5/7|3/7,11|13|53|59|61|241|379,986
low,61111400,61111401,61111403,1,3,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61111401|61111403,1/7|3/7,3,986
low,61111795,61111797,61111823,2,28,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,1,61111797|61111801|61111807|61111823,5/7|5/7|1/7|3/7,3|577|1747,986
low,61111846,61111847,61111861,1,15,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,0,0,61111847|61111849|61111861,1/7|1/7|1/7,19|5077,986
low,61112011,61112013,61112047,2,36,7,8,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,2,3,61112013|61112015|61112017|61112021|61112027|61112033|61112039|61112047,3/7|1/7|1/7|5/7|3/7|3/7|5/7|3/7,3|5|41|53|523|3221|5527,986
low,61112217,61112221,61112237,4,20,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61112221|61112237,5/7|3/7,1693,986
low,61112431,61112433,61112437,2,6,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61112433|61112435|61112437,3/7|1/7|1/7,3|5,986
low,61112512,61112515,61112561,3,49,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61112515|61112519|61112521|61112533|61112561,5/7|1/7|1/7|1/7|1/7,5|13|263|2879,986
low,61112603,61112605,61112609,2,6,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61112605|61112609,1/7|5/7,5,986
low,61112978,61112979,61112993,1,15,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61112979|61112981|61112993,3/7|1/7|3/7,3|631,986
low,61113456,61113457,61113473,1,17,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61113457|61113473,1/7|1/7,2699,986
low,61114025,61114027,61114033,2,8,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61114027|61114033,5/7|1/7,13,986
low,61114300,61114301,61114301,1,1,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61114301,3/7,,986
low,61114510,61114511,61114511,1,1,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61114511,3/7,,986
low,61114554,61114555,61114589,1,35,4,5,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61114555|61114559|61114561|61114579|61114589,5/7|5/7|3/7|1/7|3/7,5|11|739|1213,986
low,61114663,61114665,61114667,2,4,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61114665|61114667,3/7|5/7,3,986
low,61114782,61114783,61114789,1,7,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61114783|61114789,5/7|1/7,1123,986
low,61114971,61114973,61114987,2,16,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61114973|61114987,3/7|3/7,59,986
low,61115607,61115609,61115611,2,4,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61115609|61115611,5/7|3/7,19,986
low,61115706,61115707,61115713,1,7,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61115707|61115711|61115713,5/7|1/7|1/7,41|113,986
low,61115928,61115931,61115947,3,19,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61115931|61115933|61115939|61115941|61115947,5/7|3/7|3/7|5/7|3/7,3|47|107|6199,986
low,61116625,61116627,61116647,2,22,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61116627|61116631|61116641|61116647,5/7|5/7|5/7|3/7,3|43|181,986
low,61117741,61117743,61117751,2,10,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61117743|61117745|61117747|61117751,1/7|3/7|5/7|5/7,3|5|37,986
low,61117768,61117769,61117769,1,1,0,1,1,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,0,0,61117769,1/7,,986
low,61117802,61117803,61117807,1,5,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61117803|61117807,5/7|5/7,3,986
low,61117954,61117955,61117961,1,7,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61117955|61117957|61117961,3/7|5/7|5/7,5|31,986
low,61118083,61118087,61118119,4,36,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61118087|61118119,5/7|1/7,701,986
low,61118367,61118369,61118389,2,22,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,1,1,61118369|61118371|61118389,3/7|1/7|3/7,13|109,986
low,61118413,61118415,61118419,2,6,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61118415|61118417|61118419,1/7|3/7|5/7,3|17,986
low,61118574,61118577,61118581,3,7,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61118577|61118579|61118581,5/7|3/7|1/7,3|1471,986
low,61118616,61118619,61118641,3,25,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61118619|61118621|61118623|61118641,5/7|3/7|1/7|3/7,3|17|127,986
low,61119359,61119361,61119361,2,2,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61119361,5/7,,986
low,61119367,61119369,61119379,2,12,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,1,1,61119369|61119371|61119379,3/7|5/7|1/7,3|19,986
low,61119469,61119473,61119473,4,4,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61119473,5/7,,986
low,61119883,61119885,61119887,2,4,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61119885|61119887,1/7|3/7,3,986
low,61119920,61119921,61119953,1,33,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,1,2,61119921|61119923|61119931|61119953,5/7|3/7|5/7|1/7,3|743|3557,986
low,61119955,61119957,61119959,2,4,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61119957|61119959,3/7|5/7,3,986
low,61119998,61119999,61120001,1,3,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61119999|61120001,3/7|5/7,3,986
low,61120516,61120517,61120529,1,13,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61120517|61120529,3/7|1/7,7603,986
low,61120631,61120635,61120643,4,12,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61120635|61120637|61120639|61120643,5/7|3/7|1/7|3/7,3|23|1019,986
low,61121020,61121021,61121029,1,9,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61121021|61121023|61121029,3/7|5/7|3/7,13|197,986
low,61121859,61121861,61121861,2,2,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61121861,3/7,,986
low,61122332,61122333,61122337,1,5,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61122333|61122335|61122337,1/7|1/7|3/7,3|5,986
low,61122386,61122387,61122443,1,57,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61122387|61122389|61122403|61122443,3/7|1/7|1/7|3/7,3|73|389,986
low,61122432,61122433,61122443,1,11,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,1,61122433|61122437|61122443,1/7|5/7|3/7,127|293,986
low,61122530,61122531,61122541,1,11,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,2,1,61122531|61122533|61122539|61122541,1/7|3/7|5/7|3/7,3|673|4289,986
low,61123350,61123351,61123369,1,19,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,1,2,61123351|61123357|61123367|61123369,5/7|1/7|3/7|1/7,23|1117|1823,986
low,61123376,61123379,61123379,3,3,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61123379,5/7,,986
low,61123558,61123561,61123571,3,13,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,1,61123561|61123567|61123571,5/7|1/7|5/7,29|263,986
low,61123781,61123785,61123807,4,26,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61123785|61123787|61123801|61123807,5/7|3/7|3/7|3/7,3|53|79,986
low,61124676,61124677,61124677,1,1,0,1,1,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,0,0,61124677,5/7,,986
low,61124742,61124743,61124743,1,1,0,1,1,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61124743,1/7,,986
low,61124886,61124887,61124893,1,7,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61124887|61124893,5/7|3/7,43,986
low,61125065,61125067,61125067,2,2,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61125067,3/7,,986
low,61125195,61125199,61125199,4,4,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61125199,5/7,,986
low,61125429,61125431,61125431,2,2,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61125431,3/7,,986
low,61125618,61125619,61125637,1,19,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61125619|61125637,5/7|1/7,3803,986
low,61125665,61125667,61125703,2,38,4,5,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,1,61125667|61125671|61125677|61125683|61125703,1/7|5/7|3/7|3/7|5/7,139|263|269|5107,986
low,61126332,61126333,61126337,1,5,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61126333|61126337,5/7|1/7,113,986
low,61126674,61126675,61126691,1,17,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,2,1,61126675|61126679|61126687|61126691,1/7|5/7|1/7|3/7,5|17|2521,986
low,61126903,61126907,61126907,4,4,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61126907,5/7,,986
low,61127487,61127489,61127489,2,2,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61127489,3/7,,986
low,61128120,61128121,61128121,1,1,0,1,1,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,0,0,61128121,5/7,,986
low,61128122,61128125,61128157,3,35,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61128125|61128127|61128157,5/7|3/7|1/7,5|1193,986
low,61128246,61128247,61128257,1,11,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61128247|61128251|61128257,5/7|5/7|1/7,47|1741,986
low,61128483,61128485,61128511,2,28,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61128485|61128491|61128493|61128511,5/7|3/7|1/7|3/7,5|19|89,986
low,61128691,61128693,61128703,2,12,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,1,2,61128693|61128695|61128701|61128703,3/7|5/7|3/7|1/7,3|5|839,986
low,61128800,61128801,61128803,1,3,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61128801|61128803,1/7|1/7,3,986
low,61129203,61129205,61129253,2,50,5,6,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,2,2,61129205|61129207|61129219|61129223|61129247|61129253,3/7|1/7|3/7|1/7|3/7|3/7,5|107|2017|2287|6053,986
low,61129911,61129913,61129919,2,8,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61129913|61129919,5/7|3/7,13,986
low,61129985,61129987,61130009,2,24,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61129987|61129993|61129997|61130009,5/7|1/7|5/7|3/7,3191|4363|4951,986
low,61130360,61130361,61130371,1,11,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61130361|61130365|61130369|61130371,5/7|5/7|1/7|1/7,3|5|761,986
low,61130417,61130421,61130423,4,6,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61130421|61130423,5/7|3/7,3,986
low,61130538,61130539,61130539,1,1,0,1,1,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61130539,1/7,,986
low,61130551,61130553,61130567,2,16,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,2,1,61130553|61130555|61130557|61130567,1/7|3/7|5/7|1/7,3|5|1667,986
low,61130601,61130603,61130617,2,16,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,1,61130603|61130609|61130617,5/7|1/7|5/7,103|673,986
low,61130710,61130711,61130717,1,7,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61130711|61130717,5/7|3/7,23,986
low,61131158,61131159,61131173,1,15,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,0,0,61131159|61131163|61131173,5/7|5/7|5/7,3|31,986
low,61131500,61131501,61131527,1,27,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,1,61131501|61131503|61131517|61131527,3/7|1/7|1/7|5/7,3|2539|5641,986
low,61131978,61131979,61131979,1,1,0,1,1,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,0,0,61131979,1/7,,986
low,61132138,61132139,61132163,1,25,4,5,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,2,2,61132139|61132147|61132151|61132157|61132163,5/7|1/7|3/7|5/7|1/7,19|421|751|5077,986
low,61132250,61132251,61132273,1,23,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61132251|61132255|61132259|61132273,5/7|5/7|1/7|1/7,3|5|179,986
low,61132432,61132433,61132441,1,9,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61132433|61132439|61132441,5/7|3/7|1/7,457|4657,986
low,61132853,61132857,61132859,4,6,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61132857|61132859,5/7|3/7,3,986
low,61132897,61132899,61132913,2,16,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,1,61132899|61132901|61132909|61132913,5/7|3/7|5/7|5/7,3|17|59,986
low,61133526,61133529,61133531,3,5,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61133529|61133531,5/7|3/7,3,986
low,61133593,61133595,61133603,2,10,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61133595|61133599|61133603,5/7|5/7|1/7,3|353,986
low,61133627,61133629,61133669,2,42,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61133629|61133641|61133669,3/7|5/7|5/7,3253|4051,986
low,61133947,61133949,61133951,2,4,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61133949|61133951,5/7|3/7,3,986
low,61134388,61134389,61134421,1,33,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61134389|61134401|61134413|61134421,1/7|1/7|3/7|5/7,257|317|719,986
low,61134749,61134751,61134751,2,2,0,1,1,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,0,0,61134751,1/7,,986
low,61135108,61135111,61135159,3,51,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61135111|61135117|61135159,5/7|1/7|1/7,17|1699,986
low,61135125,61135127,61135159,2,34,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,1,1,61135127|61135133|61135153|61135159,3/7|3/7|5/7|1/7,23|127|1231,986
low,61135212,61135213,61135231,1,19,4,5,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,2,1,61135213|61135219|61135223|61135229|61135231,1/7|5/7|5/7|1/7|3/7,17|23|41|661,986
low,61135343,61135345,61135381,2,38,5,6,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,1,2,61135345|61135349|61135351|61135363|61135367|61135381,5/7|5/7|3/7|5/7|1/7|1/7,5|11|211|853|6091,986
low,61136013,61136015,61136017,2,4,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61136015|61136017,3/7|5/7,5,986
low,61136354,61136357,61136363,3,9,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61136357|61136359|61136363,5/7|3/7|1/7,19|229,986
low,61136419,61136421,61136429,2,10,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61136421|61136423|61136429,3/7|5/7|3/7,3|353,986
low,61136436,61136437,61136443,1,7,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61136437|61136441|61136443,5/7|5/7|3/7,17|79,986
low,61136559,61136561,61136563,2,4,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61136561|61136563,3/7|5/7,929,986
low,61136564,61136567,61136587,3,23,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61136567|61136587,5/7|1/7,59,986
low,61136816,61136819,61136821,3,5,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61136819|61136821,5/7|3/7,3701,986
low,61137047,61137049,61137071,2,24,4,5,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,1,61137049|61137053|61137061|61137067|61137071,1/7|5/7|1/7|5/7|5/7,17|31|37|61,986
low,61137059,61137061,61137071,2,12,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61137061|61137067|61137071,1/7|5/7|5/7,37|61,986
low,61137164,61137165,61137203,1,39,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61137165|61137169|61137203,5/7|5/7|1/7,3|4139,986
low,61137417,61137421,61137449,4,32,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,1,61137421|61137431|61137437|61137443|61137449,5/7|5/7|3/7|3/7|5/7,19|37|41|43,986
low,61137497,61137499,61137499,2,2,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61137499,3/7,,986
